link_seq_id,link_id,vdf_type,from_node_id,to_node_id,lanes,distance_km,distance_mile,fftt,meso_link_id,meso_link_incoming_volume,tmc,tmc_corridor_name,tmc_corridor_id,tmc_road_order,tmc_road_sequence,subarea_id,link_type,link_type_code,vdf_code,time_period,volume,ref_volume,ref_diff,ODME_volume_before,ODME_volume_after,ODME_volume_diff,ODME_obs_count,ODME_upperbound_capacity_type,ODME_obs_count_dev,preload_volume,mode_type_volume,travel_time,speed_kmph,speed_mph,speed_ratio,VOC,DOC,lane_capacity,link_capacity,queue,total_simu_waiting_time_in_min,avg_simu_waiting_time_in_min,plf,lanes,D_per_hour_per_lane,QVDF_cd,QVDF_n,P,severe_congestion_duration_in_h,vf,v_congestion_cutoff,QVDF_cp,QVDF_s,QVDF_v,vt2,VMT,VHT,PMT,PHT,PDT_vf,PDT_vc,geometry,person_vol_auto,person_vol_bike,person_vol_walk,MEU_vol_auto,MEU_vol_bike,MEU_vol_walk,mode_cap_auto,mode_cap_bike,mode_cap_walk,mode_VOC_auto,mode_VOC_bike,mode_VOC_walk,v06:00,v06:15,v06:30,v06:45,v07:00,v07:15,v07:30,v07:45,v08:00,v08:15,v08:30,v08:45,v09:00,v09:15,v09:30,v09:45,v10:00,v10:15,v10:30,v10:45,v11:00,v11:15,v11:30,v11:45,v12:00,v12:15,v12:30,v12:45,v13:00,v13:15,v13:30,v13:45,v14:00,v14:15,v14:30,v14:45,v15:00,v15:15,v15:30,v15:45,v16:00,v16:15,v16:30,v16:45,v17:00,v17:15,v17:30,v17:45,v18:00,v18:15,v18:30,v18:45,v19:00,v19:15,v19:30,v19:45,DTM_type,DTM_volume_before,DTM_volume_after,DTM_volume_diff,DTM_speed_before,DTM_speed_after,DTM_speed_diff,DTM_DoC_before,DTM_DoC_after,DTM_Doc_diff,DTM_P_before,DTM_P_after,DTM_P_diff,notes
21,21,bpr,8,9,1.000000,10.000000,6.215040,10.000000,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,18278.791,-1.000,0.000,0.000,0.000,0.000,,,,0.000,18278.791,267.424,0.000,0.000,0.000,3.619,3.619,5050.193,5050.193,0.000,0.000,0.000,1.000,1.000,18278.792,0.955,1.142,26.338,1.083,60.000,51.000,0.400,4.000,0.002,0.000,113603.422,637695488.000,113603.422,637695488.000,637692416.000,637691904.000,"LINESTRING (-96.711532 43.562542, -96.731392 43.548814)",10225.852,2101.800,5951.139,18278.792,18278.792,18278.792,3.619,30.465,18.279,3.619,30.465,18.279,60.000,60.000,60.000,60.000,0.000,0.000,0.000,0.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,18278.792,18278.792,0.000,0.000,0.000,0.000,3.619,3.619,0.000,26.338,26.338,0.000,period-based
22,22,bpr,8,16,1.000000,5.000000,3.107520,5.000000,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,20908.291,-1.000,0.000,0.000,0.000,0.000,,,,0.000,20908.291,226.110,0.000,0.000,0.000,4.144,4.144,5045.823,5045.823,0.000,0.000,0.000,1.000,1.000,20908.291,0.955,1.142,30.706,1.083,60.000,51.000,0.400,4.000,0.001,0.000,64972.938,624349568.000,64972.938,624349568.000,624347840.000,624347520.000,"LINESTRING (-96.711647 43.562324, -96.711647 43.546744)",701.381,6108.365,14098.544,20908.291,20908.291,20908.291,4.144,34.847,20.908,4.144,34.847,20.908,60.000,60.000,60.000,60.000,0.000,0.000,0.000,0.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,20908.291,20908.291,0.000,0.000,0.000,0.000,4.144,4.144,0.000,30.706,30.706,0.000,period-based
23,23,bpr,9,5,1.000000,5.000000,3.107520,5.000000,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,39493.340,-1.000,0.000,0.000,0.000,0.000,,,,0.000,39493.340,187.455,0.000,0.000,0.000,3.949,3.949,10000.000,10000.000,0.000,0.000,0.000,1.000,1.000,39493.340,0.955,1.142,63.464,1.083,60.000,51.000,0.400,4.000,0.000,0.000,122726.352,15012068352.000,122726.352,15012068352.000,15012064256.000,15012064256.000,"LINESTRING (-96.730977 43.548602, -96.731304 43.564039)",39348.891,0.000,144.449,39493.340,39493.340,39493.340,3.949,65.822,39.493,3.949,65.822,39.493,60.000,60.000,60.000,60.000,0.000,0.000,0.000,0.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,39493.339,39493.339,0.000,0.000,0.000,0.000,3.949,3.949,0.000,63.464,63.464,0.000,period-based
24,24,bpr,9,8,1.000000,10.000000,6.215040,10.000000,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,19942.273,-1.000,0.000,0.000,0.000,0.000,,,,0.000,19942.273,374.719,0.000,0.000,0.000,3.949,3.949,5050.193,5050.193,0.000,0.000,0.000,1.000,1.000,19942.273,0.955,1.142,29.092,1.083,60.000,51.000,0.400,4.000,0.001,0.000,123942.031,985692864.000,123942.031,985692864.000,985689536.000,985688960.000,"LINESTRING (-96.731091 43.548379, -96.711231 43.562106)",11534.350,2406.509,6001.414,19942.273,19942.273,19942.273,3.949,33.237,19.942,3.949,33.237,19.942,60.000,60.000,60.000,60.000,0.000,0.000,0.000,0.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,19942.273,19942.273,0.000,0.000,0.000,0.000,3.949,3.949,0.000,29.092,29.092,0.000,period-based
25,25,bpr,9,10,1.000000,3.000000,1.864512,3.000000,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,50033.137,-1.000,0.000,0.000,0.000,0.000,,,,0.000,50033.137,78.199,0.000,0.000,0.000,3.595,3.595,13915.788,13915.788,0.000,0.000,0.000,1.000,1.000,50033.137,0.955,1.142,83.140,1.083,60.000,51.000,0.400,4.000,0.000,0.000,93287.391,29394116608.000,93287.391,29394116608.000,29394114560.000,29394112512.000,"LINESTRING (-96.731506 43.548612, -96.731702 43.545287)",44433.137,2800.000,2800.000,50033.137,50033.137,50033.137,3.595,83.389,50.033,3.595,83.389,50.033,60.000,60.000,60.000,60.000,0.000,0.000,0.000,0.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,50033.137,50033.137,0.000,0.000,0.000,0.000,3.595,3.595,0.000,83.140,83.140,0.000,period-based
26,26,bpr,10,9,1.000000,3.000000,1.864512,3.000000,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,44864.047,-1.000,0.000,0.000,0.000,0.000,,,,0.000,44864.047,51.616,0.000,0.000,0.000,3.224,3.224,13915.788,13915.788,0.000,0.000,0.000,1.000,1.000,44864.048,0.955,1.142,73.408,1.083,60.000,51.000,0.400,4.000,0.000,0.000,83649.562,17039790080.000,83649.562,17039790080.000,17039788032.000,17039788032.000,"LINESTRING (-96.731174 43.545255, -96.730977 43.548581)",43157.598,0.000,1706.450,44864.048,44864.048,44864.048,3.224,74.773,44.864,3.224,74.773,44.864,60.000,60.000,60.000,60.000,0.000,0.000,0.000,0.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,44864.048,44864.048,0.000,0.000,0.000,0.000,3.224,3.224,0.000,73.408,73.408,0.000,period-based
27,27,bpr,10,11,1.000000,5.000000,3.107520,5.000000,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,31285.906,-1.000,0.000,0.000,0.000,0.000,,,,0.000,31285.906,76.855,0.000,0.000,0.000,3.129,3.129,10000.000,10000.000,0.000,0.000,0.000,1.000,1.000,31285.907,0.955,1.142,48.644,1.083,60.000,51.000,0.400,4.000,0.000,0.000,97221.586,4683459584.000,97221.586,4683459584.000,4683457024.000,4683456512.000,"LINESTRING (-96.731458 43.545535, -96.746860 43.544395)",19614.919,1557.419,10113.569,31285.907,31285.907,31285.907,3.129,52.143,31.286,3.129,52.143,31.286,60.000,60.000,60.000,60.000,0.000,0.000,0.000,0.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,31285.907,31285.907,0.000,0.000,0.000,0.000,3.129,3.129,0.000,48.644,48.644,0.000,period-based
28,28,bpr,10,15,1.000000,6.000000,3.729024,6.000000,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,49072.441,-1.000,0.000,0.000,0.000,0.000,,,,0.000,49072.441,162.572,0.000,0.000,0.000,3.632,3.632,13512.002,13512.002,0.000,0.000,0.000,1.000,1.000,49072.443,0.955,1.142,81.320,1.083,60.000,51.000,0.400,4.000,0.000,0.000,182992.328,53356847104.000,182992.328,53356847104.000,53356838912.000,53356838912.000,"LINESTRING (-96.731703 43.545272, -96.731768 43.529402)",49072.443,0.000,0.000,49072.443,49072.443,49072.443,3.632,81.787,49.072,3.632,81.787,49.072,60.000,60.000,60.000,60.000,0.000,0.000,0.000,0.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,49072.441,49072.441,0.000,0.000,0.000,0.000,3.632,3.632,0.000,81.320,81.320,0.000,period-based
29,29,bpr,10,16,1.000000,4.000000,2.486016,4.000000,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,26353.066,-1.000,0.000,0.000,0.000,0.000,,,,0.000,26353.066,524.893,0.000,0.000,0.000,5.428,5.428,4854.918,4854.918,0.000,0.000,0.000,1.000,1.000,26353.067,0.955,1.142,39.991,1.083,60.000,51.000,0.400,4.000,0.000,0.000,65514.148,1588809472.000,65514.148,1588809472.000,1588807680.000,1588807424.000,"LINESTRING (-96.731419 43.545007, -96.711362 43.546480)",10529.436,5332.412,10491.218,26353.067,26353.067,26353.067,5.428,43.922,26.353,5.428,43.922,26.353,60.000,60.000,60.000,60.000,0.000,0.000,0.000,0.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,26353.066,26353.066,0.000,0.000,0.000,0.000,5.428,5.428,0.000,39.991,39.991,0.000,period-based
30,30,bpr,10,17,1.000000,8.000000,4.972032,8.000000,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,24591.951,-1.000,0.000,0.000,0.000,0.000,,,,0.000,24591.951,713.877,0.000,0.000,0.000,4.925,4.925,4993.511,4993.511,0.000,0.000,0.000,1.000,1.000,24591.952,0.955,1.142,36.955,1.083,60.000,51.000,0.400,4.000,0.001,0.000,122271.977,2248603648.000,122271.977,2248603648.000,2248600320.000,2248599808.000,"LINESTRING (-96.731490 43.545011, -96.711433 43.541020)",11646.584,4294.247,8651.120,24591.952,24591.952,24591.952,4.925,40.987,24.592,4.925,40.987,24.592,60.000,60.000,60.000,60.000,0.000,0.000,0.000,0.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,24591.951,24591.951,0.000,0.000,0.000,0.000,4.925,4.925,0.000,36.955,36.955,0.000,period-based
31,31,bpr,11,4,1.000000,6.000000,3.729024,6.000000,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,11255.451,-1.000,0.000,0.000,0.000,0.000,,,,0.000,11255.451,30.876,0.002,0.001,0.000,2.293,2.293,4908.827,4908.827,0.000,0.000,0.000,1.000,1.000,11255.451,0.955,1.142,15.142,0.583,60.000,51.000,0.400,4.000,0.012,0.002,41971.852,33884112.000,41971.852,33884112.000,33882988.000,33882788.000,"LINESTRING (-96.746576 43.544135, -96.746904 43.563658)",1163.588,3017.609,7074.254,11255.451,11255.451,11255.451,2.293,18.759,11.255,2.293,18.759,11.255,60.000,60.000,60.000,60.000,0.000,1.445,36.791,56.503,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,11255.451,11255.451,0.000,0.002,0.002,0.000,2.293,2.293,0.000,15.142,15.142,0.000,period-based
32,32,bpr,11,10,1.000000,5.000000,3.107520,5.000000,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,30356.242,-1.000,0.000,0.000,0.000,0.000,,,,0.000,30356.242,68.687,0.000,0.000,0.000,3.036,3.036,10000.000,10000.000,0.000,0.000,0.000,1.000,1.000,30356.242,0.955,1.142,46.998,1.083,60.000,51.000,0.400,4.000,0.000,0.000,94332.633,4027759104.000,94332.633,4027759104.000,4027756544.000,4027756032.000,"LINESTRING (-96.746821 43.543867, -96.731418 43.545007)",18841.779,1284.602,10229.862,30356.242,30356.242,30356.242,3.036,50.594,30.356,3.036,50.594,30.356,60.000,60.000,60.000,60.000,0.000,0.000,0.000,0.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,30356.243,30356.243,0.000,0.000,0.000,0.000,3.036,3.036,0.000,46.998,46.998,0.000,period-based
33,33,bpr,11,12,1.000000,6.000000,3.729024,6.000000,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,16911.381,-1.000,0.000,0.000,0.000,0.000,,,,0.000,16911.381,132.779,0.000,0.000,0.000,3.445,3.445,4908.827,4908.827,0.000,0.000,0.000,1.000,1.000,16911.380,0.955,1.142,24.101,1.083,60.000,51.000,0.400,4.000,0.002,0.000,63062.949,259377296.000,63062.949,259377296.000,259375600.000,259375312.000,"LINESTRING (-96.746842 43.544395, -96.780138 43.544205)",4756.110,3919.918,8235.353,16911.380,16911.380,16911.380,3.445,28.186,16.911,3.445,28.186,16.911,60.000,60.000,60.000,60.000,0.000,0.000,0.000,0.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,16911.380,16911.380,0.000,0.000,0.000,0.000,3.445,3.445,0.000,24.101,24.101,0.000,period-based
34,34,bpr,11,14,1.000000,4.000000,2.486016,4.000000,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,21275.070,-1.000,0.000,0.000,0.000,0.000,,,,0.000,21275.070,221.370,0.000,0.000,0.000,4.363,4.363,4876.508,4876.508,0.000,0.000,0.000,1.000,1.000,21275.070,0.955,1.142,31.322,1.083,60.000,51.000,0.400,4.000,0.001,0.000,52890.168,544852736.000,52890.168,544852736.000,544851264.000,544851072.000,"LINESTRING (-96.747096 43.544203, -96.751290 43.529378)",1045.847,6320.709,13908.514,21275.070,21275.070,21275.070,4.363,35.458,21.275,4.363,35.458,21.275,60.000,60.000,60.000,60.000,0.000,0.000,0.000,0.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,21275.070,21275.070,0.000,0.000,0.000,0.000,4.363,4.363,0.000,31.322,31.322,0.000,period-based
35,35,bpr,12,3,1.000000,4.000000,2.486016,4.000000,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,29091.529,-1.000,0.000,0.000,0.000,0.000,,,,0.000,29091.529,5.433,0.000,0.000,0.000,1.243,1.243,23403.473,23403.473,0.000,0.000,0.000,1.000,1.000,29091.529,0.955,1.142,44.769,1.083,60.000,51.000,0.400,4.000,0.000,0.000,72322.016,2604634624.000,72322.016,2604634624.000,2604632832.000,2604632320.000,"LINESTRING (-96.779877 43.543888, -96.774044 43.572909)",24920.710,548.888,3621.932,29091.529,29091.529,29091.529,1.243,48.486,29.092,1.243,48.486,29.092,60.000,60.000,60.000,60.000,0.000,0.000,0.000,0.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,29091.529,29091.529,0.000,0.000,0.000,0.000,1.243,1.243,0.000,44.769,44.769,0.000,period-based
36,36,bpr,12,11,1.000000,6.000000,3.729024,6.000000,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,16249.192,-1.000,0.000,0.000,0.000,0.000,,,,0.000,16249.192,114.058,0.000,0.000,0.000,3.310,3.310,4908.827,4908.827,0.000,0.000,0.000,1.000,1.000,16249.192,0.955,1.142,23.027,1.083,60.000,51.000,0.400,4.000,0.003,0.000,60593.633,212423056.000,60593.633,212423056.000,212421440.000,212421152.000,"LINESTRING (-96.780135 43.543676, -96.746839 43.543866)",4280.731,3759.684,8208.777,16249.192,16249.192,16249.192,3.310,27.082,16.249,3.310,27.082,16.249,60.000,60.000,60.000,60.000,0.000,0.000,0.000,0.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,16249.192,16249.192,0.000,0.000,0.000,0.000,3.310,3.310,0.000,23.027,23.027,0.000,period-based
37,37,bpr,12,13,1.000000,3.000000,1.864512,3.000000,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,29158.258,-1.000,0.000,0.000,0.000,0.000,,,,0.000,29158.258,3.723,0.000,0.000,0.000,1.126,1.126,25900.201,25900.201,0.000,0.000,0.000,1.000,1.000,29158.257,0.955,1.142,44.886,1.083,60.000,51.000,0.400,4.000,0.000,0.000,54365.926,1975982464.000,54365.926,1975982464.000,1975981056.000,1975980800.000,"LINESTRING (-96.780394 43.544005, -96.793634 43.490771)",16377.059,3936.407,8844.790,29158.257,29158.257,29158.257,1.126,48.597,29.158,1.126,48.597,29.158,60.000,60.000,60.000,60.000,0.000,0.000,0.000,0.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,29158.257,29158.257,0.000,0.000,0.000,0.000,1.126,1.126,0.000,44.886,44.886,0.000,period-based
38,38,bpr,13,12,1.000000,3.000000,1.864512,3.000000,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,28440.447,-1.000,0.000,0.000,0.000,0.000,,,,0.000,28440.447,3.654,0.000,0.000,0.000,1.098,1.098,25900.201,25900.201,0.000,0.000,0.000,1.000,1.000,28440.447,0.955,1.142,43.627,1.083,60.000,51.000,0.400,4.000,0.000,0.000,53027.559,1744447104.000,53027.559,1744447104.000,1744445696.000,1744445440.000,"LINESTRING (-96.793120 43.490643, -96.779880 43.543877)",16468.448,3729.835,8242.164,28440.447,28440.447,28440.447,1.098,47.401,28.440,1.098,47.401,28.440,60.000,60.000,60.000,60.000,0.000,0.000,0.000,0.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,28440.446,28440.446,0.000,0.000,0.000,0.000,1.098,1.098,0.000,43.627,43.627,0.000,period-based
39,39,bpr,13,24,1.000000,4.000000,2.486016,4.000000,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,20484.467,-1.000,0.000,0.000,0.000,0.000,,,,0.000,20484.467,161.235,0.000,0.000,0.000,4.023,4.023,5091.256,5091.256,0.000,0.000,0.000,1.000,1.000,20484.467,0.955,1.142,29.996,1.083,60.000,51.000,0.400,4.000,0.001,0.000,50924.715,450868416.000,50924.715,450868416.000,450867040.000,450866816.000,"LINESTRING (-96.793305 43.490452, -96.749128 43.502909)",5113.186,5795.383,9575.898,20484.467,20484.467,20484.467,4.023,34.141,20.484,4.023,34.141,20.484,60.000,60.000,60.000,60.000,0.000,0.000,0.000,0.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,20484.467,20484.467,0.000,0.000,0.000,0.000,4.023,4.023,0.000,29.996,29.996,0.000,period-based
40,40,bpr,14,11,1.000000,4.000000,2.486016,4.000000,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,20749.361,-1.000,0.000,0.000,0.000,0.000,,,,0.000,20749.361,200.668,0.000,0.000,0.000,4.255,4.255,4876.508,4876.508,0.000,0.000,0.000,1.000,1.000,20749.360,0.955,1.142,30.440,1.083,60.000,51.000,0.400,4.000,0.001,0.000,51583.246,480783136.000,51583.246,480783136.000,480781760.000,480781504.000,"LINESTRING (-96.750781 43.529234, -96.746586 43.544059)",1266.700,6051.097,13431.564,20749.360,20749.360,20749.360,4.255,34.582,20.749,4.255,34.582,20.749,60.000,60.000,60.000,60.000,0.000,0.000,0.000,0.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,20749.361,20749.361,0.000,0.000,0.000,0.000,4.255,4.255,0.000,30.440,30.440,0.000,period-based
41,41,bpr,14,15,1.000000,5.000000,3.107520,5.000000,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,23461.812,-1.000,0.000,0.000,0.000,0.000,,,,0.000,23461.812,333.758,0.000,0.000,0.000,4.576,4.576,5127.526,5127.526,0.000,0.000,0.000,1.000,1.000,23461.813,0.955,1.142,35.023,1.083,60.000,51.000,0.400,4.000,0.001,0.000,72908.055,1110803968.000,72908.055,1110803968.000,1110801920.000,1110801664.000,"LINESTRING (-96.751034 43.529041, -96.731502 43.529136)",10291.288,4320.331,8850.194,23461.813,23461.813,23461.813,4.576,39.103,23.462,4.576,39.103,23.462,60.000,60.000,60.000,60.000,0.000,0.000,0.000,0.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,23461.813,23461.813,0.000,0.000,0.000,0.000,4.576,4.576,0.000,35.023,35.023,0.000,period-based
