od_seq_id,o_zone_id,d_zone_id,o_sindex,d_sindex,o_district_id,d_district_id,mode_type,demand_period,connectivity_flag,s_x_coord,s_y_coord,t_x_coord,t_y_coord,volume_s0,volume_s1,avg_tt_s0,avg_tt_s1,avg_distance_km_s0,avg_distance_km_s1,avg_cost_s0,avg_cost_s1,
1,7,8,6,7,0,0,bike,am,0,-96.693423,43.563844,-96.711382,43.562324,1000.00,2000.00,5201771.50,152898736.00,3.00,2.72,0.00,0.00,
1,7,8,6,7,0,0,walk,am,0,-96.693423,43.563844,-96.711382,43.562324,1000.00,2000.00,1853944.00,57690864.00,3.00,2.88,0.00,0.00,
1,7,9,6,8,0,0,auto,am,0,-96.693423,43.563844,-96.731241,43.548596,600.00,1200.00,533.79,12632.15,16.36,16.01,0.00,0.00,
1,7,9,6,8,0,0,bike,am,0,-96.693423,43.563844,-96.731241,43.548596,600.00,1200.00,5196931.50,271911616.00,6.10,10.09,0.00,0.00,
1,7,9,6,8,0,0,walk,am,0,-96.693423,43.563844,-96.731241,43.548596,600.00,1200.00,3128362.00,113348336.00,10.30,11.80,0.00,0.00,
1,7,10,6,9,0,0,auto,am,0,-96.693423,43.563844,-96.731438,43.545271,1900.00,3800.00,576.43,13893.08,14.04,13.79,0.00,0.00,
1,7,10,6,9,0,0,bike,am,0,-96.693423,43.563844,-96.731438,43.545271,1900.00,3800.00,0.00,206605616.00,0.00,1.88,0.00,0.00,
1,7,10,6,9,0,0,walk,am,0,-96.693423,43.563844,-96.731438,43.545271,1900.00,3800.00,2929516.75,218788384.00,1.99,6.59,0.00,0.00,
1,7,11,6,10,0,0,auto,am,0,-96.693423,43.563844,-96.746841,43.544131,500.00,1000.00,651.80,15210.78,19.09,18.85,0.00,0.00,
1,7,11,6,10,0,0,bike,am,0,-96.693423,43.563844,-96.746841,43.544131,500.00,1000.00,0.00,350159328.00,0.00,6.10,0.00,0.00,
1,7,11,6,10,0,0,walk,am,0,-96.693423,43.563844,-96.746841,43.544131,500.00,1000.00,5003715.00,248138208.00,5.91,12.14,0.00,0.00,
1,7,12,6,11,0,0,auto,am,0,-96.693423,43.563844,-96.780137,43.543941,700.00,1400.00,730.89,15758.18,30.87,30.59,0.00,0.00,
1,7,12,6,11,0,0,bike,am,0,-96.693423,43.563844,-96.780137,43.543941,700.00,1400.00,0.00,385863872.00,0.00,10.45,0.00,0.00,
1,7,12,6,11,0,0,walk,am,0,-96.693423,43.563844,-96.780137,43.543941,700.00,1400.00,5124239.00,242265232.00,11.03,18.40,0.00,0.00,
1,7,13,6,12,0,0,auto,am,0,-96.693423,43.563844,-96.793377,43.490707,400.00,800.00,739.04,15805.72,33.81,33.56,0.00,0.00,
1,7,13,6,12,0,0,bike,am,0,-96.693423,43.563844,-96.793377,43.490707,400.00,800.00,0.00,269933216.00,0.00,4.64,0.00,0.00,
1,7,13,6,12,0,0,walk,am,0,-96.693423,43.563844,-96.793377,43.490707,400.00,800.00,5513985.00,257558720.00,6.42,12.42,0.00,0.00,
1,7,14,6,13,0,0,auto,am,0,-96.693423,43.563844,-96.751035,43.529306,200.00,400.00,793.38,17858.70,19.00,19.01,0.00,0.00,
1,7,14,6,13,0,0,bike,am,0,-96.693423,43.563844,-96.751035,43.529306,200.00,400.00,0.00,0.00,0.00,0.00,0.00,0.00,
1,7,14,6,13,0,0,walk,am,0,-96.693423,43.563844,-96.751035,43.529306,200.00,400.00,0.00,187552704.00,0.00,8.95,0.00,0.00,
1,7,15,6,14,0,0,auto,am,0,-96.693423,43.563844,-96.731504,43.529401,500.00,1000.00,475.06,9144.95,13.89,13.84,0.00,0.00,
1,7,15,6,14,0,0,bike,am,0,-96.693423,43.563844,-96.731504,43.529401,500.00,1000.00,0.00,194859840.00,0.00,2.21,0.00,0.00,
1,7,15,6,14,0,0,walk,am,0,-96.693423,43.563844,-96.731504,43.529401,500.00,1000.00,3194777.75,246074592.00,2.45,7.82,0.00,0.00,
1,7,16,6,15,0,0,auto,am,0,-96.693423,43.563844,-96.711382,43.546744,1400.00,2800.00,9.95,121.66,5.00,5.00,0.00,0.00,
1,7,16,6,15,0,0,bike,am,0,-96.693423,43.563844,-96.711382,43.546744,1400.00,2800.00,0.00,290856160.00,0.00,2.44,0.00,0.00,
1,7,16,6,15,0,0,walk,am,0,-96.693423,43.563844,-96.711382,43.546744,1400.00,2800.00,4726564.50,175412272.00,3.29,4.67,0.00,0.00,
1,7,17,6,16,0,0,auto,am,0,-96.693423,43.563844,-96.711382,43.541280,1000.00,2000.00,325.52,7903.01,7.54,7.42,0.00,0.00,
1,7,17,6,16,0,0,bike,am,0,-96.693423,43.563844,-96.711382,43.541280,1000.00,2000.00,0.00,223492080.00,0.00,1.74,0.00,0.00,
1,7,17,6,16,0,0,walk,am,0,-96.693423,43.563844,-96.711382,43.541280,1000.00,2000.00,4241791.50,204599904.00,2.72,5.48,0.00,0.00,
1,7,18,6,17,0,0,auto,am,0,-96.693423,43.563844,-96.694078,43.546744,200.00,400.00,2.52,19.15,2.00,2.00,0.00,0.00,
1,7,18,6,17,0,0,bike,am,0,-96.693423,43.563844,-96.694078,43.546744,200.00,400.00,5455113.00,180413168.00,2.00,2.00,0.00,0.00,
1,7,18,6,17,0,0,walk,am,0,-96.693423,43.563844,-96.694078,43.546744,200.00,400.00,1944224.00,64299272.00,2.00,2.00,0.00,0.00,
1,7,19,6,18,0,0,auto,am,0,-96.693423,43.563844,-96.711316,43.529591,400.00,800.00,395.71,8580.94,12.91,13.67,0.00,0.00,
1,7,19,6,18,0,0,bike,am,0,-96.693423,43.563844,-96.711316,43.529591,400.00,800.00,0.00,319053184.00,0.00,3.29,0.00,0.00,
1,7,19,6,18,0,0,walk,am,0,-96.693423,43.563844,-96.711316,43.529591,400.00,800.00,6017185.50,238439232.00,4.22,6.90,0.00,0.00,
1,7,20,6,19,0,0,auto,am,0,-96.693423,43.563844,-96.711185,43.515333,500.00,1000.00,9.32,86.62,6.00,6.00,0.00,0.00,
1,7,20,6,19,0,0,bike,am,0,-96.693423,43.563844,-96.711185,43.515333,500.00,1000.00,0.00,426368832.00,0.00,3.02,0.00,0.00,
1,7,20,6,19,0,0,walk,am,0,-96.693423,43.563844,-96.711185,43.515333,500.00,1000.00,7157441.00,242950896.00,3.45,4.82,0.00,0.00,
1,7,21,6,20,0,0,auto,am,0,-96.693423,43.563844,-96.730979,43.510485,200.00,400.00,236.99,5446.53,12.19,12.07,0.00,0.00,
1,7,21,6,20,0,0,bike,am,0,-96.693423,43.563844,-96.730979,43.510485,200.00,400.00,0.00,336112064.00,0.00,4.19,0.00,0.00,
1,7,21,6,20,0,0,walk,am,0,-96.693423,43.563844,-96.730979,43.510485,200.00,400.00,6485355.00,241532080.00,5.54,8.45,0.00,0.00,
1,7,22,6,21,0,0,auto,am,0,-96.693423,43.563844,-96.731241,43.514858,500.00,1000.00,412.02,8042.14,12.18,12.16,0.00,0.00,
1,7,22,6,21,0,0,bike,am,0,-96.693423,43.563844,-96.731241,43.514858,500.00,1000.00,0.00,83707824.00,0.00,0.87,0.00,0.00,
1,7,22,6,21,0,0,walk,am,0,-96.693423,43.563844,-96.731241,43.514858,500.00,1000.00,1878066.50,204900416.00,1.28,6.35,0.00,0.00,
1,7,23,6,22,0,0,auto,am,0,-96.693423,43.563844,-96.750904,43.514858,200.00,400.00,572.72,11092.74,16.09,15.97,0.00,0.00,
1,7,23,6,22,0,0,bike,am,0,-96.693423,43.563844,-96.750904,43.514858,200.00,400.00,0.00,0.00,0.00,0.00,0.00,0.00,
1,7,23,6,22,0,0,walk,am,0,-96.693423,43.563844,-96.750904,43.514858,200.00,400.00,0.00,196608896.00,0.00,8.13,0.00,0.00,
1,7,24,6,23,0,0,auto,am,0,-96.693423,43.563844,-96.749200,43.503164,100.00,200.00,382.99,8367.18,15.43,15.50,0.00,0.00,
1,7,24,6,23,0,0,bike,am,0,-96.693423,43.563844,-96.749200,43.503164,100.00,200.00,0.00,312955648.00,0.00,4.61,0.00,0.00,
1,7,24,6,23,0,0,walk,am,0,-96.693423,43.563844,-96.749200,43.503164,100.00,200.00,6003225.50,247716688.00,6.00,10.24,0.00,0.00,
1,8,1,7,0,0,1,auto,am,0,-96.711382,43.562324,-96.770420,43.612828,800.00,1600.00,347.56,10055.53,18.86,20.98,0.00,0.00,
1,8,1,7,0,0,1,bike,am,0,-96.711382,43.562324,-96.770420,43.612828,800.00,1600.00,2357295.50,106306304.00,5.37,6.88,0.00,0.00,
1,8,1,7,0,0,1,walk,am,0,-96.711382,43.562324,-96.770420,43.612828,800.00,1600.00,1623172.62,58708060.00,10.38,10.66,0.00,0.00,
1,8,2,7,1,0,2,auto,am,0,-96.711382,43.562324,-96.711251,43.605813,400.00,800.00,478.11,11579.88,29.93,30.45,0.00,0.00,
1,8,2,7,1,0,2,bike,am,0,-96.711382,43.562324,-96.711251,43.605813,400.00,800.00,2392780.00,98559320.00,3.90,4.55,0.00,0.00,
1,8,2,7,1,0,2,walk,am,0,-96.711382,43.562324,-96.711251,43.605813,400.00,800.00,1301305.25,46653472.00,5.95,6.04,0.00,0.00,
1,8,3,7,2,0,0,auto,am,0,-96.711382,43.562324,-96.774303,43.572962,200.00,400.00,468.88,11558.66,20.58,21.00,0.00,0.00,
1,8,3,7,2,0,0,bike,am,0,-96.711382,43.562324,-96.774303,43.572962,200.00,400.00,1651865.88,98018328.00,2.87,5.36,0.00,0.00,
1,8,3,7,2,0,0,walk,am,0,-96.711382,43.562324,-96.774303,43.572962,200.00,400.00,2433036.25,80246040.00,11.85,12.31,0.00,0.00,
1,8,4,7,3,0,0,auto,am,0,-96.711382,43.562324,-96.747168,43.563654,700.00,1400.00,454.62,11375.85,16.66,17.03,0.00,0.00,
1,8,4,7,3,0,0,bike,am,0,-96.711382,43.562324,-96.747168,43.563654,700.00,1400.00,0.00,0.00,0.00,0.00,0.00,0.00,
1,8,4,7,3,0,0,walk,am,0,-96.711382,43.562324,-96.747168,43.563654,700.00,1400.00,5400140.50,147692608.00,3.54,4.39,0.00,0.00,
1,8,5,7,4,0,0,auto,am,0,-96.711382,43.562324,-96.731569,43.564034,500.00,1000.00,444.27,11203.59,14.70,15.07,0.00,0.00,
1,8,5,7,4,0,0,bike,am,0,-96.711382,43.562324,-96.731569,43.564034,500.00,1000.00,2960776.50,97566280.00,4.23,4.04,0.00,0.00,
1,8,5,7,4,0,0,walk,am,0,-96.711382,43.562324,-96.731569,43.564034,500.00,1000.00,1341851.12,45006180.00,5.38,5.23,0.00,0.00,
1,8,6,7,5,0,0,auto,am,0,-96.711382,43.562324,-96.711644,43.587586,800.00,1600.00,194.84,6387.32,3.70,2.84,0.00,0.00,
1,8,6,7,5,0,0,bike,am,0,-96.711382,43.562324,-96.711644,43.587586,800.00,1600.00,2636947.25,88318728.00,1.49,1.43,0.00,0.00,
1,8,6,7,5,0,0,walk,am,0,-96.711382,43.562324,-96.711644,43.587586,800.00,1600.00,1147259.38,39007672.00,1.82,1.77,0.00,0.00,
1,8,7,7,6,0,0,auto,am,0,-96.711382,43.562324,-96.693423,43.563844,1000.00,2000.00,44.15,1222.47,3.21,3.30,0.00,0.00,
1,8,7,7,6,0,0,bike,am,0,-96.711382,43.562324,-96.693423,43.563844,1000.00,2000.00,4667958.00,116887712.00,3.00,2.67,0.00,0.00,
1,8,7,7,6,0,0,walk,am,0,-96.711382,43.562324,-96.693423,43.563844,1000.00,2000.00,1663692.88,44686944.00,3.00,2.86,0.00,0.00,
1,8,9,7,8,0,0,auto,am,0,-96.711382,43.562324,-96.731241,43.548596,800.00,1600.00,285.21,8444.27,10.57,10.60,0.00,0.00,
1,8,9,7,8,0,0,bike,am,0,-96.711382,43.562324,-96.731241,43.548596,800.00,1600.00,3951333.00,182005888.00,6.73,10.00,0.00,0.00,
1,8,9,7,8,0,0,walk,am,0,-96.711382,43.562324,-96.731241,43.548596,800.00,1600.00,1839589.25,64867008.00,8.79,10.00,0.00,0.00,
1,8,10,7,9,0,0,auto,am,0,-96.711382,43.562324,-96.731438,43.545271,1600.00,3200.00,384.62,9618.62,13.71,13.38,0.00,0.00,
1,8,10,7,9,0,0,bike,am,0,-96.711382,43.562324,-96.731438,43.545271,1600.00,3200.00,3049018.50,276793216.00,2.00,5.15,0.00,0.00,
1,8,10,7,9,0,0,walk,am,0,-96.711382,43.562324,-96.731438,43.545271,1600.00,3200.00,3418197.00,144028528.00,6.29,7.51,0.00,0.00,
1,8,11,7,10,0,0,auto,am,0,-96.711382,43.562324,-96.746841,43.544131,800.00,1600.00,452.33,10913.65,18.66,18.38,0.00,0.00,
1,8,11,7,10,0,0,bike,am,0,-96.711382,43.562324,-96.746841,43.544131,800.00,1600.00,0.00,215047024.00,0.00,3.73,0.00,0.00,
1,8,11,7,10,0,0,walk,am,0,-96.711382,43.562324,-96.746841,43.544131,800.00,1600.00,5241184.00,198695360.00,5.85,9.67,0.00,0.00,
1,8,12,7,11,0,0,auto,am,0,-96.711382,43.562324,-96.780137,43.543941,600.00,1200.00,474.44,11601.49,24.58,25.00,0.00,0.00,
1,8,12,7,11,0,0,bike,am,0,-96.711382,43.562324,-96.780137,43.543941,600.00,1200.00,0.00,255742656.00,0.00,7.48,0.00,0.00,
1,8,12,7,11,0,0,walk,am,0,-96.711382,43.562324,-96.780137,43.543941,600.00,1200.00,4879615.50,189032512.00,11.03,15.51,0.00,0.00,
1,8,13,7,12,0,0,auto,am,0,-96.711382,43.562324,-96.793377,43.490707,600.00,1200.00,478.16,11621.74,27.58,28.00,0.00,0.00,
1,8,13,7,12,0,0,bike,am,0,-96.711382,43.562324,-96.793377,43.490707,600.00,1200.00,0.00,133278720.00,0.00,3.23,0.00,0.00,
1,8,13,7,12,0,0,walk,am,0,-96.711382,43.562324,-96.793377,43.490707,600.00,1200.00,5431219.00,228287984.00,9.76,15.52,0.00,0.00,
1,8,14,7,13,0,0,auto,am,0,-96.711382,43.562324,-96.751035,43.529306,400.00,800.00,852.54,19501.37,22.25,22.18,0.00,0.00,
1,8,14,7,13,0,0,bike,am,0,-96.711382,43.562324,-96.751035,43.529306,400.00,800.00,0.00,101170344.00,0.00,1.94,0.00,0.00,
1,8,14,7,13,0,0,walk,am,0,-96.711382,43.562324,-96.751035,43.529306,400.00,800.00,4583406.50,208715344.00,5.86,11.24,0.00,0.00,
1,8,15,7,14,0,0,auto,am,0,-96.711382,43.562324,-96.731504,43.529401,600.00,1200.00,548.31,10771.24,17.31,17.12,0.00,0.00,
1,8,15,7,14,0,0,bike,am,0,-96.711382,43.562324,-96.731504,43.529401,600.00,1200.00,0.00,175388656.00,0.00,3.04,0.00,0.00,
1,8,15,7,14,0,0,walk,am,0,-96.711382,43.562324,-96.731504,43.529401,600.00,1200.00,4521831.00,173028048.00,5.87,8.43,0.00,0.00,
1,8,16,7,15,0,0,auto,am,0,-96.711382,43.562324,-96.711382,43.546744,2200.00,4400.00,57.04,1420.93,7.85,8.23,0.00,0.00,
1,8,16,7,15,0,0,bike,am,0,-96.711382,43.562324,-96.711382,43.546744,2200.00,4400.00,3457319.75,155078272.00,3.44,3.88,0.00,0.00,
1,8,16,7,15,0,0,walk,am,0,-96.711382,43.562324,-96.711382,43.546744,2200.00,4400.00,1593637.88,64683828.00,4.45,4.54,0.00,0.00,
1,8,17,7,16,0,0,auto,am,0,-96.711382,43.562324,-96.711382,43.541280,1400.00,2800.00,371.14,9070.91,10.33,10.41,0.00,0.00,
1,8,17,7,16,0,0,bike,am,0,-96.711382,43.562324,-96.711382,43.541280,1400.00,2800.00,5109661.00,247242464.00,2.83,4.38,0.00,0.00,
1,8,17,7,16,0,0,walk,am,0,-96.711382,43.562324,-96.711382,43.541280,1400.00,2800.00,3544803.75,120215488.00,5.52,5.98,0.00,0.00,
1,8,18,7,17,0,0,auto,am,0,-96.711382,43.562324,-96.694078,43.546744,300.00,600.00,46.51,1241.59,5.09,5.26,0.00,0.00,
1,8,18,7,17,0,0,bike,am,0,-96.711382,43.562324,-96.694078,43.546744,300.00,600.00,5815703.50,233617296.00,2.87,3.75,0.00,0.00,
1,8,18,7,17,0,0,walk,am,0,-96.711382,43.562324,-96.694078,43.546744,300.00,600.00,3015078.00,100501256.00,4.18,4.52,0.00,0.00,
1,8,19,7,18,0,0,auto,am,0,-96.711382,43.562324,-96.711316,43.529591,700.00,1400.00,456.35,9862.20,16.52,17.00,0.00,0.00,
1,8,19,7,18,0,0,bike,am,0,-96.711382,43.562324,-96.711316,43.529591,700.00,1400.00,0.00,217362832.00,0.00,3.82,0.00,0.00,
1,8,19,7,18,0,0,walk,am,0,-96.711382,43.562324,-96.711316,43.529591,700.00,1400.00,3937897.50,141660672.00,5.44,6.98,0.00,0.00,
1,8,20,7,19,0,0,auto,am,0,-96.711382,43.562324,-96.711185,43.515333,900.00,1800.00,53.31,1307.70,9.09,9.18,0.00,0.00,
1,8,20,7,19,0,0,bike,am,0,-96.711382,43.562324,-96.711185,43.515333,900.00,1800.00,0.00,193094240.00,0.00,1.77,0.00,0.00,
1,8,20,7,19,0,0,walk,am,0,-96.711382,43.562324,-96.711185,43.515333,900.00,1800.00,6784010.00,235839104.00,4.33,6.08,0.00,0.00,
1,8,21,7,20,0,0,auto,am,0,-96.711382,43.562324,-96.730979,43.510485,400.00,800.00,282.45,6510.61,15.40,15.25,0.00,0.00,
1,8,21,7,20,0,0,bike,am,0,-96.711382,43.562324,-96.730979,43.510485,400.00,800.00,0.00,24300874.00,0.00,0.33,0.00,0.00,
1,8,21,7,20,0,0,walk,am,0,-96.711382,43.562324,-96.730979,43.510485,400.00,800.00,5894978.00,224059824.00,5.62,8.62,0.00,0.00,
1,8,22,7,21,0,0,auto,am,0,-96.711382,43.562324,-96.731241,43.514858,500.00,1000.00,462.10,9138.91,15.48,15.29,0.00,0.00,
1,8,22,7,21,0,0,bike,am,0,-96.711382,43.562324,-96.731241,43.514858,500.00,1000.00,0.00,0.00,0.00,0.00,0.00,0.00,
1,8,22,7,21,0,0,walk,am,0,-96.711382,43.562324,-96.731241,43.514858,500.00,1000.00,502148.22,130902344.00,0.40,4.34,0.00,0.00,
1,8,23,7,22,0,0,auto,am,0,-96.711382,43.562324,-96.750904,43.514858,300.00,600.00,617.34,12126.48,19.16,19.05,0.00,0.00,
1,8,23,7,22,0,0,bike,am,0,-96.711382,43.562324,-96.750904,43.514858,300.00,600.00,0.00,0.00,0.00,0.00,0.00,0.00,
1,8,23,7,22,0,0,walk,am,0,-96.711382,43.562324,-96.750904,43.514858,300.00,600.00,0.00,68761776.00,0.00,4.36,0.00,0.00,
1,8,24,7,23,0,0,auto,am,0,-96.711382,43.562324,-96.749200,43.503164,200.00,400.00,429.02,9368.13,18.67,18.69,0.00,0.00,
1,8,24,7,23,0,0,bike,am,0,-96.711382,43.562324,-96.749200,43.503164,200.00,400.00,0.00,0.00,0.00,0.00,0.00,0.00,
1,8,24,7,23,0,0,walk,am,0,-96.711382,43.562324,-96.749200,43.503164,200.00,400.00,0.00,116080680.00,0.00,8.40,0.00,0.00,
1,9,1,8,0,0,1,auto,am,0,-96.731241,43.548596,-96.770420,43.612828,500.00,1000.00,216.87,3559.89,15.00,15.00,0.00,0.00,
1,9,1,8,0,0,1,bike,am,0,-96.731241,43.548596,-96.770420,43.612828,500.00,1000.00,3705786.00,42848552.00,6.08,2.81,0.00,0.00,
1,9,1,8,0,0,1,walk,am,0,-96.731241,43.548596,-96.770420,43.612828,500.00,1000.00,3489397.50,82077608.00,16.06,15.08,0.00,0.00,
1,9,2,8,1,0,2,auto,am,0,-96.731241,43.548596,-96.711251,43.605813,200.00,400.00,225.18,3603.16,21.00,21.00,0.00,0.00,
1,9,2,8,1,0,2,bike,am,0,-96.731241,43.548596,-96.711251,43.605813,200.00,400.00,4458510.50,82962512.00,6.01,4.67,0.00,0.00,
1,9,2,8,1,0,2,walk,am,0,-96.731241,43.548596,-96.711251,43.605813,200.00,400.00,3282357.00,76438320.00,12.41,12.07,0.00,0.00,
1,9,3,8,2,0,0,auto,am,0,-96.731241,43.548596,-96.774303,43.572962,100.00,200.00,214.23,3559.82,11.14,11.07,0.00,0.00,
1,9,3,8,2,0,0,bike,am,0,-96.731241,43.548596,-96.774303,43.572962,100.00,200.00,1833549.38,0.00,2.73,0.00,0.00,0.00,
1,9,3,8,2,0,0,walk,am,0,-96.731241,43.548596,-96.774303,43.572962,100.00,200.00,4131944.75,95137192.00,17.28,15.63,0.00,0.00,
1,9,4,8,3,0,0,auto,am,0,-96.731241,43.548596,-96.747168,43.563654,700.00,1400.00,199.16,3372.71,7.15,7.07,0.00,0.00,
1,9,4,8,3,0,0,bike,am,0,-96.731241,43.548596,-96.747168,43.563654,700.00,1400.00,0.00,0.00,0.00,0.00,0.00,0.00,
1,9,4,8,3,0,0,walk,am,0,-96.731241,43.548596,-96.747168,43.563654,700.00,1400.00,0.00,0.00,0.00,0.00,0.00,0.00,
1,9,5,8,4,0,0,auto,am,0,-96.731241,43.548596,-96.731569,43.564034,800.00,1600.00,188.81,3183.76,5.19,5.00,0.00,0.00,
1,9,5,8,4,0,0,bike,am,0,-96.731241,43.548596,-96.731569,43.564034,800.00,1600.00,0.00,0.00,0.00,0.00,0.00,0.00,
1,9,5,8,4,0,0,walk,am,0,-96.731241,43.548596,-96.731569,43.564034,800.00,1600.00,4670482.50,74910464.00,2.88,2.84,0.00,0.00,
1,9,6,8,5,0,0,auto,am,0,-96.731241,43.548596,-96.711644,43.587586,400.00,800.00,218.75,4348.26,10.67,10.02,0.00,0.00,
1,9,6,8,5,0,0,bike,am,0,-96.731241,43.548596,-96.711644,43.587586,400.00,800.00,5068115.00,95325280.00,5.13,4.18,0.00,0.00,
1,9,6,8,5,0,0,walk,am,0,-96.731241,43.548596,-96.711644,43.587586,400.00,800.00,3194617.00,71857136.00,9.08,8.83,0.00,0.00,
1,9,7,8,6,0,0,auto,am,0,-96.731241,43.548596,-96.693423,43.563844,600.00,1200.00,628.44,11193.28,16.26,16.59,0.00,0.00,
1,9,7,8,6,0,0,bike,am,0,-96.731241,43.548596,-96.693423,43.563844,600.00,1200.00,6704632.00,203368928.00,6.71,9.38,0.00,0.00,
1,9,7,8,6,0,0,walk,am,0,-96.731241,43.548596,-96.693423,43.563844,600.00,1200.00,3735106.25,89195880.00,10.49,11.55,0.00,0.00,
1,9,8,8,7,0,0,auto,am,0,-96.731241,43.548596,-96.711382,43.562324,800.00,1600.00,379.32,7186.43,10.46,10.80,0.00,0.00,
1,9,8,8,7,0,0,bike,am,0,-96.731241,43.548596,-96.711382,43.562324,800.00,1600.00,5809554.50,150400624.00,6.98,10.00,0.00,0.00,
1,9,8,8,7,0,0,walk,am,0,-96.731241,43.548596,-96.711382,43.562324,800.00,1600.00,2623332.00,53602888.00,8.85,10.00,0.00,0.00,
1,9,10,8,9,0,0,auto,am,0,-96.731241,43.548596,-96.731438,43.545271,2800.00,5600.00,78.20,992.91,3.00,3.00,0.00,0.00,
1,9,10,8,9,0,0,bike,am,0,-96.731241,43.548596,-96.731438,43.545271,2800.00,5600.00,98904448.00,332694816.00,3.00,0.77,0.00,0.00,
1,9,10,8,9,0,0,walk,am,0,-96.731241,43.548596,-96.731438,43.545271,2800.00,5600.00,35249580.00,320133504.00,3.00,2.07,0.00,0.00,
1,9,11,8,10,0,0,auto,am,0,-96.731241,43.548596,-96.746841,43.544131,1400.00,2800.00,156.91,2390.67,8.10,8.00,0.00,0.00,
1,9,11,8,10,0,0,bike,am,0,-96.731241,43.548596,-96.746841,43.544131,1400.00,2800.00,0.00,0.00,0.00,0.00,0.00,0.00,
1,9,11,8,10,0,0,walk,am,0,-96.731241,43.548596,-96.746841,43.544131,1400.00,2800.00,0.00,129855704.00,0.00,2.72,0.00,0.00,
1,9,12,8,11,0,0,auto,am,0,-96.731241,43.548596,-96.780137,43.543941,600.00,1200.00,220.95,3615.65,14.96,15.06,0.00,0.00,
1,9,12,8,11,0,0,bike,am,0,-96.731241,43.548596,-96.780137,43.543941,600.00,1200.00,0.00,120524072.00,0.00,4.30,0.00,0.00,
1,9,12,8,11,0,0,walk,am,0,-96.731241,43.548596,-96.780137,43.543941,600.00,1200.00,5874102.50,198673808.00,14.86,19.90,0.00,0.00,
1,9,13,8,12,0,0,auto,am,0,-96.731241,43.548596,-96.793377,43.490707,600.00,1200.00,224.67,3635.90,17.96,18.06,0.00,0.00,
1,9,13,8,12,0,0,bike,am,0,-96.731241,43.548596,-96.793377,43.490707,600.00,1200.00,0.00,0.00,0.00,0.00,0.00,0.00,
1,9,13,8,12,0,0,walk,am,0,-96.731241,43.548596,-96.793377,43.490707,600.00,1200.00,5770373.00,221942896.00,12.02,18.56,0.00,0.00,
1,9,14,8,13,0,0,auto,am,0,-96.731241,43.548596,-96.751035,43.529306,600.00,1200.00,601.31,12537.63,14.22,13.90,0.00,0.00,
1,9,14,8,13,0,0,bike,am,0,-96.731241,43.548596,-96.751035,43.529306,600.00,1200.00,0.00,0.00,0.00,0.00,0.00,0.00,
1,9,14,8,13,0,0,walk,am,0,-96.731241,43.548596,-96.751035,43.529306,600.00,1200.00,0.00,90549368.00,0.00,2.26,0.00,0.00,
1,9,15,8,14,0,0,auto,am,0,-96.731241,43.548596,-96.731504,43.529401,900.00,1800.00,240.77,3649.67,9.00,9.25,0.00,0.00,
1,9,15,8,14,0,0,bike,am,0,-96.731241,43.548596,-96.731504,43.529401,900.00,1800.00,0.00,32385954.00,0.00,0.85,0.00,0.00,
1,9,15,8,14,0,0,walk,am,0,-96.731241,43.548596,-96.731504,43.529401,900.00,1800.00,6410504.00,183794560.00,11.55,13.48,0.00,0.00,
1,9,16,8,15,0,0,auto,am,0,-96.731241,43.548596,-96.711382,43.546744,1400.00,2800.00,655.09,11362.31,16.03,16.40,0.00,0.00,
1,9,16,8,15,0,0,bike,am,0,-96.731241,43.548596,-96.711382,43.546744,1400.00,2800.00,7123312.00,216648112.00,8.01,9.27,0.00,0.00,
1,9,16,8,15,0,0,walk,am,0,-96.731241,43.548596,-96.711382,43.546744,1400.00,2800.00,3785244.00,105524400.00,11.94,12.67,0.00,0.00,
1,9,17,8,16,0,0,auto,am,0,-96.731241,43.548596,-96.711382,43.541280,900.00,1800.00,794.24,12870.87,11.23,11.04,0.00,0.00,
1,9,17,8,16,0,0,bike,am,0,-96.731241,43.548596,-96.711382,43.541280,900.00,1800.00,6821668.00,238904048.00,5.54,7.45,0.00,0.00,
1,9,17,8,16,0,0,walk,am,0,-96.731241,43.548596,-96.711382,43.541280,900.00,1800.00,5241335.00,147976720.00,11.94,12.94,0.00,0.00,
1,9,18,8,17,0,0,auto,am,0,-96.731241,43.548596,-96.694078,43.546744,200.00,400.00,635.72,11312.95,15.70,16.07,0.00,0.00,
1,9,18,8,17,0,0,bike,am,0,-96.731241,43.548596,-96.694078,43.546744,200.00,400.00,9138416.00,269416448.00,7.43,8.74,0.00,0.00,
1,9,18,8,17,0,0,walk,am,0,-96.731241,43.548596,-96.694078,43.546744,200.00,400.00,5183182.50,137096976.00,11.83,12.49,0.00,0.00,
1,9,19,8,18,0,0,auto,am,0,-96.731241,43.548596,-96.711316,43.529591,400.00,800.00,276.31,3965.92,12.20,12.18,0.00,0.00,
1,9,19,8,18,0,0,bike,am,0,-96.731241,43.548596,-96.711316,43.529591,400.00,800.00,988072.88,154202256.00,0.71,4.42,0.00,0.00,
1,9,19,8,18,0,0,walk,am,0,-96.731241,43.548596,-96.711316,43.529591,400.00,800.00,5624590.00,161035568.00,11.27,12.95,0.00,0.00,
1,9,20,8,19,0,0,auto,am,0,-96.731241,43.548596,-96.711185,43.515333,600.00,1200.00,659.58,11514.95,16.90,16.97,0.00,0.00,
