link_id,vdf_type,from_node_id,to_node_id,lanes,distance_km,distance_mile,fftt,meso_link_id,meso_link_incoming_volume,tmc,tmc_corridor_name,tmc_corridor_id,tmc_road_order,tmc_road_sequence,subarea_id,link_type,link_type_code,vdf_code,time_period,volume,ref_volume,ref_diff,volume_before_odme,volume_after_odme,volume_diff_odme,obs_count,upper_bound_type,obs_count_dev_odme,preload_volume,person_volume,travel_time,speed_kmph,speed_mph,speed_ratio,VOC,DOC,capacity,queue,total_simu_waiting_time_in_min,avg_simu_waiting_time_in_min,plf,lanes,D_per_hour_per_lane,QVDF_cd,QVDF_n,P,severe_congestion_duration_in_h,vf,v_congestion_cutoff,QVDF_cp,QVDF_s,QVDF_v,vt2,VMT,VHT,PMT,PHT,PDT_vf,PDT_vc,geometry,person_vol_auto,person_vol_bike,person_vol_walk,MEU_vol_auto,MEU_vol_bike,MEU_vol_walk,mode_cap_auto,mode_cap_bike,mode_cap_walk,mode_VOC_auto,mode_VOC_bike,mode_VOC_walk,v06:00,v06:15,v06:30,v06:45,v07:00,v07:15,v07:30,v07:45,v08:00,v08:15,v08:30,v08:45,v09:00,v09:15,v09:30,v09:45,v10:00,v10:15,v10:30,v10:45,v11:00,v11:15,v11:30,v11:45,v12:00,v12:15,v12:30,v12:45,v13:00,v13:15,v13:30,v13:45,v14:00,v14:15,v14:30,v14:45,v15:00,v15:15,v15:30,v15:45,v16:00,v16:15,v16:30,v16:45,v17:00,v17:15,v17:30,v17:45,v18:00,v18:15,v18:30,v18:45,v19:00,v19:15,v19:30,v19:45,scenario_code,volume_before_sa,volume_after_sa,volume_diff_sa,speed_before_sa,speed_after_sa,speed_diff_sa,DoC_before_sa,DoC_after_sa,Doc_diff_sa,P_before_sa,P_after_sa,P_diff_sa,notes
21,bpr,8,9,1.000000,10.000000,6.215040,10.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,6476.636,-1.000,0.000,0.000,0.000,0.000,,,,0.000,6476.636,14.057,0.018,0.011,0.000,1.282,1.282,5050.193,0.000,0.000,0.000,1.000,1.000,6476.636,0.955,1.142,8.057,0.000,60.000,51.000,0.400,4.000,0.106,0.030,40252.555,3574703.000,40252.555,3574703.000,3573623.500,3573433.000,"LINESTRING (-96.711532 43.562542, -96.731392 43.548814)",6476.636,0.000,0.000,6476.636,6476.636,6476.636,1.282,10.794,6.477,1.282,10.794,6.477,60.000,60.000,60.000,60.000,57.923,58.489,59.056,59.622,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,6476.636,6476.636,0.000,0.018,0.018,0.000,1.282,1.282,0.000,8.057,8.057,period-based
22,bpr,8,16,1.000000,5.000000,3.107520,5.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,7703.898,-1.000,0.000,0.000,0.000,0.000,,,,0.000,7703.898,9.075,0.009,0.006,0.000,1.527,1.527,5045.823,0.000,0.000,0.000,1.000,1.000,7703.898,0.955,1.142,9.823,0.000,60.000,51.000,0.400,4.000,0.053,0.014,23940.020,4248092.000,23940.020,4248092.000,4247450.000,4247336.500,"LINESTRING (-96.711647 43.562324, -96.711647 43.546744)",7703.898,0.000,0.000,7703.898,7703.898,7703.898,1.527,12.840,7.704,1.527,12.840,7.704,60.000,60.000,60.000,60.000,57.329,58.057,58.786,59.514,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,7703.898,7703.898,0.000,0.009,0.009,0.000,1.527,1.527,0.000,9.823,9.823,period-based
23,bpr,9,5,1.000000,5.000000,3.107520,5.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,16195.096,-1.000,0.000,0.000,0.000,0.000,,,,0.000,16195.096,10.159,0.000,0.000,0.000,1.620,1.620,10000.000,0.000,0.000,0.000,1.000,1.000,16195.096,0.955,1.142,22.939,1.083,60.000,51.000,0.400,4.000,0.003,0.000,50326.586,174092368.000,50326.586,174092368.000,174091024.000,174090784.000,"LINESTRING (-96.730977 43.548602, -96.731304 43.564039)",16195.096,0.000,0.000,16195.096,16195.096,16195.096,1.620,26.992,16.195,1.620,26.992,16.195,60.000,60.000,60.000,60.000,0.000,0.000,0.000,0.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,16195.096,16195.096,0.000,0.000,0.000,0.000,1.620,1.620,0.000,22.939,22.939,period-based
24,bpr,9,8,1.000000,10.000000,6.215040,10.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,6202.103,-1.000,0.000,0.000,0.000,0.000,,,,0.000,6202.103,13.412,0.022,0.013,0.000,1.228,1.228,5050.193,0.000,0.000,0.000,1.000,1.000,6202.103,0.955,1.142,7.669,0.000,60.000,51.000,0.400,4.000,0.126,0.037,38546.320,2880695.250,38546.320,2880695.250,2879661.500,2879479.250,"LINESTRING (-96.731091 43.548379, -96.711231 43.562106)",6202.103,0.000,0.000,6202.103,6202.103,6202.103,1.228,10.337,6.202,1.228,10.337,6.202,60.000,60.000,60.000,60.000,58.020,58.560,59.100,59.640,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,6202.103,6202.103,0.000,0.022,0.022,0.000,1.228,1.228,0.000,7.669,7.669,period-based
25,bpr,9,10,1.000000,3.000000,1.864512,3.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,22937.080,-1.000,0.000,0.000,0.000,0.000,,,,0.000,22937.080,6.321,0.000,0.000,0.000,1.648,1.648,13915.788,0.000,0.000,0.000,1.000,1.000,22937.081,0.955,1.142,34.130,1.083,60.000,51.000,0.400,4.000,0.001,0.000,42766.465,595213056.000,42766.465,595213056.000,595211904.000,595211712.000,"LINESTRING (-96.731506 43.548612, -96.731702 43.545287)",22937.081,0.000,0.000,22937.081,22937.081,22937.081,1.648,38.228,22.937,1.648,38.228,22.937,60.000,60.000,60.000,60.000,0.000,0.000,0.000,0.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,22937.080,22937.080,0.000,0.000,0.000,0.000,1.648,1.648,0.000,34.130,34.130,period-based
26,bpr,10,9,1.000000,3.000000,1.864512,3.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,22801.809,-1.000,0.000,0.000,0.000,0.000,,,,0.000,22801.809,6.244,0.000,0.000,0.000,1.639,1.639,13915.788,0.000,0.000,0.000,1.000,1.000,22801.808,0.955,1.142,33.900,1.083,60.000,51.000,0.400,4.000,0.001,0.000,42514.250,577867712.000,42514.250,577867712.000,577866560.000,577866368.000,"LINESTRING (-96.731174 43.545255, -96.730977 43.548581)",22801.808,0.000,0.000,22801.808,22801.808,22801.808,1.639,38.003,22.802,1.639,38.003,22.802,60.000,60.000,60.000,60.000,0.000,0.000,0.000,0.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,22801.809,22801.809,0.000,0.000,0.000,0.000,1.639,1.639,0.000,33.900,33.900,period-based
27,bpr,10,11,1.000000,5.000000,3.107520,5.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,17854.867,-1.000,0.000,0.000,0.000,0.000,,,,0.000,17854.867,12.622,0.000,0.000,0.000,1.785,1.785,10000.000,0.000,0.000,0.000,1.000,1.000,17854.867,0.955,1.142,25.642,1.083,60.000,51.000,0.400,4.000,0.002,0.000,55484.359,283551296.000,55484.359,283551296.000,283549792.000,283549536.000,"LINESTRING (-96.731458 43.545535, -96.746860 43.544395)",17854.867,0.000,0.000,17854.867,17854.867,17854.867,1.785,29.758,17.855,1.785,29.758,17.855,60.000,60.000,60.000,60.000,0.000,0.000,0.000,0.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,17854.867,17854.867,0.000,0.000,0.000,0.000,1.785,1.785,0.000,25.642,25.642,period-based
28,bpr,10,15,1.000000,6.000000,3.729024,6.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,22743.166,-1.000,0.000,0.000,0.000,0.000,,,,0.000,22743.166,13.224,0.000,0.000,0.000,1.683,1.683,13512.002,0.000,0.000,0.000,1.000,1.000,22743.166,0.955,1.142,33.801,1.083,60.000,51.000,0.400,4.000,0.001,0.000,84809.820,1140950144.000,84809.820,1140950144.000,1140947968.000,1140947456.000,"LINESTRING (-96.731703 43.545272, -96.731768 43.529402)",22743.166,0.000,0.000,22743.166,22743.166,22743.166,1.683,37.905,22.743,1.683,37.905,22.743,60.000,60.000,60.000,60.000,0.000,0.000,0.000,0.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,22743.166,22743.166,0.000,0.000,0.000,0.000,1.683,1.683,0.000,33.801,33.801,period-based
29,bpr,10,16,1.000000,4.000000,2.486016,4.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,11104.186,-1.000,0.000,0.000,0.000,0.000,,,,0.000,11104.186,20.420,0.002,0.001,0.000,2.287,2.287,4854.918,0.000,0.000,0.000,1.000,1.000,11104.186,0.955,1.142,14.910,0.500,60.000,51.000,0.400,4.000,0.012,0.003,27605.186,21112224.000,27605.186,21112224.000,21111484.000,21111352.000,"LINESTRING (-96.731419 43.545007, -96.711362 43.546480)",11104.186,0.000,0.000,11104.186,11104.186,11104.186,2.287,18.507,11.104,2.287,18.507,11.104,60.000,60.000,60.000,60.000,0.000,9.440,53.119,57.248,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,11104.186,11104.186,0.000,0.002,0.002,0.000,2.287,2.287,0.000,14.910,14.910,period-based
30,bpr,10,17,1.000000,8.000000,4.972032,8.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,8149.975,-1.000,0.000,0.000,0.000,0.000,,,,0.000,8149.975,16.515,0.007,0.005,0.000,1.632,1.632,4993.511,0.000,0.000,0.000,1.000,1.000,8149.974,0.955,1.142,10.474,0.000,60.000,51.000,0.400,4.000,0.042,0.011,40521.938,9002787.000,40521.938,9002787.000,9001701.000,9001509.000,"LINESTRING (-96.731490 43.545011, -96.711433 43.541020)",8149.974,0.000,0.000,8149.974,8149.974,8149.974,1.632,13.583,8.150,1.632,13.583,8.150,60.000,60.000,60.000,60.000,57.014,57.828,58.643,59.457,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,8149.975,8149.975,0.000,0.007,0.007,0.000,1.632,1.632,0.000,10.474,10.474,period-based
31,bpr,11,4,1.000000,6.000000,3.729024,6.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,6304.786,-1.000,0.000,0.000,0.000,0.000,,,,0.000,6304.786,8.449,0.020,0.013,0.000,1.284,1.284,4908.827,0.000,0.000,0.000,1.000,1.000,6304.786,0.955,1.142,7.814,0.000,60.000,51.000,0.400,4.000,0.118,0.034,23510.699,1875778.000,23510.699,1875778.000,1875147.500,1875036.250,"LINESTRING (-96.746576 43.544135, -96.746904 43.563658)",6304.786,0.000,0.000,6304.786,6304.786,6304.786,1.284,10.508,6.305,1.284,10.508,6.305,60.000,60.000,60.000,60.000,57.984,58.534,59.084,59.634,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,6304.786,6304.786,0.000,0.020,0.020,0.000,1.284,1.284,0.000,7.814,7.814,period-based
32,bpr,11,10,1.000000,5.000000,3.107520,5.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,17324.537,-1.000,0.000,0.000,0.000,0.000,,,,0.000,17324.537,11.756,0.000,0.000,0.000,1.732,1.732,10000.000,0.000,0.000,0.000,1.000,1.000,17324.538,0.955,1.142,24.774,1.083,60.000,51.000,0.400,4.000,0.002,0.000,53836.348,243871152.000,53836.348,243871152.000,243869712.000,243869456.000,"LINESTRING (-96.746821 43.543867, -96.731418 43.545007)",17324.538,0.000,0.000,17324.538,17324.538,17324.538,1.732,28.874,17.325,1.732,28.874,17.325,60.000,60.000,60.000,60.000,0.000,0.000,0.000,0.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,17324.537,17324.537,0.000,0.000,0.000,0.000,1.732,1.732,0.000,24.774,24.774,period-based
33,bpr,11,12,1.000000,6.000000,3.729024,6.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,7632.361,-1.000,0.000,0.000,0.000,0.000,,,,0.000,7632.361,11.260,0.009,0.006,0.000,1.555,1.555,4908.827,0.000,0.000,0.000,1.000,1.000,7632.361,0.955,1.142,9.719,0.000,60.000,51.000,0.400,4.000,0.055,0.014,28461.258,4865731.500,28461.258,4865731.500,4864968.000,4864833.500,"LINESTRING (-96.746842 43.544395, -96.780138 43.544205)",7632.361,0.000,0.000,7632.361,7632.361,7632.361,1.555,12.721,7.632,1.555,12.721,7.632,60.000,60.000,60.000,60.000,57.373,58.090,58.806,59.522,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,7632.361,7632.361,0.000,0.009,0.009,0.000,1.555,1.555,0.000,9.719,9.719,period-based
34,bpr,11,14,1.000000,4.000000,2.486016,4.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,10486.357,-1.000,0.000,0.000,0.000,0.000,,,,0.000,10486.357,16.830,0.003,0.002,0.000,2.150,2.150,4876.508,0.000,0.000,0.000,1.000,1.000,10486.357,0.955,1.142,13.967,0.000,60.000,51.000,0.400,4.000,0.015,0.003,26069.254,15858884.000,26069.254,15858884.000,15858185.000,15858061.000,"LINESTRING (-96.747096 43.544203, -96.751290 43.529378)",10486.357,0.000,0.000,10486.357,10486.357,10486.357,2.150,17.477,10.486,2.150,17.477,10.486,60.000,60.000,60.000,60.000,51.885,54.098,56.311,58.524,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,10486.357,10486.357,0.000,0.003,0.003,0.000,2.150,2.150,0.000,13.967,13.967,period-based
35,bpr,12,3,1.000000,4.000000,2.486016,4.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,13131.728,-1.000,0.000,0.000,0.000,0.000,,,,0.000,13131.728,4.059,0.001,0.001,0.000,0.561,0.561,23403.473,0.000,0.000,0.000,1.000,1.000,13131.727,0.955,1.142,18.056,1.083,60.000,51.000,0.400,4.000,0.006,0.001,32645.688,48822120.000,32645.688,48822120.000,48821244.000,48821092.000,"LINESTRING (-96.779877 43.543888, -96.774044 43.572909)",13131.727,0.000,0.000,13131.727,13131.727,13131.727,0.561,21.886,13.132,0.561,21.886,13.132,60.000,60.000,60.000,60.000,0.000,0.000,0.000,0.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,13131.728,13131.728,0.000,0.001,0.001,0.000,0.561,0.561,0.000,18.056,18.056,period-based
36,bpr,12,11,1.000000,6.000000,3.729024,6.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,7815.475,-1.000,0.000,0.000,0.000,0.000,,,,0.000,7815.475,11.783,0.009,0.005,0.000,1.592,1.592,4908.827,0.000,0.000,0.000,1.000,1.000,7815.475,0.955,1.142,9.985,0.000,60.000,51.000,0.400,4.000,0.050,0.013,29144.096,5477135.500,29144.096,5477135.500,5476354.000,5476216.000,"LINESTRING (-96.780135 43.543676, -96.746839 43.543866)",7815.475,0.000,0.000,7815.475,7815.475,7815.475,1.592,13.026,7.815,1.592,13.026,7.815,60.000,60.000,60.000,60.000,57.257,58.005,58.753,59.501,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,7815.475,7815.475,0.000,0.009,0.009,0.000,1.592,1.592,0.000,9.985,9.985,period-based
37,bpr,12,13,1.000000,3.000000,1.864512,3.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,14675.530,-1.000,0.000,0.000,0.000,0.000,,,,0.000,14675.530,3.046,0.001,0.000,0.000,0.567,0.567,25900.201,0.000,0.000,0.000,1.000,1.000,14675.531,0.955,1.142,20.499,1.083,60.000,51.000,0.400,4.000,0.004,0.001,27362.703,63826756.000,27362.703,63826756.000,63826020.000,63825892.000,"LINESTRING (-96.780394 43.544005, -96.793634 43.490771)",14675.531,0.000,0.000,14675.531,14675.531,14675.531,0.567,24.459,14.676,0.567,24.459,14.676,60.000,60.000,60.000,60.000,0.000,0.000,0.000,0.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,14675.530,14675.530,0.000,0.001,0.001,0.000,0.567,0.567,0.000,20.499,20.499,period-based
38,bpr,13,12,1.000000,3.000000,1.864512,3.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,15002.311,-1.000,0.000,0.000,0.000,0.000,,,,0.000,15002.311,3.051,0.001,0.000,0.000,0.579,0.579,25900.201,0.000,0.000,0.000,1.000,1.000,15002.311,0.955,1.142,21.021,1.083,60.000,51.000,0.400,4.000,0.004,0.001,27971.990,71255640.000,27971.990,71255640.000,71254888.000,71254752.000,"LINESTRING (-96.793120 43.490643, -96.779880 43.543877)",15002.311,0.000,0.000,15002.311,15002.311,15002.311,0.579,25.004,15.002,0.579,25.004,15.002,60.000,60.000,60.000,60.000,0.000,0.000,0.000,0.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,15002.311,15002.311,0.000,0.001,0.001,0.000,0.579,0.579,0.000,21.021,21.021,period-based
39,bpr,13,24,1.000000,4.000000,2.486016,4.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,10729.237,-1.000,0.000,0.000,0.000,0.000,,,,0.000,10729.237,15.834,0.002,0.002,0.000,2.107,2.107,5091.256,0.000,0.000,0.000,1.000,1.000,10729.237,0.955,1.142,14.337,0.167,60.000,51.000,0.400,4.000,0.014,0.003,26673.057,17781674.000,26673.057,17781674.000,17780958.000,17780832.000,"LINESTRING (-96.793305 43.490452, -96.749128 43.502909)",10729.237,0.000,0.000,10729.237,10729.237,10729.237,2.107,17.882,10.729,2.107,17.882,10.729,60.000,60.000,60.000,60.000,19.025,52.785,55.491,58.196,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,10729.237,10729.237,0.000,0.002,0.002,0.000,2.107,2.107,0.000,14.337,14.337,period-based
40,bpr,14,11,1.000000,4.000000,2.486016,4.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,9926.962,-1.000,0.000,0.000,0.000,0.000,,,,0.000,9926.962,14.303,0.003,0.002,0.000,2.036,2.036,4876.508,0.000,0.000,0.000,1.000,1.000,9926.962,0.955,1.142,13.120,0.000,60.000,51.000,0.400,4.000,0.019,0.004,24678.588,12058404.000,24678.588,12058404.000,12057742.000,12057625.000,"LINESTRING (-96.750781 43.529234, -96.746586 43.544059)",9926.962,0.000,0.000,9926.962,9926.962,9926.962,2.036,16.545,9.927,2.036,16.545,9.927,60.000,60.000,60.000,60.000,54.272,55.834,57.396,58.958,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,9926.962,9926.962,0.000,0.003,0.003,0.000,2.036,2.036,0.000,13.120,13.120,period-based
41,bpr,14,15,1.000000,5.000000,3.107520,5.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,9567.361,-1.000,0.000,0.000,0.000,0.000,,,,0.000,9567.361,14.091,0.004,0.002,0.000,1.866,1.866,5127.526,0.000,0.000,0.000,1.000,1.000,9567.361,0.955,1.142,12.578,0.000,60.000,51.000,0.400,4.000,0.022,0.005,29730.770,12535056.000,29730.770,12535056.000,12534258.000,12534118.000,"LINESTRING (-96.751034 43.529041, -96.731502 43.529136)",9567.361,0.000,0.000,9567.361,9567.361,9567.361,1.866,15.946,9.567,1.866,15.946,9.567,60.000,60.000,60.000,60.000,55.178,56.493,57.808,59.123,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,9567.361,9567.361,0.000,0.004,0.004,0.000,1.866,1.866,0.000,12.578,12.578,period-based
42,bpr,14,23,1.000000,4.000000,2.486016,4.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,8203.040,-1.000,0.000,0.000,0.000,0.000,,,,0.000,8203.040,8.618,0.007,0.004,0.000,1.666,1.666,4924.791,0.000,0.000,0.000,1.000,1.000,8203.040,0.955,1.142,10.552,0.000,60.000,51.000,0.400,4.000,0.041,0.010,20392.891,4649681.000,20392.891,4649681.000,4649134.000,4649037.500,"LINESTRING (-96.751300 43.529304, -96.751169 43.514856)",8203.040,0.000,0.000,8203.040,8203.040,8203.040,1.666,13.672,8.203,1.666,13.672,8.203,60.000,60.000,60.000,60.000,56.971,57.797,58.623,59.449,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,8203.040,8203.040,0.000,0.007,0.007,0.000,1.666,1.666,0.000,10.552,10.552,period-based
