first_column,agent_id,o_zone_id,d_zone_id,path_id,display_code,agent_type,PCE_unit,demand_period,volume,toll,travel_time,distance_km,node_sequence,time_sequence
,584,1,4,0,,p,1,AM,1,0.0,431.1600,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,585,1,4,0,,p,1,AM,1,0.0,431.1500,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,586,1,4,0,,p,1,AM,1,0.0,431.1400,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,587,1,4,0,,p,1,AM,1,0.0,431.1300,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,588,1,4,0,,p,1,AM,1,0.0,431.1200,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,589,1,4,0,,p,1,AM,1,0.0,431.1100,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,590,1,4,0,,p,1,AM,1,0.0,431.1000,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,591,1,4,0,,p,1,AM,1,0.0,431.0900,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,592,1,4,0,,p,1,AM,1,0.0,431.0800,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,593,1,4,0,,p,1,AM,1,0.0,431.0700,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,594,1,4,0,,p,1,AM,1,0.0,431.0600,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,595,1,4,0,,p,1,AM,1,0.0,431.0500,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,596,1,4,0,,p,1,AM,1,0.0,431.0400,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,597,1,4,0,,p,1,AM,1,0.0,431.0300,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,598,1,4,0,,p,1,AM,1,0.0,431.0200,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,599,1,4,0,,p,1,AM,1,0.0,431.0100,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,600,1,4,0,,p,1,AM,1,0.0,431.0000,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,601,1,4,0,,p,1,AM,1,0.0,430.9900,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,602,1,4,0,,p,1,AM,1,0.0,430.9800,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,603,1,4,0,,p,1,AM,1,0.0,430.9700,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,604,1,4,0,,p,1,AM,1,0.0,430.9600,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,605,1,4,0,,p,1,AM,1,0.0,430.9500,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,606,1,4,0,,p,1,AM,1,0.0,430.9400,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,607,1,4,0,,p,1,AM,1,0.0,430.9300,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,608,1,4,0,,p,1,AM,1,0.0,430.9200,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,609,1,4,0,,p,1,AM,1,0.0,430.9100,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,610,1,4,0,,p,1,AM,1,0.0,430.9000,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,611,1,4,0,,p,1,AM,1,0.0,430.8900,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,612,1,4,0,,p,1,AM,1,0.0,430.8800,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,613,1,4,0,,p,1,AM,1,0.0,430.8700,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,614,1,4,0,,p,1,AM,1,0.0,430.8600,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,615,1,4,0,,p,1,AM,1,0.0,430.8500,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,616,1,4,0,,p,1,AM,1,0.0,430.8400,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,617,1,4,0,,p,1,AM,1,0.0,425.8300,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,618,1,4,0,,p,1,AM,1,0.0,425.8200,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,619,1,4,0,,p,1,AM,1,0.0,425.8100,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,620,1,4,0,,p,1,AM,1,0.0,425.8000,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,621,1,4,0,,p,1,AM,1,0.0,425.7900,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,622,1,4,0,,p,1,AM,1,0.0,425.7800,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,623,1,4,0,,p,1,AM,1,0.0,425.7700,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,624,1,4,0,,p,1,AM,1,0.0,425.7600,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,625,1,4,0,,p,1,AM,1,0.0,425.7500,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,626,1,4,0,,p,1,AM,1,0.0,425.7400,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,627,1,4,0,,p,1,AM,1,0.0,425.7300,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,628,1,4,0,,p,1,AM,1,0.0,425.7200,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,629,1,4,0,,p,1,AM,1,0.0,425.7100,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,630,1,4,0,,p,1,AM,1,0.0,425.7000,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,631,1,4,0,,p,1,AM,1,0.0,425.6900,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,632,1,4,0,,p,1,AM,1,0.0,425.6800,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,633,1,4,0,,p,1,AM,1,0.0,425.6700,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,634,1,4,0,,p,1,AM,1,0.0,425.6600,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,635,1,4,0,,p,1,AM,1,0.0,425.6500,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,636,1,4,0,,p,1,AM,1,0.0,425.6400,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,637,1,4,0,,p,1,AM,1,0.0,425.6300,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,638,1,4,0,,p,1,AM,1,0.0,425.6200,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,639,1,4,0,,p,1,AM,1,0.0,425.6100,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,640,1,4,0,,p,1,AM,1,0.0,425.6000,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,641,1,4,0,,p,1,AM,1,0.0,425.5900,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,642,1,4,0,,p,1,AM,1,0.0,425.5800,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,643,1,4,0,,p,1,AM,1,0.0,425.5700,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,644,1,4,0,,p,1,AM,1,0.0,425.5600,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,645,1,4,0,,p,1,AM,1,0.0,425.5500,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,646,1,4,0,,p,1,AM,1,0.0,425.5400,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,647,1,4,0,,p,1,AM,1,0.0,425.5300,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,648,1,4,0,,p,1,AM,1,0.0,425.5200,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,649,1,4,0,,p,1,AM,1,0.0,425.5100,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,650,1,4,0,,p,1,AM,1,0.0,425.5000,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,651,1,4,0,,p,1,AM,1,0.0,425.4900,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,652,1,4,0,,p,1,AM,1,0.0,425.4800,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,653,1,4,0,,p,1,AM,1,0.0,425.4700,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,654,1,4,0,,p,1,AM,1,0.0,425.4600,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,655,1,4,0,,p,1,AM,1,0.0,425.4500,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,656,1,4,0,,p,1,AM,1,0.0,425.4400,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,657,1,4,0,,p,1,AM,1,0.0,425.4300,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,658,1,4,0,,p,1,AM,1,0.0,425.4200,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,659,1,4,0,,p,1,AM,1,0.0,420.4100,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,660,1,4,0,,p,1,AM,1,0.0,420.4000,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,661,1,4,0,,p,1,AM,1,0.0,420.3900,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,662,1,4,0,,p,1,AM,1,0.0,420.3800,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,663,1,4,0,,p,1,AM,1,0.0,420.3700,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,664,1,4,0,,p,1,AM,1,0.0,420.3600,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,665,1,4,0,,p,1,AM,1,0.0,420.3500,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,666,1,4,0,,p,1,AM,1,0.0,420.3400,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,667,1,4,0,,p,1,AM,1,0.0,420.3300,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,668,1,4,0,,p,1,AM,1,0.0,420.3200,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,669,1,4,0,,p,1,AM,1,0.0,420.3100,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,670,1,4,0,,p,1,AM,1,0.0,420.3000,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,671,1,4,0,,p,1,AM,1,0.0,420.2900,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,672,1,4,0,,p,1,AM,1,0.0,420.2800,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,673,1,4,0,,p,1,AM,1,0.0,420.2700,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,674,1,4,0,,p,1,AM,1,0.0,420.2600,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,675,1,4,0,,p,1,AM,1,0.0,420.2500,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,676,1,4,0,,p,1,AM,1,0.0,420.2400,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,677,1,4,0,,p,1,AM,1,0.0,420.2300,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,678,1,4,0,,p,1,AM,1,0.0,420.2200,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,679,1,4,0,,p,1,AM,1,0.0,420.2100,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,680,1,4,0,,p,1,AM,1,0.0,420.2000,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,681,1,4,0,,p,1,AM,1,0.0,420.1900,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,682,1,4,0,,p,1,AM,1,0.0,420.1800,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,683,1,4,0,,p,1,AM,1,0.0,420.1700,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,684,1,4,0,,p,1,AM,1,0.0,420.1600,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,685,1,4,0,,p,1,AM,1,0.0,420.1500,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,686,1,4,0,,p,1,AM,1,0.0,420.1400,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,687,1,4,0,,p,1,AM,1,0.0,420.1300,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,688,1,4,0,,p,1,AM,1,0.0,420.1200,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,689,1,4,0,,p,1,AM,1,0.0,420.1100,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,690,1,4,0,,p,1,AM,1,0.0,420.1000,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,691,1,4,0,,p,1,AM,1,0.0,420.0900,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,692,1,4,0,,p,1,AM,1,0.0,420.0800,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,693,1,4,0,,p,1,AM,1,0.0,420.0700,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,694,1,4,0,,p,1,AM,1,0.0,420.0600,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,695,1,4,0,,p,1,AM,1,0.0,420.0500,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,696,1,4,0,,p,1,AM,1,0.0,420.0400,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,697,1,4,0,,p,1,AM,1,0.0,420.0300,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,698,1,4,0,,p,1,AM,1,0.0,420.0200,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,699,1,4,0,,p,1,AM,1,0.0,420.0100,0.0080,1;3;4;,419.995819;419.995819;419.995819;
,700,1,5,0,,p,1,AM,1,0.0,1.2208,0.0100,1;3;4;5;,421.008331;421.133331;421.216675;421.216675;
,701,1,5,0,,p,1,AM,1,0.0,479.9750,0.0100,1;3;4;5;,419.995819;419.995819;419.995819;419.995819;
,702,1,5,0,,p,1,AM,1,0.0,479.9500,0.0100,1;3;4;5;,419.995819;419.995819;419.995819;419.995819;
,703,1,5,0,,p,1,AM,1,0.0,479.9250,0.0100,1;3;4;5;,419.995819;419.995819;419.995819;419.995819;
,704,1,5,0,,p,1,AM,1,0.0,479.9000,0.0100,1;3;4;5;,419.995819;419.995819;419.995819;419.995819;
,705,1,5,0,,p,1,AM,1,0.0,479.8750,0.0100,1;3;4;5;,419.995819;419.995819;419.995819;419.995819;
,706,1,5,0,,p,1,AM,1,0.0,479.8500,0.0100,1;3;4;5;,419.995819;419.995819;419.995819;419.995819;
,707,1,5,0,,p,1,AM,1,0.0,479.8250,0.0100,1;3;4;5;,419.995819;419.995819;419.995819;419.995819;
,708,1,5,0,,p,1,AM,1,0.0,479.8000,0.0100,1;3;4;5;,419.995819;419.995819;419.995819;419.995819;
,709,1,5,0,,p,1,AM,1,0.0,479.7750,0.0100,1;3;4;5;,419.995819;419.995819;419.995819;419.995819;
,710,1,5,0,,p,1,AM,1,0.0,479.7500,0.0100,1;3;4;5;,419.995819;419.995819;419.995819;419.995819;
,711,1,5,0,,p,1,AM,1,0.0,479.7250,0.0100,1;3;4;5;,419.995819;419.995819;419.995819;419.995819;
,712,1,5,0,,p,1,AM,1,0.0,479.7000,0.0100,1;3;4;5;,419.995819;419.995819;419.995819;419.995819;
,713,1,5,0,,p,1,AM,1,0.0,479.6750,0.0100,1;3;4;5;,419.995819;419.995819;419.995819;419.995819;
,714,1,5,0,,p,1,AM,1,0.0,479.6500,0.0100,1;3;4;5;,419.995819;419.995819;419.995819;419.995819;
,715,1,5,0,,p,1,AM,1,0.0,479.6250,0.0100,1;3;4;5;,419.995819;419.995819;419.995819;419.995819;
,716,1,5,0,,p,1,AM,1,0.0,479.6000,0.0100,1;3;4;5;,419.995819;419.995819;419.995819;419.995819;
,717,1,5,0,,p,1,AM,1,0.0,474.5750,0.0100,1;3;4;5;,419.995819;419.995819;419.995819;419.995819;
,718,1,5,0,,p,1,AM,1,0.0,474.5500,0.0100,1;3;4;5;,419.995819;419.995819;419.995819;419.995819;
,719,1,5,0,,p,1,AM,1,0.0,474.5250,0.0100,1;3;4;5;,419.995819;419.995819;419.995819;419.995819;
,720,1,5,0,,p,1,AM,1,0.0,474.5000,0.0100,1;3;4;5;,419.995819;419.995819;419.995819;419.995819;
,721,1,5,0,,p,1,AM,1,0.0,474.4750,0.0100,1;3;4;5;,419.995819;419.995819;419.995819;419.995819;
,722,1,5,0,,p,1,AM,1,0.0,474.4500,0.0100,1;3;4;5;,419.995819;419.995819;419.995819;419.995819;
,723,1,5,0,,p,1,AM,1,0.0,474.4250,0.0100,1;3;4;5;,419.995819;419.995819;419.995819;419.995819;
,724,1,5,0,,p,1,AM,1,0.0,474.4000,0.0100,1;3;4;5;,419.995819;419.995819;419.995819;419.995819;
,725,1,5,0,,p,1,AM,1,0.0,474.3750,0.0100,1;3;4;5;,419.995819;419.995819;419.995819;419.995819;
,726,1,5,0,,p,1,AM,1,0.0,474.3500,0.0100,1;3;4;5;,419.995819;419.995819;419.995819;419.995819;
,727,1,5,0,,p,1,AM,1,0.0,474.3250,0.0100,1;3;4;5;,419.995819;419.995819;419.995819;419.995819;
,728,1,5,0,,p,1,AM,1,0.0,474.3000,0.0100,1;3;4;5;,419.995819;419.995819;419.995819;419.995819;
,729,1,5,0,,p,1,AM,1,0.0,474.2750,0.0100,1;3;4;5;,419.995819;419.995819;419.995819;419.995819;
,730,1,5,0,,p,1,AM,1,0.0,474.2500,0.0100,1;3;4;5;,419.995819;419.995819;419.995819;419.995819;
,731,1,5,0,,p,1,AM,1,0.0,474.2250,0.0100,1;3;4;5;,419.995819;419.995819;419.995819;419.995819;
,732,1,5,0,,p,1,AM,1,0.0,474.2000,0.0100,1;3;4;5;,419.995819;419.995819;419.995819;419.995819;
,733,1,5,0,,p,1,AM,1,0.0,474.1750,0.0100,1;3;4;5;,419.995819;419.995819;419.995819;419.995819;
,734,1,5,0,,p,1,AM,1,0.0,469.1500,0.0100,1;3;4;5;,419.995819;419.995819;419.995819;419.995819;
,735,1,5,0,,p,1,AM,1,0.0,469.1250,0.0100,1;3;4;5;,419.995819;419.995819;419.995819;419.995819;
,736,1,5,0,,p,1,AM,1,0.0,469.1000,0.0100,1;3;4;5;,419.995819;419.995819;419.995819;419.995819;
,737,1,5,0,,p,1,AM,1,0.0,469.0750,0.0100,1;3;4;5;,419.995819;419.995819;419.995819;419.995819;
,738,1,5,0,,p,1,AM,1,0.0,469.0500,0.0100,1;3;4;5;,419.995819;419.995819;419.995819;419.995819;
,739,1,5,0,,p,1,AM,1,0.0,469.0250,0.0100,1;3;4;5;,419.995819;419.995819;419.995819;419.995819;
,740,1,5,0,,p,1,AM,1,0.0,469.0000,0.0100,1;3;4;5;,419.995819;419.995819;419.995819;419.995819;
,741,1,5,0,,p,1,AM,1,0.0,468.9750,0.0100,1;3;4;5;,419.995819;419.995819;419.995819;419.995819;
,742,1,5,0,,p,1,AM,1,0.0,468.9500,0.0100,1;3;4;5;,419.995819;419.995819;419.995819;419.995819;
,743,1,5,0,,p,1,AM,1,0.0,468.9250,0.0100,1;3;4;5;,419.995819;419.995819;419.995819;419.995819;
,744,1,5,0,,p,1,AM,1,0.0,468.9000,0.0100,1;3;4;5;,419.995819;419.995819;419.995819;419.995819;
,745,1,5,0,,p,1,AM,1,0.0,468.8750,0.0100,1;3;4;5;,419.995819;419.995819;419.995819;419.995819;
,746,1,5,0,,p,1,AM,1,0.0,468.8500,0.0100,1;3;4;5;,419.995819;419.995819;419.995819;419.995819;
,747,1,5,0,,p,1,AM,1,0.0,468.8250,0.0100,1;3;4;5;,419.995819;419.995819;419.995819;419.995819;
,748,1,5,0,,p,1,AM,1,0.0,468.8000,0.0100,1;3;4;5;,419.995819;419.995819;419.995819;419.995819;
,749,1,5,0,,p,1,AM,1,0.0,468.7750,0.0100,1;3;4;5;,419.995819;419.995819;419.995819;419.995819;
,750,1,5,0,,p,1,AM,1,0.0,463.7500,0.0100,1;3;4;5;,419.995819;419.995819;419.995819;419.995819;
,751,1,5,0,,p,1,AM,1,0.0,463.7250,0.0100,1;3;4;5;,419.995819;419.995819;419.995819;419.995819;
,752,1,5,0,,p,1,AM,1,0.0,463.7000,0.0100,1;3;4;5;,419.995819;419.995819;419.995819;419.995819;
,753,1,5,0,,p,1,AM,1,0.0,463.6750,0.0100,1;3;4;5;,419.995819;419.995819;419.995819;419.995819;
,754,1,5,0,,p,1,AM,1,0.0,463.6500,0.0100,1;3;4;5;,419.995819;419.995819;419.995819;419.995819;
,755,1,5,0,,p,1,AM,1,0.0,463.6250,0.0100,1;3;4;5;,419.995819;419.995819;419.995819;419.995819;
,756,1,5,0,,p,1,AM,1,0.0,463.6000,0.0100,1;3;4;5;,419.995819;419.995819;419.995819;419.995819;
,757,1,5,0,,p,1,AM,1,0.0,463.5750,0.0100,1;3;4;5;,419.995819;419.995819;419.995819;419.995819;
,758,1,5,0,,p,1,AM,1,0.0,463.5500,0.0100,1;3;4;5;,419.995819;419.995819;419.995819;419.995819;
,759,1,5,0,,p,1,AM,1,0.0,463.5250,0.0100,1;3;4;5;,419.995819;419.995819;419.995819;419.995819;
,760,1,5,0,,p,1,AM,1,0.0,463.5000,0.0100,1;3;4;5;,419.995819;419.995819;419.995819;419.995819;
,761,1,5,0,,p,1,AM,1,0.0,463.4750,0.0100,1;3;4;5;,419.995819;419.995819;419.995819;419.995819;
,762,1,5,0,,p,1,AM,1,0.0,463.4500,0.0100,1;3;4;5;,419.995819;419.995819;419.995819;419.995819;
,763,1,5,0,,p,1,AM,1,0.0,463.4250,0.0100,1;3;4;5;,419.995819;419.995819;419.995819;419.995819;
,764,1,5,0,,p,1,AM,1,0.0,463.4000,0.0100,1;3;4;5;,419.995819;419.995819;419.995819;419.995819;
,765,1,5,0,,p,1,AM,1,0.0,463.3750,0.0100,1;3;4;5;,419.995819;419.995819;419.995819;419.995819;
,766,1,5,0,,p,1,AM,1,0.0,463.3500,0.0100,1;3;4;5;,419.995819;419.995819;419.995819;419.995819;
,767,1,5,0,,p,1,AM,1,0.0,458.3250,0.0100,1;3;4;5;,419.995819;419.995819;419.995819;419.995819;
,768,1,5,0,,p,1,AM,1,0.0,458.3000,0.0100,1;3;4;5;,419.995819;419.995819;419.995819;419.995819;
,769,1,5,0,,p,1,AM,1,0.0,458.2750,0.0100,1;3;4;5;,419.995819;419.995819;419.995819;419.995819;
,770,1,5,0,,p,1,AM,1,0.0,458.2500,0.0100,1;3;4;5;,419.995819;419.995819;419.995819;419.995819;
,771,1,5,0,,p,1,AM,1,0.0,458.2250,0.0100,1;3;4;5;,419.995819;419.995819;419.995819;419.995819;
,772,1,5,0,,p,1,AM,1,0.0,458.2000,0.0100,1;3;4;5;,419.995819;419.995819;419.995819;419.995819;
,773,1,5,0,,p,1,AM,1,0.0,458.1750,0.0100,1;3;4;5;,419.995819;419.995819;419.995819;419.995819;
,774,1,5,0,,p,1,AM,1,0.0,458.1500,0.0100,1;3;4;5;,419.995819;419.995819;419.995819;419.995819;
,775,1,5,0,,p,1,AM,1,0.0,458.1250,0.0100,1;3;4;5;,419.995819;419.995819;419.995819;419.995819;
,776,1,5,0,,p,1,AM,1,0.0,458.1000,0.0100,1;3;4;5;,419.995819;419.995819;419.995819;419.995819;
,777,1,5,0,,p,1,AM,1,0.0,458.0750,0.0100,1;3;4;5;,419.995819;419.995819;419.995819;419.995819;
,778,1,5,0,,p,1,AM,1,0.0,458.0500,0.0100,1;3;4;5;,419.995819;419.995819;419.995819;419.995819;
,779,1,5,0,,p,1,AM,1,0.0,458.0250,0.0100,1;3;4;5;,419.995819;419.995819;419.995819;419.995819;
,780,1,5,0,,p,1,AM,1,0.0,458.0000,0.0100,1;3;4;5;,419.995819;419.995819;419.995819;419.995819;
,781,1,5,0,,p,1,AM,1,0.0,457.9750,0.0100,1;3;4;5;,419.995819;419.995819;419.995819;419.995819;
,782,1,5,0,,p,1,AM,1,0.0,457.9500,0.0100,1;3;4;5;,419.995819;419.995819;419.995819;419.995819;
,783,1,5,0,,p,1,AM,1,0.0,457.9250,0.0100,1;3;4;5;,419.995819;419.995819;419.995819;419.995819;
,784,1,5,0,,p,1,AM,1,0.0,452.9000,0.0100,1;3;4;5;,419.995819;419.995819;419.995819;419.995819;
,785,1,5,0,,p,1,AM,1,0.0,452.8750,0.0100,1;3;4;5;,419.995819;419.995819;419.995819;419.995819;
,786,1,5,0,,p,1,AM,1,0.0,452.8500,0.0100,1;3;4;5;,419.995819;419.995819;419.995819;419.995819;
,787,1,5,0,,p,1,AM,1,0.0,452.8250,0.0100,1;3;4;5;,419.995819;419.995819;419.995819;419.995819;
,788,1,5,0,,p,1,AM,1,0.0,452.8000,0.0100,1;3;4;5;,419.995819;419.995819;419.995819;419.995819;
,789,1,5,0,,p,1,AM,1,0.0,452.7750,0.0100,1;3;4;5;,419.995819;419.995819;419.995819;419.995819;
,790,1,5,0,,p,1,AM,1,0.0,452.7500,0.0100,1;3;4;5;,419.995819;419.995819;419.995819;419.995819;
,791,1,5,0,,p,1,AM,1,0.0,452.7250,0.0100,1;3;4;5;,419.995819;419.995819;419.995819;419.995819;
,792,1,5,0,,p,1,AM,1,0.0,452.7000,0.0100,1;3;4;5;,419.995819;419.995819;419.995819;419.995819;
,793,1,5,0,,p,1,AM,1,0.0,452.6750,0.0100,1;3;4;5;,419.995819;419.995819;419.995819;419.995819;
,794,1,5,0,,p,1,AM,1,0.0,452.6500,0.0100,1;3;4;5;,419.995819;419.995819;419.995819;419.995819;
,795,1,5,0,,p,1,AM,1,0.0,452.6250,0.0100,1;3;4;5;,419.995819;419.995819;419.995819;419.995819;
,796,1,5,0,,p,1,AM,1,0.0,452.6000,0.0100,1;3;4;5;,419.995819;419.995819;419.995819;419.995819;
,797,1,5,0,,p,1,AM,1,0.0,452.5750,0.0100,1;3;4;5;,419.995819;419.995819;419.995819;419.995819;
,798,1,5,0,,p,1,AM,1,0.0,452.5500,0.0100,1;3;4;5;,419.995819;419.995819;419.995819;419.995819;
,799,1,5,0,,p,1,AM,1,0.0,452.5250,0.0100,1;3;4;5;,419.995819;419.995819;419.995819;419.995819;
,800,1,5,0,,p,1,AM,1,0.0,447.5000,0.0100,1;3;4;5;,419.995819;419.995819;419.995819;419.995819;
,801,1,5,0,,p,1,AM,1,0.0,447.4750,0.0100,1;3;4;5;,419.995819;419.995819;419.995819;419.995819;
,802,1,5,0,,p,1,AM,1,0.0,447.4500,0.0100,1;3;4;5;,419.995819;419.995819;419.995819;419.995819;
,803,1,5,0,,p,1,AM,1,0.0,447.4250,0.0100,1;3;4;5;,419.995819;419.995819;419.995819;419.995819;
,804,1,5,0,,p,1,AM,1,0.0,447.4000,0.0100,1;3;4;5;,419.995819;419.995819;419.995819;419.995819;
,805,1,5,0,,p,1,AM,1,0.0,447.3750,0.0100,1;3;4;5;,419.995819;419.995819;419.995819;419.995819;
,806,1,5,0,,p,1,AM,1,0.0,447.3500,0.0100,1;3;4;5;,419.995819;419.995819;419.995819;419.995819;
,807,1,5,0,,p,1,AM,1,0.0,447.3250,0.0100,1;3;4;5;,419.995819;419.995819;419.995819;419.995819;
,808,1,5,0,,p,1,AM,1,0.0,447.3000,0.0100,1;3;4;5;,419.995819;419.995819;419.995819;419.995819;
,809,1,5,0,,p,1,AM,1,0.0,447.2750,0.0100,1;3;4;5;,419.995819;419.995819;419.995819;419.995819;
,810,1,5,0,,p,1,AM,1,0.0,447.2500,0.0100,1;3;4;5;,419.995819;419.995819;419.995819;419.995819;
,811,1,5,0,,p,1,AM,1,0.0,447.2250,0.0100,1;3;4;5;,419.995819;419.995819;419.995819;419.995819;
,812,1,5,0,,p,1,AM,1,0.0,447.2000,0.0100,1;3;4;5;,419.995819;419.995819;419.995819;419.995819;
,813,1,5,0,,p,1,AM,1,0.0,447.1750,0.0100,1;3;4;5;,419.995819;419.995819;419.995819;419.995819;
,814,1,5,0,,p,1,AM,1,0.0,447.1500,0.0100,1;3;4;5;,419.995819;419.995819;419.995819;419.995819;
,815,1,5,0,,p,1,AM,1,0.0,447.1250,0.0100,1;3;4;5;,419.995819;419.995819;419.995819;419.995819;
,816,1,5,0,,p,1,AM,1,0.0,447.1000,0.0100,1;3;4;5;,419.995819;419.995819;419.995819;419.995819;
