od_no,o_zone_id,d_zone_id,o_zone_agent_type_cover_flag,d_zone_agent_type_cover_flag,path_id,information_type,agent_type,demand_period,volume,assign_volume,subarea_flag,sensor_flag,toll,travel_time,VDF_travel_time,travel_time_without_access_link,distance_km
263,12,22,0,0,0,0,p,AM,700.00,700,1,0,0.0,450.0,7.2000,7.2000,0.0120
264,12,23,0,0,0,0,p,AM,700.00,700,1,0,0.0,450.0,5.4000,5.4000,0.0090
265,12,24,0,0,0,0,p,AM,500.00,500,1,0,0.0,450.0,4.2000,4.2000,0.0070
266,13,1,0,0,0,0,p,AM,500.00,500,1,0,0.0,450.0,6.6000,6.6000,0.0110
267,13,2,0,0,0,0,p,AM,300.00,300,1,0,0.0,450.0,10.2000,10.2000,0.0170
268,13,3,0,0,0,0,p,AM,100.00,100,1,0,0.0,450.2,4.2000,4.2000,0.0070
269,13,4,0,0,0,0,p,AM,600.00,600,1,0,0.0,450.0,6.6000,6.6000,0.0110
270,13,5,0,0,0,0,p,AM,200.00,200,1,0,0.0,450.1,7.8000,7.8000,0.0130
271,13,6,0,0,0,0,p,AM,200.00,200,1,0,0.0,450.1,10.2000,10.2000,0.0170
272,13,7,0,0,0,0,p,AM,400.00,400,1,0,0.0,450.1,11.4000,11.4000,0.0190
273,13,8,0,0,0,0,p,AM,600.00,600,1,0,0.0,450.0,11.4000,11.4000,0.0190
274,13,9,0,0,0,0,p,AM,600.00,600,1,0,0.0,450.0,10.2000,10.2000,0.0170
275,13,10,0,0,0,0,p,AM,1900.00,1900,1,0,0.0,450.0,8.4000,8.4000,0.0140
276,13,11,0,0,0,0,p,AM,1000.00,1000,1,0,0.0,450.0,5.4000,5.4000,0.0090
277,13,12,0,0,0,0,p,AM,1300.00,1300,1,0,0.0,450.0,1.8000,1.8000,0.0030
278,13,14,0,0,0,0,p,AM,600.00,600,1,0,0.0,450.0,6.0000,6.0000,0.0100
279,13,15,0,0,0,0,p,AM,700.00,700,1,0,0.0,450.0,7.2000,7.2000,0.0120
280,13,16,0,0,0,0,p,AM,600.00,600,1,0,0.0,450.0,10.8000,10.8000,0.0180
281,13,17,0,0,0,0,p,AM,500.00,500,1,0,0.0,450.0,10.2000,10.2000,0.0170
282,13,18,0,0,0,0,p,AM,100.00,100,1,0,0.0,450.2,10.2000,10.2000,0.0170
283,13,19,0,0,0,0,p,AM,300.00,300,1,0,0.0,450.0,9.0000,9.0000,0.0150
284,13,20,0,0,0,0,p,AM,600.00,600,1,0,0.0,450.0,7.8000,7.8000,0.0130
285,13,21,0,0,0,0,p,AM,600.00,600,1,0,0.0,450.0,4.2000,4.2000,0.0070
286,13,22,0,0,0,0,p,AM,1300.00,1300,1,0,0.0,450.0,5.4000,5.4000,0.0090
287,13,23,0,0,0,0,p,AM,800.00,800,1,0,0.0,450.0,3.6000,3.6000,0.0060
288,13,24,0,0,0,0,p,AM,800.00,800,1,0,0.0,450.0,2.4000,2.4000,0.0040
289,14,1,0,0,0,0,p,AM,300.00,300,1,0,0.0,450.0,10.8000,10.8000,0.0180
290,14,2,0,0,0,0,p,AM,100.00,100,1,0,0.0,450.2,12.6000,12.6000,0.0210
291,14,3,0,0,0,0,p,AM,100.00,100,1,0,0.0,450.2,8.4000,8.4000,0.0140
292,14,4,0,0,0,0,p,AM,500.00,500,1,0,0.0,450.0,6.0000,6.0000,0.0100
293,14,5,0,0,0,0,p,AM,100.00,100,1,0,0.0,450.2,7.2000,7.2000,0.0120
294,14,6,0,0,0,0,p,AM,100.00,100,1,0,0.0,450.2,9.6000,9.6000,0.0160
295,14,7,0,0,0,0,p,AM,200.00,200,1,0,0.0,450.1,10.2000,10.2000,0.0170
296,14,8,0,0,0,0,p,AM,400.00,400,1,0,0.0,450.1,10.2000,10.2000,0.0170
297,14,9,0,0,0,0,p,AM,600.00,600,1,0,0.0,450.0,7.2000,7.2000,0.0120
298,14,10,0,0,0,0,p,AM,2100.00,2100,1,0,0.0,450.0,5.4000,5.4000,0.0090
299,14,11,0,0,0,0,p,AM,1600.00,1600,1,0,0.0,450.0,2.4000,2.4000,0.0040
300,14,12,0,0,0,0,p,AM,700.00,700,1,0,0.0,450.0,6.0000,6.0000,0.0100
301,14,13,0,0,0,0,p,AM,600.00,600,1,0,0.0,450.0,6.0000,6.0000,0.0100
302,14,15,0,0,0,0,p,AM,1300.00,1300,1,0,0.0,450.0,3.0000,3.0000,0.0050
303,14,16,0,0,0,0,p,AM,700.00,700,1,0,0.0,450.0,7.2000,7.2000,0.0120
304,14,17,0,0,0,0,p,AM,700.00,700,1,0,0.0,450.0,6.0000,6.0000,0.0100
305,14,18,0,0,0,0,p,AM,100.00,100,1,0,0.0,450.2,9.0000,9.0000,0.0150
306,14,19,0,0,0,0,p,AM,300.00,300,1,0,0.0,450.0,4.8000,4.8000,0.0080
307,14,20,0,0,0,0,p,AM,500.00,500,1,0,0.0,450.0,7.2000,7.2000,0.0120
308,14,21,0,0,0,0,p,AM,400.00,400,1,0,0.0,450.1,5.4000,5.4000,0.0090
309,14,22,0,0,0,0,p,AM,1200.00,1200,1,0,0.0,450.0,4.8000,4.8000,0.0080
310,14,23,0,0,0,0,p,AM,1100.00,1100,1,0,0.0,450.0,2.4000,2.4000,0.0040
311,14,24,0,0,0,0,p,AM,400.00,400,1,0,0.0,450.1,3.6000,3.6000,0.0060
312,15,1,0,0,0,0,p,AM,500.00,500,1,0,0.0,450.0,13.8000,13.8000,0.0230
313,15,2,0,0,0,0,p,AM,100.00,100,1,0,0.0,450.2,11.4000,11.4000,0.0190
314,15,3,0,0,0,0,p,AM,100.00,100,1,0,0.0,450.2,11.4000,11.4000,0.0190
315,15,4,0,0,0,0,p,AM,500.00,500,1,0,0.0,450.0,9.0000,9.0000,0.0150
316,15,5,0,0,0,0,p,AM,200.00,200,1,0,0.0,450.1,8.4000,8.4000,0.0140
317,15,6,0,0,0,0,p,AM,200.00,200,1,0,0.0,450.1,8.4000,8.4000,0.0140
318,15,7,0,0,0,0,p,AM,500.00,500,1,0,0.0,450.0,7.2000,7.2000,0.0120
319,15,8,0,0,0,0,p,AM,600.00,600,1,0,0.0,450.0,7.2000,7.2000,0.0120
320,15,9,0,0,0,0,p,AM,1000.00,1000,1,0,0.0,450.0,5.4000,5.4000,0.0090
321,15,10,0,0,0,0,p,AM,4000.00,4000,1,0,0.0,450.0,3.6000,3.6000,0.0060
322,15,11,0,0,0,0,p,AM,1400.00,1400,1,0,0.0,450.0,5.4000,5.4000,0.0090
323,15,12,0,0,0,0,p,AM,700.00,700,1,0,0.0,450.0,9.0000,9.0000,0.0150
324,15,13,0,0,0,0,p,AM,700.00,700,1,0,0.0,450.0,7.2000,7.2000,0.0120
325,15,14,0,0,0,0,p,AM,1300.00,1300,1,0,0.0,450.0,3.0000,3.0000,0.0050
326,15,16,0,0,0,0,p,AM,1200.00,1200,1,0,0.0,450.0,4.2000,4.2000,0.0070
327,15,17,0,0,0,0,p,AM,1500.00,1500,1,0,0.0,450.0,3.0000,3.0000,0.0050
328,15,18,0,0,0,0,p,AM,200.00,200,1,0,0.0,450.1,6.0000,6.0000,0.0100
329,15,19,0,0,0,0,p,AM,800.00,800,1,0,0.0,450.0,1.8000,1.8000,0.0030
330,15,20,0,0,0,0,p,AM,1100.00,1100,1,0,0.0,450.0,4.2000,4.2000,0.0070
331,15,21,0,0,0,0,p,AM,800.00,800,1,0,0.0,450.0,3.0000,3.0000,0.0050
332,15,22,0,0,0,0,p,AM,2600.00,2600,1,0,0.0,450.0,1.8000,1.8000,0.0030
333,15,23,0,0,0,0,p,AM,1000.00,1000,1,0,0.0,450.0,4.2000,4.2000,0.0070
334,15,24,0,0,0,0,p,AM,400.00,400,1,0,0.0,450.1,4.8000,4.8000,0.0080
335,16,1,0,0,0,0,p,AM,500.00,500,1,0,0.0,449.1,10.8000,10.8000,0.0180
336,16,2,0,0,0,0,p,AM,400.00,400,1,0,0.0,448.9,7.2000,7.2000,0.0120
337,16,3,0,0,0,0,p,AM,200.00,200,1,0,0.0,450.1,10.2000,10.2000,0.0170
338,16,4,0,0,0,0,p,AM,800.00,800,1,0,0.0,450.0,7.8000,7.8000,0.0130
339,16,5,0,0,0,0,p,AM,500.00,500,1,0,0.0,450.0,6.6000,6.6000,0.0110
340,16,6,0,0,0,0,p,AM,900.00,900,1,0,0.0,450.0,4.2000,4.2000,0.0070
341,16,7,0,0,0,0,p,AM,1400.00,1400,1,0,0.0,450.0,3.0000,3.0000,0.0050
342,16,8,0,0,0,0,p,AM,2200.00,2200,1,0,0.0,450.0,3.0000,3.0000,0.0050
343,16,9,0,0,0,0,p,AM,1400.00,1400,1,0,0.0,450.0,4.2000,4.2000,0.0070
344,16,10,0,0,0,0,p,AM,4400.00,4400,1,0,0.0,450.0,2.4000,2.4000,0.0040
345,16,11,0,0,0,0,p,AM,1400.00,1400,1,0,0.0,450.0,5.4000,5.4000,0.0090
346,16,12,0,0,0,0,p,AM,700.00,700,1,0,0.0,450.0,9.0000,9.0000,0.0150
347,16,13,0,0,0,0,p,AM,600.00,600,1,0,0.0,450.0,10.8000,10.8000,0.0180
348,16,14,0,0,0,0,p,AM,700.00,700,1,0,0.0,450.0,7.2000,7.2000,0.0120
349,16,15,0,0,0,0,p,AM,1200.00,1200,1,0,0.0,450.0,4.2000,4.2000,0.0070
350,16,17,0,0,0,0,p,AM,2800.00,2800,1,0,0.0,450.0,1.2000,1.2000,0.0020
351,16,18,0,0,0,0,p,AM,500.00,500,1,0,0.0,450.0,1.8000,1.8000,0.0030
352,16,19,0,0,0,0,p,AM,1300.00,1300,1,0,0.0,450.0,2.4000,2.4000,0.0040
353,16,20,0,0,0,0,p,AM,1600.00,1600,1,0,0.0,450.0,4.2000,4.2000,0.0070
354,16,21,0,0,0,0,p,AM,600.00,600,1,0,0.0,450.0,7.2000,7.2000,0.0120
355,16,22,0,0,0,0,p,AM,1200.00,1200,1,0,0.0,450.0,6.0000,6.0000,0.0100
356,16,23,0,0,0,0,p,AM,500.00,500,1,0,0.0,450.0,8.4000,8.4000,0.0140
357,16,24,0,0,0,0,p,AM,300.00,300,1,0,0.0,450.0,9.0000,9.0000,0.0150
358,17,1,0,0,0,0,p,AM,400.00,400,1,0,0.0,450.1,12.0000,12.0000,0.0200
359,17,2,0,0,0,0,p,AM,200.00,200,1,0,0.0,450.1,8.4000,8.4000,0.0140
360,17,3,0,0,0,0,p,AM,100.00,100,1,0,0.0,450.2,11.4000,11.4000,0.0190
361,17,4,0,0,0,0,p,AM,500.00,500,1,0,0.0,450.0,9.0000,9.0000,0.0150
362,17,5,0,0,0,0,p,AM,200.00,200,1,0,0.0,450.1,7.8000,7.8000,0.0130
363,17,6,0,0,0,0,p,AM,500.00,500,1,0,0.0,450.0,5.4000,5.4000,0.0090
364,17,7,0,0,0,0,p,AM,1000.00,1000,1,0,0.0,450.0,4.2000,4.2000,0.0070
365,17,8,0,0,0,0,p,AM,1400.00,1400,1,0,0.0,450.0,4.2000,4.2000,0.0070
366,17,9,0,0,0,0,p,AM,900.00,900,1,0,0.0,450.0,5.4000,5.4000,0.0090
367,17,10,0,0,0,0,p,AM,3900.00,3900,1,0,0.0,450.0,3.6000,3.6000,0.0060
368,17,11,0,0,0,0,p,AM,1000.00,1000,1,0,0.0,450.0,6.6000,6.6000,0.0110
369,17,12,0,0,0,0,p,AM,600.00,600,1,0,0.0,450.0,10.2000,10.2000,0.0170
370,17,13,0,0,0,0,p,AM,500.00,500,1,0,0.0,450.0,10.2000,10.2000,0.0170
371,17,14,0,0,0,0,p,AM,700.00,700,1,0,0.0,450.0,6.0000,6.0000,0.0100
372,17,15,0,0,0,0,p,AM,1500.00,1500,1,0,0.0,450.0,3.0000,3.0000,0.0050
373,17,16,0,0,0,0,p,AM,2800.00,2800,1,0,0.0,450.0,1.2000,1.2000,0.0020
374,17,18,0,0,0,0,p,AM,600.00,600,1,0,0.0,450.0,3.0000,3.0000,0.0050
375,17,19,0,0,0,0,p,AM,1700.00,1700,1,0,0.0,450.0,1.2000,1.2000,0.0020
376,17,20,0,0,0,0,p,AM,1700.00,1700,1,0,0.0,450.0,3.6000,3.6000,0.0060
377,17,21,0,0,0,0,p,AM,600.00,600,1,0,0.0,450.0,6.0000,6.0000,0.0100
378,17,22,0,0,0,0,p,AM,1700.00,1700,1,0,0.0,450.0,4.8000,4.8000,0.0080
379,17,23,0,0,0,0,p,AM,600.00,600,1,0,0.0,450.0,7.2000,7.2000,0.0120
380,17,24,0,0,0,0,p,AM,300.00,300,1,0,0.0,450.0,7.8000,7.8000,0.0130
381,18,1,0,0,0,0,p,AM,100.00,100,1,0,0.0,445.4,10.8000,10.8000,0.0180
382,18,4,0,0,0,0,p,AM,100.00,100,1,0,0.0,450.2,7.8000,7.8000,0.0130
383,18,6,0,0,0,0,p,AM,100.00,100,1,0,0.0,450.2,4.2000,4.2000,0.0070
384,18,7,0,0,0,0,p,AM,200.00,200,1,0,0.0,450.1,1.2000,1.2000,0.0020
385,18,8,0,0,0,0,p,AM,300.00,300,1,0,0.0,450.0,3.0000,3.0000,0.0050
386,18,9,0,0,0,0,p,AM,200.00,200,1,0,0.0,450.1,6.0000,6.0000,0.0100
387,18,10,0,0,0,0,p,AM,700.00,700,1,0,0.0,450.0,4.2000,4.2000,0.0070
388,18,11,0,0,0,0,p,AM,200.00,200,1,0,0.0,450.1,7.2000,7.2000,0.0120
389,18,12,0,0,0,0,p,AM,200.00,200,1,0,0.0,450.1,10.8000,10.8000,0.0180
390,18,13,0,0,0,0,p,AM,100.00,100,1,0,0.0,450.2,10.2000,10.2000,0.0170
391,18,14,0,0,0,0,p,AM,100.00,100,1,0,0.0,450.2,9.0000,9.0000,0.0150
392,18,15,0,0,0,0,p,AM,200.00,200,1,0,0.0,450.1,6.0000,6.0000,0.0100
393,18,16,0,0,0,0,p,AM,500.00,500,1,0,0.0,450.0,1.8000,1.8000,0.0030
394,18,17,0,0,0,0,p,AM,600.00,600,1,0,0.0,450.0,3.0000,3.0000,0.0050
395,18,19,0,0,0,0,p,AM,300.00,300,1,0,0.0,450.0,4.2000,4.2000,0.0070
396,18,20,0,0,0,0,p,AM,400.00,400,1,0,0.0,450.1,2.4000,2.4000,0.0040
397,18,21,0,0,0,0,p,AM,100.00,100,1,0,0.0,450.2,6.0000,6.0000,0.0100
398,18,22,0,0,0,0,p,AM,300.00,300,1,0,0.0,450.0,5.4000,5.4000,0.0090
399,18,23,0,0,0,0,p,AM,100.00,100,1,0,0.0,450.2,7.8000,7.8000,0.0130
400,19,1,0,0,0,0,p,AM,300.00,300,1,0,0.0,450.0,13.2000,13.2000,0.0220
401,19,2,0,0,0,0,p,AM,100.00,100,1,0,0.0,450.2,9.6000,9.6000,0.0160
402,19,4,0,0,0,0,p,AM,200.00,200,1,0,0.0,450.1,10.2000,10.2000,0.0170
403,19,5,0,0,0,0,p,AM,100.00,100,1,0,0.0,450.2,9.0000,9.0000,0.0150
404,19,6,0,0,0,0,p,AM,200.00,200,1,0,0.0,450.1,6.6000,6.6000,0.0110
405,19,7,0,0,0,0,p,AM,400.00,400,1,0,0.0,450.1,5.4000,5.4000,0.0090
406,19,8,0,0,0,0,p,AM,700.00,700,1,0,0.0,450.0,5.4000,5.4000,0.0090
407,19,9,0,0,0,0,p,AM,400.00,400,1,0,0.0,450.1,6.6000,6.6000,0.0110
408,19,10,0,0,0,0,p,AM,1800.00,1800,1,0,0.0,450.0,4.8000,4.8000,0.0080
409,19,11,0,0,0,0,p,AM,400.00,400,1,0,0.0,450.1,7.2000,7.2000,0.0120
410,19,12,0,0,0,0,p,AM,300.00,300,1,0,0.0,450.0,10.8000,10.8000,0.0180
411,19,13,0,0,0,0,p,AM,300.00,300,1,0,0.0,450.0,9.0000,9.0000,0.0150
412,19,14,0,0,0,0,p,AM,300.00,300,1,0,0.0,450.0,4.8000,4.8000,0.0080
413,19,15,0,0,0,0,p,AM,800.00,800,1,0,0.0,450.0,1.8000,1.8000,0.0030
414,19,16,0,0,0,0,p,AM,1300.00,1300,1,0,0.0,450.0,2.4000,2.4000,0.0040
415,19,17,0,0,0,0,p,AM,1700.00,1700,1,0,0.0,450.0,1.2000,1.2000,0.0020
416,19,18,0,0,0,0,p,AM,300.00,300,1,0,0.0,450.0,4.2000,4.2000,0.0070
417,19,20,0,0,0,0,p,AM,1200.00,1200,1,0,0.0,450.0,2.4000,2.4000,0.0040
418,19,21,0,0,0,0,p,AM,400.00,400,1,0,0.0,450.1,4.8000,4.8000,0.0080
419,19,22,0,0,0,0,p,AM,1200.00,1200,1,0,0.0,450.0,3.6000,3.6000,0.0060
420,19,23,0,0,0,0,p,AM,300.00,300,1,0,0.0,450.0,6.0000,6.0000,0.0100
421,19,24,0,0,0,0,p,AM,100.00,100,1,0,0.0,450.2,6.6000,6.6000,0.0110
422,20,1,0,0,0,0,p,AM,300.00,300,1,0,0.0,448.4,13.2000,13.2000,0.0220
423,20,2,0,0,0,0,p,AM,100.00,100,1,0,0.0,445.4,9.6000,9.6000,0.0160
424,20,4,0,0,0,0,p,AM,300.00,300,1,0,0.0,450.0,10.2000,10.2000,0.0170
425,20,5,0,0,0,0,p,AM,100.00,100,1,0,0.0,450.2,9.0000,9.0000,0.0150
426,20,6,0,0,0,0,p,AM,300.00,300,1,0,0.0,450.0,6.6000,6.6000,0.0110
427,20,7,0,0,0,0,p,AM,500.00,500,1,0,0.0,450.0,3.6000,3.6000,0.0060
428,20,8,0,0,0,0,p,AM,900.00,900,1,0,0.0,450.0,5.4000,5.4000,0.0090
429,20,9,0,0,0,0,p,AM,600.00,600,1,0,0.0,450.0,8.4000,8.4000,0.0140
430,20,10,0,0,0,0,p,AM,2500.00,2500,1,0,0.0,450.0,6.6000,6.6000,0.0110
431,20,11,0,0,0,0,p,AM,600.00,600,1,0,0.0,450.0,9.6000,9.6000,0.0160
432,20,12,0,0,0,0,p,AM,500.00,500,1,0,0.0,450.0,9.6000,9.6000,0.0160
433,20,13,0,0,0,0,p,AM,600.00,600,1,0,0.0,450.0,7.8000,7.8000,0.0130
434,20,14,0,0,0,0,p,AM,500.00,500,1,0,0.0,450.0,7.2000,7.2000,0.0120
435,20,15,0,0,0,0,p,AM,1100.00,1100,1,0,0.0,450.0,4.2000,4.2000,0.0070
436,20,16,0,0,0,0,p,AM,1600.00,1600,1,0,0.0,450.0,4.2000,4.2000,0.0070
437,20,17,0,0,0,0,p,AM,1700.00,1700,1,0,0.0,450.0,3.6000,3.6000,0.0060
438,20,18,0,0,0,0,p,AM,400.00,400,1,0,0.0,450.1,2.4000,2.4000,0.0040
439,20,19,0,0,0,0,p,AM,1200.00,1200,1,0,0.0,450.0,2.4000,2.4000,0.0040
440,20,21,0,0,0,0,p,AM,1200.00,1200,1,0,0.0,450.0,3.6000,3.6000,0.0060
441,20,22,0,0,0,0,p,AM,2400.00,2400,1,0,0.0,450.0,3.0000,3.0000,0.0050
442,20,23,0,0,0,0,p,AM,700.00,700,1,0,0.0,450.0,5.4000,5.4000,0.0090
443,20,24,0,0,0,0,p,AM,400.00,400,1,0,0.0,450.1,5.4000,5.4000,0.0090
444,21,1,0,0,0,0,p,AM,100.00,100,1,0,0.0,450.2,10.8000,10.8000,0.0180
445,21,4,0,0,0,0,p,AM,200.00,200,1,0,0.0,450.1,10.8000,10.8000,0.0180
446,21,5,0,0,0,0,p,AM,100.00,100,1,0,0.0,450.2,11.4000,11.4000,0.0190
447,21,6,0,0,0,0,p,AM,100.00,100,1,0,0.0,450.2,10.2000,10.2000,0.0170
448,21,7,0,0,0,0,p,AM,200.00,200,1,0,0.0,450.1,7.2000,7.2000,0.0120
449,21,8,0,0,0,0,p,AM,400.00,400,1,0,0.0,450.1,9.0000,9.0000,0.0150
450,21,9,0,0,0,0,p,AM,300.00,300,1,0,0.0,450.0,8.4000,8.4000,0.0140
451,21,10,0,0,0,0,p,AM,1200.00,1200,1,0,0.0,450.0,6.6000,6.6000,0.0110
452,21,11,0,0,0,0,p,AM,400.00,400,1,0,0.0,450.1,7.8000,7.8000,0.0130
453,21,12,0,0,0,0,p,AM,300.00,300,1,0,0.0,450.0,6.0000,6.0000,0.0100
454,21,13,0,0,0,0,p,AM,600.00,600,1,0,0.0,450.0,4.2000,4.2000,0.0070
455,21,14,0,0,0,0,p,AM,400.00,400,1,0,0.0,450.1,5.4000,5.4000,0.0090
456,21,15,0,0,0,0,p,AM,800.00,800,1,0,0.0,450.0,3.0000,3.0000,0.0050
457,21,16,0,0,0,0,p,AM,600.00,600,1,0,0.0,450.0,7.2000,7.2000,0.0120
458,21,17,0,0,0,0,p,AM,600.00,600,1,0,0.0,450.0,6.0000,6.0000,0.0100
459,21,18,0,0,0,0,p,AM,100.00,100,1,0,0.0,450.2,6.0000,6.0000,0.0100
460,21,19,0,0,0,0,p,AM,400.00,400,1,0,0.0,450.1,4.8000,4.8000,0.0080
461,21,20,0,0,0,0,p,AM,1200.00,1200,1,0,0.0,450.0,3.6000,3.6000,0.0060
462,21,22,0,0,0,0,p,AM,1800.00,1800,1,0,0.0,450.0,1.2000,1.2000,0.0020
463,21,23,0,0,0,0,p,AM,700.00,700,1,0,0.0,450.0,3.0000,3.0000,0.0050
464,21,24,0,0,0,0,p,AM,500.00,500,1,0,0.0,450.0,1.8000,1.8000,0.0030
465,22,1,0,0,0,0,p,AM,400.00,400,1,0,0.0,450.1,12.0000,12.0000,0.0200
466,22,2,0,0,0,0,p,AM,100.00,100,1,0,0.0,450.2,12.6000,12.6000,0.0210
467,22,3,0,0,0,0,p,AM,100.00,100,1,0,0.0,450.2,9.6000,9.6000,0.0160
468,22,4,0,0,0,0,p,AM,400.00,400,1,0,0.0,450.1,10.8000,10.8000,0.0180
469,22,5,0,0,0,0,p,AM,200.00,200,1,0,0.0,450.1,10.2000,10.2000,0.0170
470,22,6,0,0,0,0,p,AM,200.00,200,1,0,0.0,450.1,9.6000,9.6000,0.0160
471,22,7,0,0,0,0,p,AM,500.00,500,1,0,0.0,450.0,6.6000,6.6000,0.0110
472,22,8,0,0,0,0,p,AM,500.00,500,1,0,0.0,450.0,8.4000,8.4000,0.0140
473,22,9,0,0,0,0,p,AM,700.00,700,1,0,0.0,450.0,7.2000,7.2000,0.0120
474,22,10,0,0,0,0,p,AM,2600.00,2600,1,0,0.0,450.0,5.4000,5.4000,0.0090
475,22,11,0,0,0,0,p,AM,1100.00,1100,1,0,0.0,450.0,7.2000,7.2000,0.0120
476,22,12,0,0,0,0,p,AM,700.00,700,1,0,0.0,450.0,7.2000,7.2000,0.0120
477,22,13,0,0,0,0,p,AM,1300.00,1300,1,0,0.0,450.0,5.4000,5.4000,0.0090
478,22,14,0,0,0,0,p,AM,1200.00,1200,1,0,0.0,450.0,4.8000,4.8000,0.0080
479,22,15,0,0,0,0,p,AM,2600.00,2600,1,0,0.0,450.0,1.8000,1.8000,0.0030
480,22,16,0,0,0,0,p,AM,1200.00,1200,1,0,0.0,450.0,6.0000,6.0000,0.0100
481,22,17,0,0,0,0,p,AM,1700.00,1700,1,0,0.0,450.0,4.8000,4.8000,0.0080
482,22,18,0,0,0,0,p,AM,300.00,300,1,0,0.0,450.0,5.4000,5.4000,0.0090
483,22,19,0,0,0,0,p,AM,1200.00,1200,1,0,0.0,450.0,3.6000,3.6000,0.0060
484,22,20,0,0,0,0,p,AM,2400.00,2400,1,0,0.0,450.0,3.0000,3.0000,0.0050
485,22,21,0,0,0,0,p,AM,1800.00,1800,1,0,0.0,450.0,1.2000,1.2000,0.0020
486,22,23,0,0,0,0,p,AM,2100.00,2100,1,0,0.0,450.0,2.4000,2.4000,0.0040
487,22,24,0,0,0,0,p,AM,1100.00,1100,1,0,0.0,450.0,3.0000,3.0000,0.0050
488,23,1,0,0,0,0,p,AM,300.00,300,1,0,0.0,450.0,10.2000,10.2000,0.0170
489,23,3,0,0,0,0,p,AM,100.00,100,1,0,0.0,450.2,7.8000,7.8000,0.0130
490,23,4,0,0,0,0,p,AM,500.00,500,1,0,0.0,450.0,8.4000,8.4000,0.0140
491,23,5,0,0,0,0,p,AM,100.00,100,1,0,0.0,450.2,9.6000,9.6000,0.0160
492,23,6,0,0,0,0,p,AM,100.00,100,1,0,0.0,450.2,12.0000,12.0000,0.0200
493,23,7,0,0,0,0,p,AM,200.00,200,1,0,0.0,450.1,9.0000,9.0000,0.0150
494,23,8,0,0,0,0,p,AM,300.00,300,1,0,0.0,450.0,10.8000,10.8000,0.0180
495,23,9,0,0,0,0,p,AM,500.00,500,1,0,0.0,450.0,9.6000,9.6000,0.0160
496,23,10,0,0,0,0,p,AM,1800.00,1800,1,0,0.0,450.0,7.8000,7.8000,0.0130
497,23,11,0,0,0,0,p,AM,1300.00,1300,1,0,0.0,450.0,4.8000,4.8000,0.0080
498,23,12,0,0,0,0,p,AM,700.00,700,1,0,0.0,450.0,5.4000,5.4000,0.0090
499,23,13,0,0,0,0,p,AM,800.00,800,1,0,0.0,450.0,3.6000,3.6000,0.0060
500,23,14,0,0,0,0,p,AM,1100.00,1100,1,0,0.0,450.0,2.4000,2.4000,0.0040
501,23,15,0,0,0,0,p,AM,1000.00,1000,1,0,0.0,450.0,4.2000,4.2000,0.0070
502,23,16,0,0,0,0,p,AM,500.00,500,1,0,0.0,450.0,8.4000,8.4000,0.0140
503,23,17,0,0,0,0,p,AM,600.00,600,1,0,0.0,450.0,7.2000,7.2000,0.0120
504,23,18,0,0,0,0,p,AM,100.00,100,1,0,0.0,450.2,7.8000,7.8000,0.0130
505,23,19,0,0,0,0,p,AM,300.00,300,1,0,0.0,450.0,6.0000,6.0000,0.0100
506,23,20,0,0,0,0,p,AM,700.00,700,1,0,0.0,450.0,5.4000,5.4000,0.0090
507,23,21,0,0,0,0,p,AM,700.00,700,1,0,0.0,450.0,3.0000,3.0000,0.0050
508,23,22,0,0,0,0,p,AM,2100.00,2100,1,0,0.0,450.0,2.4000,2.4000,0.0040
509,23,24,0,0,0,0,p,AM,700.00,700,1,0,0.0,450.0,1.2000,1.2000,0.0020
510,24,1,0,0,0,0,p,AM,100.00,100,1,0,0.0,450.2,9.0000,9.0000,0.0150
511,24,4,0,0,0,0,p,AM,200.00,200,1,0,0.0,450.1,9.0000,9.0000,0.0150
512,24,6,0,0,0,0,p,AM,100.00,100,1,0,0.0,450.2,12.0000,12.0000,0.0200
513,24,7,0,0,0,0,p,AM,100.00,100,1,0,0.0,450.2,9.0000,9.0000,0.0150
514,24,8,0,0,0,0,p,AM,200.00,200,1,0,0.0,450.1,10.8000,10.8000,0.0180
515,24,9,0,0,0,0,p,AM,200.00,200,1,0,0.0,447.7,10.2000,10.2000,0.0170
516,24,10,0,0,0,0,p,AM,800.00,800,1,0,0.0,449.4,8.4000,8.4000,0.0140
517,24,11,0,0,0,0,p,AM,600.00,600,1,0,0.0,450.0,6.0000,6.0000,0.0100
518,24,12,0,0,0,0,p,AM,500.00,500,1,0,0.0,450.0,4.2000,4.2000,0.0070
519,24,13,0,0,0,0,p,AM,700.00,700,1,0,0.0,450.0,2.4000,2.4000,0.0040
520,24,14,0,0,0,0,p,AM,400.00,400,1,0,0.0,450.1,3.6000,3.6000,0.0060
521,24,15,0,0,0,0,p,AM,400.00,400,1,0,0.0,450.1,4.8000,4.8000,0.0080
522,24,16,0,0,0,0,p,AM,300.00,300,1,0,0.0,450.0,9.0000,9.0000,0.0150
523,24,17,0,0,0,0,p,AM,300.00,300,1,0,0.0,450.0,7.8000,7.8000,0.0130
524,24,19,0,0,0,0,p,AM,100.00,100,1,0,0.0,450.2,6.6000,6.6000,0.0110
525,24,20,0,0,0,0,p,AM,400.00,400,1,0,0.0,450.1,5.4000,5.4000,0.0090
526,24,21,0,0,0,0,p,AM,500.00,500,1,0,0.0,450.0,1.8000,1.8000,0.0030
