name,link_id,osm_way_id,from_node_id,to_node_id,dir_flag,length,lanes,free_speed,capacity,link_type_name,link_type,geometry,allowed_uses,from_biway,VDF_PHF1,VDF_mu1
,3310,,1492,440,,62.53391949,2,59,,connector,1,"LINESTRING (-122.3294 47.65362500000001, -122.3290774 47.6531063)",all,1,1,100
,3311,,440,1492,,62.53391949,2,59,,connector,1,"LINESTRING (-122.3290774 47.6531063, -122.3294 47.65362500000001)",all,1,1,100
,3312,,1493,500,,58.23278126,2,59,,connector,1,"LINESTRING (-122.3260110748469 47.65613720296749, -122.3256856 47.6556616)",all,1,1,100
,3313,,500,1493,,58.23278126,2,59,,connector,1,"LINESTRING (-122.3256856 47.6556616, -122.3260110748469 47.65613720296749)",all,1,1,100
,3314,,1494,351,,51.80557117,2,59,,connector,1,"LINESTRING (-122.32652195 47.65507700000001, -122.3264647 47.6555413)",all,1,1,100
,3315,,351,1494,,51.80557117,2,59,,connector,1,"LINESTRING (-122.3264647 47.6555413, -122.32652195 47.65507700000001)",all,1,1,100
,3316,,1495,299,,25.80834269,2,59,,connector,1,"LINESTRING (-122.3249788755242 47.65789738448234, -122.3251604 47.6577001)",all,1,1,100
,3317,,299,1495,,25.80834269,2,59,,connector,1,"LINESTRING (-122.3251604 47.6577001, -122.3249788755242 47.65789738448234)",all,1,1,100
,3318,,1496,204,,26.35757044,2,59,,connector,1,"LINESTRING (-122.3231723825419 47.65873565550238, -122.3230021 47.6589431)",all,1,1,100
,3319,,204,1496,,26.35757044,2,59,,connector,1,"LINESTRING (-122.3230021 47.6589431, -122.3231723825419 47.65873565550238)",all,1,1,100
,3320,,1497,352,,53.984868,2,59,,connector,1,"LINESTRING (-122.32545675 47.65937754999999, -122.3251228 47.6589473)",all,1,1,100
,3321,,352,1497,,53.984868,2,59,,connector,1,"LINESTRING (-122.3251228 47.6589473, -122.32545675 47.65937754999999)",all,1,1,100
,3322,,1498,229,,50.57106641,2,59,,connector,1,"LINESTRING (-122.327125539591 47.6548477944834, -122.326854 47.6544314)",all,1,1,100
,3323,,229,1498,,50.57106641,2,59,,connector,1,"LINESTRING (-122.326854 47.6544314, -122.327125539591 47.6548477944834)",all,1,1,100
,3324,,1499,279,,25.45712817,2,59,,connector,1,"LINESTRING (-122.3282310096947 47.65367500693711, -122.3278912 47.6536794)",all,1,1,100
,3325,,279,1499,,25.45712817,2,59,,connector,1,"LINESTRING (-122.3278912 47.6536794, -122.3282310096947 47.65367500693711)",all,1,1,100
,3326,,1500,252,,24.79162186,2,59,,connector,1,"LINESTRING (-122.3247569916339 47.65786374559574, -122.3245351 47.6576983)",all,1,1,100
,3327,,252,1500,,24.79162186,2,59,,connector,1,"LINESTRING (-122.3245351 47.6576983, -122.3247569916339 47.65786374559574)",all,1,1,100
,3328,,1501,595,,78.64611608,2,59,,connector,1,"LINESTRING (-122.3335757455185 47.65129229563265, -122.3338757 47.6519701)",all,1,1,100
,3329,,595,1501,,78.64611608,2,59,,connector,1,"LINESTRING (-122.3338757 47.6519701, -122.3335757455185 47.65129229563265)",all,1,1,100
,3330,,1502,202,,37.63578939,2,59,,connector,1,"LINESTRING (-122.3237627965593 47.65796598751668, -122.3234719 47.65769)",all,1,1,100
,3331,,202,1502,,37.63578939,2,59,,connector,1,"LINESTRING (-122.3234719 47.65769, -122.3237627965593 47.65796598751668)",all,1,1,100
,3332,,1503,501,,18.98796685,2,59,,connector,1,"LINESTRING (-122.3253859750705 47.6554160827447, -122.3255682 47.6555348)",all,1,1,100
,3333,,501,1503,,18.98796685,2,59,,connector,1,"LINESTRING (-122.3255682 47.6555348, -122.3253859750705 47.6554160827447)",all,1,1,100
,3334,,1504,252,,22.3334766,2,59,,connector,1,"LINESTRING (-122.3247511056505 47.65755983508166, -122.3245351 47.6576983)",all,1,1,100
,3335,,252,1504,,22.3334766,2,59,,connector,1,"LINESTRING (-122.3245351 47.6576983, -122.3247511056505 47.65755983508166)",all,1,1,100
,3336,,1505,252,,50.82930007,2,59,,connector,1,"LINESTRING (-122.3248234254313 47.65811211489468, -122.3245351 47.6576983)",all,1,1,100
,3337,,252,1505,,50.82930007,2,59,,connector,1,"LINESTRING (-122.3245351 47.6576983, -122.3248234254313 47.65811211489468)",all,1,1,100
,3338,,1506,816,,30.10307219,2,59,,connector,1,"LINESTRING (-122.3259198826543 47.6611290650603, -122.3256951 47.6613535)",all,1,1,100
,3339,,816,1506,,30.10307219,2,59,,connector,1,"LINESTRING (-122.3256951 47.6613535, -122.3259198826543 47.6611290650603)",all,1,1,100
,3340,,1507,756,,70.45865344,2,59,,connector,1,"LINESTRING (-122.3270616495908 47.65656077699759, -122.3268279 47.655947)",all,1,1,100
,3341,,756,1507,,70.45865344,2,59,,connector,1,"LINESTRING (-122.3268279 47.655947, -122.3270616495908 47.65656077699759)",all,1,1,100
,3342,,1508,613,,66.42981159,2,59,,connector,1,"LINESTRING (-122.3237568539505 47.6583795771683, -122.3240697 47.6589386)",all,1,1,100
,3343,,613,1508,,66.42981159,2,59,,connector,1,"LINESTRING (-122.3240697 47.6589386, -122.3237568539505 47.6583795771683)",all,1,1,100
,3344,,1509,204,,37.24623875,2,59,,connector,1,"LINESTRING (-122.3233952316162 47.65873795105462, -122.3230021 47.6589431)",all,1,1,100
,3345,,204,1509,,37.24623875,2,59,,connector,1,"LINESTRING (-122.3230021 47.6589431, -122.3233952316162 47.65873795105462)",all,1,1,100
,3346,,1510,816,,27.72149749,2,59,,connector,1,"LINESTRING (-122.3254330388254 47.66117743061013, -122.3256951 47.6613535)",all,1,1,100
,3347,,816,1510,,27.72149749,2,59,,connector,1,"LINESTRING (-122.3256951 47.6613535, -122.3254330388254 47.66117743061013)",all,1,1,100
,3348,,1511,184,,58.18823933,2,59,,connector,1,"LINESTRING (-122.3329637518039 47.65147790322212, -122.3326848 47.6519663)",all,1,1,100
,3349,,184,1511,,58.18823933,2,59,,connector,1,"LINESTRING (-122.3326848 47.6519663, -122.3329637518039 47.65147790322212)",all,1,1,100
,3350,,1512,468,,27.96537097,2,59,,connector,1,"LINESTRING (-122.3281933189495 47.65448059493681, -122.3284364 47.6542897)",all,1,1,100
,3351,,468,1512,,27.96537097,2,59,,connector,1,"LINESTRING (-122.3284364 47.6542897, -122.3281933189495 47.65448059493681)",all,1,1,100
,3352,,1513,468,,16.67108061,2,59,,connector,1,"LINESTRING (-122.328214797151 47.65427570724552, -122.3284364 47.6542897)",all,1,1,100
,3353,,468,1513,,16.67108061,2,59,,connector,1,"LINESTRING (-122.3284364 47.6542897, -122.328214797151 47.65427570724552)",all,1,1,100
,3354,,1514,468,,26.82662335,2,59,,connector,1,"LINESTRING (-122.3282024112336 47.6541070458415, -122.3284364 47.6542897)",all,1,1,100
,3355,,468,1514,,26.82662335,2,59,,connector,1,"LINESTRING (-122.3284364 47.6542897, -122.3282024112336 47.6541070458415)",all,1,1,100
,3356,,1515,397,,39.77898255,2,59,,connector,1,"LINESTRING (-122.3259322763196 47.65924573754597, -122.3262213 47.6589456)",all,1,1,100
,3357,,397,1515,,39.77898255,2,59,,connector,1,"LINESTRING (-122.3262213 47.6589456, -122.3259322763196 47.65924573754597)",all,1,1,100
,3358,,1516,468,,49.80871955,2,59,,connector,1,"LINESTRING (-122.3281879341957 47.65470519875843, -122.3284364 47.6542897)",all,1,1,100
,3359,,468,1516,,49.80871955,2,59,,connector,1,"LINESTRING (-122.3284364 47.6542897, -122.3281879341957 47.65470519875843)",all,1,1,100
,3360,,1517,352,,36.84467892,2,59,,connector,1,"LINESTRING (-122.3246784316391 47.65880512760467, -122.3251228 47.6589473)",all,1,1,100
,3361,,352,1517,,36.84467892,2,59,,connector,1,"LINESTRING (-122.3251228 47.6589473, -122.3246784316391 47.65880512760467)",all,1,1,100
,3362,,1518,815,,49.63692396,2,59,,connector,1,"LINESTRING (-122.3254897756773 47.66063952456007, -122.3251163 47.6610083)",all,1,1,100
,3363,,815,1518,,49.63692396,2,59,,connector,1,"LINESTRING (-122.3251163 47.6610083, -122.3254897756773 47.66063952456007)",all,1,1,100
,3364,,1519,202,,19.39159326,2,59,,connector,1,"LINESTRING (-122.3236185360043 47.65783372810321, -122.3234719 47.65769)",all,1,1,100
,3365,,202,1519,,19.39159326,2,59,,connector,1,"LINESTRING (-122.3234719 47.65769, -122.3236185360043 47.65783372810321)",all,1,1,100
,3366,,1520,397,,27.01898004,2,59,,connector,1,"LINESTRING (-122.326507024371 47.65879725307609, -122.3262213 47.6589456)",all,1,1,100
,3367,,397,1520,,27.01898004,2,59,,connector,1,"LINESTRING (-122.3262213 47.6589456, -122.326507024371 47.65879725307609)",all,1,1,100
,3368,,1521,605,,62.63978602,2,59,,connector,1,"LINESTRING (-122.3265443647468 47.66051165829925, -122.3272642 47.6602248)",all,1,1,100
,3369,,605,1521,,62.63978602,2,59,,connector,1,"LINESTRING (-122.3272642 47.6602248, -122.3265443647468 47.66051165829925)",all,1,1,100
,3370,,1522,548,,29.3608801,2,59,,connector,1,"LINESTRING (-122.3232459677853 47.66048710330085, -122.3228774 47.6605771)",all,1,1,100
,3371,,548,1522,,29.3608801,2,59,,connector,1,"LINESTRING (-122.3228774 47.6605771, -122.3232459677853 47.66048710330085)",all,1,1,100
,3372,,1523,353,,37.18667762,2,59,,connector,1,"LINESTRING (-122.3246714184969 47.66035965406707, -122.3251186 47.6602143)",all,1,1,100
,3373,,353,1523,,37.18667762,2,59,,connector,1,"LINESTRING (-122.3251186 47.6602143, -122.3246714184969 47.66035965406707)",all,1,1,100
,3374,,1524,273,,24.43393011,2,59,,connector,1,"LINESTRING (-122.3281162430342 47.65541503633468, -122.3278602 47.6555512)",all,1,1,100
,3375,,273,1524,,24.43393011,2,59,,connector,1,"LINESTRING (-122.3278602 47.6555512, -122.3281162430342 47.65541503633468)",all,1,1,100
,3376,,1525,155,,27.68137157,2,59,,connector,1,"LINESTRING (-122.3237761996212 47.66117759996827, -122.3240427 47.6613501)",all,1,1,100
,3377,,155,1525,,27.68137157,2,59,,connector,1,"LINESTRING (-122.3240427 47.6613501, -122.3237761996212 47.66117759996827)",all,1,1,100
,3378,,1526,152,,23.52318808,2,59,,connector,1,"LINESTRING (-122.327065670684 47.66119098557335, -122.3272611 47.6613566)",all,1,1,100
,3379,,152,1526,,23.52318808,2,59,,connector,1,"LINESTRING (-122.3272611 47.6613566, -122.327065670684 47.66119098557335)",all,1,1,100
,3380,,1527,608,,50.26870944,2,59,,connector,1,"LINESTRING (-122.3328002666224 47.66071971664584, -122.332574 47.6602941)",all,1,1,100
,3381,,608,1527,,50.26870944,2,59,,connector,1,"LINESTRING (-122.332574 47.6602941, -122.3328002666224 47.66071971664584)",all,1,1,100
,3382,,1528,151,,48.75127756,2,59,,connector,1,"LINESTRING (-122.3284256866586 47.66093515417921, -122.3282564 47.6613585)",all,1,1,100
,3383,,151,1528,,48.75127756,2,59,,connector,1,"LINESTRING (-122.3282564 47.6613585, -122.3284256866586 47.66093515417921)",all,1,1,100
,3384,,1529,608,,56.40082697,2,59,,connector,1,"LINESTRING (-122.3329812898343 47.66072074535061, -122.332574 47.6602941)",all,1,1,100
,3385,,608,1529,,56.40082697,2,59,,connector,1,"LINESTRING (-122.332574 47.6602941, -122.3329812898343 47.66072074535061)",all,1,1,100
,3386,,1530,360,,61.03986316,2,59,,connector,1,"LINESTRING (-122.3354235596981 47.65479204791093, -122.3350815 47.6542938)",all,1,1,100
,3387,,360,1530,,61.03986316,2,59,,connector,1,"LINESTRING (-122.3350815 47.6542938, -122.3354235596981 47.65479204791093)",all,1,1,100
,3388,,1531,595,,26.00981349,2,59,,connector,1,"LINESTRING (-122.334122101682 47.65180528511743, -122.3338757 47.6519701)",all,1,1,100
,3389,,595,1531,,26.00981349,2,59,,connector,1,"LINESTRING (-122.3338757 47.6519701, -122.334122101682 47.65180528511743)",all,1,1,100
,3390,,1532,372,,60.30638948,2,59,,connector,1,"LINESTRING (-122.3287007694322 47.66085112713091, -122.3289809 47.6613596)",all,1,1,100
,3391,,372,1532,,60.30638948,2,59,,connector,1,"LINESTRING (-122.3289809 47.6613596, -122.3287007694322 47.66085112713091)",all,1,1,100
,3392,,1533,174,,23.4609508,2,59,,connector,1,"LINESTRING (-122.3285063198429 47.65764318787608, -122.3282919 47.657797)",all,1,1,100
,3393,,174,1533,,23.4609508,2,59,,connector,1,"LINESTRING (-122.3282919 47.657797, -122.3285063198429 47.65764318787608)",all,1,1,100
,3394,,1534,371,,46.36920709,2,59,,connector,1,"LINESTRING (-122.3311065330514 47.66098652660268, -122.3313725 47.6613631)",all,1,1,100
,3395,,371,1534,,46.36920709,2,59,,connector,1,"LINESTRING (-122.3313725 47.6613631, -122.3311065330514 47.66098652660268)",all,1,1,100
,3396,,1535,649,,56.2720846,2,59,,connector,1,"LINESTRING (-122.3348269061537 47.65094796693425, -122.3351392 47.6504877)",all,1,1,100
,3397,,649,1535,,56.2720846,2,59,,connector,1,"LINESTRING (-122.3351392 47.6504877, -122.3348269061537 47.65094796693425)",all,1,1,100
,3398,,1536,372,,42.45327973,2,59,,connector,1,"LINESTRING (-122.3286988719068 47.66102841442647, -122.3289809 47.6613596)",all,1,1,100
,3399,,372,1536,,42.45327973,2,59,,connector,1,"LINESTRING (-122.3289809 47.6613596, -122.3286988719068 47.66102841442647)",all,1,1,100
,3400,,1537,311,,42.77425534,2,59,,connector,1,"LINESTRING (-122.3358064554216 47.6503334611623, -122.3363247 47.650495)",all,1,1,100
,3401,,311,1537,,42.77425534,2,59,,connector,1,"LINESTRING (-122.3363247 47.650495, -122.3358064554216 47.6503334611623)",all,1,1,100
,3402,,1538,600,,29.46288085,2,59,,connector,1,"LINESTRING (-122.3335328197795 47.65656240528268, -122.3337954 47.6567597)",all,1,1,100
,3403,,600,1538,,29.46288085,2,59,,connector,1,"LINESTRING (-122.3337954 47.6567597, -122.3335328197795 47.65656240528268)",all,1,1,100
,3404,,1539,311,,52.1048931,2,59,,connector,1,"LINESTRING (-122.335808711822 47.6501807495811, -122.3363247 47.650495)",all,1,1,100
,3405,,311,1539,,52.1048931,2,59,,connector,1,"LINESTRING (-122.3363247 47.650495, -122.335808711822 47.6501807495811)",all,1,1,100
,3406,,1540,371,,32.57965617,2,59,,connector,1,"LINESTRING (-122.331719969711 47.66118680809053, -122.3313725 47.6613631)",all,1,1,100
,3407,,371,1540,,32.57965617,2,59,,connector,1,"LINESTRING (-122.3313725 47.6613631, -122.331719969711 47.66118680809053)",all,1,1,100
,3408,,1541,391,,33.74515052,2,59,,connector,1,"LINESTRING (-122.335919473758 47.65332594515489, -122.3362905 47.6531538)",all,1,1,100
,3409,,391,1541,,33.74515052,2,59,,connector,1,"LINESTRING (-122.3362905 47.6531538, -122.335919473758 47.65332594515489)",all,1,1,100
,3410,,1542,151,,31.28927281,2,59,,connector,1,"LINESTRING (-122.3285799306593 47.66118045571034, -122.3282564 47.6613585)",all,1,1,100
,3411,,151,1542,,31.28927281,2,59,,connector,1,"LINESTRING (-122.3282564 47.6613585, -122.3285799306593 47.66118045571034)",all,1,1,100
,3412,,1543,389,,44.82907685,2,59,,connector,1,"LINESTRING (-122.3359969996249 47.64952815487134, -122.3363413 47.6491984)",all,1,1,100
,3413,,389,1543,,44.82907685,2,59,,connector,1,"LINESTRING (-122.3363413 47.6491984, -122.3359969996249 47.64952815487134)",all,1,1,100
,3414,,1544,186,,28.32879933,2,59,,connector,1,"LINESTRING (-122.3329217354371 47.65574456328019, -122.332627 47.6555849)",all,1,1,100
,3415,,186,1544,,28.32879933,2,59,,connector,1,"LINESTRING (-122.332627 47.6555849, -122.3329217354371 47.65574456328019)",all,1,1,100
,3416,,1545,592,,60.03114538,2,59,,connector,1,"LINESTRING (-122.3348028047393 47.64968385933294, -122.3351519 47.6491979)",all,1,1,100
,3417,,592,1545,,60.03114538,2,59,,connector,1,"LINESTRING (-122.3351519 47.6491979, -122.3348028047393 47.64968385933294)",all,1,1,100
,3418,,1546,358,,32.02044369,2,59,,connector,1,"LINESTRING (-122.335452556018 47.65215266986807, -122.3351136 47.6519772)",all,1,1,100
,3419,,358,1546,,32.02044369,2,59,,connector,1,"LINESTRING (-122.3351136 47.6519772, -122.335452556018 47.65215266986807)",all,1,1,100
,3420,,1547,269,,34.25869003,2,59,,connector,1,"LINESTRING (-122.3335281283365 47.65585421411824, -122.3338239 47.6556192)",all,1,1,100
,3421,,269,1547,,34.25869003,2,59,,connector,1,"LINESTRING (-122.3338239 47.6556192, -122.3335281283365 47.65585421411824)",all,1,1,100
,3422,,1548,188,,45.35634576,2,59,,connector,1,"LINESTRING (-122.3322158417124 47.66102469816529, -122.3325502 47.6613648)",all,1,1,100
,3423,,188,1548,,45.35634576,2,59,,connector,1,"LINESTRING (-122.3325502 47.6613648, -122.3322158417124 47.66102469816529)",all,1,1,100
,3424,,1549,173,,40.77401578,2,59,,connector,1,"LINESTRING (-122.3293384375592 47.65764099842717, -122.3290167 47.6579368)",all,1,1,100
,3425,,173,1549,,40.77401578,2,59,,connector,1,"LINESTRING (-122.3290167 47.6579368, -122.3293384375592 47.65764099842717)",all,1,1,100
,3426,,1550,371,,48.76747197,2,59,,connector,1,"LINESTRING (-122.3308364393282 47.66111410858339, -122.3313725 47.6613631)",all,1,1,100
,3427,,371,1550,,48.76747197,2,59,,connector,1,"LINESTRING (-122.3313725 47.6613631, -122.3308364393282 47.66111410858339)",all,1,1,100
,3428,,1551,391,,44.05457269,2,59,,connector,1,"LINESTRING (-122.33600015 47.65280925, -122.3362905 47.6531538)",all,1,1,100
,3429,,391,1551,,44.05457269,2,59,,connector,1,"LINESTRING (-122.3362905 47.6531538, -122.33600015 47.65280925)",all,1,1,100
,3430,,1552,188,,27.29794581,2,59,,connector,1,"LINESTRING (-122.3327895820116 47.6611796665684, -122.3325502 47.6613648)",all,1,1,100
,3431,,188,1552,,27.29794581,2,59,,connector,1,"LINESTRING (-122.3325502 47.6613648, -122.3327895820116 47.6611796665684)",all,1,1,100
,3432,,1553,311,,23.13962522,2,59,,connector,1,"LINESTRING (-122.3360824249977 47.65036589438022, -122.3363247 47.650495)",all,1,1,100
,3433,,311,1553,,23.13962522,2,59,,connector,1,"LINESTRING (-122.3363247 47.650495, -122.3360824249977 47.65036589438022)",all,1,1,100
,3434,,1554,311,,27.55875447,2,59,,connector,1,"LINESTRING (-122.33607855 47.6506792, -122.3363247 47.650495)",all,1,1,100
,3435,,311,1554,,27.55875447,2,59,,connector,1,"LINESTRING (-122.3363247 47.650495, -122.33607855 47.6506792)",all,1,1,100
,3436,,1555,360,,25.90248292,2,59,,connector,1,"LINESTRING (-122.334815333602 47.65414507533549, -122.3350815 47.6542938)",all,1,1,100
,3437,,360,1555,,25.90248292,2,59,,connector,1,"LINESTRING (-122.3350815 47.6542938, -122.334815333602 47.65414507533549)",all,1,1,100
,3438,,1556,808,,43.81687128,2,59,,connector,1,"LINESTRING (-122.3332775819977 47.6609802150019, -122.3333961 47.6613661)",all,1,1,100
,3439,,808,1556,,43.81687128,2,59,,connector,1,"LINESTRING (-122.3333961 47.6613661, -122.3332775819977 47.6609802150019)",all,1,1,100
,3440,,1557,808,,62.94087714,2,59,,connector,1,"LINESTRING (-122.3332815249152 47.66080534389651, -122.3333961 47.6613661)",all,1,1,100
,3441,,808,1557,,62.94087714,2,59,,connector,1,"LINESTRING (-122.3333961 47.6613661, -122.3332815249152 47.66080534389651)",all,1,1,100
,3442,,1558,609,,57.17461506,2,59,,connector,1,"LINESTRING (-122.33328335 47.660698, -122.3337667 47.6603)",all,1,1,100
,3443,,609,1558,,57.17461506,2,59,,connector,1,"LINESTRING (-122.3337667 47.6603, -122.33328335 47.660698)",all,1,1,100
,3444,,1559,609,,47.89075934,2,59,,connector,1,"LINESTRING (-122.333285314951 47.66058350380985, -122.3337667 47.6603)",all,1,1,100
,3445,,609,1559,,47.89075934,2,59,,connector,1,"LINESTRING (-122.3337667 47.6603, -122.333285314951 47.66058350380985)",all,1,1,100
,3446,,1560,808,,62.43102991,2,59,,connector,1,"LINESTRING (-122.3334675603774 47.66080671096807, -122.3333961 47.6613661)",all,1,1,100
,3447,,808,1560,,62.43102991,2,59,,connector,1,"LINESTRING (-122.3333961 47.6613661, -122.3334675603774 47.66080671096807)",all,1,1,100
,3448,,1561,311,,79.52954605,2,59,,connector,1,"LINESTRING (-122.3359970648722 47.65117532029922, -122.3363247 47.650495)",all,1,1,100
,3449,,311,1561,,79.52954605,2,59,,connector,1,"LINESTRING (-122.3363247 47.650495, -122.3359970648722 47.65117532029922)",all,1,1,100
,3450,,1562,269,,45.47270096,2,59,,connector,1,"LINESTRING (-122.334366543737 47.65543580511144, -122.3338239 47.6556192)",all,1,1,100
,3451,,269,1562,,45.47270096,2,59,,connector,1,"LINESTRING (-122.3338239 47.6556192, -122.334366543737 47.65543580511144)",all,1,1,100
,3452,,1563,609,,49.50839011,2,59,,connector,1,"LINESTRING (-122.3334690476285 47.6606975524091, -122.3337667 47.6603)",all,1,1,100
,3453,,609,1563,,49.50839011,2,59,,connector,1,"LINESTRING (-122.3337667 47.6603, -122.3334690476285 47.6606975524091)",all,1,1,100
,3454,,1564,186,,28.79889129,2,59,,connector,1,"LINESTRING (-122.3323464274189 47.65540780958936, -122.332627 47.6555849)",all,1,1,100
,3455,,186,1564,,28.79889129,2,59,,connector,1,"LINESTRING (-122.332627 47.6555849, -122.3323464274189 47.65540780958936)",all,1,1,100
,3456,,1565,609,,39.06466934,2,59,,connector,1,"LINESTRING (-122.3334687655263 47.66058836940507, -122.3337667 47.6603)",all,1,1,100
,3457,,609,1565,,39.06466934,2,59,,connector,1,"LINESTRING (-122.3337667 47.6603, -122.3334687655263 47.66058836940507)",all,1,1,100
,3458,,1566,593,,38.45127017,2,59,,connector,1,"LINESTRING (-122.3342102665819 47.65022561494251, -122.3339 47.6505011)",all,1,1,100
,3459,,593,1566,,38.45127017,2,59,,connector,1,"LINESTRING (-122.3339 47.6505011, -122.3342102665819 47.65022561494251)",all,1,1,100
,3460,,1567,311,,55.69121255,2,59,,connector,1,"LINESTRING (-122.3360150047747 47.650950323116, -122.3363247 47.650495)",all,1,1,100
,3461,,311,1567,,55.69121255,2,59,,connector,1,"LINESTRING (-122.3363247 47.650495, -122.3360150047747 47.650950323116)",all,1,1,100
,3462,,1568,290,,51.63330465,2,59,,connector,1,"LINESTRING (-122.3305353007271 47.65628263569516, -122.3302301 47.656699)",all,1,1,100
,3463,,290,1568,,51.63330465,2,59,,connector,1,"LINESTRING (-122.3302301 47.656699, -122.3305353007271 47.65628263569516)",all,1,1,100
,3464,,1569,389,,31.54551907,2,59,,connector,1,"LINESTRING (-122.3360012480119 47.64936574624348, -122.3363413 47.6491984)",all,1,1,100
,3465,,389,1569,,31.54551907,2,59,,connector,1,"LINESTRING (-122.3363413 47.6491984, -122.3360012480119 47.64936574624348)",all,1,1,100
,3466,,1570,593,,28.32759183,2,59,,connector,1,"LINESTRING (-122.3341992200476 47.65034531126788, -122.3339 47.6505011)",all,1,1,100
,3467,,593,1570,,28.32759183,2,59,,connector,1,"LINESTRING (-122.3339 47.6505011, -122.3341992200476 47.65034531126788)",all,1,1,100
,3468,,1571,390,,33.67570775,2,59,,connector,1,"LINESTRING (-122.3360926654297 47.65171607003592, -122.3363056 47.6519828)",all,1,1,100
,3469,,390,1571,,33.67570775,2,59,,connector,1,"LINESTRING (-122.3363056 47.6519828, -122.3360926654297 47.65171607003592)",all,1,1,100
,3470,,1572,267,,28.16889969,2,59,,connector,1,"LINESTRING (-122.3360156727663 47.65584279135891, -122.3362586 47.6556494)",all,1,1,100
,3471,,267,1572,,28.16889969,2,59,,connector,1,"LINESTRING (-122.3362586 47.6556494, -122.3360156727663 47.65584279135891)",all,1,1,100
,3472,,1573,808,,20.00166549,2,59,,connector,1,"LINESTRING (-122.3335423342858 47.66121558032359, -122.3333961 47.6613661)",all,1,1,100
,3473,,808,1573,,20.00166549,2,59,,connector,1,"LINESTRING (-122.3333961 47.6613661, -122.3335423342858 47.66121558032359)",all,1,1,100
,3474,,1574,267,,44.1654454,2,59,,connector,1,"LINESTRING (-122.3357487998658 47.65584900128637, -122.3362586 47.6556494)",all,1,1,100
,3475,,267,1574,,44.1654454,2,59,,connector,1,"LINESTRING (-122.3362586 47.6556494, -122.3357487998658 47.65584900128637)",all,1,1,100
,3476,,1575,372,,41.20775327,2,59,,connector,1,"LINESTRING (-122.3294260190158 47.66114174426306, -122.3289809 47.6613596)",all,1,1,100
,3477,,372,1575,,41.20775327,2,59,,connector,1,"LINESTRING (-122.3289809 47.6613596, -122.3294260190158 47.66114174426306)",all,1,1,100
,3478,,1576,359,,46.33755346,2,59,,connector,1,"LINESTRING (-122.3353966523693 47.65350335462602, -122.3350794 47.6531456)",all,1,1,100
,3479,,359,1576,,46.33755346,2,59,,connector,1,"LINESTRING (-122.3350794 47.6531456, -122.3353966523693 47.65350335462602)",all,1,1,100
,3480,,1577,393,,30.89672741,2,59,,connector,1,"LINESTRING (-122.3359321903713 47.65699411147916, -122.3362435 47.6568118)",all,1,1,100
,3481,,393,1577,,30.89672741,2,59,,connector,1,"LINESTRING (-122.3362435 47.6568118, -122.3359321903713 47.65699411147916)",all,1,1,100
,3482,,1578,308,,44.39774253,2,59,,connector,1,"LINESTRING (-122.3390605557076 47.65014391659762, -122.3393316 47.650499)",all,1,1,100
,3483,,308,1578,,44.39774253,2,59,,connector,1,"LINESTRING (-122.3393316 47.650499, -122.3390605557076 47.65014391659762)",all,1,1,100
,3484,,1579,390,,70.60524014,2,59,,connector,1,"LINESTRING (-122.3367346337384 47.65141741837867, -122.3363056 47.6519828)",all,1,1,100
,3485,,390,1579,,70.60524014,2,59,,connector,1,"LINESTRING (-122.3363056 47.6519828, -122.3367346337384 47.65141741837867)",all,1,1,100
,3486,,1580,310,,74.83363659,2,59,,connector,1,"LINESTRING (-122.3378097954183 47.64985259995179, -122.3375045 47.6504934)",all,1,1,100
,3487,,310,1580,,74.83363659,2,59,,connector,1,"LINESTRING (-122.3375045 47.6504934, -122.3378097954183 47.64985259995179)",all,1,1,100
,3488,,1581,457,,21.42091812,2,59,,connector,1,"LINESTRING (-122.3391559141642 47.65333137339717, -122.3393198 47.6531735)",all,1,1,100
,3489,,457,1581,,21.42091812,2,59,,connector,1,"LINESTRING (-122.3393198 47.6531735, -122.3391559141642 47.65333137339717)",all,1,1,100
,3490,,1582,457,,23.98574697,2,59,,connector,1,"LINESTRING (-122.3395474428004 47.65302179000829, -122.3393198 47.6531735)",all,1,1,100
,3491,,457,1582,,23.98574697,2,59,,connector,1,"LINESTRING (-122.3393198 47.6531735, -122.3395474428004 47.65302179000829)",all,1,1,100
,3492,,1583,457,,60.78900364,2,59,,connector,1,"LINESTRING (-122.3399319097392 47.6535324648565, -122.3393198 47.6531735)",all,1,1,100
,3493,,457,1583,,60.78900364,2,59,,connector,1,"LINESTRING (-122.3393198 47.6531735, -122.3399319097392 47.6535324648565)",all,1,1,100
,3494,,1584,458,,25.60048489,2,59,,connector,1,"LINESTRING (-122.3389085425348 47.65299881161823, -122.33868 47.65317)",all,1,1,100
,3495,,458,1584,,25.60048489,2,59,,connector,1,"LINESTRING (-122.33868 47.65317, -122.3389085425348 47.65299881161823)",all,1,1,100
,3496,,1585,267,,25.58646076,2,59,,connector,1,"LINESTRING (-122.3365235515299 47.65579465017375, -122.3362586 47.6556494)",all,1,1,100
,3497,,267,1585,,25.58646076,2,59,,connector,1,"LINESTRING (-122.3362586 47.6556494, -122.3365235515299 47.65579465017375)",all,1,1,100
,3498,,1586,390,,47.26907154,2,59,,connector,1,"LINESTRING (-122.3365414369309 47.65158850085339, -122.3363056 47.6519828)",all,1,1,100
