name,link_id,from_node_id,to_node_id,facility_type,dir_flag,length,lanes,capacity,free_speed,link_type,cost,VDF_fftt1,VDF_cap1,VDF_alpha1,VDF_beta1,VDF_theta1,VDF_gamma1,VDF_mu1,RUC_rho1,RUC_resource1,RUC_type
,579,439,614,Highway,1,2.33798,1,6000,60,1,0,2.33798,6000,0.15,4,1,1,100,10,0,1
,580,439,615,Highway,1,0.7764,1,6000,60,1,0,0.7764,6000,0.15,4,1,1,100,10,0,1
,581,440,439,Highway,1,2.318,1,5000,60,1,0,2.318,5000,0.15,4,1,1,100,10,0,1
,582,440,441,Highway,1,2.44076,1,5000,60,1,0,2.44076,5000,0.15,4,1,1,100,10,0,1
,583,440,612,Highway,1,2.33798,1,2000,60,1,0,2.33798,2000,0.15,4,1,1,100,10,0,1
,584,440,613,Highway,1,0.86267,1,2000,60,1,0,0.86267,2000,0.15,4,1,1,100,10,0,1
,585,441,426,Highway,1,4.40258,1,5000,60,1,0,4.40258,5000,0.15,4,1,1,100,10,0,1
,586,441,440,Highway,1,2.44076,1,5000,60,1,0,2.44076,5000,0.15,4,1,1,100,10,0,1
,587,441,591,Highway,1,1.87122,1,6000,60,1,0,1.87122,6000,0.15,4,1,1,100,10,0,1
,588,441,596,Highway,1,1.30973,1,6000,60,1,0,1.30973,6000,0.15,4,1,1,100,10,0,1
,589,442,443,Highway,1,3.9287,1,3500,60,1,0,3.9287,3500,0.15,4,1,1,100,10,0,1
,590,442,898,Highway,1,6.25094,1,500,60,1,0,6.25094,500,0.15,4,1,1,100,10,0,1
,591,442,899,Highway,1,1.5444,1,500,60,1,0,1.5444,500,0.15,4,1,1,100,10,0,1
,592,442,929,Highway,1,32.8818,1,3500,60,1,0,32.8818,3500,0.15,4,1,1,100,10,0,1
,593,443,442,Highway,1,3.9287,1,3500,60,1,0,3.9287,3500,0.15,4,1,1,100,10,0,1
,594,443,444,Highway,1,4.52881,1,3500,60,1,0,4.52881,3500,0.15,4,1,1,100,10,0,1
,595,443,897,Highway,1,1.00973,1,500,60,1,0,1.00973,500,0.15,4,1,1,100,10,0,1
,596,443,898,Highway,1,3.82164,1,500,60,1,0,3.82164,500,0.15,4,1,1,100,10,0,1
,597,444,443,Highway,1,4.52881,1,3500,60,1,0,4.52881,3500,0.15,4,1,1,100,10,0,1
,598,444,445,Highway,1,5.42934,1,3500,60,1,0,5.42934,3500,0.15,4,1,1,100,10,0,1
,599,445,444,Highway,1,5.42934,1,3500,60,1,0,5.42934,3500,0.15,4,1,1,100,10,0,1
,600,445,446,Highway,1,6.81154,1,3500,60,1,0,6.81154,3500,0.15,4,1,1,100,10,0,1
,601,445,885,Highway,1,4.73644,1,1000,60,1,0,4.73644,1000,0.15,4,1,1,100,10,0,1
,602,445,886,Highway,1,1.64248,1,1000,60,1,0,1.64248,1000,0.15,4,1,1,100,10,0,1
,603,446,445,Highway,1,6.81154,1,3500,60,1,0,6.81154,3500,0.15,4,1,1,100,10,0,1
,604,446,447,Highway,1,6.28774,1,3500,60,1,0,6.28774,3500,0.15,4,1,1,100,10,0,1
,605,446,858,Highway,1,1.41882,1,8500,60,1,0,1.41882,8500,0.15,4,1,1,100,10,0,1
,606,446,859,Highway,1,4.74469,1,8500,60,1,0,4.74469,8500,0.15,4,1,1,100,10,0,1
,607,447,446,Highway,1,6.28774,1,3500,60,1,0,6.28774,3500,0.15,4,1,1,100,10,0,1
,608,447,448,Highway,1,4.3224,1,3500,60,1,0,4.3224,3500,0.15,4,1,1,100,10,0,1
,609,447,848,Highway,1,3.81335,1,4000,60,1,0,3.81335,4000,0.15,4,1,1,100,10,0,1
,610,447,849,Highway,1,2.16185,1,4000,60,1,0,2.16185,4000,0.15,4,1,1,100,10,0,1
,611,448,447,Highway,1,4.3224,1,3500,60,1,0,4.3224,3500,0.15,4,1,1,100,10,0,1
,612,448,449,Highway,1,2.989,1,5000,60,1,0,2.989,5000,0.15,4,1,1,100,10,0,1
,613,448,664,Highway,1,2.75245,1,3500,60,1,0,2.75245,3500,0.15,4,1,1,100,10,0,1
,614,448,665,Highway,1,0.65699,1,3500,60,1,0,0.65699,3500,0.15,4,1,1,100,10,0,1
,615,449,448,Highway,1,2.989,1,5000,60,1,0,2.989,5000,0.15,4,1,1,100,10,0,1
,616,449,450,Highway,1,1.83,1,5000,60,1,0,1.83,5000,0.15,4,1,1,100,10,0,1
,617,449,662,Highway,1,2.63362,1,2000,60,1,0,2.63362,2000,0.15,4,1,1,100,10,0,1
,618,449,663,Highway,1,0.682,1,2000,60,1,0,0.682,2000,0.15,4,1,1,100,10,0,1
,619,450,449,Highway,1,1.83,1,5000,60,1,0,1.83,5000,0.15,4,1,1,100,10,0,1
,620,450,451,Highway,1,1.30973,1,5000,60,1,0,1.30973,5000,0.15,4,1,1,100,10,0,1
,621,450,453,Highway,1,4.05593,1,5000,60,1,0,4.05593,5000,0.15,4,1,1,100,10,0,1
,622,450,508,Highway,1,3.51955,1,5000,60,1,0,3.51955,5000,0.15,4,1,1,100,10,0,1
,623,451,450,Highway,1,1.30973,1,5000,60,1,0,1.30973,5000,0.15,4,1,1,100,10,0,1
,624,451,452,Highway,1,2.00095,1,5000,60,1,0,2.00095,5000,0.15,4,1,1,100,10,0,1
,625,451,654,Highway,1,2.00652,1,5000,60,1,0,2.00652,5000,0.15,4,1,1,100,10,0,1
,626,451,655,Highway,1,1.2276,1,5000,60,1,0,1.2276,5000,0.15,4,1,1,100,10,0,1
,627,452,451,Highway,1,2.00095,1,5000,60,1,0,2.00095,5000,0.15,4,1,1,100,10,0,1
,628,452,525,Highway,1,2.15668,1,5000,60,1,0,2.15668,5000,0.15,4,1,1,100,10,0,1
,629,452,652,Highway,1,2.16185,1,7000,60,1,0,2.16185,7000,0.15,4,1,1,100,10,0,1
,630,452,654,Highway,1,1.13467,1,7000,60,1,0,1.13467,7000,0.15,4,1,1,100,10,0,1
,631,453,450,Highway,1,4.05593,1,5000,60,1,0,4.05593,5000,0.15,4,1,1,100,10,0,1
,632,453,454,Highway,1,9.13311,1,3500,60,1,0,9.13311,3500,0.15,4,1,1,100,10,0,1
,633,453,650,Highway,1,2.62016,1,500,60,1,0,2.62016,500,0.15,4,1,1,100,10,0,1
,634,453,841,Highway,1,0.7446,1,500,60,1,0,0.7446,500,0.15,4,1,1,100,10,0,1
,635,454,453,Highway,1,9.13311,1,3500,60,1,0,9.13311,3500,0.15,4,1,1,100,10,0,1
,636,454,455,Highway,1,2.99894,1,3500,60,1,0,2.99894,3500,0.15,4,1,1,100,10,0,1
,637,454,838,Highway,1,1.98695,1,3000,60,1,0,1.98695,3000,0.15,4,1,1,100,10,0,1
,638,454,840,Highway,1,1.20311,1,3000,60,1,0,1.20311,3000,0.15,4,1,1,100,10,0,1
,639,455,454,Highway,1,2.99894,1,3500,60,1,0,2.99894,3500,0.15,4,1,1,100,10,0,1
,640,455,456,Highway,1,2.92864,1,3500,60,1,0,2.92864,3500,0.15,4,1,1,100,10,0,1
,641,455,833,Highway,1,2.14543,1,3000,60,1,0,2.14543,3000,0.15,4,1,1,100,10,0,1
,642,455,835,Highway,1,1.18441,1,3000,60,1,0,1.18441,3000,0.15,4,1,1,100,10,0,1
,643,456,455,Highway,1,2.92864,1,3500,60,1,0,2.92864,3500,0.15,4,1,1,100,10,0,1
,644,456,457,Highway,1,3.18429,1,3500,60,1,0,3.18429,3500,0.15,4,1,1,100,10,0,1
,645,456,834,Highway,1,1.96908,1,5500,60,1,0,1.96908,5500,0.15,4,1,1,100,10,0,1
,646,456,836,Highway,1,1.13467,1,5500,60,1,0,1.13467,5500,0.15,4,1,1,100,10,0,1
,647,457,456,Highway,1,3.18429,1,3500,60,1,0,3.18429,3500,0.15,4,1,1,100,10,0,1
,648,457,458,Highway,1,1.58248,1,3500,60,1,0,1.58248,3500,0.15,4,1,1,100,10,0,1
,649,457,829,Highway,1,3.05061,1,1000,60,1,0,3.05061,1000,0.15,4,1,1,100,10,0,1
,650,457,831,Highway,1,0.682,1,1000,60,1,0,0.682,1000,0.15,4,1,1,100,10,0,1
,651,458,457,Highway,1,1.58248,1,3500,60,1,0,1.58248,3500,0.15,4,1,1,100,10,0,1
,652,458,459,Highway,1,1.3708,1,5000,60,1,0,1.3708,5000,0.15,4,1,1,100,10,0,1
,653,458,467,Highway,1,5.6173,1,3500,60,1,0,5.6173,3500,0.15,4,1,1,100,10,0,1
,654,458,468,Highway,1,3.08879,1,3500,60,1,0,3.08879,3500,0.15,4,1,1,100,10,0,1
,655,459,458,Highway,1,1.3708,1,5000,60,1,0,1.3708,5000,0.15,4,1,1,100,10,0,1
,656,459,460,Highway,1,5.04681,1,3500,60,1,0,5.04681,3500,0.15,4,1,1,100,10,0,1
,657,459,832,Highway,1,1.27372,1,2000,60,1,0,1.27372,2000,0.15,4,1,1,100,10,0,1
,658,459,845,Highway,1,3.63808,1,2000,60,1,0,3.63808,2000,0.15,4,1,1,100,10,0,1
,659,460,459,Highway,1,5.04681,1,3500,60,1,0,5.04681,3500,0.15,4,1,1,100,10,0,1
,660,460,461,Highway,1,6.78445,1,3500,60,1,0,6.78445,3500,0.15,4,1,1,100,10,0,1
,661,460,872,Highway,1,4.80508,1,3500,60,1,0,4.80508,3500,0.15,4,1,1,100,10,0,1
,662,460,875,Highway,1,1.09969,1,3500,60,1,0,1.09969,3500,0.15,4,1,1,100,10,0,1
,663,461,460,Highway,1,6.78445,1,3500,60,1,0,6.78445,3500,0.15,4,1,1,100,10,0,1
,664,461,462,Highway,1,5.79725,1,3500,60,1,0,5.79725,3500,0.15,4,1,1,100,10,0,1
,665,461,874,Highway,1,2.42854,1,2000,60,1,0,2.42854,2000,0.15,4,1,1,100,10,0,1
,666,461,877,Highway,1,3.93675,1,2000,60,1,0,3.93675,2000,0.15,4,1,1,100,10,0,1
,667,462,461,Highway,1,5.79725,1,3500,60,1,0,5.79725,3500,0.15,4,1,1,100,10,0,1
,668,462,873,Highway,1,3.26108,1,1500,60,1,0,3.26108,1500,0.15,4,1,1,100,10,0,1
,669,462,876,Highway,1,2.74025,1,1500,60,1,0,2.74025,1500,0.15,4,1,1,100,10,0,1
,670,462,927,Highway,1,7.7268,1,3500,60,1,0,7.7268,3500,0.15,4,1,1,100,10,0,1
,671,463,464,Highway,1,4.16322,1,3500,60,1,0,4.16322,3500,0.15,4,1,1,100,10,0,1
,672,463,928,Highway,1,16.654,1,3500,60,1,0,16.654,3500,0.15,4,1,1,100,10,0,1
,673,464,463,Highway,1,4.16322,1,3500,60,1,0,4.16322,3500,0.15,4,1,1,100,10,0,1
,674,464,465,Highway,1,7.80824,1,3500,60,1,0,7.80824,3500,0.15,4,1,1,100,10,0,1
,675,464,883,Highway,1,2.78804,1,2000,60,1,0,2.78804,2000,0.15,4,1,1,100,10,0,1
,676,464,884,Highway,1,3.36165,1,2000,60,1,0,3.36165,2000,0.15,4,1,1,100,10,0,1
,677,465,464,Highway,1,7.80824,1,3500,60,1,0,7.80824,3500,0.15,4,1,1,100,10,0,1
,678,465,466,Highway,1,6.00285,1,3500,60,1,0,6.00285,3500,0.15,4,1,1,100,10,0,1
,679,465,862,Highway,1,4.47426,1,3500,60,1,0,4.47426,3500,0.15,4,1,1,100,10,0,1
,680,465,881,Highway,1,1.54319,1,3500,60,1,0,1.54319,3500,0.15,4,1,1,100,10,0,1
,681,466,465,Highway,1,6.00285,1,3500,60,1,0,6.00285,3500,0.15,4,1,1,100,10,0,1
,682,466,467,Highway,1,5.7353,1,3500,60,1,0,5.7353,3500,0.15,4,1,1,100,10,0,1
,683,466,855,Highway,1,2.10339,1,5000,60,1,0,2.10339,5000,0.15,4,1,1,100,10,0,1
,684,466,862,Highway,1,3.97203,1,5000,60,1,0,3.97203,5000,0.15,4,1,1,100,10,0,1
,685,467,458,Highway,1,5.6173,1,3500,60,1,0,5.6173,3500,0.15,4,1,1,100,10,0,1
,686,467,466,Highway,1,5.7353,1,3500,60,1,0,5.7353,3500,0.15,4,1,1,100,10,0,1
,687,467,845,Highway,1,2.20446,1,2500,60,1,0,2.20446,2500,0.15,4,1,1,100,10,0,1
,688,467,855,Highway,1,3.79232,1,2500,60,1,0,3.79232,2500,0.15,4,1,1,100,10,0,1
,689,468,458,Highway,1,3.08879,1,3500,60,1,0,3.08879,3500,0.15,4,1,1,100,10,0,1
,690,468,469,Highway,1,3.18429,1,3500,60,1,0,3.18429,3500,0.15,4,1,1,100,10,0,1
,691,468,829,Highway,1,1.66609,1,2500,60,1,0,1.66609,2500,0.15,4,1,1,100,10,0,1
,692,468,830,Highway,1,1.50659,1,2500,60,1,0,1.50659,2500,0.15,4,1,1,100,10,0,1
,693,469,468,Highway,1,3.18429,1,3500,60,1,0,3.18429,3500,0.15,4,1,1,100,10,0,1
,694,469,470,Highway,1,2.94384,1,3500,60,1,0,2.94384,3500,0.15,4,1,1,100,10,0,1
,695,469,819,Highway,1,0.65982,1,3000,60,1,0,0.65982,3000,0.15,4,1,1,100,10,0,1
,696,469,824,Highway,1,3.54115,1,3000,60,1,0,3.54115,3000,0.15,4,1,1,100,10,0,1
,697,470,469,Highway,1,2.94384,1,3500,60,1,0,2.94384,3500,0.15,4,1,1,100,10,0,1
,698,470,471,Highway,1,4.14441,1,3500,60,1,0,4.14441,3500,0.15,4,1,1,100,10,0,1
,699,470,817,Highway,1,0.61304,1,1000,60,1,0,0.61304,1000,0.15,4,1,1,100,10,0,1
,700,470,822,Highway,1,3.19596,1,1000,60,1,0,3.19596,1000,0.15,4,1,1,100,10,0,1
,701,471,470,Highway,1,4.14441,1,3500,60,1,0,4.14441,3500,0.15,4,1,1,100,10,0,1
,702,471,472,Highway,1,3.17259,1,3500,60,1,0,3.17259,3500,0.15,4,1,1,100,10,0,1
,703,471,815,Highway,1,3.24219,1,3000,60,1,0,3.24219,3000,0.15,4,1,1,100,10,0,1
,704,471,816,Highway,1,0.65699,1,3000,60,1,0,0.65699,3000,0.15,4,1,1,100,10,0,1
,705,472,471,Highway,1,3.17259,1,3500,60,1,0,3.17259,3500,0.15,4,1,1,100,10,0,1
,706,472,473,Highway,1,1.5552,1,5000,60,1,0,1.5552,5000,0.15,4,1,1,100,10,0,1
,707,472,813,Highway,1,1.87122,1,3000,60,1,0,1.87122,3000,0.15,4,1,1,100,10,0,1
,708,472,815,Highway,1,1.4461,1,3000,60,1,0,1.4461,3000,0.15,4,1,1,100,10,0,1
,709,473,472,Highway,1,1.5552,1,5000,60,1,0,1.5552,5000,0.15,4,1,1,100,10,0,1
,710,473,474,Highway,1,2.98962,1,5000,60,1,0,2.98962,5000,0.15,4,1,1,100,10,0,1
,711,473,475,Highway,1,2.92355,1,5000,60,1,0,2.92355,5000,0.15,4,1,1,100,10,0,1
,712,473,707,Highway,1,3.85219,1,1000,60,1,0,3.85219,1000,0.15,4,1,1,100,10,0,1
,713,473,813,Highway,1,0.7446,1,1000,60,1,0,0.7446,1000,0.15,4,1,1,100,10,0,1
,714,474,473,Highway,1,2.98962,1,5000,60,1,0,2.98962,5000,0.15,4,1,1,100,10,0,1
,715,474,538,Highway,1,2.99149,1,5000,60,1,0,2.99149,5000,0.15,4,1,1,100,10,0,1
,716,474,701,Highway,1,0.82067,1,3500,60,1,0,0.82067,3500,0.15,4,1,1,100,10,0,1
,717,474,706,Highway,1,2.41317,1,3500,60,1,0,2.41317,3500,0.15,4,1,1,100,10,0,1
,718,475,473,Highway,1,2.92355,1,5000,60,1,0,2.92355,5000,0.15,4,1,1,100,10,0,1
,719,475,476,Highway,1,1.52866,1,5000,60,1,0,1.52866,5000,0.15,4,1,1,100,10,0,1
,720,475,706,Highway,1,2.51953,1,3500,60,1,0,2.51953,3500,0.15,4,1,1,100,10,0,1
,721,475,707,Highway,1,1.17811,1,3500,60,1,0,1.17811,3500,0.15,4,1,1,100,10,0,1
,722,476,475,Highway,1,1.52866,1,5000,60,1,0,1.52866,5000,0.15,4,1,1,100,10,0,1
,723,476,477,Highway,1,3.38371,1,5000,60,1,0,3.38371,5000,0.15,4,1,1,100,10,0,1
,724,476,705,Highway,1,2.28404,1,3500,60,1,0,2.28404,3500,0.15,4,1,1,100,10,0,1
,725,476,707,Highway,1,1.18441,1,3500,60,1,0,1.18441,3500,0.15,4,1,1,100,10,0,1
,726,477,476,Highway,1,3.38371,1,5000,60,1,0,3.38371,5000,0.15,4,1,1,100,10,0,1
,727,477,478,Highway,1,2.29704,1,6500,60,1,0,2.29704,6500,0.15,4,1,1,100,10,0,1
,728,477,503,Highway,1,0.793,1,6500,60,1,0,0.793,6500,0.15,4,1,1,100,10,0,1
,729,477,504,Highway,1,0.87339,1,6500,60,1,0,0.87339,6500,0.15,4,1,1,100,10,0,1
,730,478,477,Highway,1,2.29704,1,6500,60,1,0,2.29704,6500,0.15,4,1,1,100,10,0,1
,731,478,479,Highway,1,3.01935,1,6500,60,1,0,3.01935,6500,0.15,4,1,1,100,10,0,1
,732,478,633,Highway,1,1.97097,1,5500,60,1,0,1.97097,5500,0.15,4,1,1,100,10,0,1
,733,478,703,Highway,1,1.31398,1,5500,60,1,0,1.31398,5500,0.15,4,1,1,100,10,0,1
,734,479,478,Highway,1,3.01935,1,6500,60,1,0,3.01935,6500,0.15,4,1,1,100,10,0,1
,735,479,480,Highway,1,1.17336,1,6500,60,1,0,1.17336,6500,0.15,4,1,1,100,10,0,1
,736,479,629,Highway,1,2.23796,1,3000,60,1,0,2.23796,3000,0.15,4,1,1,100,10,0,1
,737,479,693,Highway,1,0.96449,1,3000,60,1,0,0.96449,3000,0.15,4,1,1,100,10,0,1
,738,480,479,Highway,1,1.17336,1,6500,60,1,0,1.17336,6500,0.15,4,1,1,100,10,0,1
,739,480,481,Highway,1,1.29401,1,5000,60,1,0,1.29401,5000,0.15,4,1,1,100,10,0,1
,740,480,483,Highway,1,1.525,1,5000,60,1,0,1.525,5000,0.15,4,1,1,100,10,0,1
,741,480,484,Highway,1,1.80131,1,5000,60,1,0,1.80131,5000,0.15,4,1,1,100,10,0,1
,742,480,486,Highway,1,1.89493,1,6500,60,1,0,1.89493,6500,0.15,4,1,1,100,10,0,1
,743,481,480,Highway,1,1.29401,1,5000,60,1,0,1.29401,5000,0.15,4,1,1,100,10,0,1
,744,481,482,Highway,1,0.488,1,5000,60,1,0,0.488,5000,0.15,4,1,1,100,10,0,1
,745,481,483,Highway,1,1.09969,1,6500,60,1,0,1.09969,6500,0.15,4,1,1,100,10,0,1
,746,481,691,Highway,1,2.30915,1,6500,60,1,0,2.30915,6500,0.15,4,1,1,100,10,0,1
,747,482,481,Highway,1,0.488,1,5000,60,1,0,0.488,5000,0.15,4,1,1,100,10,0,1
,748,483,480,Highway,1,1.525,1,5000,60,1,0,1.525,5000,0.15,4,1,1,100,10,0,1
,749,483,481,Highway,1,1.09969,1,6500,60,1,0,1.09969,6500,0.15,4,1,1,100,10,0,1
,750,483,539,Highway,1,3.07733,1,5000,60,1,0,3.07733,5000,0.15,4,1,1,100,10,0,1
,751,483,693,Highway,1,0.682,1,6500,60,1,0,0.682,6500,0.15,4,1,1,100,10,0,1
,752,484,480,Highway,1,1.80131,1,5000,60,1,0,1.80131,5000,0.15,4,1,1,100,10,0,1
,753,484,485,Highway,1,2.98962,1,5000,60,1,0,2.98962,5000,0.15,4,1,1,100,10,0,1
,754,484,627,Highway,1,1.73609,1,6000,60,1,0,1.73609,6000,0.15,4,1,1,100,10,0,1
,755,484,629,Highway,1,1.52866,1,6000,60,1,0,1.52866,6000,0.15,4,1,1,100,10,0,1
,756,485,484,Highway,1,2.98962,1,5000,60,1,0,2.98962,5000,0.15,4,1,1,100,10,0,1
,757,485,489,Highway,1,2.44,1,5000,60,1,0,2.44,5000,0.15,4,1,1,100,10,0,1
,758,485,626,Highway,1,1.75633,1,6500,60,1,0,1.75633,6500,0.15,4,1,1,100,10,0,1
,759,485,628,Highway,1,1.364,1,6500,60,1,0,1.364,6500,0.15,4,1,1,100,10,0,1
,760,486,480,Highway,1,1.89493,1,6500,60,1,0,1.89493,6500,0.15,4,1,1,100,10,0,1
,761,486,535,Highway,1,0.25151,1,6500,60,1,0,0.25151,6500,0.15,4,1,1,100,10,0,1
,762,486,627,Highway,1,2.10339,1,6500,60,1,0,2.10339,6500,0.15,4,1,1,100,10,0,1
,763,486,691,Highway,1,1.06706,1,6500,60,1,0,1.06706,6500,0.15,4,1,1,100,10,0,1
,764,487,488,Highway,1,2.4039,1,5000,60,1,0,2.4039,5000,0.15,4,1,1,100,10,0,1
,765,487,535,Highway,1,3.49621,1,6500,60,1,0,3.49621,6500,0.15,4,1,1,100,10,0,1
,766,487,681,Highway,1,1.64248,1,3000,60,1,0,1.64248,3000,0.15,4,1,1,100,10,0,1
,767,487,682,Highway,1,1.50659,1,3000,60,1,0,1.50659,3000,0.15,4,1,1,100,10,0,1
,768,488,405,Highway,1,0.95285,1,5000,60,1,0,0.95285,5000,0.15,4,1,1,100,10,0,1
,769,488,487,Highway,1,2.4039,1,5000,60,1,0,2.4039,5000,0.15,4,1,1,100,10,0,1
,770,488,680,Highway,1,2.29623,1,2500,60,1,0,2.29623,2500,0.15,4,1,1,100,10,0,1
,771,488,682,Highway,1,1.01524,1,2500,60,1,0,1.01524,2500,0.15,4,1,1,100,10,0,1
,772,489,485,Highway,1,2.44,1,5000,60,1,0,2.44,5000,0.15,4,1,1,100,10,0,1
,773,489,490,Highway,1,0.9779,1,6500,60,1,0,0.9779,6500,0.15,4,1,1,100,10,0,1
,774,489,630,Highway,1,1.72534,1,3500,60,1,0,1.72534,3500,0.15,4,1,1,100,10,0,1
,775,489,631,Highway,1,1.769,1,3500,60,1,0,1.769,3500,0.15,4,1,1,100,10,0,1
,776,490,489,Highway,1,0.9779,1,6500,60,1,0,0.9779,6500,0.15,4,1,1,100,10,0,1
,777,490,491,Highway,1,2.39847,1,6500,60,1,0,2.39847,6500,0.15,4,1,1,100,10,0,1
,778,490,557,Highway,1,2.43542,1,5000,60,1,0,2.43542,5000,0.15,4,1,1,100,10,0,1
,779,490,631,Highway,1,1.19846,1,5000,60,1,0,1.19846,5000,0.15,4,1,1,100,10,0,1
,780,491,490,Highway,1,2.39847,1,6500,60,1,0,2.39847,6500,0.15,4,1,1,100,10,0,1
,781,491,492,Highway,1,2.63432,1,6500,60,1,0,2.63432,6500,0.15,4,1,1,100,10,0,1
,782,491,558,Highway,1,2.34672,1,6500,60,1,0,2.34672,6500,0.15,4,1,1,100,10,0,1
,783,491,559,Highway,1,0.73707,1,6500,60,1,0,0.73707,6500,0.15,4,1,1,100,10,0,1
,784,492,491,Highway,1,2.63432,1,6500,60,1,0,2.63432,6500,0.15,4,1,1,100,10,0,1
,785,492,493,Highway,1,0.99301,1,6500,60,1,0,0.99301,6500,0.15,4,1,1,100,10,0,1
,786,492,561,Highway,1,2.19685,1,9000,60,1,0,2.19685,9000,0.15,4,1,1,100,10,0,1
,787,492,562,Highway,1,0.73707,1,9000,60,1,0,0.73707,9000,0.15,4,1,1,100,10,0,1
,788,493,492,Highway,1,0.99301,1,6500,60,1,0,0.99301,6500,0.15,4,1,1,100,10,0,1
,789,493,494,Highway,1,1.9096,1,6500,60,1,0,1.9096,6500,0.15,4,1,1,100,10,0,1
,790,493,497,Highway,1,1.40829,1,6500,60,1,0,1.40829,6500,0.15,4,1,1,100,10,0,1
,791,493,562,Highway,1,0.57547,1,14500,60,1,0,0.57547,14500,0.15,4,1,1,100,10,0,1
,792,493,564,Highway,1,1.82797,1,14500,60,1,0,1.82797,14500,0.15,4,1,1,100,10,0,1
,793,494,493,Highway,1,1.9096,1,6500,60,1,0,1.9096,6500,0.15,4,1,1,100,10,0,1
,794,494,495,Highway,1,2.58801,1,9000,60,1,0,2.58801,9000,0.15,4,1,1,100,10,0,1
,795,494,561,Highway,1,0.67377,1,10000,60,1,0,0.67377,10000,0.15,4,1,1,100,10,0,1
,796,494,563,Highway,1,2.20446,1,10000,60,1,0,2.20446,10000,0.15,4,1,1,100,10,0,1
,797,495,494,Highway,1,2.58801,1,9000,60,1,0,2.58801,9000,0.15,4,1,1,100,10,0,1
,798,495,496,Highway,1,2.37274,1,9000,60,1,0,2.37274,9000,0.15,4,1,1,100,10,0,1
,799,495,551,Highway,1,3.26962,1,7000,60,1,0,3.26962,7000,0.15,4,1,1,100,10,0,1
,800,495,560,Highway,1,0.61304,1,7000,60,1,0,0.61304,7000,0.15,4,1,1,100,10,0,1
,801,496,436,Highway,1,0.95285,1,9000,60,1,0,0.95285,9000,0.15,4,1,1,100,10,0,1
,802,496,495,Highway,1,2.37274,1,9000,60,1,0,2.37274,9000,0.15,4,1,1,100,10,0,1
,803,496,553,Highway,1,1.46907,1,6000,60,1,0,1.46907,6000,0.15,4,1,1,100,10,0,1
,804,496,556,Highway,1,0.9836,1,6000,60,1,0,0.9836,6000,0.15,4,1,1,100,10,0,1
,805,497,493,Highway,1,1.40829,1,6500,60,1,0,1.40829,6500,0.15,4,1,1,100,10,0,1
,806,497,498,Highway,1,0.5787,1,6500,60,1,0,0.5787,6500,0.15,4,1,1,100,10,0,1
,807,498,497,Highway,1,0.5787,1,6500,60,1,0,0.5787,6500,0.15,4,1,1,100,10,0,1
,808,498,499,Highway,1,1.25755,1,5000,60,1,0,1.25755,5000,0.15,4,1,1,100,10,0,1
,809,498,533,Highway,1,1.2276,1,6500,60,1,0,1.2276,6500,0.15,4,1,1,100,10,0,1
,810,499,498,Highway,1,1.25755,1,5000,60,1,0,1.25755,5000,0.15,4,1,1,100,10,0,1
,811,499,500,Highway,1,2.60592,1,5000,60,1,0,2.60592,5000,0.15,4,1,1,100,10,0,1
,812,499,567,Highway,1,1.525,1,12500,60,1,0,1.525,12500,0.15,4,1,1,100,10,0,1
,813,499,569,Highway,1,1.04948,1,12500,60,1,0,1.04948,12500,0.15,4,1,1,100,10,0,1
,814,500,499,Highway,1,2.60592,1,5000,60,1,0,2.60592,5000,0.15,4,1,1,100,10,0,1
,815,500,501,Highway,1,3.30809,1,5000,60,1,0,3.30809,5000,0.15,4,1,1,100,10,0,1
,816,500,566,Highway,1,1.54319,1,4500,60,1,0,1.54319,4500,0.15,4,1,1,100,10,0,1
,817,500,570,Highway,1,0.671,1,4500,60,1,0,0.671,4500,0.15,4,1,1,100,10,0,1
,818,501,500,Highway,1,3.30809,1,5000,60,1,0,3.30809,5000,0.15,4,1,1,100,10,0,1
,819,501,502,Highway,1,3.19188,1,5000,60,1,0,3.19188,5000,0.15,4,1,1,100,10,0,1
,820,501,571,Highway,1,1.12478,1,5500,60,1,0,1.12478,5500,0.15,4,1,1,100,10,0,1
,821,501,636,Highway,1,1.06706,1,5500,60,1,0,1.06706,5500,0.15,4,1,1,100,10,0,1
,822,502,501,Highway,1,3.19188,1,5000,60,1,0,3.19188,5000,0.15,4,1,1,100,10,0,1
,823,502,503,Highway,1,3.32995,1,6500,60,1,0,3.32995,6500,0.15,4,1,1,100,10,0,1
,824,502,632,Highway,1,1.64248,1,1500,60,1,0,1.64248,1500,0.15,4,1,1,100,10,0,1
,825,502,634,Highway,1,1.586,1,1500,60,1,0,1.586,1500,0.15,4,1,1,100,10,0,1
,826,503,477,Highway,1,0.793,1,6500,60,1,0,0.793,6500,0.15,4,1,1,100,10,0,1
,827,503,502,Highway,1,3.32995,1,6500,60,1,0,3.32995,6500,0.15,4,1,1,100,10,0,1
,828,503,504,Highway,1,0.366,1,7000,60,1,0,0.366,7000,0.15,4,1,1,100,10,0,1
,829,503,633,Highway,1,3.05061,1,7000,60,1,0,3.05061,7000,0.15,4,1,1,100,10,0,1
,830,504,477,Highway,1,0.87339,1,6500,60,1,0,0.87339,6500,0.15,4,1,1,100,10,0,1
,831,504,503,Highway,1,0.366,1,7000,60,1,0,0.366,7000,0.15,4,1,1,100,10,0,1
