name,link_id,from_node_id,to_node_id,facility_type,dir_flag,length_ml,length,lanes,capacity,original_capacity,free_speed,link_type,cost,VDF_fftt1,VDF_alpha1,VDF_beta1
,677,465,464,Highway,1,7.80824,12563.45816,1,3500,3500,96.54,1,0,7.80824,0.15,4
,678,465,466,Highway,1,6.00285,9658.58565,1,3500,3500,96.54,1,0,6.00285,0.15,4
,679,465,862,Highway,1,4.47426,7199.08434,1,3500,3500,96.54,1,0,4.47426,0.15,4
,680,465,881,Highway,1,1.54319,2482.99271,1,3500,3500,96.54,1,0,1.54319,0.15,4
,681,466,465,Highway,1,6.00285,9658.58565,1,3500,3500,96.54,1,0,6.00285,0.15,4
,682,466,467,Highway,1,5.7353,9228.0977,1,3500,3500,96.54,1,0,5.7353,0.15,4
,683,466,855,Highway,1,2.10339,3384.35451,2,2500,5000,96.54,1,0,2.10339,0.15,4
,684,466,862,Highway,1,3.97203,6390.99627,2,2500,5000,96.54,1,0,3.97203,0.15,4
,685,467,458,Highway,1,5.6173,9038.2357,1,3500,3500,96.54,1,0,5.6173,0.15,4
,686,467,466,Highway,1,5.7353,9228.0977,1,3500,3500,96.54,1,0,5.7353,0.15,4
,687,467,845,Highway,1,2.20446,3546.97614,1,2500,2500,96.54,1,0,2.20446,0.15,4
,688,467,855,Highway,1,3.79232,6101.84288,1,2500,2500,96.54,1,0,3.79232,0.15,4
,689,468,458,Highway,1,3.08879,4969.86311,1,3500,3500,96.54,1,0,3.08879,0.15,4
,690,468,469,Highway,1,3.18429,5123.52261,1,3500,3500,96.54,1,0,3.18429,0.15,4
,691,468,829,Highway,1,1.66609,2680.73881,1,2500,2500,96.54,1,0,1.66609,0.15,4
,692,468,830,Highway,1,1.50659,2424.10331,1,2500,2500,96.54,1,0,1.50659,0.15,4
,693,469,468,Highway,1,3.18429,5123.52261,1,3500,3500,96.54,1,0,3.18429,0.15,4
,694,469,470,Highway,1,2.94384,4736.63856,1,3500,3500,96.54,1,0,2.94384,0.15,4
,695,469,819,Highway,1,0.65982,1061.65038,1,3000,3000,96.54,1,0,0.65982,0.15,4
,696,469,824,Highway,1,3.54115,5697.71035,1,3000,3000,96.54,1,0,3.54115,0.15,4
,697,470,469,Highway,1,2.94384,4736.63856,1,3500,3500,96.54,1,0,2.94384,0.15,4
,698,470,471,Highway,1,4.14441,6668.35569,1,3500,3500,96.54,1,0,4.14441,0.15,4
,699,470,817,Highway,1,0.61304,986.38136,1,1000,1000,96.54,1,0,0.61304,0.15,4
,700,470,822,Highway,1,3.19596,5142.29964,1,1000,1000,96.54,1,0,3.19596,0.15,4
,701,471,470,Highway,1,4.14441,6668.35569,1,3500,3500,96.54,1,0,4.14441,0.15,4
,702,471,472,Highway,1,3.17259,5104.69731,1,3500,3500,96.54,1,0,3.17259,0.15,4
,703,471,815,Highway,1,3.24219,5216.68371,1,3000,3000,96.54,1,0,3.24219,0.15,4
,704,471,816,Highway,1,0.65699,1057.09691,1,3000,3000,96.54,1,0,0.65699,0.15,4
,705,472,471,Highway,1,3.17259,5104.69731,1,3500,3500,96.54,1,0,3.17259,0.15,4
,706,472,473,Highway,1,1.5552,2502.3168,2,2500,5000,96.54,1,0,1.5552,0.15,4
,707,472,813,Highway,1,1.87122,3010.79298,1,3000,3000,96.54,1,0,1.87122,0.15,4
,708,472,815,Highway,1,1.4461,2326.7749,1,3000,3000,96.54,1,0,1.4461,0.15,4
,709,473,472,Highway,1,1.5552,2502.3168,2,2500,5000,96.54,1,0,1.5552,0.15,4
,710,473,474,Highway,1,2.98962,4810.29858,2,2500,5000,96.54,1,0,2.98962,0.15,4
,711,473,475,Highway,1,2.92355,4703.99195,2,2500,5000,96.54,1,0,2.92355,0.15,4
,712,473,707,Highway,1,3.85219,6198.17371,1,1000,1000,96.54,1,0,3.85219,0.15,4
,713,473,813,Highway,1,0.7446,1198.0614,1,1000,1000,96.54,1,0,0.7446,0.15,4
,714,474,473,Highway,1,2.98962,4810.29858,2,2500,5000,96.54,1,0,2.98962,0.15,4
,715,474,538,Highway,1,2.99149,4813.30741,2,2500,5000,96.54,1,0,2.99149,0.15,4
,716,474,701,Highway,1,0.82067,1320.45803,1,3500,3500,96.54,1,0,0.82067,0.15,4
,717,474,706,Highway,1,2.41317,3882.79053,1,3500,3500,96.54,1,0,2.41317,0.15,4
,718,475,473,Highway,1,2.92355,4703.99195,2,2500,5000,96.54,1,0,2.92355,0.15,4
,719,475,476,Highway,1,1.52866,2459.61394,2,2500,5000,96.54,1,0,1.52866,0.15,4
,720,475,706,Highway,1,2.51953,4053.92377,1,3500,3500,96.54,1,0,2.51953,0.15,4
,721,475,707,Highway,1,1.17811,1895.57899,1,3500,3500,96.54,1,0,1.17811,0.15,4
,722,476,475,Highway,1,1.52866,2459.61394,2,2500,5000,96.54,1,0,1.52866,0.15,4
,723,476,477,Highway,1,3.38371,5444.38939,2,2500,5000,96.54,1,0,3.38371,0.15,4
,724,476,705,Highway,1,2.28404,3675.02036,1,3500,3500,96.54,1,0,2.28404,0.15,4
,725,476,707,Highway,1,1.18441,1905.71569,1,3500,3500,96.54,1,0,1.18441,0.15,4
,726,477,476,Highway,1,3.38371,5444.38939,2,2500,5000,96.54,1,0,3.38371,0.15,4
,727,477,478,Highway,1,2.29704,3695.93736,2,3250,6500,96.54,1,0,2.29704,0.15,4
,728,477,503,Highway,1,0.793,1275.937,2,3250,6500,96.54,1,0,0.793,0.15,4
,729,477,504,Highway,1,0.87339,1405.28451,2,3250,6500,96.54,1,0,0.87339,0.15,4
,730,478,477,Highway,1,2.29704,3695.93736,2,3250,6500,96.54,1,0,2.29704,0.15,4
,731,478,479,Highway,1,3.01935,4858.13415,2,3250,6500,96.54,1,0,3.01935,0.15,4
,732,478,633,Highway,1,1.97097,3171.29073,2,2750,5500,96.54,1,0,1.97097,0.15,4
,733,478,703,Highway,1,1.31398,2114.19382,2,2750,5500,96.54,1,0,1.31398,0.15,4
,734,479,478,Highway,1,3.01935,4858.13415,2,3250,6500,96.54,1,0,3.01935,0.15,4
,735,479,480,Highway,1,1.17336,1887.93624,2,3250,6500,96.54,1,0,1.17336,0.15,4
,736,479,629,Highway,1,2.23796,3600.87764,1,3000,3000,96.54,1,0,2.23796,0.15,4
,737,479,693,Highway,1,0.96449,1551.86441,1,3000,3000,96.54,1,0,0.96449,0.15,4
,738,480,479,Highway,1,1.17336,1887.93624,2,3250,6500,96.54,1,0,1.17336,0.15,4
,739,480,481,Highway,1,1.29401,2082.06209,2,2500,5000,96.54,1,0,1.29401,0.15,4
,740,480,483,Highway,1,1.525,2453.725,2,2500,5000,96.54,1,0,1.525,0.15,4
,741,480,484,Highway,1,1.80131,2898.30779,2,2500,5000,96.54,1,0,1.80131,0.15,4
,742,480,486,Highway,1,1.89493,3048.94237,2,3250,6500,96.54,1,0,1.89493,0.15,4
,743,481,480,Highway,1,1.29401,2082.06209,2,2500,5000,96.54,1,0,1.29401,0.15,4
,744,481,482,Highway,1,0.488,785.192,2,2500,5000,96.54,1,0,0.488,0.15,4
,745,481,483,Highway,1,1.09969,1769.40121,2,3250,6500,96.54,1,0,1.09969,0.15,4
,746,481,691,Highway,1,2.30915,3715.42235,2,3250,6500,96.54,1,0,2.30915,0.15,4
,747,482,481,Highway,1,0.488,785.192,2,2500,5000,96.54,1,0,0.488,0.15,4
,748,483,480,Highway,1,1.525,2453.725,2,2500,5000,96.54,1,0,1.525,0.15,4
,749,483,481,Highway,1,1.09969,1769.40121,2,3250,6500,96.54,1,0,1.09969,0.15,4
,750,483,539,Highway,1,3.07733,4951.42397,2,2500,5000,96.54,1,0,3.07733,0.15,4
,751,483,693,Highway,1,0.682,1097.338,2,3250,6500,96.54,1,0,0.682,0.15,4
,752,484,480,Highway,1,1.80131,2898.30779,2,2500,5000,96.54,1,0,1.80131,0.15,4
,753,484,485,Highway,1,2.98962,4810.29858,2,2500,5000,96.54,1,0,2.98962,0.15,4
,754,484,627,Highway,1,1.73609,2793.36881,2,3000,6000,96.54,1,0,1.73609,0.15,4
,755,484,629,Highway,1,1.52866,2459.61394,2,3000,6000,96.54,1,0,1.52866,0.15,4
,756,485,484,Highway,1,2.98962,4810.29858,2,2500,5000,96.54,1,0,2.98962,0.15,4
,757,485,489,Highway,1,2.44,3925.96,2,2500,5000,96.54,1,0,2.44,0.15,4
,758,485,626,Highway,1,1.75633,2825.93497,2,3250,6500,96.54,1,0,1.75633,0.15,4
,759,485,628,Highway,1,1.364,2194.676,2,3250,6500,96.54,1,0,1.364,0.15,4
,760,486,480,Highway,1,1.89493,3048.94237,2,3250,6500,96.54,1,0,1.89493,0.15,4
,761,486,535,Highway,1,0.25151,404.67959,2,3250,6500,96.54,1,0,0.25151,0.15,4
,762,486,627,Highway,1,2.10339,3384.35451,2,3250,6500,96.54,1,0,2.10339,0.15,4
,763,486,691,Highway,1,1.06706,1716.89954,2,3250,6500,96.54,1,0,1.06706,0.15,4
,764,487,488,Highway,1,2.4039,3867.8751,2,2500,5000,96.54,1,0,2.4039,0.15,4
,765,487,535,Highway,1,3.49621,5625.40189,2,3250,6500,96.54,1,0,3.49621,0.15,4
,766,487,681,Highway,1,1.64248,2642.75032,1,3000,3000,96.54,1,0,1.64248,0.15,4
,767,487,682,Highway,1,1.50659,2424.10331,1,3000,3000,96.54,1,0,1.50659,0.15,4
,768,488,405,Highway,1,0.95285,1533.13565,2,2500,5000,96.54,1,0,0.95285,0.15,4
,769,488,487,Highway,1,2.4039,3867.8751,2,2500,5000,96.54,1,0,2.4039,0.15,4
,770,488,680,Highway,1,2.29623,3694.63407,1,2500,2500,96.54,1,0,2.29623,0.15,4
,771,488,682,Highway,1,1.01524,1633.52116,1,2500,2500,96.54,1,0,1.01524,0.15,4
,772,489,485,Highway,1,2.44,3925.96,2,2500,5000,96.54,1,0,2.44,0.15,4
,773,489,490,Highway,1,0.9779,1573.4411,2,3250,6500,96.54,1,0,0.9779,0.15,4
,774,489,630,Highway,1,1.72534,2776.07206,1,3500,3500,96.54,1,0,1.72534,0.15,4
,775,489,631,Highway,1,1.769,2846.321,1,3500,3500,96.54,1,0,1.769,0.15,4
,776,490,489,Highway,1,0.9779,1573.4411,2,3250,6500,96.54,1,0,0.9779,0.15,4
,777,490,491,Highway,1,2.39847,3859.13823,2,3250,6500,96.54,1,0,2.39847,0.15,4
,778,490,557,Highway,1,2.43542,3918.59078,2,2500,5000,96.54,1,0,2.43542,0.15,4
,779,490,631,Highway,1,1.19846,1928.32214,2,2500,5000,96.54,1,0,1.19846,0.15,4
,780,491,490,Highway,1,2.39847,3859.13823,2,3250,6500,96.54,1,0,2.39847,0.15,4
,781,491,492,Highway,1,2.63432,4238.62088,2,3250,6500,96.54,1,0,2.63432,0.15,4
,782,491,558,Highway,1,2.34672,3775.87248,2,3250,6500,96.54,1,0,2.34672,0.15,4
,783,491,559,Highway,1,0.73707,1185.94563,2,3250,6500,96.54,1,0,0.73707,0.15,4
,784,492,491,Highway,1,2.63432,4238.62088,2,3250,6500,96.54,1,0,2.63432,0.15,4
,785,492,493,Highway,1,0.99301,1597.75309,2,3250,6500,96.54,1,0,0.99301,0.15,4
,786,492,561,Highway,1,2.19685,3534.73165,3,3000,9000,96.54,1,0,2.19685,0.15,4
,787,492,562,Highway,1,0.73707,1185.94563,3,3000,9000,96.54,1,0,0.73707,0.15,4
,788,493,492,Highway,1,0.99301,1597.75309,2,3250,6500,96.54,1,0,0.99301,0.15,4
,789,493,494,Highway,1,1.9096,3072.5464,2,3250,6500,96.54,1,0,1.9096,0.15,4
,790,493,497,Highway,1,1.40829,2265.93861,2,3250,6500,96.54,1,0,1.40829,0.15,4
,791,493,562,Highway,1,0.57547,925.93123,5,2900,14500,96.54,1,0,0.57547,0.15,4
,792,493,564,Highway,1,1.82797,2941.20373,5,2900,14500,96.54,1,0,1.82797,0.15,4
,793,494,493,Highway,1,1.9096,3072.5464,2,3250,6500,96.54,1,0,1.9096,0.15,4
,794,494,495,Highway,1,2.58801,4164.10809,3,3000,9000,96.54,1,0,2.58801,0.15,4
,795,494,561,Highway,1,0.67377,1084.09593,4,2500,10000,96.54,1,0,0.67377,0.15,4
,796,494,563,Highway,1,2.20446,3546.97614,4,2500,10000,96.54,1,0,2.20446,0.15,4
,797,495,494,Highway,1,2.58801,4164.10809,3,3000,9000,96.54,1,0,2.58801,0.15,4
,798,495,496,Highway,1,2.37274,3817.73866,3,3000,9000,96.54,1,0,2.37274,0.15,4
,799,495,551,Highway,1,3.26962,5260.81858,2,3500,7000,96.54,1,0,3.26962,0.15,4
,800,495,560,Highway,1,0.61304,986.38136,2,3500,7000,96.54,1,0,0.61304,0.15,4
,801,496,436,Highway,1,0.95285,1533.13565,3,3000,9000,96.54,1,0,0.95285,0.15,4
,802,496,495,Highway,1,2.37274,3817.73866,3,3000,9000,96.54,1,0,2.37274,0.15,4
,803,496,553,Highway,1,1.46907,2363.73363,2,3000,6000,96.54,1,0,1.46907,0.15,4
,804,496,556,Highway,1,0.9836,1582.6124,2,3000,6000,96.54,1,0,0.9836,0.15,4
,805,497,493,Highway,1,1.40829,2265.93861,2,3250,6500,96.54,1,0,1.40829,0.15,4
,806,497,498,Highway,1,0.5787,931.1283,2,3250,6500,96.54,1,0,0.5787,0.15,4
,807,498,497,Highway,1,0.5787,931.1283,2,3250,6500,96.54,1,0,0.5787,0.15,4
,808,498,499,Highway,1,1.25755,2023.39795,2,2500,5000,96.54,1,0,1.25755,0.15,4
,809,498,533,Highway,1,1.2276,1975.2084,2,3250,6500,96.54,1,0,1.2276,0.15,4
,810,499,498,Highway,1,1.25755,2023.39795,2,2500,5000,96.54,1,0,1.25755,0.15,4
,811,499,500,Highway,1,2.60592,4192.92528,2,2500,5000,96.54,1,0,2.60592,0.15,4
,812,499,567,Highway,1,1.525,2453.725,5,2500,12500,96.54,1,0,1.525,0.15,4
,813,499,569,Highway,1,1.04948,1688.61332,5,2500,12500,96.54,1,0,1.04948,0.15,4
,814,500,499,Highway,1,2.60592,4192.92528,2,2500,5000,96.54,1,0,2.60592,0.15,4
,815,500,501,Highway,1,3.30809,5322.71681,2,2500,5000,96.54,1,0,3.30809,0.15,4
,816,500,566,Highway,1,1.54319,2482.99271,1,4500,4500,96.54,1,0,1.54319,0.15,4
,817,500,570,Highway,1,0.671,1079.639,1,4500,4500,96.54,1,0,0.671,0.15,4
,818,501,500,Highway,1,3.30809,5322.71681,2,2500,5000,96.54,1,0,3.30809,0.15,4
,819,501,502,Highway,1,3.19188,5135.73492,2,2500,5000,96.54,1,0,3.19188,0.15,4
,820,501,571,Highway,1,1.12478,1809.77102,2,2750,5500,96.54,1,0,1.12478,0.15,4
,821,501,636,Highway,1,1.06706,1716.89954,2,2750,5500,96.54,1,0,1.06706,0.15,4
,822,502,501,Highway,1,3.19188,5135.73492,2,2500,5000,96.54,1,0,3.19188,0.15,4
,823,502,503,Highway,1,3.32995,5357.88955,2,3250,6500,96.54,1,0,3.32995,0.15,4
,824,502,632,Highway,1,1.64248,2642.75032,1,1500,1500,96.54,1,0,1.64248,0.15,4
,825,502,634,Highway,1,1.586,2551.874,1,1500,1500,96.54,1,0,1.586,0.15,4
,826,503,477,Highway,1,0.793,1275.937,2,3250,6500,96.54,1,0,0.793,0.15,4
,827,503,502,Highway,1,3.32995,5357.88955,2,3250,6500,96.54,1,0,3.32995,0.15,4
,828,503,504,Highway,1,0.366,588.894,2,3500,7000,96.54,1,0,0.366,0.15,4
,829,503,633,Highway,1,3.05061,4908.43149,2,3500,7000,96.54,1,0,3.05061,0.15,4
,830,504,477,Highway,1,0.87339,1405.28451,2,3250,6500,96.54,1,0,0.87339,0.15,4
,831,504,503,Highway,1,0.366,588.894,2,3500,7000,96.54,1,0,0.366,0.15,4
,832,504,505,Highway,1,3.22839,5194.47951,2,3250,6500,96.54,1,0,3.22839,0.15,4
,833,504,635,Highway,1,0.71138,1144.61042,2,3500,7000,96.54,1,0,0.71138,0.15,4
,834,505,504,Highway,1,3.22839,5194.47951,2,3250,6500,96.54,1,0,3.22839,0.15,4
,835,505,506,Highway,1,2.2338,3594.1842,2,3250,6500,96.54,1,0,2.2338,0.15,4
,836,505,634,Highway,1,1.79406,2886.64254,2,3000,6000,96.54,1,0,1.79406,0.15,4
,837,505,639,Highway,1,1.39235,2240.29115,2,3000,6000,96.54,1,0,1.39235,0.15,4
,838,506,505,Highway,1,2.2338,3594.1842,2,3250,6500,96.54,1,0,2.2338,0.15,4
,839,506,507,Highway,1,3.58034,5760.76706,2,2500,5000,96.54,1,0,3.58034,0.15,4
,840,506,639,Highway,1,0.86267,1388.03603,2,2500,5000,96.54,1,0,0.86267,0.15,4
,841,506,644,Highway,1,2.41317,3882.79053,2,2500,5000,96.54,1,0,2.41317,0.15,4
,842,507,506,Highway,1,3.58034,5760.76706,2,2500,5000,96.54,1,0,3.58034,0.15,4
,843,507,508,Highway,1,7.0739,11381.9051,2,2500,5000,96.54,1,0,7.0739,0.15,4
,844,507,578,Highway,1,5.15657,8296.92113,1,1500,1500,96.54,1,0,5.15657,0.15,4
,845,507,646,Highway,1,0.2728,438.9352,1,1500,1500,96.54,1,0,0.2728,0.15,4
,846,508,450,Highway,1,3.51955,5662.95595,2,2500,5000,96.54,1,0,3.51955,0.15,4
,847,508,507,Highway,1,7.0739,11381.9051,2,2500,5000,96.54,1,0,7.0739,0.15,4
,848,508,509,Highway,1,1.89198,3044.19582,2,2500,5000,96.54,1,0,1.89198,0.15,4
,849,509,508,Highway,1,1.89198,3044.19582,2,2500,5000,96.54,1,0,1.89198,0.15,4
,850,509,510,Highway,1,2.98962,4810.29858,2,2500,5000,96.54,1,0,2.98962,0.15,4
,851,509,659,Highway,1,1.09969,1769.40121,2,2500,5000,96.54,1,0,1.09969,0.15,4
,852,509,667,Highway,1,2.16185,3478.41665,2,2500,5000,96.54,1,0,2.16185,0.15,4
,853,510,509,Highway,1,2.98962,4810.29858,2,2500,5000,96.54,1,0,2.98962,0.15,4
,854,510,511,Highway,1,0.244,392.596,2,2500,5000,96.54,1,0,0.244,0.15,4
,855,510,658,Highway,1,1.04948,1688.61332,1,4000,4000,96.54,1,0,1.04948,0.15,4
,856,510,666,Highway,1,2.22043,3572.67187,1,4000,4000,96.54,1,0,2.22043,0.15,4
,857,511,510,Highway,1,0.244,392.596,2,2500,5000,96.54,1,0,0.244,0.15,4
,858,511,512,Highway,1,2.074,3337.066,2,2500,5000,96.54,1,0,2.074,0.15,4
,859,511,521,Highway,1,2.86765,4614.04885,2,2500,5000,96.54,1,0,2.86765,0.15,4
,860,511,522,Highway,1,4.27174,6873.22966,2,2500,5000,96.54,1,0,4.27174,0.15,4
,861,512,511,Highway,1,2.074,3337.066,2,2500,5000,96.54,1,0,2.074,0.15,4
,862,512,513,Highway,1,3.42959,5518.21031,2,2500,5000,96.54,1,0,3.42959,0.15,4
,863,512,661,Highway,1,1.09969,1769.40121,1,2000,2000,96.54,1,0,1.09969,0.15,4
,864,512,670,Highway,1,3.42144,5505.09696,1,2000,2000,96.54,1,0,3.42144,0.15,4
,865,513,512,Highway,1,3.42959,5518.21031,2,2500,5000,96.54,1,0,3.42959,0.15,4
,866,513,514,Highway,1,4.8861,7861.7349,2,2500,5000,96.54,1,0,4.8861,0.15,4
,867,513,902,Highway,1,3.14017,5052.53353,1,3500,3500,96.54,1,0,3.14017,0.15,4
,868,513,905,Highway,1,5.8981,9490.0429,1,3500,3500,96.54,1,0,5.8981,0.15,4
,869,514,513,Highway,1,4.8861,7861.7349,2,2500,5000,96.54,1,0,4.8861,0.15,4
,870,514,515,Highway,1,4.02785,6480.81065,2,2500,5000,96.54,1,0,4.02785,0.15,4
,871,514,903,Highway,1,2.56273,4123.43257,1,3000,3000,96.54,1,0,2.56273,0.15,4
,872,514,905,Highway,1,6.71693,10807.54037,1,3000,3000,96.54,1,0,6.71693,0.15,4
,873,515,514,Highway,1,4.02785,6480.81065,2,2500,5000,96.54,1,0,4.02785,0.15,4
,874,515,516,Highway,1,5.28768,8507.87712,2,2500,5000,96.54,1,0,5.28768,0.15,4
,875,515,534,Highway,1,1.49543,2406.14687,1,3500,3500,96.54,1,0,1.49543,0.15,4
,876,515,544,Highway,1,0.305,490.745,1,3500,3500,96.54,1,0,0.305,0.15,4
,877,515,932,Highway,1,10.4426,16802.1434,2,2500,5000,96.54,1,0,10.4426,0.15,4
,878,516,515,Highway,1,5.28768,8507.87712,2,2500,5000,96.54,1,0,5.28768,0.15,4
,879,516,517,Highway,1,6.58828,10600.54252,1,3500,3500,96.54,1,0,6.58828,0.15,4
,880,516,903,Highway,1,7.21375,11606.92375,2,3000,6000,96.54,1,0,7.21375,0.15,4
,881,516,906,Highway,1,1.11981,1801.77429,2,3000,6000,96.54,1,0,1.11981,0.15,4
,882,517,516,Highway,1,6.58828,10600.54252,1,3500,3500,96.54,1,0,6.58828,0.15,4
,883,517,518,Highway,1,7.19102,11570.35118,1,3500,3500,96.54,1,0,7.19102,0.15,4
,884,517,908,Highway,1,1.64248,2642.75032,1,2500,2500,96.54,1,0,1.64248,0.15,4
,885,517,909,Highway,1,4.31335,6940.18015,1,2500,2500,96.54,1,0,4.31335,0.15,4
,886,518,517,Highway,1,7.19102,11570.35118,1,3500,3500,96.54,1,0,7.19102,0.15,4
,887,518,911,Highway,1,3.62732,5836.35788,1,3500,3500,96.54,1,0,3.62732,0.15,4
,888,518,912,Highway,1,2.16614,3485.31926,1,3500,3500,96.54,1,0,2.16614,0.15,4
,889,518,930,Highway,1,38.3558,61714.4822,1,3500,3500,96.54,1,0,38.3558,0.15,4
,890,519,520,Highway,1,0.682,1097.338,2,2500,5000,96.54,1,0,0.682,0.15,4
,891,519,521,Highway,1,2.50769,4034.87321,2,2500,5000,96.54,1,0,2.50769,0.15,4
,892,519,668,Highway,1,0.35569,572.30521,1,2000,2000,96.54,1,0,0.35569,0.15,4
,893,519,670,Highway,1,3.21048,5165.66232,1,2000,2000,96.54,1,0,3.21048,0.15,4
,894,520,519,Highway,1,0.682,1097.338,2,2500,5000,96.54,1,0,0.682,0.15,4
,895,521,511,Highway,1,2.86765,4614.04885,2,2500,5000,96.54,1,0,2.86765,0.15,4
,896,521,519,Highway,1,2.50769,4034.87321,2,2500,5000,96.54,1,0,2.50769,0.15,4
,897,521,666,Highway,1,0.793,1275.937,1,1500,1500,96.54,1,0,0.793,0.15,4
,898,521,670,Highway,1,2.728,4389.352,1,1500,1500,96.54,1,0,2.728,0.15,4
,899,522,511,Highway,1,4.27174,6873.22966,2,2500,5000,96.54,1,0,4.27174,0.15,4
,900,522,523,Highway,1,5.70472,9178.89448,2,2500,5000,96.54,1,0,5.70472,0.15,4
,901,523,522,Highway,1,5.70472,9178.89448,2,2500,5000,96.54,1,0,5.70472,0.15,4
,902,523,530,Highway,1,2.074,3337.066,2,2500,5000,96.54,1,0,2.074,0.15,4
,903,523,545,Highway,1,0.061,98.149,2,2500,5000,96.54,1,0,0.061,0.15,4
,904,524,525,Highway,1,2.94447,4737.65223,2,2500,5000,96.54,1,0,2.94447,0.15,4
,905,524,545,Highway,1,3.715,5977.435,2,2500,5000,96.54,1,0,3.715,0.15,4
,906,524,578,Highway,1,2.74568,4417.79912,2,2750,5500,96.54,1,0,2.74568,0.15,4
,907,524,647,Highway,1,0.80233,1290.94897,2,2750,5500,96.54,1,0,0.80233,0.15,4
,908,525,452,Highway,1,2.15668,3470.09812,2,2500,5000,96.54,1,0,2.15668,0.15,4
,909,525,524,Highway,1,2.94447,4737.65223,2,2500,5000,96.54,1,0,2.94447,0.15,4
,910,525,652,Highway,1,1.06706,1716.89954,2,2500,5000,96.54,1,0,1.06706,0.15,4
,911,525,657,Highway,1,2.23796,3600.87764,2,2500,5000,96.54,1,0,2.23796,0.15,4
,912,526,527,Highway,1,5.36835,8637.67515,1,3500,3500,96.54,1,0,5.36835,0.15,4
,913,526,528,Highway,1,8.59494,13829.25846,2,2500,5000,96.54,1,0,8.59494,0.15,4
,914,526,541,Highway,1,0.43988,707.76692,1,3500,3500,96.54,1,0,0.43988,0.15,4
,915,526,546,Highway,1,2.93815,4727.48335,1,3500,3500,96.54,1,0,2.93815,0.15,4
,916,527,526,Highway,1,5.36835,8637.67515,1,3500,3500,96.54,1,0,5.36835,0.15,4
,917,527,542,Highway,1,0.61304,986.38136,1,3500,3500,96.54,1,0,0.61304,0.15,4
,918,527,543,Highway,1,3.66203,5892.20627,1,3500,3500,96.54,1,0,3.66203,0.15,4
,919,527,546,Highway,1,3.24678,5224.06902,1,3500,3500,96.54,1,0,3.24678,0.15,4
,920,528,526,Highway,1,8.59494,13829.25846,2,2500,5000,96.54,1,0,8.59494,0.15,4
,921,528,529,Highway,1,1.30546,2100.48514,2,3250,6500,96.54,1,0,1.30546,0.15,4
,922,528,573,Highway,1,2.39148,3847.89132,1,4000,4000,96.54,1,0,2.39148,0.15,4
,923,528,575,Highway,1,1.14609,1844.05881,1,4000,4000,96.54,1,0,1.14609,0.15,4
,924,529,528,Highway,1,1.30546,2100.48514,2,3250,6500,96.54,1,0,1.30546,0.15,4
,925,529,530,Highway,1,1.89493,3048.94237,2,3250,6500,96.54,1,0,1.89493,0.15,4
,926,529,531,Highway,1,1.12478,1809.77102,2,3250,6500,96.54,1,0,1.12478,0.15,4
,927,530,523,Highway,1,2.074,3337.066,2,2500,5000,96.54,1,0,2.074,0.15,4
,928,530,529,Highway,1,1.89493,3048.94237,2,3250,6500,96.54,1,0,1.89493,0.15,4
,929,530,575,Highway,1,2.51509,4046.77981,2,2500,5000,96.54,1,0,2.51509,0.15,4
,930,530,577,Highway,1,0.8184,1316.8056,2,2500,5000,96.54,1,0,0.8184,0.15,4
,931,531,529,Highway,1,1.12478,1809.77102,2,3250,6500,96.54,1,0,1.12478,0.15,4
,932,531,532,Highway,1,1.403,2257.427,2,3250,6500,96.54,1,0,1.403,0.15,4
,933,531,573,Highway,1,0.7446,1198.0614,1,3500,3500,96.54,1,0,0.7446,0.15,4
,934,531,574,Highway,1,2.24957,3619.55813,1,3500,3500,96.54,1,0,2.24957,0.15,4
,935,532,531,Highway,1,1.403,2257.427,2,3250,6500,96.54,1,0,1.403,0.15,4
,936,532,533,Highway,1,1.22152,1965.42568,2,3250,6500,96.54,1,0,1.22152,0.15,4
,937,532,569,Highway,1,1.45508,2341.22372,2,2500,5000,96.54,1,0,1.45508,0.15,4
,938,532,574,Highway,1,1.70909,2749.92581,2,2500,5000,96.54,1,0,1.70909,0.15,4
,939,533,498,Highway,1,1.2276,1975.2084,2,3250,6500,96.54,1,0,1.2276,0.15,4
,940,533,532,Highway,1,1.22152,1965.42568,2,3250,6500,96.54,1,0,1.22152,0.15,4
,941,533,568,Highway,1,1.4892,2396.1228,2,2500,5000,96.54,1,0,1.4892,0.15,4
,942,533,569,Highway,1,0.854,1374.086,2,2500,5000,96.54,1,0,0.854,0.15,4
,943,534,515,Highway,1,1.49543,2406.14687,1,3500,3500,96.54,1,0,1.49543,0.15,4
,944,534,543,Highway,1,2.95646,4756.94414,1,3500,3500,96.54,1,0,2.95646,0.15,4
,945,534,933,Highway,1,6.10762,9827.16058,1,3500,3500,96.54,1,0,6.10762,0.15,4
,946,535,438,Highway,1,7.09097,11409.37073,2,3250,6500,96.54,1,0,7.09097,0.15,4
,947,535,486,Highway,1,0.25151,404.67959,2,3250,6500,96.54,1,0,0.25151,0.15,4
,948,535,487,Highway,1,3.49621,5625.40189,2,3250,6500,96.54,1,0,3.49621,0.15,4
,949,536,438,Highway,1,1.85925,2991.53325,2,2500,5000,96.54,1,0,1.85925,0.15,4
,950,536,537,Highway,1,2.94826,4743.75034,2,2500,5000,96.54,1,0,2.94826,0.15,4
,951,536,615,Highway,1,1.74784,2812.27456,1,2000,2000,96.54,1,0,1.74784,0.15,4
