name,node_id,zone_id,node_type,control_type,x_coord,y_coord,geometry,production,attraction
,821,,,,588078,1834830,,,
,822,,,,571761,1834497,,,
,823,,,,588078,1818846,,,
,824,,,,572094,1818180,,,
,825,,,,619713,1836162,,,
,826,,,,604062,1835829,,,
,827,,,,620046,1819512,,,
,828,,,,604062,1818846,,,
,829,,,,556443,1801530,,,
,830,,,,540459,1800864,,,
,831,,,,556776,1785879,,,
,832,,,,540459,1785213,,,
,833,,,,588411,1802862,,,
,834,,,,572427,1801530,,,
,835,,,,589077,1786212,,,
,836,,,,573093,1786212,,,
,837,,,,620379,1803861,,,
,838,,,,605061,1803195,,,
,839,,,,621045,1787544,,,
,840,,,,605061,1787211,,,
,841,,,,653013,1804194,,,
,842,,,,637029,1804194,,,
,843,,,,654012,1788210,,,
,844,,,,637029,1788210,,,
,845,,,,549783,1762236,,,
,846,,,,581418,1763568,,,
,847,,,,614385,1763901,,,
,848,,,,647019,1764234,,,
,849,,,,678987,1764900,,,
,850,,,,718281,1772226,,,
,851,,,,702630,1772559,,,
,852,,,,718614,1756908,,,
,853,,,,702297,1756908,,,
,854,,,,731268,1765566,,,
,855,,,,550782,1730268,,,
,856,,,,582417,1731267,,,
,857,,,,615051,1732266,,,
,858,,,,647352,1733265,,,
,859,,,,679986,1733598,,,
,860,,,,711288,1733598,,,
,861,,,,731268,1734264,,,
,862,,,,551448,1697967,,,
,863,,,,583749,1698966,,,
,864,,,,451881,1855809,,,
,865,,,,482517,1858806,,,
,866,,,,515151,1857141,,,
,867,,,,452547,1822842,,,
,868,,,,484182,1825173,,,
,869,,,,516816,1824174,,,
,870,,,,453213,1790874,,,
,871,,,,485181,1791207,,,
,872,,,,517482,1792206,,,
,873,,,,453879,1758906,,,
,874,,,,485514,1758906,,,
,875,,,,517149,1761237,,,
,876,,,,455877,1726938,,,
,877,,,,487512,1724940,,,
,878,,,,518481,1729935,,,
,879,,,,455544,1693305,,,
,880,,,,487512,1693638,,,
,881,,,,519480,1695969,,,
,882,,,,455544,1661004,,,
,883,,,,487179,1661670,,,
,884,,,,520146,1662669,,,
,885,,,,616050,1698300,,,
,886,,,,650016,1698300,,,
,887,,,,681318,1698300,,,
,888,,,,717282,1699965,,,
,889,,,,552447,1663668,,,
,890,,,,584415,1664334,,,
,891,,,,616050,1651347,,,
,892,,,,640026,1668996,,,
,893,,,,681984,1666665,,,
,894,,,,717948,1668330,,,
,895,,,,549783,1624707,,,
,896,,,,584082,1626705,,,
,897,,,,641025,1645686,,,
,898,,,,664002,1637694,,,
,899,,,,625707,1620045,,,
,900,,,,683649,1621377,,,
,901,,,,718614,1629702,,,
,902,,,,748251,1831500,,,
,903,,,,781218,1824174,,,
,904,,,,808191,1810521,,,
,905,,,,751914,1782882,,,
,906,,,,794205,1782549,,,
,907,,,,749583,1751913,,,
,908,,,,780219,1752912,,,
,909,,,,811854,1752912,,,
,910,,,,751248,1703295,,,
,911,,,,776889,1704294,,,
,912,,,,805527,1717281,,,
,913,,,,413586,1936728,,,
,914,,,,386946,2094570,,,
,915,,,,405594,2176488,,,
,916,,,,437562,2176488,,,
,917,,,,469197,2176488,,,
,918,,,,502497,2176155,,,
,919,,,,535131,2176155,,,
,920,,,,566433,2176155,,,
,921,,,,599067,2176488,,,
,922,,,,634365,2176488,,,
,923,,,,615051,2229768,,,
,924,,,,522810,2221110,,,
,925,,,,356976,2064600,,,
,926,,,,387612,1936395,,,
,927,,,,409590,1736928,,,
,928,,,,393606,1645686,,,
,929,,,,454545,1623708,,,
,930,,,,625041,1589409,,,
,931,,,,804861,1659339,,,
,932,,,,842823,1783548,,,
,933,,,,826173,1823508,,,
