agent_id,o_zone_id,d_zone_id,path_id,agent_type,demand_period,volume,toll,travel_time,distance,node_sequence,link_sequence,time_sequence,time_decimal_sequence,link_travel_time_sequence,geometry
301,6,16,0,p,AM,785.99,0.0,27.3782,7.0000,6;8;16;,,0730;0746;0757;,450.00;466.15;477.38;,16.15;11.23;,"LINESTRING (-96.711644 43.587586, -96.711382 43.562324, -96.711382 43.546744)"
302,6,16,2,p,AM,114.01,0.0,27.3764,10.0000,6;8;7;18;16;,,0757;0813;0819;0821;0824;,477.38;493.53;499.46;501.52;504.75;,16.15;5.93;2.06;3.23;,"LINESTRING (-96.711644 43.587586, -96.711382 43.562324, -96.693423 43.563844, -96.694078 43.546744, -96.711382 43.546744)"
303,6,16,1,p,AM,0.00,0.0,46.1222,27.0000,6;5;9;8;7;18;16;,,0824;0834;0843;0859;0905;0907;0910;,504.75;514.03;523.60;539.65;545.58;547.64;550.88;,9.27;9.57;16.05;5.93;2.06;3.23;,"LINESTRING (-96.711644 43.587586, -96.731569 43.564034, -96.731241 43.548596, -96.711382 43.562324, -96.693423 43.563844, -96.694078 43.546744, -96.711382 43.546744)"
304,6,17,1,p,AM,0.00,0.0,40.9337,20.0000,6;5;9;10;17;,,0730;0739;0748;0754;0810;,450.00;459.27;468.85;474.63;490.93;,9.27;9.57;5.78;16.31;,"LINESTRING (-96.711644 43.587586, -96.731569 43.564034, -96.731241 43.548596, -96.731438 43.545271, -96.711382 43.541280)"
305,6,17,0,p,AM,481.68,0.0,35.0294,9.0000,6;8;16;17;,,0810;0827;0838;0845;,490.93;507.08;518.31;525.96;,16.15;11.23;7.65;,"LINESTRING (-96.711644 43.587586, -96.711382 43.562324, -96.711382 43.546744, -96.711382 43.541280)"
306,6,17,2,p,AM,18.32,0.0,35.0276,12.0000,6;8;7;18;16;17;,,0845;0902;0908;0910;0913;0920;,525.96;542.11;548.05;550.10;553.34;560.99;,16.15;5.93;2.06;3.23;7.65;,"LINESTRING (-96.711644 43.587586, -96.711382 43.562324, -96.693423 43.563844, -96.694078 43.546744, -96.711382 43.546744, -96.711382 43.541280)"
307,6,18,0,p,AM,100.00,0.0,24.1416,7.0000,6;8;7;18;,,0730;0746;0752;0754;,450.00;466.15;472.08;474.14;,16.15;5.93;2.06;,"LINESTRING (-96.711644 43.587586, -96.711382 43.562324, -96.693423 43.563844, -96.694078 43.546744)"
308,6,18,2,p,AM,0.00,0.0,30.6116,10.0000,6;8;16;18;,,0754;0810;0821;0824;,474.14;490.29;501.52;504.75;,16.15;11.23;3.23;,"LINESTRING (-96.711644 43.587586, -96.711382 43.562324, -96.711382 43.546744, -96.694078 43.546744)"
309,6,18,1,p,AM,0.00,0.0,42.8874,24.0000,6;5;9;8;7;18;,,0824;0834;0843;0859;0905;0907;,504.75;514.03;523.60;539.65;545.58;547.64;,9.27;9.57;16.05;5.93;2.06;,"LINESTRING (-96.711644 43.587586, -96.731569 43.564034, -96.731241 43.548596, -96.711382 43.562324, -96.693423 43.563844, -96.694078 43.546744)"
310,6,19,1,p,AM,0.00,0.0,41.5504,21.0000,6;5;9;10;15;19;,,0730;0739;0748;0754;0807;0811;,450.00;459.27;468.85;474.63;487.51;491.55;,9.27;9.57;5.78;12.89;4.04;,"LINESTRING (-96.711644 43.587586, -96.731569 43.564034, -96.731241 43.548596, -96.731438 43.545271, -96.731504 43.529401, -96.711316 43.529591)"
311,6,19,0,p,AM,0.00,0.0,42.4567,11.0000,6;8;16;17;19;,,0811;0827;0838;0846;0854;,491.55;507.70;518.93;526.58;534.01;,16.15;11.23;7.65;7.43;,"LINESTRING (-96.711644 43.587586, -96.711382 43.562324, -96.711382 43.546744, -96.711382 43.541280, -96.711316 43.529591)"
312,6,19,3,p,AM,200.00,0.0,36.2736,15.0000,6;8;7;18;20;19;,,0854;0910;0916;0918;0922;0930;,534.01;550.16;556.09;558.15;562.52;570.28;,16.15;5.93;2.06;4.37;7.77;,"LINESTRING (-96.711644 43.587586, -96.711382 43.562324, -96.693423 43.563844, -96.694078 43.546744, -96.711185 43.515333, -96.711316 43.529591)"
313,6,19,4,p,AM,0.00,0.0,42.7437,18.0000,6;8;16;18;20;19;,,0930;0946;0957;1000;1005;1013;,570.28;586.43;597.66;600.89;605.26;613.02;,16.15;11.23;3.23;4.37;7.77;,"LINESTRING (-96.711644 43.587586, -96.711382 43.562324, -96.711382 43.546744, -96.694078 43.546744, -96.711185 43.515333, -96.711316 43.529591)"
314,6,19,2,p,AM,0.00,0.0,53.4700,25.0000,6;8;7;18;20;21;22;15;19;,,1013;1029;1035;1037;1041;1049;1053;1102;1106;,613.02;629.17;635.11;637.17;641.53;649.90;653.82;662.45;666.49;,16.15;5.93;2.06;4.37;8.37;3.92;8.63;4.04;,"LINESTRING (-96.711644 43.587586, -96.711382 43.562324, -96.693423 43.563844, -96.694078 43.546744, -96.711185 43.515333, -96.730979 43.510485, -96.731241 43.514858, -96.731504 43.529401, -96.711316 43.529591)"
315,6,20,0,p,AM,300.00,0.0,28.5082,11.0000,6;8;7;18;20;,,0730;0746;0752;0754;0758;,450.00;466.15;472.08;474.14;478.51;,16.15;5.93;2.06;4.37;,"LINESTRING (-96.711644 43.587586, -96.711382 43.562324, -96.693423 43.563844, -96.694078 43.546744, -96.711185 43.515333)"
316,6,20,2,p,AM,0.00,0.0,34.9783,14.0000,6;8;16;18;20;,,0758;0814;0825;0829;0833;,478.51;494.66;505.89;509.12;513.49;,16.15;11.23;3.23;4.37;,"LINESTRING (-96.711644 43.587586, -96.711382 43.562324, -96.711382 43.546744, -96.694078 43.546744, -96.711185 43.515333)"
317,6,20,1,p,AM,0.00,0.0,49.2809,25.0000,6;5;9;10;15;19;20;,,0833;0842;0852;0858;0910;0915;0922;,513.49;522.76;532.33;538.11;551.00;555.04;562.77;,9.27;9.57;5.78;12.89;4.04;7.73;,"LINESTRING (-96.711644 43.587586, -96.731569 43.564034, -96.731241 43.548596, -96.731438 43.545271, -96.731504 43.529401, -96.711316 43.529591, -96.711185 43.515333)"
318,6,21,0,p,AM,100.00,0.0,36.8786,17.0000,6;8;7;18;20;21;,,0730;0746;0752;0754;0758;0806;,450.00;466.15;472.08;474.14;478.51;486.88;,16.15;5.93;2.06;4.37;8.37;,"LINESTRING (-96.711644 43.587586, -96.711382 43.562324, -96.693423 43.563844, -96.694078 43.546744, -96.711185 43.515333, -96.730979 43.510485)"
319,6,21,3,p,AM,0.00,0.0,51.7127,24.0000,6;5;4;3;12;13;24;21;,,0806;0816;0818;0822;0826;0829;0846;0858;,486.88;496.15;498.53;502.86;506.89;509.92;526.88;538.59;,9.27;2.38;4.34;4.02;3.03;16.96;11.71;,"LINESTRING (-96.711644 43.587586, -96.731569 43.564034, -96.747168 43.563654, -96.774303 43.572962, -96.780137 43.543941, -96.793377 43.490707, -96.749200 43.503164, -96.730979 43.510485)"
320,6,21,2,p,AM,0.00,0.0,43.3486,20.0000,6;8;16;18;20;21;,,0858;0914;0925;0929;0933;0941;,538.59;554.74;565.97;569.20;573.57;581.94;,16.15;11.23;3.23;4.37;8.37;,"LINESTRING (-96.711644 43.587586, -96.711382 43.562324, -96.711382 43.546744, -96.694078 43.546744, -96.711185 43.515333, -96.730979 43.510485)"
321,6,21,1,p,AM,0.00,0.0,57.6513,31.0000,6;5;9;10;15;19;20;21;,,0941;0951;1000;1006;1019;1023;1031;1039;,581.94;591.21;600.79;606.57;619.45;623.49;631.22;639.59;,9.27;9.57;5.78;12.89;4.04;7.73;8.37;,"LINESTRING (-96.711644 43.587586, -96.731569 43.564034, -96.731241 43.548596, -96.731438 43.545271, -96.731504 43.529401, -96.711316 43.529591, -96.711185 43.515333, -96.730979 43.510485)"
322,6,22,0,p,AM,200.00,0.0,36.2214,16.0000,6;8;7;18;20;22;,,0730;0746;0752;0754;0758;0806;,450.00;466.15;472.08;474.14;478.51;486.22;,16.15;5.93;2.06;4.37;7.71;,"LINESTRING (-96.711644 43.587586, -96.711382 43.562324, -96.693423 43.563844, -96.694078 43.546744, -96.711185 43.515333, -96.731241 43.514858)"
323,6,22,6,p,AM,0.00,0.0,42.6914,19.0000,6;8;16;18;20;22;,,0806;0822;0833;0836;0841;0848;,486.22;502.37;513.60;516.83;521.20;528.91;,16.15;11.23;3.23;4.37;7.71;,"LINESTRING (-96.711644 43.587586, -96.711382 43.562324, -96.711382 43.546744, -96.694078 43.546744, -96.711185 43.515333, -96.731241 43.514858)"
324,6,22,2,p,AM,0.00,0.0,40.7960,19.0000,6;8;7;18;20;21;22;,,0848;0905;0910;0913;0917;0925;0929;,528.91;545.06;550.99;553.05;557.42;565.79;569.71;,16.15;5.93;2.06;4.37;8.37;3.92;,"LINESTRING (-96.711644 43.587586, -96.711382 43.562324, -96.693423 43.563844, -96.694078 43.546744, -96.711185 43.515333, -96.730979 43.510485, -96.731241 43.514858)"
325,6,22,3,p,AM,0.00,0.0,55.1595,17.0000,6;8;16;17;19;15;22;,,0929;0945;0957;1004;1012;1016;1024;,569.71;585.86;597.09;604.74;612.17;616.21;624.87;,16.15;11.23;7.65;7.43;4.04;8.66;,"LINESTRING (-96.711644 43.587586, -96.711382 43.562324, -96.711382 43.546744, -96.711382 43.541280, -96.711316 43.529591, -96.731504 43.529401, -96.731241 43.514858)"
326,6,22,5,p,AM,0.00,0.0,55.8625,32.0000,6;2;1;3;12;13;24;23;22;,,1024;1031;1037;1041;1045;1048;1105;1108;1120;,624.87;631.07;637.07;641.09;645.11;648.14;665.10;668.69;680.73;,6.21;6.00;4.01;4.02;3.03;16.96;3.59;12.04;,"LINESTRING (-96.711644 43.587586, -96.711251 43.605813, -96.770420 43.612828, -96.774303 43.572962, -96.780137 43.543941, -96.793377 43.490707, -96.749200 43.503164, -96.750904 43.514858, -96.731241 43.514858)"
327,6,22,1,p,AM,0.00,0.0,56.9941,30.0000,6;5;9;10;15;19;20;22;,,1120;1130;1139;1145;1158;1202;1210;1217;,680.73;690.00;699.58;705.36;718.24;722.28;730.01;737.72;,9.27;9.57;5.78;12.89;4.04;7.73;7.71;,"LINESTRING (-96.711644 43.587586, -96.731569 43.564034, -96.731241 43.548596, -96.731438 43.545271, -96.731504 43.529401, -96.711316 43.529591, -96.711185 43.515333, -96.731241 43.514858)"
328,6,22,4,p,AM,0.00,0.0,55.6287,27.0000,6;5;4;3;12;13;24;23;22;,,1217;1226;1229;1233;1237;1240;1257;1301;1313;,737.72;747.00;749.37;753.71;757.73;760.76;777.72;781.31;793.35;,9.27;2.38;4.34;4.02;3.03;16.96;3.59;12.04;,"LINESTRING (-96.711644 43.587586, -96.731569 43.564034, -96.747168 43.563654, -96.774303 43.572962, -96.780137 43.543941, -96.793377 43.490707, -96.749200 43.503164, -96.750904 43.514858, -96.731241 43.514858)"
329,6,23,0,p,AM,100.00,0.0,40.4510,20.0000,6;5;4;11;14;23;,,0730;0739;0741;0748;0801;0810;,450.00;459.27;461.65;468.82;481.78;490.45;,9.27;2.38;7.17;12.96;8.67;,"LINESTRING (-96.711644 43.587586, -96.731569 43.564034, -96.747168 43.563654, -96.746841 43.544131, -96.751035 43.529306, -96.750904 43.514858)"
330,6,23,3,p,AM,0.00,0.0,55.5813,28.0000,6;5;4;3;12;11;14;23;,,0810;0819;0822;0826;0830;0844;0857;0906;,490.45;499.72;502.10;506.44;510.46;524.40;537.37;546.03;,9.27;2.38;4.34;4.02;13.94;12.96;8.67;,"LINESTRING (-96.711644 43.587586, -96.731569 43.564034, -96.747168 43.563654, -96.774303 43.572962, -96.780137 43.543941, -96.746841 43.544131, -96.751035 43.529306, -96.750904 43.514858)"
331,6,23,1,p,AM,0.00,0.0,43.8209,28.0000,6;2;1;3;12;13;24;23;,,0906;0912;0918;0922;0926;0929;0946;0949;,546.03;552.24;558.24;562.25;566.27;569.30;586.26;589.85;,6.21;6.00;4.01;4.02;3.03;16.96;3.59;,"LINESTRING (-96.711644 43.587586, -96.711251 43.605813, -96.770420 43.612828, -96.774303 43.572962, -96.780137 43.543941, -96.793377 43.490707, -96.749200 43.503164, -96.750904 43.514858)"
332,6,23,4,p,AM,0.00,0.0,43.5871,23.0000,6;5;4;3;12;13;24;23;,,0949;0959;1001;1005;1009;1012;1029;1033;,589.85;599.13;601.50;605.84;609.86;612.89;629.85;633.44;,9.27;2.38;4.34;4.02;3.03;16.96;3.59;,"LINESTRING (-96.711644 43.587586, -96.731569 43.564034, -96.747168 43.563654, -96.774303 43.572962, -96.780137 43.543941, -96.793377 43.490707, -96.749200 43.503164, -96.750904 43.514858)"
333,6,23,2,p,AM,0.00,0.0,52.3561,22.0000,6;8;7;18;20;21;24;23;,,1033;1049;1055;1057;1101;1110;1122;1125;,633.44;649.59;655.52;657.58;661.95;670.32;682.21;685.80;,16.15;5.93;2.06;4.37;8.37;11.89;3.59;,"LINESTRING (-96.711644 43.587586, -96.711382 43.562324, -96.693423 43.563844, -96.694078 43.546744, -96.711185 43.515333, -96.730979 43.510485, -96.749200 43.503164, -96.750904 43.514858)"
334,6,24,1,p,AM,31.54,0.0,40.2318,26.0000,6;2;1;3;12;13;24;,,0730;0736;0742;0746;0750;0753;0810;,450.00;456.21;462.21;466.22;470.24;473.27;490.23;,6.21;6.00;4.01;4.02;3.03;16.96;,"LINESTRING (-96.711644 43.587586, -96.711251 43.605813, -96.770420 43.612828, -96.774303 43.572962, -96.780137 43.543941, -96.793377 43.490707, -96.749200 43.503164)"
335,6,24,2,p,AM,68.46,0.0,39.9980,21.0000,6;5;4;3;12;13;24;,,0810;0819;0821;0826;0830;0833;0850;,490.23;499.50;501.88;506.22;510.24;513.27;530.23;,9.27;2.38;4.34;4.02;3.03;16.96;,"LINESTRING (-96.711644 43.587586, -96.731569 43.564034, -96.747168 43.563654, -96.774303 43.572962, -96.780137 43.543941, -96.793377 43.490707, -96.749200 43.503164)"
336,6,24,0,p,AM,0.00,0.0,48.7670,20.0000,6;8;7;18;20;21;24;,,0850;0906;0912;0914;0918;0927;0938;,530.23;546.38;552.31;554.37;558.74;567.11;579.00;,16.15;5.93;2.06;4.37;8.37;11.89;,"LINESTRING (-96.711644 43.587586, -96.711382 43.562324, -96.693423 43.563844, -96.694078 43.546744, -96.711185 43.515333, -96.730979 43.510485, -96.749200 43.503164)"
337,7,1,0,p,AM,500.00,0.0,34.6574,16.0000,7;8;6;2;1;,,0730;0736;0752;0758;0804;,450.00;456.01;472.45;478.66;484.66;,6.01;16.44;6.21;6.00;,"LINESTRING (-96.693423 43.563844, -96.711382 43.562324, -96.711644 43.587586, -96.711251 43.605813, -96.770420 43.612828)"
338,7,1,1,p,AM,0.00,0.0,42.4577,28.0000,7;8;9;5;4;3;1;,,0804;0810;0826;0836;0838;0843;0847;,484.66;490.67;506.91;516.39;518.77;523.10;527.12;,6.01;16.24;9.48;2.38;4.34;4.01;,"LINESTRING (-96.693423 43.563844, -96.711382 43.562324, -96.731241 43.548596, -96.731569 43.564034, -96.747168 43.563654, -96.774303 43.572962, -96.770420 43.612828)"
339,7,1,2,p,AM,0.00,0.0,45.2559,23.0000,7;18;16;8;6;2;1;,,0847;0849;0852;0903;0920;0926;0932;,527.12;529.17;532.41;543.73;560.16;566.37;572.37;,2.06;3.23;11.32;16.44;6.21;6.00;,"LINESTRING (-96.693423 43.563844, -96.694078 43.546744, -96.711382 43.546744, -96.711382 43.562324, -96.711644 43.587586, -96.711251 43.605813, -96.770420 43.612828)"
340,7,2,0,p,AM,200.00,0.0,28.6559,10.0000,7;8;6;2;,,0730;0736;0752;0758;,450.00;456.01;472.45;478.66;,6.01;16.44;6.21;,"LINESTRING (-96.693423 43.563844, -96.711382 43.562324, -96.711644 43.587586, -96.711251 43.605813)"
341,7,2,1,p,AM,0.00,0.0,48.4590,34.0000,7;8;9;5;4;3;1;2;,,0758;0804;0820;0830;0832;0837;0841;0847;,478.66;484.67;500.91;510.39;512.77;517.10;521.11;527.11;,6.01;16.24;9.48;2.38;4.34;4.01;6.00;,"LINESTRING (-96.693423 43.563844, -96.711382 43.562324, -96.731241 43.548596, -96.731569 43.564034, -96.747168 43.563654, -96.774303 43.572962, -96.770420 43.612828, -96.711251 43.605813)"
342,7,2,2,p,AM,0.00,0.0,39.2544,17.0000,7;18;16;8;6;2;,,0847;0849;0852;0903;0920;0926;,527.11;529.17;532.41;543.73;560.16;566.37;,2.06;3.23;11.32;16.44;6.21;,"LINESTRING (-96.693423 43.563844, -96.694078 43.546744, -96.711382 43.546744, -96.711382 43.562324, -96.711644 43.587586, -96.711251 43.605813)"
343,7,3,2,p,AM,21.31,0.0,38.6693,20.0000,7;8;6;2;1;3;,,0730;0736;0752;0758;0804;0808;,450.00;456.01;472.45;478.66;484.66;488.67;,6.01;16.44;6.21;6.00;4.01;,"LINESTRING (-96.693423 43.563844, -96.711382 43.562324, -96.711644 43.587586, -96.711251 43.605813, -96.770420 43.612828, -96.774303 43.572962)"
344,7,3,0,p,AM,62.62,0.0,38.4355,15.0000,7;8;6;5;4;3;,,0808;0814;0831;0840;0842;0847;,488.67;494.68;511.12;520.39;522.77;527.10;,6.01;16.44;9.27;2.38;4.34;,"LINESTRING (-96.693423 43.563844, -96.711382 43.562324, -96.711644 43.587586, -96.731569 43.564034, -96.747168 43.563654, -96.774303 43.572962)"
345,7,3,1,p,AM,16.07,0.0,38.4463,24.0000,7;8;9;5;4;3;,,0847;0853;0909;0918;0921;0925;,527.10;533.12;549.36;558.84;561.22;565.55;,6.01;16.24;9.48;2.38;4.34;,"LINESTRING (-96.693423 43.563844, -96.711382 43.562324, -96.731241 43.548596, -96.731569 43.564034, -96.747168 43.563654, -96.774303 43.572962)"
346,7,3,3,p,AM,0.00,0.0,49.0340,22.0000,7;18;16;8;6;5;4;3;,,0925;0927;0930;0942;0958;1007;1010;1014;,565.55;567.61;570.85;582.16;598.60;607.87;610.25;614.59;,2.06;3.23;11.32;16.44;9.27;2.38;4.34;,"LINESTRING (-96.693423 43.563844, -96.694078 43.546744, -96.711382 43.546744, -96.711382 43.562324, -96.711644 43.587586, -96.731569 43.564034, -96.747168 43.563654, -96.774303 43.572962)"
347,7,3,4,p,AM,0.00,0.0,49.3433,23.0000,7;18;16;10;9;5;4;3;,,1014;1016;1019;1041;1047;1057;1059;1103;,614.59;616.64;619.88;641.97;647.73;657.22;659.59;663.93;,2.06;3.23;22.09;5.76;9.48;2.38;4.34;,"LINESTRING (-96.693423 43.563844, -96.694078 43.546744, -96.711382 43.546744, -96.731438 43.545271, -96.731241 43.548596, -96.731569 43.564034, -96.747168 43.563654, -96.774303 43.572962)"
348,7,4,0,p,AM,340.49,0.0,34.1004,11.0000,7;8;6;5;4;,,0730;0736;0752;0801;0804;,450.00;456.01;472.45;481.72;484.10;,6.01;16.44;9.27;2.38;,"LINESTRING (-96.693423 43.563844, -96.711382 43.562324, -96.711644 43.587586, -96.731569 43.564034, -96.747168 43.563654)"
349,7,4,1,p,AM,59.51,0.0,34.1113,20.0000,7;8;9;5;4;,,0804;0810;0826;0835;0838;,484.10;490.12;506.35;515.83;518.21;,6.01;16.24;9.48;2.38;,"LINESTRING (-96.693423 43.563844, -96.711382 43.562324, -96.731241 43.548596, -96.731569 43.564034, -96.747168 43.563654)"
350,7,4,2,p,AM,0.00,0.0,44.6990,18.0000,7;18;16;8;6;5;4;,,0838;0840;0843;0854;0911;0920;0922;,518.21;520.27;523.51;534.83;551.26;560.53;562.91;,2.06;3.23;11.32;16.44;9.27;2.38;,"LINESTRING (-96.693423 43.563844, -96.694078 43.546744, -96.711382 43.546744, -96.711382 43.562324, -96.711644 43.587586, -96.731569 43.564034, -96.747168 43.563654)"
351,7,4,3,p,AM,0.00,0.0,45.0083,19.0000,7;18;16;10;9;5;4;,,0922;0924;0928;0950;0956;1005;1007;,562.91;564.97;568.20;590.30;596.06;605.54;607.92;,2.06;3.23;22.09;5.76;9.48;2.38;,"LINESTRING (-96.693423 43.563844, -96.694078 43.546744, -96.711382 43.546744, -96.731438 43.545271, -96.731241 43.548596, -96.731569 43.564034, -96.747168 43.563654)"
352,7,5,0,p,AM,171.01,0.0,31.7231,9.0000,7;8;6;5;,,0730;0736;0752;0801;,450.00;456.01;472.45;481.72;,6.01;16.44;9.27;,"LINESTRING (-96.693423 43.563844, -96.711382 43.562324, -96.711644 43.587586, -96.731569 43.564034)"
353,7,5,1,p,AM,28.99,0.0,31.7339,18.0000,7;8;9;5;,,0801;0807;0823;0833;,481.72;487.74;503.97;513.46;,6.01;16.24;9.48;,"LINESTRING (-96.693423 43.563844, -96.711382 43.562324, -96.731241 43.548596, -96.731569 43.564034)"
354,7,5,2,p,AM,0.00,0.0,42.3216,16.0000,7;18;16;8;6;5;,,0833;0835;0838;0850;0906;0915;,513.46;515.52;518.75;530.07;546.51;555.78;,2.06;3.23;11.32;16.44;9.27;,"LINESTRING (-96.693423 43.563844, -96.694078 43.546744, -96.711382 43.546744, -96.711382 43.562324, -96.711644 43.587586, -96.731569 43.564034)"
355,7,5,3,p,AM,0.00,0.0,42.6310,17.0000,7;18;16;10;9;5;,,0915;0917;0921;0943;0948;0958;,555.78;557.84;561.07;583.16;588.93;598.41;,2.06;3.23;22.09;5.76;9.48;,"LINESTRING (-96.693423 43.563844, -96.694078 43.546744, -96.711382 43.546744, -96.731438 43.545271, -96.731241 43.548596, -96.731569 43.564034)"
356,7,6,0,p,AM,400.00,0.0,22.4506,5.0000,7;8;6;,,0730;0736;0752;,450.00;456.01;472.45;,6.01;16.44;,"LINESTRING (-96.693423 43.563844, -96.711382 43.562324, -96.711644 43.587586)"
357,7,6,1,p,AM,0.00,0.0,41.0940,22.0000,7;8;9;5;6;,,0752;0758;0814;0824;0833;,472.45;478.47;494.70;504.18;513.54;,6.01;16.24;9.48;9.36;,"LINESTRING (-96.693423 43.563844, -96.711382 43.562324, -96.731241 43.548596, -96.731569 43.564034, -96.711644 43.587586)"
358,7,6,2,p,AM,0.00,0.0,33.0491,12.0000,7;18;16;8;6;,,0833;0835;0838;0850;0906;,513.54;515.60;518.84;530.16;546.59;,2.06;3.23;11.32;16.44;,"LINESTRING (-96.693423 43.563844, -96.694078 43.546744, -96.711382 43.546744, -96.711382 43.562324, -96.711644 43.587586)"
359,7,8,0,p,AM,1000.00,0.0,6.0149,3.0000,7;8;,,0730;0736;,450.00;456.01;,6.01;,"LINESTRING (-96.693423 43.563844, -96.711382 43.562324)"
360,7,8,1,p,AM,0.00,0.0,16.6134,10.0000,7;18;16;8;,,0736;0738;0741;0752;,456.01;458.07;461.31;472.63;,2.06;3.23;11.32;,"LINESTRING (-96.693423 43.563844, -96.694078 43.546744, -96.711382 43.546744, -96.711382 43.562324)"
361,7,9,1,p,AM,600.00,0.0,22.2506,13.0000,7;8;9;,,0730;0736;0752;,450.00;456.01;472.25;,6.01;16.24;,"LINESTRING (-96.693423 43.563844, -96.711382 43.562324, -96.731241 43.548596)"
362,7,9,2,p,AM,0.00,0.0,41.2973,14.0000,7;8;6;5;9;,,0752;0758;0814;0823;0833;,472.25;478.27;494.70;503.97;513.55;,6.01;16.44;9.27;9.57;,"LINESTRING (-96.693423 43.563844, -96.711382 43.562324, -96.711644 43.587586, -96.731569 43.564034, -96.731241 43.548596)"
363,7,9,0,p,AM,0.00,0.0,33.1477,12.0000,7;18;16;10;9;,,0833;0835;0838;0900;0906;,513.55;515.61;518.84;540.93;546.70;,2.06;3.23;22.09;5.76;,"LINESTRING (-96.693423 43.563844, -96.694078 43.546744, -96.711382 43.546744, -96.731438 43.545271, -96.731241 43.548596)"
364,7,9,3,p,AM,0.00,0.0,51.8958,21.0000,7;18;16;8;6;5;9;,,0906;0908;0911;0923;0939;0949;0958;,546.70;548.75;551.99;563.31;579.74;589.02;598.59;,2.06;3.23;11.32;16.44;9.27;9.57;,"LINESTRING (-96.693423 43.563844, -96.694078 43.546744, -96.711382 43.546744, -96.711382 43.562324, -96.711644 43.587586, -96.731569 43.564034, -96.731241 43.548596)"
365,7,10,1,p,AM,352.32,0.0,28.0296,16.0000,7;8;9;10;,,0730;0736;0752;0758;,450.00;456.01;472.25;478.03;,6.01;16.24;5.78;,"LINESTRING (-96.693423 43.563844, -96.711382 43.562324, -96.731241 43.548596, -96.731438 43.545271)"
366,7,10,0,p,AM,1547.68,0.0,27.3854,9.0000,7;18;16;10;,,0758;0800;0803;0825;,478.03;480.09;483.32;505.42;,2.06;3.23;22.09;,"LINESTRING (-96.693423 43.563844, -96.694078 43.546744, -96.711382 43.546744, -96.731438 43.545271)"
367,7,10,3,p,AM,0.00,0.0,29.2536,15.0000,7;18;16;17;10;,,0825;0827;0830;0838;0854;,505.42;507.47;510.71;518.36;534.67;,2.06;3.23;7.65;16.31;,"LINESTRING (-96.693423 43.563844, -96.694078 43.546744, -96.711382 43.546744, -96.711382 43.541280, -96.731438 43.545271)"
368,7,10,2,p,AM,0.00,0.0,40.2496,23.0000,7;18;20;21;22;15;10;,,0854;0856;0901;0909;0913;0922;0934;,534.67;536.73;541.09;549.47;553.38;562.02;574.92;,2.06;4.37;8.37;3.92;8.63;12.90;,"LINESTRING (-96.693423 43.563844, -96.694078 43.546744, -96.711185 43.515333, -96.730979 43.510485, -96.731241 43.514858, -96.731504 43.529401, -96.731438 43.545271)"
369,7,11,1,p,AM,0.00,0.0,41.2806,26.0000,7;8;9;5;4;11;,,0730;0736;0752;0801;0804;0811;,450.00;456.01;472.25;481.73;484.11;491.28;,6.01;16.24;9.48;2.38;7.17;,"LINESTRING (-96.693423 43.563844, -96.711382 43.562324, -96.731241 43.548596, -96.731569 43.564034, -96.747168 43.563654, -96.746841 43.544131)"
370,7,11,2,p,AM,62.93,0.0,40.2537,21.0000,7;8;9;10;11;,,0811;0817;0833;0839;0851;,491.28;497.30;513.53;519.31;531.53;,6.01;16.24;5.78;12.22;,"LINESTRING (-96.693423 43.563844, -96.711382 43.562324, -96.731241 43.548596, -96.731438 43.545271, -96.746841 43.544131)"
371,7,11,3,p,AM,0.00,0.0,56.6339,30.0000,7;8;6;2;1;3;12;11;,,0851;0857;0913;0920;0926;0930;0934;0948;,531.53;537.55;553.98;560.19;566.19;570.20;574.23;588.17;,6.01;16.44;6.21;6.00;4.01;4.02;13.94;,"LINESTRING (-96.693423 43.563844, -96.711382 43.562324, -96.711644 43.587586, -96.711251 43.605813, -96.770420 43.612828, -96.774303 43.572962, -96.780137 43.543941, -96.746841 43.544131)"
372,7,11,0,p,AM,437.07,0.0,39.6095,14.0000,7;18;16;10;11;,,0948;0950;0953;1015;1027;,588.17;590.23;593.46;615.55;627.78;,2.06;3.23;22.09;12.22;,"LINESTRING (-96.693423 43.563844, -96.694078 43.546744, -96.711382 43.546744, -96.731438 43.545271, -96.746841 43.544131)"
373,7,11,5,p,AM,0.00,0.0,41.4777,20.0000,7;18;16;17;10;11;,,1027;1029;1033;1040;1057;1109;,627.78;629.84;633.07;640.72;657.03;669.26;,2.06;3.23;7.65;16.31;12.22;,"LINESTRING (-96.693423 43.563844, -96.694078 43.546744, -96.711382 43.546744, -96.711382 43.541280, -96.731438 43.545271, -96.746841 43.544131)"
374,7,11,4,p,AM,0.00,0.0,49.9084,21.0000,7;18;16;17;19;15;14;11;,,1109;1111;1114;1122;1129;1133;1145;1159;,669.26;671.31;674.55;682.20;689.63;693.67;705.92;719.16;,2.06;3.23;7.65;7.43;4.04;12.25;13.24;,"LINESTRING (-96.693423 43.563844, -96.694078 43.546744, -96.711382 43.546744, -96.711382 43.541280, -96.711316 43.529591, -96.731504 43.529401, -96.751035 43.529306, -96.746841 43.544131)"
