link_seq_id,link_id,base_s0_link_type,from_node_id,to_node_id,geometry,distance_km,distance_mile,fftt,free_speed_base_mode,link_specific_speed_diff,capacity_base_mode,link_specific_capacity_diff,meso_link_id,tmc,tmc_corridor_name,tmc_corridor_id,tmc_road_order,tmc_road_sequence,subarea_id,lanes_s0,link_type_s0,lanes_p1_s0_auto,lanes_p2_s0_auto,lanes_p3_s0_auto,VOL_p1_s0_auto,VOL_p2_s0_auto,VOL_p3_s0_auto,MEU_p1_s0_auto,MEU_p2_s0_auto,MEU_p3_s0_auto,CAP_p1_s0_auto,CAP_p2_s0_auto,CAP_p3_s0_auto,PEN_p1_s0_auto,PEN_p2_s0_auto,PEN_p3_s0_auto,DOC_p1_s0_auto,DOC_p2_s0_auto,DOC_p3_s0_auto,TT_p1_s0_auto,TT_p2_s0_auto,TT_p3_s0_auto,CO2_p1_s0_auto,CO2_p2_s0_auto,CO2_p3_s0_auto,NOX_p1_s0_auto,NOX_p2_s0_auto,NOX_p3_s0_auto,VOL_am_25nb_auto,MEU_am_25nb_auto,CAP_am_25nb_auto,PEN_am_25nb_auto,DOC_am_25nb_auto,TT_am_25nb_auto,CO2_am_25nb_auto,NOX_am_25nb_auto,VOL_md_25nb_auto,MEU_md_25nb_auto,CAP_md_25nb_auto,PEN_md_25nb_auto,DOC_md_25nb_auto,TT_md_25nb_auto,CO2_md_25nb_auto,NOX_md_25nb_auto,VOL_pm_25nb_auto,MEU_pm_25nb_auto,CAP_pm_25nb_auto,PEN_pm_25nb_auto,DOC_pm_25nb_auto,TT_pm_25nb_auto,CO2_pm_25nb_auto,NOX_pm_25nb_auto,
37,37,motorway,12,13,"LINESTRING (-96.780394 43.544005, -96.793634 43.490771)",3.000000,1.864512,3.000000,60.000000,-60.000000,25900.200640,23900.200640,-1,,network_wide,-1,0,-1,1,1.0,motorway,1.0,1.0,1.0,12777.9,9910.4,23265.6,12777.9,9910.4,23265.6,25900.2,25900.2,25900.2,0.0,0.0,0.0,0.5,0.4,0.9,3.0,3.0,3.3,795460.2,617601.0,1435388.3,210.9,164.2,365.0,12777.9,12777.9,25900.201,0.000,0.493,3.027,795460.230,210.891,9910.4,9910.4,25900.201,0.000,0.383,3.010,617600.979,164.199,23265.6,23265.6,25900.201,0.000,0.898,3.293,1435388.348,364.959,
38,38,motorway,13,12,"LINESTRING (-96.793120 43.490643, -96.779880 43.543877)",3.000000,1.864512,3.000000,60.000000,-60.000000,25900.200640,23900.200640,-1,,network_wide,-1,0,-1,1,1.0,motorway,1.0,1.0,1.0,12860.1,9983.3,23399.6,12860.1,9983.3,23399.6,25900.2,25900.2,25900.2,0.0,0.0,0.0,0.5,0.4,0.9,3.0,3.0,3.3,800546.4,622137.7,1443546.6,212.2,165.4,366.7,12860.1,12860.1,25900.201,0.000,0.497,3.027,800546.352,212.215,9983.3,9983.3,25900.201,0.000,0.385,3.010,622137.690,165.397,23399.6,23399.6,25900.201,0.000,0.903,3.300,1443546.614,366.659,
39,39,motorway,13,24,"LINESTRING (-96.793305 43.490452, -96.749128 43.502909)",4.000000,2.486016,4.000000,60.000000,-60.000000,5091.256152,3091.256152,-1,,network_wide,-1,0,-1,1,1.0,motorway,1.0,1.0,1.0,11041.6,9110.4,15884.3,11041.6,9110.4,15884.3,5091.3,5091.3,5091.3,0.0,0.0,0.0,2.2,1.8,3.1,17.3,10.2,60.8,1720775.2,990956.2,7332598.0,229.0,166.9,676.3,11041.6,11041.6,5091.256,0.000,2.169,17.273,1720775.241,229.019,9110.4,9110.4,5091.256,0.000,1.789,10.152,990956.190,166.912,15884.3,15884.3,5091.256,0.000,3.120,60.849,7332597.953,676.307,
40,40,motorway,14,11,"LINESTRING (-96.750781 43.529234, -96.746586 43.544059)",4.000000,2.486016,4.000000,60.000000,-60.000000,4876.508287,2876.508287,-1,,network_wide,-1,0,-1,1,1.0,motorway,1.0,1.0,1.0,9857.5,8410.7,14251.7,9857.5,8410.7,14251.7,4876.5,4876.5,4876.5,0.0,0.0,0.0,2.0,1.7,2.9,14.0,9.3,47.8,1319588.9,871294.6,5261926.0,191.7,153.0,509.8,9857.5,9857.5,4876.508,0.000,2.021,14.018,1319588.893,191.750,8410.7,8410.7,4876.508,0.000,1.725,9.309,871294.620,152.976,14251.7,14251.7,4876.508,0.000,2.923,47.771,5261926.007,509.806,
41,41,motorway,14,15,"LINESTRING (-96.751034 43.529041, -96.731502 43.529136)",5.000000,3.107520,5.000000,60.000000,-60.000000,5127.526119,3127.526119,-1,,network_wide,-1,0,-1,1,1.0,motorway,1.0,1.0,1.0,8994.6,7372.8,13394.3,8994.6,7372.8,13394.3,5127.5,5127.5,5127.5,0.0,0.0,0.0,1.8,1.4,2.6,12.1,8.2,39.9,1190215.7,815043.0,4315248.4,205.1,169.9,463.6,8994.6,8994.6,5127.526,0.000,1.754,12.102,1190215.660,205.069,7372.8,7372.8,5127.526,0.000,1.438,8.206,815043.015,169.883,13394.3,13394.3,5127.526,0.000,2.612,39.923,4315248.407,463.556,
42,42,motorway,14,23,"LINESTRING (-96.751300 43.529304, -96.751169 43.514856)",4.000000,2.486016,4.000000,60.000000,-60.000000,4924.790605,2924.790605,-1,,network_wide,-1,0,-1,1,1.0,motorway,1.0,1.0,1.0,8254.0,6584.9,11452.6,8254.0,6584.9,11452.6,4924.8,4924.8,4924.8,0.0,0.0,0.0,1.7,1.3,2.3,8.7,5.9,21.5,826709.5,563780.0,2121401.5,149.7,123.7,259.3,8254.0,8254.0,4924.791,0.000,1.676,8.734,826709.542,149.705,6584.9,6584.9,4924.791,0.000,1.337,5.918,563779.993,123.710,11452.6,11452.6,4924.791,0.000,2.326,21.548,2121401.478,259.327,
43,43,motorway,15,10,"LINESTRING (-96.731239 43.529400, -96.731173 43.545270)",6.000000,3.729024,6.000000,60.000000,-60.000000,13512.001550,11512.001550,-1,,network_wide,-1,0,-1,1,1.0,motorway,1.0,1.0,1.0,23176.1,18518.8,35245.3,23176.1,18518.8,35245.3,13512.0,13512.0,13512.0,0.0,0.0,0.0,1.7,1.4,2.6,13.8,9.2,47.7,3576934.0,2400965.5,13565719.4,631.8,518.3,1459.4,23176.1,23176.1,13512.002,0.000,1.715,13.790,3576933.992,631.837,18518.8,18518.8,13512.002,0.000,1.371,9.175,2400965.533,518.272,35245.3,35245.3,13512.002,0.000,2.608,47.665,13565719.413,1459.441,
44,44,motorway,15,14,"LINESTRING (-96.731505 43.529666, -96.751037 43.529571)",5.000000,3.107520,5.000000,60.000000,-60.000000,5127.526119,3127.526119,-1,,network_wide,-1,0,-1,1,1.0,motorway,1.0,1.0,1.0,9040.1,7403.2,13449.1,9040.1,7403.2,13449.1,5127.5,5127.5,5127.5,0.0,0.0,0.0,1.8,1.4,2.6,12.2,8.3,40.5,1204282.9,820270.2,4387118.4,206.3,170.4,469.3,9040.1,9040.1,5127.526,0.000,1.763,12.246,1204282.928,206.315,7403.2,7403.2,5127.526,0.000,1.444,8.259,820270.230,170.425,13449.1,13449.1,5127.526,0.000,2.623,40.498,4387118.368,469.322,
45,45,motorway,15,19,"LINESTRING (-96.731501 43.529136, -96.711314 43.529326)",3.000000,1.864512,3.000000,60.000000,-60.000000,14564.753150,12564.753150,-1,,network_wide,-1,0,-1,1,1.0,motorway,1.0,1.0,1.0,19182.0,16244.5,27543.8,19182.0,16244.5,27543.8,14564.8,14564.8,14564.8,0.0,0.0,0.0,1.3,1.1,1.9,4.4,3.7,8.8,1225448.4,1006590.8,2446986.7,271.5,241.8,386.0,19182.0,19182.0,14564.753,0.000,1.317,4.354,1225448.425,271.469,16244.5,16244.5,14564.753,0.000,1.115,3.696,1006590.781,241.764,27543.8,27543.8,14564.753,0.000,1.891,8.756,2446986.685,386.039,
46,46,motorway,15,22,"LINESTRING (-96.731768 43.529396, -96.731506 43.514853)",3.000000,1.864512,3.000000,60.000000,-60.000000,9599.180565,7599.180565,-1,,network_wide,-1,0,-1,1,1.0,motorway,1.0,1.0,1.0,18253.6,15361.0,24468.3,18253.6,15361.0,24468.3,9599.2,9599.2,9599.2,0.0,0.0,0.0,1.9,1.6,2.5,8.9,6.0,22.0,1636809.8,1100934.9,4394173.6,256.5,209.0,484.3,18253.6,18253.6,9599.181,0.000,1.902,8.884,1636809.785,256.502,15361.0,15361.0,9599.181,0.000,1.600,5.951,1100934.913,208.957,24468.3,24468.3,9599.181,0.000,2.549,21.997,4394173.621,484.253,
47,47,motorway,16,8,"LINESTRING (-96.711117 43.546744, -96.711117 43.562324)",5.000000,3.107520,5.000000,60.000000,-60.000000,5045.822583,3045.822583,-1,,network_wide,-1,0,-1,1,1.0,motorway,1.0,1.0,1.0,8352.4,6217.3,11919.7,8352.4,6217.3,11919.7,5045.8,5045.8,5045.8,0.0,0.0,0.0,1.7,1.2,2.4,10.6,6.7,28.4,1031666.8,650744.8,2877238.5,189.3,149.6,345.3,8352.4,8352.4,5045.823,0.000,1.655,10.631,1031666.831,189.263,6217.3,6217.3,5045.823,0.000,1.232,6.729,650744.811,149.640,11919.7,11919.7,5045.823,0.000,2.362,28.355,2877238.531,345.273,
48,48,motorway,16,10,"LINESTRING (-96.711401 43.547008, -96.731457 43.545535)",4.000000,2.486016,4.000000,60.000000,-60.000000,4854.917717,2854.917717,-1,,network_wide,-1,0,-1,1,1.0,motorway,1.0,1.0,1.0,11077.2,9525.8,16134.1,11077.2,9525.8,16134.1,4854.9,4854.9,4854.9,0.0,0.0,0.0,2.3,2.0,3.3,20.3,12.9,77.2,1953399.0,1204097.7,9312592.4,244.3,181.6,825.1,11077.2,11077.2,4854.918,0.000,2.282,20.261,1953399.006,244.297,9525.8,9525.8,4854.918,0.000,1.962,12.892,1204097.692,181.574,16134.1,16134.1,4854.918,0.000,3.323,77.183,9312592.364,825.128,
49,49,motorway,16,17,"LINESTRING (-96.711647 43.546744, -96.711647 43.541280)",2.000000,1.243008,2.000000,60.000000,-60.000000,5229.910063,3229.910063,-1,,network_wide,-1,0,-1,1,1.0,motorway,1.0,1.0,1.0,11384.0,9169.3,15860.8,11384.0,9169.3,15860.8,5229.9,5229.9,5229.9,0.0,0.0,0.0,2.2,1.8,3.0,8.7,4.8,27.4,894680.7,484997.2,3319167.0,118.5,83.6,312.4,11384.0,11384.0,5229.910,0.000,2.177,8.735,894680.725,118.533,9169.3,9169.3,5229.910,0.000,1.753,4.835,484997.159,83.613,15860.8,15860.8,5229.910,0.000,3.033,27.377,3319166.983,312.435,
50,50,motorway,16,18,"LINESTRING (-96.711382 43.546479, -96.694078 43.546479)",3.000000,1.864512,3.000000,60.000000,-60.000000,19679.896710,17679.896710,-1,,network_wide,-1,0,-1,1,1.0,motorway,1.0,1.0,1.0,15687.9,10631.8,27959.1,15687.9,10631.8,27959.1,19679.9,19679.9,19679.9,0.0,0.0,0.0,0.8,0.5,1.4,3.2,3.0,4.8,970033.1,661407.7,1842749.2,250.9,175.0,387.6,15687.9,15687.9,19679.897,0.000,0.797,3.182,970033.065,250.867,10631.8,10631.8,19679.897,0.000,0.540,3.038,661407.713,175.015,27959.1,27959.1,19679.897,0.000,1.421,4.833,1842749.194,387.633,
51,51,motorway,17,10,"LINESTRING (-96.711330 43.541540, -96.731386 43.545531)",8.000000,4.972032,8.000000,60.000000,-60.000000,4993.510694,2993.510694,-1,,network_wide,-1,0,-1,1,1.0,motorway,1.0,1.0,1.0,8100.0,6302.3,12484.9,8100.0,6302.3,12484.9,4993.5,4993.5,4993.5,0.0,0.0,0.0,1.6,1.3,2.5,16.3,11.0,54.9,1568124.2,1060981.3,5650094.2,293.7,240.9,635.8,8100.0,8100.0,4993.511,0.000,1.622,16.308,1568124.218,293.668,6302.3,6302.3,4993.511,0.000,1.262,11.045,1060981.277,240.913,12484.9,12484.9,4993.511,0.000,2.500,54.893,5650094.168,635.764,
52,52,motorway,17,16,"LINESTRING (-96.711117 43.541280, -96.711117 43.546744)",2.000000,1.243008,2.000000,60.000000,-60.000000,5229.910063,3229.910063,-1,,network_wide,-1,0,-1,1,1.0,motorway,1.0,1.0,1.0,11393.2,9166.0,15847.4,11393.2,9166.0,15847.4,5229.9,5229.9,5229.9,0.0,0.0,0.0,2.2,1.8,3.0,8.8,4.8,27.3,897100.5,484586.0,3306819.1,118.7,83.6,311.5,11393.2,11393.2,5229.910,0.000,2.178,8.757,897100.453,118.735,9166.0,9166.0,5229.910,0.000,1.753,4.830,484586.047,83.576,15847.4,15847.4,5229.910,0.000,3.030,27.292,3306819.050,311.469,
53,53,motorway,17,19,"LINESTRING (-96.711647 43.541279, -96.711581 43.529590)",2.000000,1.243008,2.000000,60.000000,-60.000000,4823.950831,2823.950831,-1,,network_wide,-1,0,-1,1,1.0,motorway,1.0,1.0,1.0,9816.1,8754.8,12184.2,9816.1,8754.8,12184.2,4824.0,4824.0,4824.0,0.0,0.0,0.0,2.0,1.8,2.5,7.1,5.3,14.2,665834.0,485945.9,1419935.3,96.0,80.5,158.0,9816.1,9816.1,4823.951,0.000,2.035,7.144,665833.961,95.955,8754.8,8754.8,4823.951,0.000,1.815,5.255,485945.928,80.519,12184.2,12184.2,4823.951,0.000,2.526,14.210,1419935.304,158.022,
54,54,motorway,18,7,"LINESTRING (-96.693814 43.546733, -96.693158 43.563833)",2.000000,1.243008,2.000000,60.000000,-60.000000,23403.473190,21403.473190,-1,,network_wide,-1,0,-1,1,1.0,motorway,1.0,1.0,1.0,16031.0,11921.5,24682.9,16031.0,11921.5,24682.9,23403.5,23403.5,23403.5,0.0,0.0,0.0,0.7,0.5,1.1,2.1,2.0,2.4,662821.1,494656.7,1016314.3,173.7,131.1,248.8,16031.0,16031.0,23403.473,0.000,0.685,2.066,662821.052,173.669,11921.5,11921.5,23403.473,0.000,0.509,2.020,494656.662,131.064,24682.9,24682.9,23403.473,0.000,1.055,2.371,1016314.312,248.773,
55,55,motorway,18,16,"LINESTRING (-96.694078 43.547008, -96.711382 43.547008)",3.000000,1.864512,3.000000,60.000000,-60.000000,19679.896710,17679.896710,-1,,network_wide,-1,0,-1,1,1.0,motorway,1.0,1.0,1.0,15794.1,10648.7,28035.4,15794.1,10648.7,28035.4,19679.9,19679.9,19679.9,0.0,0.0,0.0,0.8,0.5,1.4,3.2,3.0,4.9,976463.7,662448.8,1850373.5,252.3,175.3,388.4,15794.1,15794.1,19679.897,0.000,0.803,3.187,976463.746,252.335,10648.7,10648.7,19679.897,0.000,0.541,3.039,662448.792,175.283,28035.4,28035.4,19679.897,0.000,1.425,4.853,1850373.452,388.437,
56,56,motorway,18,20,"LINESTRING (-96.694311 43.546870, -96.711418 43.515460)",4.000000,2.486016,4.000000,60.000000,-60.000000,23403.473190,21403.473190,-1,,network_wide,-1,0,-1,1,1.0,motorway,1.0,1.0,1.0,19347.0,14115.4,31227.8,19347.0,14115.4,31227.8,23403.5,23403.5,23403.5,0.0,0.0,0.0,0.8,0.6,1.3,4.3,4.1,5.9,1593847.1,1169462.9,2671692.6,410.4,308.4,587.0,19347.0,19347.0,23403.473,0.000,0.827,4.280,1593847.095,410.383,14115.4,14115.4,23403.473,0.000,0.603,4.079,1169462.947,308.380,31227.8,31227.8,23403.473,0.000,1.334,5.902,2671692.628,587.026,
57,57,motorway,19,15,"LINESTRING (-96.711319 43.529856, -96.731506 43.529666)",3.000000,1.864512,3.000000,60.000000,-60.000000,14564.753150,12564.753150,-1,,network_wide,-1,0,-1,1,1.0,motorway,1.0,1.0,1.0,19159.1,16283.3,27576.7,19159.1,16283.3,27576.7,14564.8,14564.8,14564.8,0.0,0.0,0.0,1.3,1.1,1.9,4.3,3.7,8.8,1223519.5,1009189.9,2454809.4,271.2,242.2,386.7,19159.1,19159.1,14564.753,0.000,1.315,4.347,1223519.466,271.241,16283.3,16283.3,14564.753,0.000,1.118,3.703,1009189.936,242.173,27576.7,27576.7,14564.753,0.000,1.893,8.783,2454809.423,386.713,
58,58,motorway,19,17,"LINESTRING (-96.711051 43.529593, -96.711117 43.541282)",2.000000,1.243008,2.000000,60.000000,-60.000000,4823.950831,2823.950831,-1,,network_wide,-1,0,-1,1,1.0,motorway,1.0,1.0,1.0,9825.3,8756.7,12181.4,9825.3,8756.7,12181.4,4824.0,4824.0,4824.0,0.0,0.0,0.0,2.0,1.8,2.5,7.2,5.3,14.2,667727.7,486213.8,1418659.7,96.1,80.5,157.9,9825.3,9825.3,4823.951,0.000,2.037,7.163,667727.670,96.116,8756.7,8756.7,4823.951,0.000,1.815,5.257,486213.800,80.543,12181.4,12181.4,4823.951,0.000,2.525,14.198,1418659.652,157.919,
59,59,motorway,19,20,"LINESTRING (-96.711581 43.529589, -96.711450 43.515331)",4.000000,2.486016,4.000000,60.000000,-60.000000,5002.607563,3002.607563,-1,,network_wide,-1,0,-1,1,1.0,motorway,1.0,1.0,1.0,8637.7,7339.2,12962.4,8637.7,7339.2,12962.4,5002.6,5002.6,5002.6,0.0,0.0,0.0,1.7,1.5,2.6,9.3,6.8,31.0,896033.5,656627.2,3259713.2,157.1,134.7,353.1,8637.7,8637.7,5002.608,0.000,1.727,9.333,896033.455,157.129,7339.2,7339.2,5002.608,0.000,1.467,6.779,656627.241,134.698,12962.4,12962.4,5002.608,0.000,2.591,31.046,3259713.228,353.104,
60,60,motorway,20,18,"LINESTRING (-96.710953 43.515207, -96.693846 43.546617)",4.000000,2.486016,4.000000,60.000000,-60.000000,23403.473190,21403.473190,-1,,network_wide,-1,0,-1,1,1.0,motorway,1.0,1.0,1.0,19386.9,14082.6,31215.3,19386.9,14082.6,31215.3,23403.5,23403.5,23403.5,0.0,0.0,0.0,0.8,0.6,1.3,4.3,4.1,5.9,1597064.9,1166781.9,2670242.1,411.1,307.7,586.9,19386.9,19386.9,23403.473,0.000,0.828,4.283,1597064.857,411.102,14082.6,14082.6,23403.473,0.000,0.602,4.079,1166781.896,307.701,31215.3,31215.3,23403.473,0.000,1.334,5.899,2670242.102,586.858,
61,61,motorway,20,19,"LINESTRING (-96.710920 43.515336, -96.711051 43.529594)",4.000000,2.486016,4.000000,60.000000,-60.000000,5002.607563,3002.607563,-1,,network_wide,-1,0,-1,1,1.0,motorway,1.0,1.0,1.0,8624.0,7379.9,12992.4,8624.0,7379.9,12992.4,5002.6,5002.6,5002.6,0.0,0.0,0.0,1.7,1.5,2.6,9.3,6.8,31.3,892858.1,662528.5,3290213.9,156.8,135.3,355.6,8624.0,8624.0,5002.608,0.000,1.724,9.299,892858.063,156.845,7379.9,7379.9,5002.608,0.000,1.475,6.842,662528.472,135.295,12992.4,12992.4,5002.608,0.000,2.597,31.298,3290213.856,355.556,
62,62,motorway,20,21,"LINESTRING (-96.711248 43.515591, -96.731042 43.510742)",6.000000,3.729024,6.000000,60.000000,-60.000000,5059.912340,3059.912340,-1,,network_wide,-1,0,-1,1,1.0,motorway,1.0,1.0,1.0,6198.3,4796.0,9537.5,6198.3,4796.0,9537.5,5059.9,5059.9,5059.9,0.0,0.0,0.0,1.2,0.9,1.9,8.0,6.7,17.4,777618.2,591495.5,1685343.3,179.3,148.8,266.9,6198.3,6198.3,5059.912,0.000,1.225,8.027,777618.203,179.342,4796.0,4796.0,5059.912,0.000,0.948,6.726,591495.526,148.834,9537.5,9537.5,5059.912,0.000,1.885,17.361,1685343.298,266.943,
63,63,motorway,20,22,"LINESTRING (-96.711191 43.515598, -96.731248 43.515123)",5.000000,3.107520,5.000000,60.000000,-60.000000,5075.697193,3075.697193,-1,,network_wide,-1,0,-1,1,1.0,motorway,1.0,1.0,1.0,7000.0,5621.6,10869.8,7000.0,5621.6,10869.8,5075.7,5075.7,5075.7,0.0,0.0,0.0,1.4,1.1,2.1,7.7,6.1,20.8,758288.7,580254.2,2057059.2,163.0,139.7,278.1,7000.0,7000.0,5075.697,0.000,1.379,7.713,758288.717,162.979,5621.6,5621.6,5075.697,0.000,1.108,6.129,580254.216,139.725,10869.8,10869.8,5075.697,0.000,2.142,20.775,2057059.175,278.106,
64,64,motorway,21,20,"LINESTRING (-96.730916 43.510228, -96.711122 43.515076)",6.000000,3.729024,6.000000,60.000000,-60.000000,5059.912340,3059.912340,-1,,network_wide,-1,0,-1,1,1.0,motorway,1.0,1.0,1.0,6120.2,4724.0,9494.1,6120.2,4724.0,9494.1,5059.9,5059.9,5059.9,0.0,0.0,0.0,1.2,0.9,1.9,7.9,6.7,17.2,766050.0,582664.4,1665128.2,177.8,147.1,265.2,6120.2,6120.2,5059.912,0.000,1.210,7.926,766050.047,177.774,4724.0,4724.0,5059.912,0.000,0.934,6.684,582664.359,147.073,9494.1,9494.1,5059.912,0.000,1.876,17.156,1665128.162,265.196,
65,65,motorway,21,22,"LINESTRING (-96.730715 43.510501, -96.730977 43.514874)",2.000000,1.243008,2.000000,60.000000,-60.000000,5229.910063,3229.910063,-1,,network_wide,-1,0,-1,1,1.0,motorway,1.0,1.0,1.0,8521.9,7578.5,11934.7,8521.9,7578.5,11934.7,5229.9,5229.9,5229.9,0.0,0.0,0.0,1.6,1.4,2.3,4.1,3.3,10.1,414290.5,336568.8,1052719.3,77.2,69.7,131.6,8521.9,8521.9,5229.910,0.000,1.629,4.115,414290.488,77.235,7578.5,7578.5,5229.910,0.000,1.449,3.323,336568.828,69.728,11934.7,11934.7,5229.910,0.000,2.282,10.136,1052719.339,131.631,
66,66,motorway,21,24,"LINESTRING (-96.731078 43.510731, -96.749299 43.503410)",3.000000,1.864512,3.000000,60.000000,-60.000000,4885.357564,2885.357564,-1,,network_wide,-1,0,-1,1,1.0,motorway,1.0,1.0,1.0,10258.4,8661.5,14704.0,10258.4,8661.5,14704.0,4885.4,4885.4,4885.4,0.0,0.0,0.0,2.1,1.8,3.0,11.7,7.4,39.9,1115001.2,697587.2,4497537.8,154.5,118.7,425.8,10258.4,10258.4,4885.358,0.000,2.100,11.749,1115001.157,154.493,8661.5,8661.5,4885.358,0.000,1.773,7.446,697587.242,118.750,14704.0,14704.0,4885.358,0.000,3.010,39.929,4497537.808,425.775,
67,67,motorway,22,15,"LINESTRING (-96.730977 43.514863, -96.731239 43.529406)",3.000000,1.864512,3.000000,60.000000,-60.000000,9599.180565,7599.180565,-1,,network_wide,-1,0,-1,1,1.0,motorway,1.0,1.0,1.0,18250.6,15355.2,24465.6,18250.6,15355.2,24465.6,9599.2,9599.2,9599.2,0.0,0.0,0.0,1.9,1.6,2.5,8.9,5.9,22.0,1636088.5,1100134.8,4392268.2,256.4,208.9,484.1,18250.6,18250.6,9599.181,0.000,1.901,8.880,1636088.481,256.440,15355.2,15355.2,9599.181,0.000,1.600,5.946,1100134.770,208.882,24465.6,24465.6,9599.181,0.000,2.549,21.989,4392268.225,484.099,
68,68,motorway,22,20,"LINESTRING (-96.731235 43.514593, -96.711179 43.515069)",5.000000,3.107520,5.000000,60.000000,-60.000000,5075.697193,3075.697193,-1,,network_wide,-1,0,-1,1,1.0,motorway,1.0,1.0,1.0,7004.4,5621.5,10780.7,7004.4,5621.5,10780.7,5075.7,5075.7,5075.7,0.0,0.0,0.0,1.4,1.1,2.1,7.7,6.1,20.3,758963.9,580249.7,2002789.3,163.1,139.7,273.6,7004.4,7004.4,5075.697,0.000,1.380,7.720,758963.915,163.054,5621.5,5621.5,5075.697,0.000,1.108,6.128,580249.665,139.724,10780.7,10780.7,5075.697,0.000,2.124,20.264,2002789.306,273.564,
69,69,motorway,22,21,"LINESTRING (-96.731506 43.514842, -96.731244 43.510469)",2.000000,1.243008,2.000000,60.000000,-60.000000,5229.910063,3229.910063,-1,,network_wide,-1,0,-1,1,1.0,motorway,1.0,1.0,1.0,8474.7,7543.8,11966.1,8474.7,7543.8,11966.1,5229.9,5229.9,5229.9,0.0,0.0,0.0,1.6,1.4,2.3,4.1,3.3,10.2,409752.0,334159.9,1062602.1,76.8,69.5,132.4,8474.7,8474.7,5229.910,0.000,1.620,4.068,409752.039,76.815,7543.8,7543.8,5229.910,0.000,1.442,3.299,334159.922,69.479,11966.1,11966.1,5229.910,0.000,2.288,10.222,1062602.079,132.446,
70,70,motorway,22,23,"LINESTRING (-96.731241 43.515123, -96.750904 43.515123)",4.000000,2.486016,4.000000,60.000000,-60.000000,5000.000000,3000.000000,-1,,network_wide,-1,0,-1,1,1.0,motorway,1.0,1.0,1.0,9583.2,8082.4,13912.8,9583.2,8082.4,13912.8,5000.0,5000.0,5000.0,0.0,0.0,0.0,1.9,1.6,2.8,12.1,8.1,40.0,1161423.3,779740.0,4371388.3,180.3,146.5,441.8,9583.2,9583.2,5000.000,0.000,1.917,12.097,1161423.327,180.263,8082.4,8082.4,5000.000,0.000,1.616,8.097,779739.954,146.530,13912.8,13912.8,5000.000,0.000,2.783,39.969,4371388.259,441.807,
71,71,motorway,23,14,"LINESTRING (-96.750640 43.514861, -96.750771 43.529309)",4.000000,2.486016,4.000000,60.000000,-60.000000,4924.790605,2924.790605,-1,,network_wide,-1,0,-1,1,1.0,motorway,1.0,1.0,1.0,8248.6,6589.8,11453.8,8248.6,6589.8,11453.8,4924.8,4924.8,4924.8,0.0,0.0,0.0,1.7,1.3,2.3,8.7,5.9,21.6,825555.1,564345.6,2122173.2,149.6,123.8,259.4,8248.6,8248.6,4924.791,0.000,1.675,8.722,825555.109,149.600,6589.8,6589.8,4924.791,0.000,1.338,5.923,564345.568,123.775,11453.8,11453.8,4924.791,0.000,2.326,21.555,2122173.233,259.391,
72,72,motorway,23,22,"LINESTRING (-96.750904 43.514593, -96.731241 43.514593)",4.000000,2.486016,4.000000,60.000000,-60.000000,5000.000000,3000.000000,-1,,network_wide,-1,0,-1,1,1.0,motorway,1.0,1.0,1.0,9537.3,8041.8,13852.4,9537.3,8041.8,13852.4,5000.0,5000.0,5000.0,0.0,0.0,0.0,1.9,1.6,2.8,11.9,8.0,39.3,1146330.4,772112.1,4291929.0,179.0,145.8,435.5,9537.3,9537.3,5000.000,0.000,1.907,11.943,1146330.402,178.965,8041.8,8041.8,5000.000,0.000,1.608,8.015,772112.111,145.822,13852.4,13852.4,5000.000,0.000,2.770,39.349,4291929.033,435.498,
73,73,motorway,23,24,"LINESTRING (-96.751166 43.514820, -96.749462 43.503126)",2.000000,1.243008,2.000000,60.000000,-60.000000,5078.508436,3078.508436,-1,,network_wide,-1,0,-1,1,1.0,motorway,1.0,1.0,1.0,7858.9,6157.3,11614.7,7858.9,6157.3,11614.7,5078.5,5078.5,5078.5,0.0,0.0,0.0,1.5,1.2,2.3,3.7,2.6,10.2,364886.4,257003.5,1030258.1,71.5,59.6,128.5,7858.9,7858.9,5078.508,0.000,1.547,3.720,364886.356,71.483,6157.3,6157.3,5078.508,0.000,1.212,2.648,257003.472,59.574,11614.7,11614.7,5078.508,0.000,2.287,10.207,1030258.071,128.481,
74,74,motorway,24,13,"LINESTRING (-96.749272 43.503419, -96.793448 43.490962)",4.000000,2.486016,4.000000,60.000000,-60.000000,5091.256152,3091.256152,-1,,network_wide,-1,0,-1,1,1.0,motorway,1.0,1.0,1.0,11023.8,9103.3,15868.3,11023.8,9103.3,15868.3,5091.3,5091.3,5091.3,0.0,0.0,0.0,2.2,1.8,3.1,17.2,10.1,60.6,1711601.9,989118.3,7299597.3,228.3,166.8,673.7,11023.8,11023.8,5091.256,0.000,2.165,17.188,1711601.907,228.254,9103.3,9103.3,5091.256,0.000,1.788,10.133,989118.332,166.751,15868.3,15868.3,5091.256,0.000,3.117,60.621,7299597.335,673.733,
