name,node_id,zone_id,ctrl_type,node_type,activity_type,is_boundary,x_coord,y_coord,geometry
,1217,,,,primary,0,-111.9430383,33.4219283,POINT (-111.9430383 33.4219283)
,1218,994,,,residential,0,-111.9301168,33.4083093,POINT (-111.9301168 33.4083093)
,1219,995,,,residential,0,-111.9301223,33.4075271,POINT (-111.9301223 33.4075271)
,1220,996,,,residential,0,-111.9321348,33.3811701,POINT (-111.9321348 33.3811701)
,1221,997,,turning_circle,residential,0,-111.9311352,33.3844089,POINT (-111.9311352 33.3844089)
,1222,,,,tertiary,0,-111.9097583,33.3536131,POINT (-111.9097583 33.3536131)
,1223,998,,,residential,0,-111.9358613,33.3346426,POINT (-111.9358613 33.3346426)
,1224,999,,,residential,0,-111.9005276,33.4017012,POINT (-111.9005276 33.4017012)
,1225,1000,,,residential,0,-111.899743,33.4016357,POINT (-111.899743 33.4016357)
,1226,1001,,,residential,0,-111.8991164,33.4016429,POINT (-111.8991164 33.4016429)
,1227,1002,,,residential,0,-111.8969313,33.4020666,POINT (-111.8969313 33.4020666)
,1228,,,,others,0,-111.9531162,33.4438879,POINT (-111.9531162 33.4438879)
,1229,1003,,,residential,0,-111.9275537,33.4018506,POINT (-111.9275537 33.4018506)
,1230,1004,,,residential,0,-111.9306007,33.4018363,POINT (-111.9306007 33.4018363)
,1231,1005,,,residential,0,-111.9407857,33.3370459,POINT (-111.9407857 33.3370459)
,1232,,,motorway_junction,motorway,0,-111.9676813,33.397497,POINT (-111.9676813 33.397497)
,1233,1006,,,residential,0,-111.934918,33.4010624,POINT (-111.934918 33.4010624)
,1234,1007,,,residential,0,-111.9255604,33.4461769,POINT (-111.9255604 33.4461769)
,1235,1008,,,residential,0,-111.9355628,33.4010541,POINT (-111.9355628 33.4010541)
,1236,1009,,,residential,0,-111.9363599,33.4011842,POINT (-111.9363599 33.4011842)
,1237,1010,,,residential,0,-111.9372354,33.4013777,POINT (-111.9372354 33.4013777)
,1238,1011,,turning_circle,residential,0,-111.9365059,33.4007041,POINT (-111.9365059 33.4007041)
,1239,,,,secondary,0,-111.9626081,33.4294443,POINT (-111.9626081 33.4294443)
,1240,1012,,turning_circle,residential,0,-111.9355502,33.4007107,POINT (-111.9355502 33.4007107)
,1241,1013,,turning_circle,residential,0,-111.9355703,33.401306,POINT (-111.9355703 33.401306)
,1242,1014,,,residential,0,-111.9616231,33.3902858,POINT (-111.9616231 33.3902858)
,1243,1015,,,residential,0,-111.9616162,33.3906243,POINT (-111.9616162 33.3906243)
,1244,1016,,,residential,0,-111.9069527,33.4014064,POINT (-111.9069527 33.4014064)
,1245,1017,,,residential,0,-111.9522017,33.4199752,POINT (-111.9522017 33.4199752)
,1246,1018,,,residential,0,-111.9060515,33.4013347,POINT (-111.9060515 33.4013347)
,1247,1019,,,residential,0,-111.9423163,33.3368832,POINT (-111.9423163 33.3368832)
,1248,1020,,,residential,0,-111.9522017,33.4204121,POINT (-111.9522017 33.4204121)
,1249,1021,,,residential,0,-111.9544437,33.4204117,POINT (-111.9544437 33.4204117)
,1250,1022,,,residential,0,-111.9248613,33.4020652,POINT (-111.9248613 33.4020652)
,1251,1023,,,residential,0,-111.9564858,33.4203567,POINT (-111.9564858 33.4203567)
,1252,1024,,,residential,0,-111.9239581,33.4020652,POINT (-111.9239581 33.4020652)
,1253,1025,,,residential,0,-111.9585792,33.4203638,POINT (-111.9585792 33.4203638)
,1254,1026,,,residential,0,-111.9381163,33.3346336,POINT (-111.9381163 33.3346336)
,1255,1027,,,residential,0,-111.9608905,33.4203702,POINT (-111.9608905 33.4203702)
,1256,1028,,,residential,0,-111.9167584,33.4026677,POINT (-111.9167584 33.4026677)
,1257,1029,,,residential,0,-111.8936869,33.4019376,POINT (-111.8936869 33.4019376)
,1258,1030,,,residential,0,-111.9371379,33.3471847,POINT (-111.9371379 33.3471847)
,1259,,,,motorway,0,-111.8909688,33.3992675,POINT (-111.8909688 33.3992675)
,1260,1031,,,residential,0,-111.9368929,33.3205356,POINT (-111.9368929 33.3205356)
,1261,,,traffic_signals,tertiary,0,-111.9427241,33.4293176,POINT (-111.9427241 33.4293176)
,1262,,,,secondary,0,-111.955486,33.4306299,POINT (-111.955486 33.4306299)
,1263,,,traffic_signals,secondary,0,-111.9428317,33.4292786,POINT (-111.9428317 33.4292786)
,1264,,,traffic_signals,tertiary,0,-111.9524102,33.4309952,POINT (-111.9524102 33.4309952)
,1265,,,,secondary,0,-111.9456396,33.3283057,POINT (-111.9456396 33.3283057)
,1266,1032,,turning_circle,residential,0,-111.9335713,33.3209014,POINT (-111.9335713 33.3209014)
,1267,,,,others,0,-111.9505143,33.3272986,POINT (-111.9505143 33.3272986)
,1268,1033,,,residential,0,-111.934989,33.3738013,POINT (-111.934989 33.3738013)
,1269,1034,,,residential,0,-111.9338818,33.3737081,POINT (-111.9338818 33.3737081)
,1270,1035,,,residential,0,-111.9329325,33.3740531,POINT (-111.9329325 33.3740531)
,1271,1036,,,residential,0,-111.9293448,33.3744044,POINT (-111.9293448 33.3744044)
,1272,1037,,turning_circle,residential,0,-111.9400475,33.3383725,POINT (-111.9400475 33.3383725)
,1273,1038,,,residential,0,-111.9436815,33.390669,POINT (-111.9436815 33.390669)
,1274,1039,,,residential,0,-111.9462822,33.390626,POINT (-111.9462822 33.390626)
,1275,1040,,,residential,0,-111.9215519,33.4147093,POINT (-111.9215519 33.4147093)
,1276,1041,,,residential,0,-111.9215213,33.4140979,POINT (-111.9215213 33.4140979)
,1277,1042,,,residential,0,-111.9133659,33.382331,POINT (-111.9133659 33.382331)
,1278,1043,,,residential,0,-111.9210845,33.4128799,POINT (-111.9210845 33.4128799)
,1279,1044,,,residential,0,-111.9456086,33.3273013,POINT (-111.9456086 33.3273013)
,1280,1045,,,residential,0,-111.943789,33.3273228,POINT (-111.943789 33.3273228)
,1281,1046,,,residential,0,-111.9376015,33.3419324,POINT (-111.9376015 33.3419324)
,1282,1047,,,residential,0,-111.9463165,33.391056,POINT (-111.9463165 33.391056)
,1283,1048,,,residential,0,-111.9478443,33.3910631,POINT (-111.9478443 33.3910631)
,1284,1049,,,residential,0,-111.9631138,33.327254,POINT (-111.9631138 33.327254)
,1285,1050,,turning_circle,residential,0,-111.9291587,33.399357,POINT (-111.9291587 33.399357)
,1286,1051,,,residential,0,-111.9608389,33.3275184,POINT (-111.9608389 33.3275184)
,1287,1052,,,residential,0,-111.9389395,33.3271077,POINT (-111.9389395 33.3271077)
,1288,1053,,,residential,0,-111.9567166,33.4290754,POINT (-111.9567166 33.4290754)
,1289,1054,,,residential,0,-111.9184796,33.3993242,POINT (-111.9184796 33.3993242)
,1290,1055,,turning_circle,residential,0,-111.938391,33.3480523,POINT (-111.938391 33.3480523)
,1291,1056,,,residential,0,-111.9106019,33.3573941,POINT (-111.9106019 33.3573941)
,1292,1057,,,residential,0,-111.9102916,33.3573918,POINT (-111.9102916 33.3573918)
,1293,1058,,,residential,0,-111.9390254,33.3261251,POINT (-111.9390254 33.3261251)
,1294,1059,,,residential,0,-111.928269,33.4584514,POINT (-111.928269 33.4584514)
,1295,1060,,,residential,0,-111.9589682,33.3214233,POINT (-111.9589682 33.3214233)
,1296,1061,,,residential,0,-111.958582,33.324457,POINT (-111.958582 33.324457)
,1297,1062,,,residential,0,-111.9043846,33.3697077,POINT (-111.9043846 33.3697077)
,1298,1063,,traffic_signals,residential,0,-111.9285055,33.3799004,POINT (-111.9285055 33.3799004)
,1299,1064,,,residential,0,-111.9564898,33.3802086,POINT (-111.9564898 33.3802086)
,1300,1065,,,residential,0,-111.9276855,33.3811505,POINT (-111.9276855 33.3811505)
,1301,,,,secondary,0,-111.9269241,33.3822801,POINT (-111.9269241 33.3822801)
,1302,1066,,turning_circle,residential,0,-111.9428166,33.4051993,POINT (-111.9428166 33.4051993)
,1303,,,traffic_signals,secondary,0,-111.9266116,33.3836426,POINT (-111.9266116 33.3836426)
,1304,,,traffic_signals,motorway,0,-111.9265967,33.3850249,POINT (-111.9265967 33.3850249)
,1305,,,traffic_signals,motorway,0,-111.9265726,33.3861649,POINT (-111.9265726 33.3861649)
,1306,1067,,,residential,0,-111.958685,33.3284086,POINT (-111.958685 33.3284086)
,1307,,,,primary,0,-111.9264421,33.387092,POINT (-111.9264421 33.387092)
,1308,1068,,,residential,0,-111.9031658,33.3691271,POINT (-111.9031658 33.3691271)
,1309,1069,,,residential,0,-111.9586849,33.3276717,POINT (-111.9586849 33.3276717)
,1310,1070,,,residential,0,-111.9200683,33.4431363,POINT (-111.9200683 33.4431363)
,1311,1071,,,residential,0,-111.9200746,33.4440315,POINT (-111.9200746 33.4440315)
,1312,1072,,,residential,0,-111.9200691,33.4451735,POINT (-111.9200691 33.4451735)
,1313,1073,,,residential,0,-111.9200726,33.4458737,POINT (-111.9200726 33.4458737)
,1314,1074,,turning_circle,residential,0,-111.9273306,33.3993427,POINT (-111.9273306 33.3993427)
,1315,1075,,,residential,0,-111.9276825,33.399013,POINT (-111.9276825 33.399013)
,1316,1076,,,residential,0,-111.9472859,33.4291345,POINT (-111.9472859 33.4291345)
,1317,1077,,,residential,0,-111.9200558,33.4403449,POINT (-111.9200558 33.4403449)
,1318,1078,,,residential,0,-111.9200616,33.4413492,POINT (-111.9200616 33.4413492)
,1319,1079,,,residential,0,-111.9554103,33.4092526,POINT (-111.9554103 33.4092526)
,1320,,,,secondary,0,-111.9642005,33.4305236,POINT (-111.9642005 33.4305236)
,1321,1080,,,residential,0,-111.9570282,33.3888344,POINT (-111.9570282 33.3888344)
,1322,1081,,turning_circle,residential,0,-111.9085636,33.3328268,POINT (-111.9085636 33.3328268)
,1323,1082,,,residential,0,-111.908763,33.3327654,POINT (-111.908763 33.3327654)
,1324,1083,,turning_circle,residential,0,-111.9556753,33.360629,POINT (-111.9556753 33.360629)
,1325,,,,secondary,0,-111.8968155,33.3347954,POINT (-111.8968155 33.3347954)
,1326,,,,secondary,0,-111.8976588,33.3347848,POINT (-111.8976588 33.3347848)
,1327,,,,secondary,0,-111.8934201,33.334871,POINT (-111.8934201 33.334871)
,1328,,,,secondary,0,-111.8934749,33.3347498,POINT (-111.8934749 33.3347498)
,1329,1084,,,residential,0,-111.9598157,33.3742975,POINT (-111.9598157 33.3742975)
,1330,1085,,,residential,0,-111.9596772,33.3739752,POINT (-111.9596772 33.3739752)
,1331,1086,,,residential,0,-111.9622727,33.3259129,POINT (-111.9622727 33.3259129)
,1332,,,motorway_junction,motorway,0,-111.8909793,33.4005119,POINT (-111.8909793 33.4005119)
,1333,1087,,,residential,0,-111.9493753,33.3603781,POINT (-111.9493753 33.3603781)
,1334,1088,,,residential,0,-111.8874784,33.4166174,POINT (-111.8874784 33.4166174)
,1335,1089,,turning_circle,residential,0,-111.9621701,33.3242398,POINT (-111.9621701 33.3242398)
,1336,1090,,turning_circle,residential,0,-111.9041442,33.3699013,POINT (-111.9041442 33.3699013)
,1337,1091,,,residential,0,-111.8882842,33.3970411,POINT (-111.8882842 33.3970411)
,1338,,,,secondary,0,-111.97151,33.3344342,POINT (-111.97151 33.3344342)
,1339,1092,,,residential,0,-111.9090828,33.4190024,POINT (-111.9090828 33.4190024)
,1340,,,,secondary,0,-111.9586298,33.3345485,POINT (-111.9586298 33.3345485)
,1341,1093,,,residential,0,-111.8998457,33.3622022,POINT (-111.8998457 33.3622022)
,1342,,,,secondary,0,-111.8934533,33.3348015,POINT (-111.8934533 33.3348015)
,1343,1094,,turning_circle,residential,0,-111.887921,33.3899878,POINT (-111.887921 33.3899878)
,1344,1095,,turning_circle,residential,0,-111.9598384,33.4230749,POINT (-111.9598384 33.4230749)
,1345,1096,,,residential,0,-111.9016126,33.4192608,POINT (-111.9016126 33.4192608)
,1346,,,,secondary,0,-111.8947047,33.3347742,POINT (-111.8947047 33.3347742)
,1347,1097,,turning_circle,residential,0,-111.887797,33.387146,POINT (-111.887797 33.387146)
,1348,,,,secondary,0,-111.8934767,33.3348694,POINT (-111.8934767 33.3348694)
,1349,1098,,turning_circle,residential,0,-111.9134689,33.3825531,POINT (-111.9134689 33.3825531)
,1350,1099,,turning_circle,residential,0,-111.9041915,33.3625567,POINT (-111.9041915 33.3625567)
,1351,,,traffic_signals,secondary,0,-111.963016,33.3199329,POINT (-111.963016 33.3199329)
,1352,1100,,turning_circle,residential,0,-111.9032103,33.3624928,POINT (-111.9032103 33.3624928)
,1353,1101,,turning_circle,residential,0,-111.9017169,33.3624603,POINT (-111.9017169 33.3624603)
,1354,1102,,stop,residential,0,-111.9566612,33.4255035,POINT (-111.9566612 33.4255035)
,1355,,,,secondary,0,-111.893171,33.4219424,POINT (-111.893171 33.4219424)
,1356,1103,,traffic_signals,residential,0,-111.9564857,33.4219248,POINT (-111.9564857 33.4219248)
,1357,,,,secondary,0,-111.8919508,33.4219601,POINT (-111.8919508 33.4219601)
,1358,,,,secondary,0,-111.8919037,33.4219592,POINT (-111.8919037 33.4219592)
,1359,,,,secondary,0,-111.8919505,33.4218628,POINT (-111.8919505 33.4218628)
,1360,1104,,,residential,0,-111.9564996,33.4172751,POINT (-111.9564996 33.4172751)
,1361,,,,secondary,0,-111.8902937,33.4221509,POINT (-111.8902937 33.4221509)
,1362,,,,secondary,0,-111.8903102,33.4221124,POINT (-111.8903102 33.4221124)
,1363,,,,secondary,0,-111.8891972,33.422116,POINT (-111.8891972 33.422116)
,1364,1105,,,residential,0,-111.8862878,33.4193574,POINT (-111.8862878 33.4193574)
,1365,1106,,,residential,0,-111.8862945,33.4184491,POINT (-111.8862945 33.4184491)
,1366,1107,,,residential,0,-111.8863105,33.41753,POINT (-111.8863105 33.41753)
,1367,,,,secondary,0,-111.8930711,33.4073947,POINT (-111.8930711 33.4073947)
,1368,,,,secondary,0,-111.8919257,33.4074128,POINT (-111.8919257 33.4074128)
,1369,1108,,,residential,0,-111.886287,33.4166268,POINT (-111.886287 33.4166268)
,1370,,,,secondary,0,-111.8919912,33.4072847,POINT (-111.8919912 33.4072847)
,1371,1109,,,residential,0,-111.8860843,33.3911846,POINT (-111.8860843 33.3911846)
,1372,1110,,,secondary,1,-111.8891892,33.407584,POINT (-111.8891892 33.407584)
,1373,,,,secondary,0,-111.9706709,33.3781344,POINT (-111.9706709 33.3781344)
,1374,1111,,,residential,0,-111.9289198,33.4202704,POINT (-111.9289198 33.4202704)
,1375,1112,,,residential,0,-111.8857839,33.388447,POINT (-111.8857839 33.388447)
,1376,,,,secondary,0,-111.8903605,33.4075757,POINT (-111.8903605 33.4075757)
,1377,,,traffic_signals,secondary,0,-111.8919923,33.4075638,POINT (-111.8919923 33.4075638)
,1378,,,,secondary,0,-111.891991,33.407345,POINT (-111.891991 33.407345)
,1379,1113,,,residential,0,-111.9668848,33.3331424,POINT (-111.9668848 33.3331424)
,1380,,,,secondary,0,-111.8903448,33.4073506,POINT (-111.8903448 33.4073506)
,1381,1114,,,residential,0,-111.8865821,33.3883252,POINT (-111.8865821 33.3883252)
,1382,1115,,,residential,0,-111.9505598,33.3603996,POINT (-111.9505598 33.3603996)
,1383,,,,secondary,0,-111.890363,33.4076227,POINT (-111.890363 33.4076227)
,1384,1116,,,residential,0,-111.9419776,33.3239627,POINT (-111.9419776 33.3239627)
,1385,,,,secondary,0,-111.9394101,33.3851346,POINT (-111.9394101 33.3851346)
,1386,,,,secondary,0,-111.9395048,33.3860344,POINT (-111.9395048 33.3860344)
,1387,,,,secondary,0,-111.8920368,33.3930336,POINT (-111.8920368 33.3930336)
,1388,,,,secondary,0,-111.8920322,33.3928146,POINT (-111.8920322 33.3928146)
,1389,,,,secondary,0,-111.8904518,33.3930374,POINT (-111.8904518 33.3930374)
,1390,1117,,turning_circle,residential,0,-111.8858439,33.3870208,POINT (-111.8858439 33.3870208)
,1391,1118,,,residential,0,-111.9439345,33.3242926,POINT (-111.9439345 33.3242926)
,1392,1119,,,residential,0,-111.9448787,33.3242783,POINT (-111.9448787 33.3242783)
,1393,1120,,,residential,0,-111.9506027,33.358378,POINT (-111.9506027 33.358378)
,1394,1121,,,residential,0,-111.9455996,33.3242711,POINT (-111.9455996 33.3242711)
,1395,,,,secondary,0,-111.8904511,33.3930628,POINT (-111.8904511 33.3930628)
,1396,1122,,,residential,0,-111.9388842,33.3240427,POINT (-111.9388842 33.3240427)
,1397,1123,,,residential,0,-111.922878,33.3896454,POINT (-111.922878 33.3896454)
,1398,1124,,,residential,0,-111.9538421,33.4254929,POINT (-111.9538421 33.4254929)
,1399,,,,secondary,0,-111.8930624,33.3928591,POINT (-111.8930624 33.3928591)
,1400,,,traffic_signals,tertiary,0,-111.9176965,33.4075762,POINT (-111.9176965 33.4075762)
,1401,,,,secondary,0,-111.9555135,33.4305309,POINT (-111.9555135 33.4305309)
,1402,,,,secondary,0,-111.8895676,33.3930407,POINT (-111.8895676 33.3930407)
,1403,1125,,,residential,0,-111.8930316,33.4194944,POINT (-111.8930316 33.4194944)
,1404,1126,,,residential,0,-111.9544437,33.4211293,POINT (-111.9544437 33.4211293)
,1405,1127,,,residential,0,-111.9237216,33.4075795,POINT (-111.9237216 33.4075795)
,1406,,,,secondary,0,-111.9631601,33.3478211,POINT (-111.9631601 33.3478211)
,1407,,,traffic_signals,secondary,0,-111.9091054,33.4075706,POINT (-111.9091054 33.4075706)
,1408,,,,secondary,0,-111.9132484,33.4075751,POINT (-111.9132484 33.4075751)
,1409,1128,,,residential,0,-111.9306178,33.3929175,POINT (-111.9306178 33.3929175)
,1410,,,traffic_signals,secondary,0,-111.9226118,33.4075789,POINT (-111.9226118 33.4075789)
,1411,1129,,,residential,0,-111.9306909,33.3902059,POINT (-111.9306909 33.3902059)
,1412,1130,,,residential,0,-111.8933214,33.4199987,POINT (-111.8933214 33.4199987)
,1413,1131,,,residential,0,-111.9307479,33.387152,POINT (-111.9307479 33.387152)
,1414,1132,,,residential,0,-111.9186062,33.3712368,POINT (-111.9186062 33.3712368)
,1415,1133,,turning_circle,residential,0,-111.8831044,33.396343,POINT (-111.8831044 33.396343)
,1416,1134,,turning_circle,residential,0,-111.8887649,33.3968977,POINT (-111.8887649 33.3968977)
,1417,1135,,,residential,0,-111.8833221,33.3963176,POINT (-111.8833221 33.3963176)
,1418,,,,secondary,0,-111.8919377,33.421894,POINT (-111.8919377 33.421894)
,1419,1136,,turning_circle,residential,0,-111.9359308,33.3972861,POINT (-111.9359308 33.3972861)
,1420,,,,secondary,0,-111.890338,33.4220495,POINT (-111.890338 33.4220495)
,1421,,,,secondary,0,-111.8902977,33.4220501,POINT (-111.8902977 33.4220501)
,1422,,,,secondary,0,-111.9649464,33.4309951,POINT (-111.9649464 33.4309951)
,1423,,,,secondary,0,-111.8919914,33.4074157,POINT (-111.8919914 33.4074157)
,1424,,,,secondary,0,-111.8904376,33.4075017,POINT (-111.8904376 33.4075017)
,1425,,,,secondary,0,-111.8903895,33.4075754,POINT (-111.8903895 33.4075754)
,1426,1137,,turning_circle,residential,0,-111.8936139,33.3899592,POINT (-111.8936139 33.3899592)
,1427,1138,,,residential,0,-111.8939737,33.4184297,POINT (-111.8939737 33.4184297)
,1428,1139,,turning_circle,residential,0,-111.9172931,33.3968455,POINT (-111.9172931 33.3968455)
,1429,1140,,,residential,0,-111.8939964,33.4166149,POINT (-111.8939964 33.4166149)
,1430,,,,secondary,0,-111.8904533,33.3929651,POINT (-111.8904533 33.3929651)
,1431,,,,secondary,0,-111.8904565,33.3928158,POINT (-111.8904565 33.3928158)
,1432,1141,,turning_circle,residential,0,-111.9098114,33.3967579,POINT (-111.9098114 33.3967579)
,1433,1142,,,residential,0,-111.9327461,33.4012147,POINT (-111.9327461 33.4012147)
,1434,1143,,,residential,0,-111.9165151,33.4161595,POINT (-111.9165151 33.4161595)
,1435,1144,,,residential,0,-111.9165031,33.4169307,POINT (-111.9165031 33.4169307)
,1436,1145,,,residential,0,-111.8940595,33.4166148,POINT (-111.8940595 33.4166148)
,1437,1146,,turning_circle,residential,0,-111.9326976,33.4011132,POINT (-111.9326976 33.4011132)
,1438,1147,,turning_circle,residential,0,-111.9368234,33.3974509,POINT (-111.9368234 33.3974509)
,1439,,,traffic_signals,primary,0,-111.9567706,33.4426227,POINT (-111.9567706 33.4426227)
,1440,,,,secondary,0,-111.8903554,33.4075033,POINT (-111.8903554 33.4075033)
,1441,,,,secondary,0,-111.8920338,33.3928925,POINT (-111.8920338 33.3928925)
,1442,,,,secondary,0,-111.891977,33.3928908,POINT (-111.891977 33.3928908)
,1443,,,,secondary,0,-111.8905109,33.3929635,POINT (-111.8905109 33.3929635)
,1444,1148,,,residential,0,-111.9495622,33.4254832,POINT (-111.9495622 33.4254832)
,1445,,,,secondary,0,-111.8919641,33.4073447,POINT (-111.8919641 33.4073447)
,1446,,,,secondary,0,-111.8904654,33.3930371,POINT (-111.8904654 33.3930371)
,1447,1149,,traffic_signals,residential,0,-111.9508974,33.4397601,POINT (-111.9508974 33.4397601)
,1448,1150,,,residential,0,-111.9502942,33.4254889,POINT (-111.9502942 33.4254889)
,1449,,,motorway_junction,motorway,0,-111.9338921,33.3857087,POINT (-111.9338921 33.3857087)
,1450,,,traffic_signals,secondary,0,-111.9394082,33.3860335,POINT (-111.9394082 33.3860335)
,1451,,,,tertiary,0,-111.94479,33.437221,POINT (-111.94479 33.437221)
,1452,,,,motorway,0,-111.9442985,33.3856779,POINT (-111.9442985 33.3856779)
,1453,1151,,,residential,0,-111.9365886,33.3377773,POINT (-111.9365886 33.3377773)
,1454,,,,secondary,0,-111.9630576,33.350187,POINT (-111.9630576 33.350187)
,1455,,,motorway_junction,motorway,0,-111.8911171,33.4172539,POINT (-111.8911171 33.4172539)
,1456,1152,,,residential,0,-111.921825,33.444028,POINT (-111.921825 33.444028)
,1457,1153,,,residential,0,-111.903782,33.3408767,POINT (-111.903782 33.3408767)
,1458,1154,,,residential,0,-111.9023707,33.3408198,POINT (-111.9023707 33.3408198)
,1459,,,,secondary,0,-111.9631218,33.3506262,POINT (-111.9631218 33.3506262)
,1460,,,,secondary,0,-111.9627399,33.351255,POINT (-111.9627399 33.351255)
,1461,1155,,,residential,0,-111.9551517,33.3547586,POINT (-111.9551517 33.3547586)
,1462,,,,secondary,0,-111.9611558,33.4315951,POINT (-111.9611558 33.4315951)
,1463,1156,,traffic_signals,residential,0,-111.9486655,33.4393748,POINT (-111.9486655 33.4393748)
,1464,1157,,traffic_signals,residential,0,-111.950841,33.4399671,POINT (-111.950841 33.4399671)
,1465,1158,,turning_circle,residential,0,-111.9322627,33.3443884,POINT (-111.9322627 33.3443884)
,1466,1159,,,residential,0,-111.9221837,33.3450232,POINT (-111.9221837 33.3450232)
,1467,1160,,,motorway,1,-111.8913113,33.3850202,POINT (-111.8913113 33.3850202)
,1468,1161,,,residential,0,-111.9198193,33.3446454,POINT (-111.9198193 33.3446454)
,1469,1162,,,residential,0,-111.9232394,33.3450304,POINT (-111.9232394 33.3450304)
,1470,1163,,turning_circle,residential,0,-111.9180552,33.3448511,POINT (-111.9180552 33.3448511)
,1471,1164,,turning_circle,residential,0,-111.9301996,33.3841366,POINT (-111.9301996 33.3841366)
,1472,,,traffic_signals,primary,0,-111.9565694,33.4427481,POINT (-111.9565694 33.4427481)
,1473,1165,,,residential,0,-111.9590373,33.4449151,POINT (-111.9590373 33.4449151)
,1474,,,traffic_signals,primary,0,-111.9432699,33.4375621,POINT (-111.9432699 33.4375621)
,1475,,,,tertiary,0,-111.9415583,33.4382324,POINT (-111.9415583 33.4382324)
,1476,,,,secondary,0,-111.9584186,33.4416504,POINT (-111.9584186 33.4416504)
,1477,1166,,,residential,0,-111.9566509,33.4247657,POINT (-111.9566509 33.4247657)
,1478,1167,,turning_circle,residential,0,-111.939556,33.3321254,POINT (-111.939556 33.3321254)
,1479,,,traffic_signals,secondary,0,-111.945909,33.3636514,POINT (-111.945909 33.3636514)
,1480,1168,,,residential,0,-111.94397,33.3418215,POINT (-111.94397 33.3418215)
,1481,,,,secondary,0,-111.9644236,33.3345297,POINT (-111.9644236 33.3345297)
,1482,1169,,turning_circle,residential,0,-111.8962676,33.3790328,POINT (-111.8962676 33.3790328)
,1483,1170,,,residential,0,-111.911448,33.3754013,POINT (-111.911448 33.3754013)
,1484,1171,,,residential,0,-111.909322,33.3574944,POINT (-111.909322 33.3574944)
,1485,1172,,,residential,0,-111.9100047,33.3575841,POINT (-111.9100047 33.3575841)
,1486,,,,motorway,0,-111.9721059,33.3404847,POINT (-111.9721059 33.3404847)
,1487,,,traffic_signals,secondary,0,-111.9714575,33.3344353,POINT (-111.9714575 33.3344353)
,1488,1173,,motorway_junction,motorway,1,-111.9720713,33.3289718,POINT (-111.9720713 33.3289718)
,1489,1174,,stop,residential,0,-111.9146941,33.4183685,POINT (-111.9146941 33.4183685)
,1490,1175,,,residential,0,-111.9146968,33.4176543,POINT (-111.9146968 33.4176543)
,1491,1176,,,residential,0,-111.9147513,33.4161512,POINT (-111.9147513 33.4161512)
,1492,1177,,,residential,0,-111.9564852,33.4211276,POINT (-111.9564852 33.4211276)
,1493,1178,,turning_circle,residential,0,-111.9594039,33.4211311,POINT (-111.9594039 33.4211311)
,1494,,,,secondary,0,-111.9300541,33.3491249,POINT (-111.9300541 33.3491249)
,1495,,,,secondary,0,-111.9455899,33.3235979,POINT (-111.9455899 33.3235979)
,1496,,,crossing,secondary,0,-111.9090932,33.4218349,POINT (-111.9090932 33.4218349)
,1497,,,,secondary,0,-111.8929011,33.4221118,POINT (-111.8929011 33.4221118)
,1498,,,,motorway,0,-111.8912661,33.4267405,POINT (-111.8912661 33.4267405)
,1499,,,,secondary,0,-111.9395127,33.3876576,POINT (-111.9395127 33.3876576)
,1500,1179,,,secondary,1,-111.8881195,33.429287,POINT (-111.8881195 33.429287)
,1501,1180,,,residential,0,-111.945882,33.3610592,POINT (-111.945882 33.3610592)
,1502,1181,,,residential,0,-111.9475391,33.3610615,POINT (-111.9475391 33.3610615)
,1503,1182,,,residential,0,-111.9484827,33.3610735,POINT (-111.9484827 33.3610735)
,1504,1183,,,residential,0,-111.9493667,33.3610807,POINT (-111.9493667 33.3610807)
,1505,,,,tertiary,0,-111.8978143,33.3488357,POINT (-111.8978143 33.3488357)
,1506,1184,,,residential,0,-111.9510125,33.3613547,POINT (-111.9510125 33.3613547)
,1507,,,traffic_signals,secondary,0,-111.8943428,33.3492311,POINT (-111.8943428 33.3492311)
,1508,1185,,,secondary,1,-111.8978377,33.3499454,POINT (-111.8978377 33.3499454)
,1509,1186,,,residential,0,-111.9517871,33.3616398,POINT (-111.9517871 33.3616398)
,1510,1187,,,residential,0,-111.9458804,33.3614779,POINT (-111.9458804 33.3614779)
,1511,1188,,turning_circle,residential,0,-111.9446273,33.3614779,POINT (-111.9446273 33.3614779)
,1512,1189,,turning_circle,residential,0,-111.9475471,33.3614678,POINT (-111.9475471 33.3614678)
,1513,1190,,,residential,0,-111.9381662,33.3928646,POINT (-111.9381662 33.3928646)
,1514,1191,,,residential,0,-111.9608307,33.3250021,POINT (-111.9608307 33.3250021)
,1515,1192,,,residential,0,-111.9367247,33.3937296,POINT (-111.9367247 33.3937296)
,1516,1193,,,residential,0,-111.9367114,33.3928748,POINT (-111.9367114 33.3928748)
,1517,,,,others,0,-111.9581916,33.3964859,POINT (-111.9581916 33.3964859)
,1518,,,,secondary,0,-111.909165,33.387166,POINT (-111.909165 33.387166)
,1519,,,traffic_signals,secondary,0,-111.9092694,33.3862364,POINT (-111.9092694 33.3862364)
,1520,1194,,,residential,0,-111.9592684,33.3919732,POINT (-111.9592684 33.3919732)
,1521,,,traffic_signals,secondary,0,-111.9090554,33.3862282,POINT (-111.9090554 33.3862282)
,1522,1195,,,residential,0,-111.9598177,33.388734,POINT (-111.9598177 33.388734)
