link_id,link_no,layer_no,from_node_id,to_node_id,from_gate_flag,to_gate_flag,link_type,link_type_name,link_type_code,lanes,link_distance_VDF,free_speed,cutoff_speed,fftt,capacity,BPR_alpha,BPR_beta,VDF_preload_am,restricted_turn_nodes_am,VDF_toll_am_auto,demand_period_internal_0,allow_uses_am,QVDF_plf_am,QVDF_alpha_am,QVDF_beta_am,QVDF_cd_am,QVDF_n_am,QVDF_s_am,geometry,
connector,97,0,-11,11,-1,-1,-1,,connector,20.000000,0.000010,100.000000,100.000000,0.100000,999999.000000,0.000000,0.000000,0.000000,,0.000000,am,,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-96.746841 43.544131,-96.746841 43.544131)"
connector,98,0,12,-12,-1,-1,-1,,connector,20.000000,0.000010,100.000000,100.000000,0.100000,999999.000000,0.000000,0.000000,0.000000,,0.000000,am,,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-96.780137 43.543941,-96.780137 43.543941)"
connector,99,0,-12,12,-1,-1,-1,,connector,20.000000,0.000010,100.000000,100.000000,0.100000,999999.000000,0.000000,0.000000,0.000000,,0.000000,am,,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-96.780137 43.543941,-96.780137 43.543941)"
connector,100,0,13,-13,-1,-1,-1,,connector,20.000000,0.000010,100.000000,100.000000,0.100000,999999.000000,0.000000,0.000000,0.000000,,0.000000,am,,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-96.793377 43.490707,-96.793377 43.490707)"
connector,101,0,-13,13,-1,-1,-1,,connector,20.000000,0.000010,100.000000,100.000000,0.100000,999999.000000,0.000000,0.000000,0.000000,,0.000000,am,,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-96.793377 43.490707,-96.793377 43.490707)"
connector,102,0,14,-14,-1,-1,-1,,connector,20.000000,0.000010,100.000000,100.000000,0.100000,999999.000000,0.000000,0.000000,0.000000,,0.000000,am,,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-96.751035 43.529306,-96.751035 43.529306)"
connector,103,0,-14,14,-1,-1,-1,,connector,20.000000,0.000010,100.000000,100.000000,0.100000,999999.000000,0.000000,0.000000,0.000000,,0.000000,am,,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-96.751035 43.529306,-96.751035 43.529306)"
connector,104,0,15,-15,-1,-1,-1,,connector,20.000000,0.000010,100.000000,100.000000,0.100000,999999.000000,0.000000,0.000000,0.000000,,0.000000,am,,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-96.731504 43.529401,-96.731504 43.529401)"
connector,105,0,-15,15,-1,-1,-1,,connector,20.000000,0.000010,100.000000,100.000000,0.100000,999999.000000,0.000000,0.000000,0.000000,,0.000000,am,,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-96.731504 43.529401,-96.731504 43.529401)"
connector,106,0,16,-16,-1,-1,-1,,connector,20.000000,0.000010,100.000000,100.000000,0.100000,999999.000000,0.000000,0.000000,0.000000,,0.000000,am,,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-96.711382 43.546744,-96.711382 43.546744)"
connector,107,0,-16,16,-1,-1,-1,,connector,20.000000,0.000010,100.000000,100.000000,0.100000,999999.000000,0.000000,0.000000,0.000000,,0.000000,am,,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-96.711382 43.546744,-96.711382 43.546744)"
connector,108,0,17,-17,-1,-1,-1,,connector,20.000000,0.000010,100.000000,100.000000,0.100000,999999.000000,0.000000,0.000000,0.000000,,0.000000,am,,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-96.711382 43.541280,-96.711382 43.541280)"
connector,109,0,-17,17,-1,-1,-1,,connector,20.000000,0.000010,100.000000,100.000000,0.100000,999999.000000,0.000000,0.000000,0.000000,,0.000000,am,,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-96.711382 43.541280,-96.711382 43.541280)"
connector,110,0,18,-18,-1,-1,-1,,connector,20.000000,0.000010,100.000000,100.000000,0.100000,999999.000000,0.000000,0.000000,0.000000,,0.000000,am,,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-96.694078 43.546744,-96.694078 43.546744)"
connector,111,0,-18,18,-1,-1,-1,,connector,20.000000,0.000010,100.000000,100.000000,0.100000,999999.000000,0.000000,0.000000,0.000000,,0.000000,am,,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-96.694078 43.546744,-96.694078 43.546744)"
connector,112,0,19,-19,-1,-1,-1,,connector,20.000000,0.000010,100.000000,100.000000,0.100000,999999.000000,0.000000,0.000000,0.000000,,0.000000,am,,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-96.711316 43.529591,-96.711316 43.529591)"
connector,113,0,-19,19,-1,-1,-1,,connector,20.000000,0.000010,100.000000,100.000000,0.100000,999999.000000,0.000000,0.000000,0.000000,,0.000000,am,,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-96.711316 43.529591,-96.711316 43.529591)"
connector,114,0,20,-20,-1,-1,-1,,connector,20.000000,0.000010,100.000000,100.000000,0.100000,999999.000000,0.000000,0.000000,0.000000,,0.000000,am,,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-96.711185 43.515333,-96.711185 43.515333)"
connector,115,0,-20,20,-1,-1,-1,,connector,20.000000,0.000010,100.000000,100.000000,0.100000,999999.000000,0.000000,0.000000,0.000000,,0.000000,am,,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-96.711185 43.515333,-96.711185 43.515333)"
connector,116,0,21,-21,-1,-1,-1,,connector,20.000000,0.000010,100.000000,100.000000,0.100000,999999.000000,0.000000,0.000000,0.000000,,0.000000,am,,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-96.730979 43.510485,-96.730979 43.510485)"
connector,117,0,-21,21,-1,-1,-1,,connector,20.000000,0.000010,100.000000,100.000000,0.100000,999999.000000,0.000000,0.000000,0.000000,,0.000000,am,,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-96.730979 43.510485,-96.730979 43.510485)"
connector,118,0,22,-22,-1,-1,-1,,connector,20.000000,0.000010,100.000000,100.000000,0.100000,999999.000000,0.000000,0.000000,0.000000,,0.000000,am,,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-96.731241 43.514858,-96.731241 43.514858)"
connector,119,0,-22,22,-1,-1,-1,,connector,20.000000,0.000010,100.000000,100.000000,0.100000,999999.000000,0.000000,0.000000,0.000000,,0.000000,am,,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-96.731241 43.514858,-96.731241 43.514858)"
connector,120,0,23,-23,-1,-1,-1,,connector,20.000000,0.000010,100.000000,100.000000,0.100000,999999.000000,0.000000,0.000000,0.000000,,0.000000,am,,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-96.750904 43.514858,-96.750904 43.514858)"
connector,121,0,-23,23,-1,-1,-1,,connector,20.000000,0.000010,100.000000,100.000000,0.100000,999999.000000,0.000000,0.000000,0.000000,,0.000000,am,,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-96.750904 43.514858,-96.750904 43.514858)"
connector,122,0,24,-24,-1,-1,-1,,connector,20.000000,0.000010,100.000000,100.000000,0.100000,999999.000000,0.000000,0.000000,0.000000,,0.000000,am,,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-96.749200 43.503164,-96.749200 43.503164)"
connector,123,0,-24,24,-1,-1,-1,,connector,20.000000,0.000010,100.000000,100.000000,0.100000,999999.000000,0.000000,0.000000,0.000000,,0.000000,am,,1.000000,0.272877,4.000000,0.954946,1.141574,4.000000,"LINESTRING (-96.749200 43.503164,-96.749200 43.503164)"
