first_column,route_seq_id,o_zone_id,d_zone_id,o_super_zone_index,d_super_zone_index,od_pair_key,information_type,mode_type,demand_period,volume,distance_km,distance_mile,travel_time,FFTT,co2,nox,OD_based_UE_relative_gap_compared_to_least_time_path_travel_time,path_based_UE_gap,path_based_relative_UE_gap,preload_volume_from_route_input_file,ODME_volume_before,ODME_volume_after,ODME_volume_diff,SIMU_volume,SIMU_travel_time,toll,number_of_nodes,node_sequence,link_id_sequence,geometry,link_special_flag_sequence,sequential_link_delay,sequential_link_FFTT,DTM_OD_impact,DTM_path_impact,DTM_#_of_lane_closure_links,lane_closure_link_vector,DTM_new_path_generated,DTM_volume_before,DTM_volume_after,DTM_volume_diff, DTM_TT_0,DTM_Vol_0,
0,397,7,12,6,11,7->12,0,auto,am,122.9034,28.0000,17.4021,66.2109,28.0000,12.485358,0.002240,0.0005,0.0029,0.0000,0.0000,0.0000,0.0000,0.0000,0,66.2109,0.0000,7,7;8;9;5;4;3;12;,17;21;23;11;8;7;,"LINESTRING (-96.693423 43.563844, -96.711382 43.562324, -96.731241 43.548596, -96.731569 43.564034, -96.747168 43.563654, -96.774303 43.572962, -96.780137 43.543941)",,7.557;14.630;12.899;1.182;1.754;0.188;,3.000;10.000;5.000;2.000;4.000;4.000;,0,,,,,,,,,-1.000000,0.000000,
0,398,7,12,6,11,7->12,0,auto,am,0.0000,31.0000,19.2666,78.5689,31.0000,15.213388,0.002829,0.0005,12.3388,0.1471,0.0000,0.0000,0.0000,0.0000,0,78.5689,0.0000,9,7;18;16;8;6;2;1;3;12;,18;55;47;19;14;3;2;7;,"LINESTRING (-96.693423 43.563844, -96.694078 43.546744, -96.711382 43.546744, -96.711382 43.562324, -96.711644 43.587586, -96.711251 43.605813, -96.770420 43.612828, -96.774303 43.572962, -96.780137 43.543941)",,0.244;1.135;11.462;29.616;4.835;0.014;0.077;0.188;,2.000;3.000;5.000;2.000;5.000;6.000;4.000;4.000;,0,,,,,,,,,-1.000000,0.000000,
0,399,7,12,6,11,7->12,0,auto,am,0.0000,22.0000,13.6731,71.7746,22.0000,12.242395,0.001973,0.0005,5.5566,0.0662,0.0000,0.0000,0.0000,0.0000,0,71.7746,0.0000,7,7;18;20;21;24;13;12;,18;56;62;66;74;38;,"LINESTRING (-96.693423 43.563844, -96.694078 43.546744, -96.711185 43.515333, -96.730979 43.510485, -96.749200 43.503164, -96.793377 43.490707, -96.780137 43.543941)",,0.244;1.220;5.576;17.031;25.540;0.164;,2.000;4.000;6.000;3.000;4.000;3.000;,0,,,,,,,,,-1.000000,0.000000,
0,400,7,13,6,12,7->13,0,auto,am,0.9425,27.0000,16.7806,69.4454,27.0000,13.514437,0.002529,0.0025,0.8317,0.0099,0.0000,0.0000,0.0000,0.0000,0,69.4454,0.0000,8,7;8;6;2;1;3;12;13;,17;19;14;3;2;7;37;,"LINESTRING (-96.693423 43.563844, -96.711382 43.562324, -96.711644 43.587586, -96.711251 43.605813, -96.770420 43.612828, -96.774303 43.572962, -96.780137 43.543941, -96.793377 43.490707)",,7.557;29.616;4.835;0.014;0.077;0.188;0.159;,3.000;2.000;5.000;6.000;4.000;4.000;3.000;,0,,,,,,,,,-1.000000,0.000000,
0,401,7,13,6,12,7->13,0,auto,am,70.2508,22.0000,13.6731,69.3805,22.0000,12.112472,0.002012,0.0025,0.7667,0.0091,0.0000,0.0000,0.0000,0.0000,0,69.3805,0.0000,8,7;8;6;5;4;3;12;13;,17;19;15;11;8;7;37;,"LINESTRING (-96.693423 43.563844, -96.711382 43.562324, -96.711644 43.587586, -96.731569 43.564034, -96.747168 43.563654, -96.774303 43.572962, -96.780137 43.543941, -96.793377 43.490707)",,7.557;29.616;6.924;1.182;1.754;0.188;0.159;,3.000;2.000;4.000;2.000;4.000;4.000;3.000;,0,,,,,,,,,-1.000000,0.000000,
0,402,7,13,6,12,7->13,0,auto,am,18.6563,31.0000,19.2666,69.3699,31.0000,13.516633,0.002507,0.0025,0.7697,0.0092,0.0000,0.0000,0.0000,0.0000,0,69.3699,0.0000,8,7;8;9;5;4;3;12;13;,17;21;23;11;8;7;37;,"LINESTRING (-96.693423 43.563844, -96.711382 43.562324, -96.731241 43.548596, -96.731569 43.564034, -96.747168 43.563654, -96.774303 43.572962, -96.780137 43.543941, -96.793377 43.490707)",,7.557;14.630;12.899;1.182;1.754;0.188;0.159;,3.000;10.000;5.000;2.000;4.000;4.000;3.000;,0,,,,,,,,,-1.000000,0.000000,
0,403,7,13,6,12,7->13,0,auto,am,0.0000,34.0000,21.1311,81.7279,34.0000,16.244663,0.003096,0.0025,13.1055,0.1562,0.0000,0.0000,0.0000,0.0000,0,81.7279,0.0000,10,7;18;16;8;6;2;1;3;12;13;,18;55;47;19;14;3;2;7;37;,"LINESTRING (-96.693423 43.563844, -96.694078 43.546744, -96.711382 43.546744, -96.711382 43.562324, -96.711644 43.587586, -96.711251 43.605813, -96.770420 43.612828, -96.774303 43.572962, -96.780137 43.543941, -96.793377 43.490707)",,0.244;1.135;11.462;29.616;4.835;0.014;0.077;0.188;0.159;,2.000;3.000;5.000;2.000;5.000;6.000;4.000;4.000;3.000;,0,,,,,,,,,-1.000000,0.000000,
0,404,7,13,6,12,7->13,0,auto,am,310.1504,19.0000,11.8086,68.6103,19.0000,11.211297,0.001706,0.0025,1.9971,0.0233,0.0000,0.0000,0.0000,0.0000,0,68.6103,0.0000,6,7;18;20;21;24;13;,18;56;62;66;74;,"LINESTRING (-96.693423 43.563844, -96.694078 43.546744, -96.711185 43.515333, -96.730979 43.510485, -96.749200 43.503164, -96.793377 43.490707)",,0.244;1.220;5.576;17.031;25.540;,2.000;4.000;6.000;3.000;4.000;,0,,,,,,,,,-1.000000,0.000000,
0,405,7,14,6,13,7->14,0,auto,am,0.0000,20.0000,12.4301,88.9594,20.0000,13.551544,0.001853,0.0036,38.6083,0.4340,0.0000,0.0000,0.0000,0.0000,0,88.9594,0.0000,6,7;18;16;10;15;14;,18;55;48;28;44;,"LINESTRING (-96.693423 43.563844, -96.694078 43.546744, -96.711382 43.546744, -96.731438 43.545271, -96.731504 43.529401, -96.751035 43.529306)",,0.244;1.135;33.301;18.218;16.062;,2.000;3.000;4.000;6.000;5.000;,0,,,,,,,,,-1.000000,0.000000,
0,406,7,14,6,13,7->14,0,auto,am,176.5656,18.0000,11.1871,50.3402,18.0000,8.889060,0.001486,0.0036,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,50.3402,0.0000,6,7;18;20;19;15;14;,18;56;61;57;44;,"LINESTRING (-96.693423 43.563844, -96.694078 43.546744, -96.711185 43.515333, -96.711316 43.529591, -96.731504 43.529401, -96.751035 43.529306)",,0.244;1.220;11.710;3.105;16.062;,2.000;4.000;4.000;3.000;5.000;,0,,,,,,,,,-1.000000,0.000000,
0,407,7,14,6,13,7->14,0,auto,am,0.0000,17.0000,10.5656,56.6600,17.0000,9.403638,0.001457,0.0036,6.2955,0.0708,0.0000,0.0000,0.0000,0.0000,0,56.6600,0.0000,7,7;18;16;17;19;15;14;,18;55;49;53;57;44;,"LINESTRING (-96.693423 43.563844, -96.694078 43.546744, -96.711382 43.546744, -96.711382 43.541280, -96.711316 43.529591, -96.731504 43.529401, -96.751035 43.529306)",,0.244;1.135;12.018;7.098;3.105;16.062;,2.000;3.000;2.000;2.000;3.000;5.000;,0,,,,,,,,,-1.000000,0.000000,
0,408,7,14,6,13,7->14,0,auto,am,23.4344,19.0000,11.8086,51.8737,19.0000,9.233459,0.001558,0.0036,1.5312,0.0172,0.0000,0.0000,0.0000,0.0000,0,51.8737,0.0000,6,7;18;20;22;23;14;,18;56;63;70;71;,"LINESTRING (-96.693423 43.563844, -96.694078 43.546744, -96.711185 43.515333, -96.731241 43.514858, -96.750904 43.514858, -96.751035 43.529306)",,0.244;1.220;6.911;16.283;8.216;,2.000;4.000;5.000;4.000;4.000;,0,,,,,,,,,-1.000000,0.000000,
0,409,7,14,6,13,7->14,0,auto,am,0.0000,22.0000,13.6731,58.9987,22.0000,10.564944,0.001794,0.0036,8.6534,0.0973,0.0000,0.0000,0.0000,0.0000,0,58.9987,0.0000,7,7;18;20;21;22;15;14;,18;56;62;65;67;44;,"LINESTRING (-96.693423 43.563844, -96.694078 43.546744, -96.711185 43.515333, -96.730979 43.510485, -96.731241 43.514858, -96.731504 43.529401, -96.751035 43.529306)",,0.244;1.220;5.576;3.968;9.929;16.062;,2.000;4.000;6.000;2.000;3.000;5.000;,0,,,,,,,,,-1.000000,0.000000,
0,410,7,15,6,14,7->15,0,auto,am,0.0000,15.0000,9.3226,67.8975,15.0000,10.364929,0.001425,0.0000,38.6083,0.4340,0.0000,0.0000,0.0000,0.0000,0,67.8975,0.0000,5,7;18;16;10;15;,18;55;48;28;,"LINESTRING (-96.693423 43.563844, -96.694078 43.546744, -96.711382 43.546744, -96.731438 43.545271, -96.731504 43.529401)",,0.244;1.135;33.301;18.218;,2.000;3.000;4.000;6.000;,0,,,,,,,,,-1.000000,0.000000,
0,411,7,15,6,14,7->15,0,auto,am,500.0000,13.0000,8.0796,29.2782,13.0000,5.702444,0.001058,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,29.2782,0.0000,5,7;18;20;19;15;,18;56;61;57;,"LINESTRING (-96.693423 43.563844, -96.694078 43.546744, -96.711185 43.515333, -96.711316 43.529591, -96.731504 43.529401)",,0.244;1.220;11.710;3.105;,2.000;4.000;4.000;3.000;,0,,,,,,,,,-1.000000,0.000000,
0,412,7,15,6,14,7->15,0,auto,am,0.0000,12.0000,7.4580,35.5981,12.0000,6.217023,0.001029,0.0000,6.2955,0.0708,0.0000,0.0000,0.0000,0.0000,0,35.5981,0.0000,6,7;18;16;17;19;15;,18;55;49;53;57;,"LINESTRING (-96.693423 43.563844, -96.694078 43.546744, -96.711382 43.546744, -96.711382 43.541280, -96.711316 43.529591, -96.731504 43.529401)",,0.244;1.135;12.018;7.098;3.105;,2.000;3.000;2.000;2.000;3.000;,0,,,,,,,,,-1.000000,0.000000,
0,413,7,15,6,14,7->15,0,auto,am,0.0000,17.0000,10.5656,37.9368,17.0000,7.378329,0.001366,0.0000,8.6534,0.0973,0.0000,0.0000,0.0000,0.0000,0,37.9368,0.0000,6,7;18;20;21;22;15;,18;56;62;65;67;,"LINESTRING (-96.693423 43.563844, -96.694078 43.546744, -96.711185 43.515333, -96.730979 43.510485, -96.731241 43.514858, -96.731504 43.529401)",,0.244;1.220;5.576;3.968;9.929;,2.000;4.000;6.000;2.000;3.000;,0,,,,,,,,,-1.000000,0.000000,
0,414,7,16,6,15,7->16,0,auto,am,1400.0000,5.0000,3.1075,6.3783,5.0000,1.736940,0.000411,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,6.3783,0.0000,3,7;18;16;,18;55;,"LINESTRING (-96.693423 43.563844, -96.694078 43.546744, -96.711382 43.546744)",,0.244;1.135;,2.000;3.000;,0,,,,,,,,,-1.000000,0.000000,
0,415,7,17,6,16,7->17,0,auto,am,0.0000,24.0000,14.9161,71.9465,24.0000,12.070264,0.001886,0.0000,51.5723,0.5798,0.0000,0.0000,0.0000,0.0000,0,71.9465,0.0000,5,7;8;9;10;17;,17;21;25;30;,"LINESTRING (-96.693423 43.563844, -96.711382 43.562324, -96.731241 43.548596, -96.731438 43.545271, -96.711382 43.541280)",,7.557;14.630;6.566;19.193;,3.000;10.000;3.000;8.000;,0,,,,,,,,,-1.000000,0.000000,
0,416,7,17,6,16,7->17,0,auto,am,1000.0000,7.0000,4.3505,20.3960,7.0000,3.656890,0.000626,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,20.3960,0.0000,4,7;18;16;17;,18;55;49;,"LINESTRING (-96.693423 43.563844, -96.694078 43.546744, -96.711382 43.546744, -96.711382 43.541280)",,0.244;1.135;12.018;,2.000;3.000;2.000;,0,,,,,,,,,-1.000000,0.000000,
0,417,7,17,6,16,7->17,0,auto,am,0.0000,12.0000,7.4580,31.9693,12.0000,5.810292,0.001005,0.0000,11.5859,0.1302,0.0000,0.0000,0.0000,0.0000,0,31.9693,0.0000,5,7;18;20;19;17;,18;56;61;58;,"LINESTRING (-96.693423 43.563844, -96.694078 43.546744, -96.711185 43.515333, -96.711316 43.529591, -96.711382 43.541280)",,0.244;1.220;11.710;6.796;,2.000;4.000;4.000;2.000;,0,,,,,,,,,-1.000000,0.000000,
0,418,7,18,6,17,7->18,0,auto,am,200.0000,2.0000,1.2430,2.2438,2.0000,0.685167,0.000172,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,2.2438,0.0000,2,7;18;,18;,"LINESTRING (-96.693423 43.563844, -96.694078 43.546744)",,0.244;,2.000;,0,,,,,,,,,-1.000000,0.000000,
0,419,7,19,6,18,7->19,0,auto,am,400.0000,10.0000,6.2150,23.1737,10.0000,4.493510,0.000831,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,23.1737,0.0000,4,7;18;20;19;,18;56;61;,"LINESTRING (-96.693423 43.563844, -96.694078 43.546744, -96.711185 43.515333, -96.711316 43.529591)",,0.244;1.220;11.710;,2.000;4.000;4.000;,0,,,,,,,,,-1.000000,0.000000,
0,420,7,19,6,18,7->19,0,auto,am,0.0000,9.0000,5.5935,29.4935,9.0000,5.008089,0.000802,0.0000,6.2955,0.0708,0.0000,0.0000,0.0000,0.0000,0,29.4935,0.0000,5,7;18;16;17;19;,18;55;49;53;,"LINESTRING (-96.693423 43.563844, -96.694078 43.546744, -96.711382 43.546744, -96.711382 43.541280, -96.711316 43.529591)",,0.244;1.135;12.018;7.098;,2.000;3.000;2.000;2.000;,0,,,,,,,,,-1.000000,0.000000,
0,421,7,19,6,18,7->19,0,auto,am,0.0000,20.0000,12.4301,43.9868,20.0000,8.582122,0.001592,0.0000,20.8072,0.2339,0.0000,0.0000,0.0000,0.0000,0,43.9868,0.0000,7,7;18;20;21;22;15;19;,18;56;62;65;67;45;,"LINESTRING (-96.693423 43.563844, -96.694078 43.546744, -96.711185 43.515333, -96.730979 43.510485, -96.731241 43.514858, -96.731504 43.529401, -96.711316 43.529591)",,0.244;1.220;5.576;3.968;9.929;3.050;,2.000;4.000;6.000;2.000;3.000;3.000;,0,,,,,,,,,-1.000000,0.000000,
0,422,7,20,6,19,7->20,0,auto,am,500.0000,6.0000,3.7290,7.4633,6.0000,2.072993,0.000496,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,7.4633,0.0000,3,7;18;20;,18;56;,"LINESTRING (-96.693423 43.563844, -96.694078 43.546744, -96.711185 43.515333)",,0.244;1.220;,2.000;4.000;,0,,,,,,,,,-1.000000,0.000000,
0,423,7,21,6,20,7->21,0,auto,am,200.0000,12.0000,7.4580,19.0397,12.0000,4.431974,0.000950,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,19.0397,0.0000,4,7;18;20;21;,18;56;62;,"LINESTRING (-96.693423 43.563844, -96.694078 43.546744, -96.711185 43.515333, -96.730979 43.510485)",,0.244;1.220;5.576;,2.000;4.000;6.000;,0,,,,,,,,,-1.000000,0.000000,
0,424,7,22,6,21,7->22,0,auto,am,500.0000,11.0000,6.8365,19.3740,11.0000,4.258944,0.000876,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,19.3740,0.0000,4,7;18;20;22;,18;56;63;,"LINESTRING (-96.693423 43.563844, -96.694078 43.546744, -96.711185 43.515333, -96.731241 43.514858)",,0.244;1.220;6.911;,2.000;4.000;5.000;,0,,,,,,,,,-1.000000,0.000000,
0,425,7,22,6,21,7->22,0,auto,am,0.0000,14.0000,8.7011,25.0075,14.0000,5.433202,0.001107,0.0000,5.6289,0.0633,0.0000,0.0000,0.0000,0.0000,0,25.0075,0.0000,5,7;18;20;21;22;,18;56;62;65;,"LINESTRING (-96.693423 43.563844, -96.694078 43.546744, -96.711185 43.515333, -96.730979 43.510485, -96.731241 43.514858)",,0.244;1.220;5.576;3.968;,2.000;4.000;6.000;2.000;,0,,,,,,,,,-1.000000,0.000000,
0,426,7,23,6,22,7->23,0,auto,am,200.0000,15.0000,9.3226,39.6574,15.0000,7.200585,0.001244,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,39.6574,0.0000,5,7;18;20;22;23;,18;56;63;70;,"LINESTRING (-96.693423 43.563844, -96.694078 43.546744, -96.711185 43.515333, -96.731241 43.514858, -96.750904 43.514858)",,0.244;1.220;6.911;16.283;,2.000;4.000;5.000;4.000;,0,,,,,,,,,-1.000000,0.000000,
0,427,7,23,6,22,7->23,0,auto,am,0.0000,24.0000,14.9161,101.2949,24.0000,15.597391,0.002168,0.0000,61.6287,0.6085,0.0000,0.0000,0.0000,0.0000,0,101.2949,0.0000,7,7;18;16;10;15;14;23;,18;55;48;28;44;42;,"LINESTRING (-96.693423 43.563844, -96.694078 43.546744, -96.711382 43.546744, -96.731438 43.545271, -96.731504 43.529401, -96.751035 43.529306, -96.750904 43.514858)",,0.244;1.135;33.301;18.218;16.062;8.335;,2.000;3.000;4.000;6.000;5.000;4.000;,0,,,,,,,,,-1.000000,0.000000,
0,428,7,23,6,22,7->23,0,auto,am,0.0000,17.0000,10.5656,44.9100,17.0000,8.183321,0.001420,0.0000,5.2492,0.0518,0.0000,0.0000,0.0000,0.0000,0,44.9100,0.0000,6,7;18;20;21;24;23;,18;56;62;66;76;,"LINESTRING (-96.693423 43.563844, -96.694078 43.546744, -96.711185 43.515333, -96.730979 43.510485, -96.749200 43.503164, -96.750904 43.514858)",,0.244;1.220;5.576;17.031;3.839;,2.000;4.000;6.000;3.000;2.000;,0,,,,,,,,,-1.000000,0.000000,
0,429,7,24,6,23,7->24,0,auto,am,100.0000,15.0000,9.3226,39.0707,15.0000,7.195974,0.001264,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,39.0707,0.0000,5,7;18;20;21;24;,18;56;62;66;,"LINESTRING (-96.693423 43.563844, -96.694078 43.546744, -96.711185 43.515333, -96.730979 43.510485, -96.749200 43.503164)",,0.244;1.220;5.576;17.031;,2.000;4.000;6.000;3.000;,0,,,,,,,,,-1.000000,0.000000,
0,430,7,24,6,23,7->24,0,auto,am,0.0000,17.0000,10.5656,45.6347,17.0000,8.202826,0.001400,0.0000,6.5706,0.0613,0.0000,0.0000,0.0000,0.0000,0,45.6347,0.0000,6,7;18;20;22;23;24;,18;56;63;70;73;,"LINESTRING (-96.693423 43.563844, -96.694078 43.546744, -96.711185 43.515333, -96.731241 43.514858, -96.750904 43.514858, -96.749200 43.503164)",,0.244;1.220;6.911;16.283;3.977;,2.000;4.000;5.000;4.000;2.000;,0,,,,,,,,,-1.000000,0.000000,
0,431,7,24,6,23,7->24,0,auto,am,0.0000,26.0000,16.1591,107.2722,26.0000,16.599632,0.002324,0.0000,68.1992,0.6358,0.0000,0.0000,0.0000,0.0000,0,107.2722,0.0000,8,7;18;16;10;15;14;23;24;,18;55;48;28;44;42;73;,"LINESTRING (-96.693423 43.563844, -96.694078 43.546744, -96.711382 43.546744, -96.731438 43.545271, -96.731504 43.529401, -96.751035 43.529306, -96.750904 43.514858, -96.749200 43.503164)",,0.244;1.135;33.301;18.218;16.062;8.335;3.977;,2.000;3.000;4.000;6.000;5.000;4.000;2.000;,0,,,,,,,,,-1.000000,0.000000,
0,432,8,1,7,0,8->1,0,auto,am,800.0000,13.0000,8.0796,47.4650,13.0000,8.048085,0.001296,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,47.4650,0.0000,4,8;6;2;1;,19;14;3;,"LINESTRING (-96.711382 43.562324, -96.711644 43.587586, -96.711251 43.605813, -96.770420 43.612828)",,29.616;4.835;0.014;,2.000;5.000;6.000;,0,,,,,,,,,-1.000000,0.000000,
0,433,8,1,7,0,8->1,0,auto,am,0.0000,16.0000,9.9441,55.5528,16.0000,9.408135,0.001507,0.0000,8.0878,0.1456,0.0000,0.0000,0.0000,0.0000,0,55.5528,0.0000,6,8;6;5;4;3;1;,19;15;11;8;5;,"LINESTRING (-96.711382 43.562324, -96.711644 43.587586, -96.731569 43.564034, -96.747168 43.563654, -96.774303 43.572962, -96.770420 43.612828)",,29.616;6.924;1.182;1.754;0.076;,2.000;4.000;2.000;4.000;4.000;,0,,,,,,,,,-1.000000,0.000000,
0,434,8,1,7,0,8->1,0,auto,am,0.0000,25.0000,15.5376,55.5422,25.0000,10.812295,0.002003,0.0000,8.0907,0.1456,0.0000,0.0000,0.0000,0.0000,0,55.5422,0.0000,6,8;9;5;4;3;1;,21;23;11;8;5;,"LINESTRING (-96.711382 43.562324, -96.731241 43.548596, -96.731569 43.564034, -96.747168 43.563654, -96.774303 43.572962, -96.770420 43.612828)",,14.630;12.899;1.182;1.754;0.076;,10.000;5.000;2.000;4.000;4.000;,0,,,,,,,,,-1.000000,0.000000,
0,435,8,2,7,1,8->2,0,auto,am,400.0000,7.0000,4.3505,41.4511,7.0000,5.970433,0.000743,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,41.4511,0.0000,3,8;6;2;,19;14;,"LINESTRING (-96.711382 43.562324, -96.711644 43.587586, -96.711251 43.605813)",,29.616;4.835;,2.000;5.000;,0,,,,,,,,,-1.000000,0.000000,
0,436,8,2,7,1,8->2,0,auto,am,0.0000,22.0000,13.6731,61.5666,22.0000,11.485794,0.002060,0.0000,20.1155,0.3267,0.0000,0.0000,0.0000,0.0000,0,61.5666,0.0000,7,8;6;5;4;3;1;2;,19;15;11;8;5;1;,"LINESTRING (-96.711382 43.562324, -96.711644 43.587586, -96.731569 43.564034, -96.747168 43.563654, -96.774303 43.572962, -96.770420 43.612828, -96.711251 43.605813)",,29.616;6.924;1.182;1.754;0.076;0.014;,2.000;4.000;2.000;4.000;4.000;6.000;,0,,,,,,,,,-1.000000,0.000000,
0,437,8,2,7,1,8->2,0,auto,am,0.0000,31.0000,19.2666,61.5560,31.0000,12.889954,0.002555,0.0000,20.1184,0.3268,0.0000,0.0000,0.0000,0.0000,0,61.5560,0.0000,7,8;9;5;4;3;1;2;,21;23;11;8;5;1;,"LINESTRING (-96.711382 43.562324, -96.731241 43.548596, -96.731569 43.564034, -96.747168 43.563654, -96.774303 43.572962, -96.770420 43.612828, -96.711251 43.605813)",,14.630;12.899;1.182;1.754;0.076;0.014;,10.000;5.000;2.000;4.000;4.000;6.000;,0,,,,,,,,,-1.000000,0.000000,
0,438,8,3,7,2,8->3,0,auto,am,97.5211,17.0000,10.5656,51.5415,17.0000,9.429082,0.001660,0.0006,0.0649,0.0011,0.0000,0.0000,0.0000,0.0000,0,51.5415,0.0000,5,8;6;2;1;3;,19;14;3;2;,"LINESTRING (-96.711382 43.562324, -96.711644 43.587586, -96.711251 43.605813, -96.770420 43.612828, -96.774303 43.572962)",,29.616;4.835;0.014;0.077;,2.000;5.000;6.000;4.000;,0,,,,,,,,,-1.000000,0.000000,
0,439,8,3,7,2,8->3,0,auto,am,70.6025,12.0000,7.4580,51.4767,12.0000,8.027117,0.001143,0.0006,0.0005,0.0000,0.0000,0.0000,0.0000,0.0000,0,51.4767,0.0000,5,8;6;5;4;3;,19;15;11;8;,"LINESTRING (-96.711382 43.562324, -96.711644 43.587586, -96.731569 43.564034, -96.747168 43.563654, -96.774303 43.572962)",,29.616;6.924;1.182;1.754;,2.000;4.000;2.000;4.000;,0,,,,,,,,,-1.000000,0.000000,
0,440,8,3,7,2,8->3,0,auto,am,31.8764,21.0000,13.0516,51.4660,21.0000,9.431277,0.001638,0.0006,0.0029,0.0000,0.0000,0.0000,0.0000,0.0000,0,51.4660,0.0000,5,8;9;5;4;3;,21;23;11;8;,"LINESTRING (-96.711382 43.562324, -96.731241 43.548596, -96.731569 43.564034, -96.747168 43.563654, -96.774303 43.572962)",,14.630;12.899;1.182;1.754;,10.000;5.000;2.000;4.000;,0,,,,,,,,,-1.000000,0.000000,
0,441,8,4,7,3,8->4,0,auto,am,600.3866,8.0000,4.9720,45.7228,8.0000,6.610652,0.000828,0.0000,0.0005,0.0000,0.0000,0.0000,0.0000,0.0000,0,45.7228,0.0000,4,8;6;5;4;,19;15;11;,"LINESTRING (-96.711382 43.562324, -96.711644 43.587586, -96.731569 43.564034, -96.747168 43.563654)",,29.616;6.924;1.182;,2.000;4.000;2.000;,0,,,,,,,,,-1.000000,0.000000,
0,442,8,4,7,3,8->4,0,auto,am,99.6134,17.0000,10.5656,45.7122,17.0000,8.014812,0.001323,0.0000,0.0029,0.0000,0.0000,0.0000,0.0000,0.0000,0,45.7122,0.0000,4,8;9;5;4;,21;23;11;,"LINESTRING (-96.711382 43.562324, -96.731241 43.548596, -96.731569 43.564034, -96.747168 43.563654)",,14.630;12.899;1.182;,10.000;5.000;2.000;,0,,,,,,,,,-1.000000,0.000000,
0,443,8,5,7,4,8->5,0,auto,am,428.8476,6.0000,3.7290,42.5405,6.0000,5.881350,0.000673,0.0000,0.0005,0.0000,0.0000,0.0000,0.0000,0.0000,0,42.5405,0.0000,3,8;6;5;,19;15;,"LINESTRING (-96.711382 43.562324, -96.711644 43.587586, -96.731569 43.564034)",,29.616;6.924;,2.000;4.000;,0,,,,,,,,,-1.000000,0.000000,
0,444,8,5,7,4,8->5,0,auto,am,71.1524,15.0000,9.3226,42.5298,15.0000,7.285510,0.001169,0.0000,0.0029,0.0000,0.0000,0.0000,0.0000,0.0000,0,42.5298,0.0000,3,8;9;5;,21;23;,"LINESTRING (-96.711382 43.562324, -96.731241 43.548596, -96.731569 43.564034)",,14.630;12.899;,10.000;5.000;,0,,,,,,,,,-1.000000,0.000000,
0,445,8,6,7,5,8->6,0,auto,am,800.0000,2.0000,1.2430,31.6160,2.0000,3.987300,0.000365,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,31.6160,0.0000,2,8;6;,19;,"LINESTRING (-96.711382 43.562324, -96.711644 43.587586)",,29.616;,2.000;,0,,,,,,,,,-1.000000,0.000000,
0,446,8,6,7,5,8->6,0,auto,am,0.0000,36.0000,22.3741,71.3581,36.0000,14.870033,0.002933,0.0000,39.7559,0.5571,0.0000,0.0000,0.0000,0.0000,0,71.3581,0.0000,8,8;9;5;4;3;1;2;6;,21;23;11;8;5;1;4;,"LINESTRING (-96.711382 43.562324, -96.731241 43.548596, -96.731569 43.564034, -96.747168 43.563654, -96.774303 43.572962, -96.770420 43.612828, -96.711251 43.605813, -96.711644 43.587586)",,14.630;12.899;1.182;1.754;0.076;0.014;4.802;,10.000;5.000;2.000;4.000;4.000;6.000;5.000;,0,,,,,,,,,-1.000000,0.000000,
0,447,8,7,7,6,8->7,0,auto,am,1000.0000,3.0000,1.8645,10.4579,3.0000,1.667135,0.000243,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,10.4579,0.0000,2,8;7;,20;,"LINESTRING (-96.711382 43.562324, -96.693423 43.563844)",,7.458;,3.000;,0,,,,,,,,,-1.000000,0.000000,
0,448,8,7,7,6,8->7,0,auto,am,0.0000,10.0000,6.2150,23.0639,10.0000,4.434287,0.000812,0.0000,12.5922,0.1764,0.0000,0.0000,0.0000,0.0000,0,23.0639,0.0000,4,8;16;18;7;,22;50;54;,"LINESTRING (-96.711382 43.562324, -96.711382 43.546744, -96.694078 43.546744, -96.693423 43.563844)",,11.710;1.108;0.247;,5.000;3.000;2.000;,0,,,,,,,,,-1.000000,0.000000,
0,449,8,9,7,8,8->9,0,auto,am,800.0000,10.0000,6.2150,24.6304,10.0000,4.454716,0.000761,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,24.6304,0.0000,2,8;9;,21;,"LINESTRING (-96.711382 43.562324, -96.731241 43.548596)",,14.630;,10.000;,0,,,,,,,,,-1.000000,0.000000,
