link_seq_id,link_id,vdf_type,from_node_id,to_node_id,lanes,distance_km,distance_mile,fftt,meso_link_id,meso_link_incoming_volume,tmc,tmc_corridor_name,tmc_corridor_id,tmc_road_order,tmc_road_sequence,subarea_id,link_type,link_type_code,vdf_code,time_period,vehicle_volume,person_volume,ref_volume,ref_diff,restricted_turn_nodes,auto_turn_volume,ODME_volume_before,ODME_volume_after,ODME_volume_diff,ODME_obs_count,ODME_upperbound_capacity_type,ODME_obs_count_dev,preload_volume,travel_time,speed_kmph,speed_mph,speed_ratio,VOC,DOC,lane_capacity,link_capacity,queue,total_simu_waiting_time_in_min,avg_simu_waiting_time_in_min,plf,lanes,D_per_hour_per_lane,QVDF_cd,QVDF_n,P,severe_congestion_duration_in_h,vf,v_congestion_cutoff,QVDF_cp,QVDF_s,QVDF_v,vt2,VMT,VHT,PMT,PHT,PDT_vf,PDT_vc,geometry,vehicle_vol_auto,MEU_vol_auto,mode_link_cap_auto,mode_DOC_auto,mode_TT_auto,v06:00,v06:15,v06:30,v06:45,v07:00,v07:15,v07:30,v07:45,v08:00,v08:15,v08:30,v08:45,v09:00,v09:15,v09:30,v09:45,v10:00,v10:15,v10:30,v10:45,v11:00,v11:15,v11:30,v11:45,v12:00,v12:15,v12:30,v12:45,v13:00,v13:15,v13:30,v13:45,v14:00,v14:15,v14:30,v14:45,v15:00,v15:15,v15:30,v15:45,v16:00,v16:15,v16:30,v16:45,v17:00,v17:15,v17:30,v17:45,v18:00,v18:15,v18:30,v18:45,v19:00,v19:15,v19:30,v19:45,DTM_type,DTM_volume_before,DTM_volume_after,DTM_volume_diff,DTM_speed_before,DTM_speed_after,DTM_speed_diff,DTM_DoC_before,DTM_DoC_after,DTM_Doc_diff,DTM_P_before,DTM_P_after,DTM_P_diff,notes
22,22,bpr,8,16,1.000000,5.000000,3.107520,5.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,8131.702,8131.702,8565.569,-433.867,,10:0;17:1814;18:0;,0.000,0.000,0.000,,,,0.000,16.710,17.954,11.158,0.299,1.612,1.612,5045.823,5045.823,0.000,0.000,0.000,1.000,1.000,8131.702,0.955,1.142,1.647,1.083,60.000,51.000,0.400,4.000,17.954,12.942,25269.428,2264.617,25269.428,2264.617,1586.975,1467.391,"LINESTRING (-96.711647 43.562324, -96.711647 43.546744)",8131.702,8131.702,5045.823,1.611571,16.710,60.000,60.000,60.000,60.000,19.864,13.936,13.284,17.001,47.829,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,8131.702,8131.702,0.000,17.954,0.000,-17.954,1.612,0.000,-1.612,1.647,0.000,-1.647,period-based
23,23,bpr,9,5,1.000000,5.000000,3.107520,5.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,16541.330,16541.330,15636.311,905.019,,4:12349;6:1501;,0.000,0.000,0.000,,,,0.000,17.899,16.760,10.417,0.279,1.654,1.654,10000.000,10000.000,0.000,0.000,0.000,1.000,1.000,16541.330,0.955,1.142,1.696,1.083,60.000,51.000,0.400,4.000,16.760,11.827,51402.516,4934.679,51402.516,4934.679,3556.235,3312.980,"LINESTRING (-96.730977 43.548602, -96.731304 43.564039)",16541.330,16541.330,10000.000,1.654133,17.899,60.000,60.000,60.000,60.000,17.950,12.706,12.129,15.416,47.054,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,16541.330,16541.330,0.000,16.760,0.000,-16.760,1.654,0.000,-1.654,1.696,0.000,-1.696,period-based
24,24,bpr,9,8,1.000000,10.000000,6.215040,10.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,7160.282,7160.282,7156.641,3.641,,7:2149;16:1471;,0.000,0.000,0.000,,,,0.000,24.738,24.255,15.074,0.404,1.418,1.418,5050.193,5050.193,0.000,0.000,0.000,1.000,1.000,7160.282,0.955,1.142,1.423,0.917,60.000,51.000,0.400,4.000,24.255,19.330,44501.441,2952.135,44501.441,2952.135,1758.754,1548.158,"LINESTRING (-96.731091 43.548379, -96.711231 43.562106)",7160.282,7160.282,5050.193,1.417823,24.738,60.000,60.000,60.000,60.000,30.448,20.982,19.898,25.996,51.978,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,7160.282,7160.282,0.000,24.255,0.000,-24.255,1.418,0.000,-1.418,1.423,0.000,-1.423,period-based
25,25,bpr,9,10,1.000000,3.000000,1.864512,3.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,22018.689,22018.689,21936.920,81.769,,11:2446;15:6167;16:5;17:2572;,0.000,0.000,0.000,,,,0.000,9.566,18.816,11.694,0.314,1.582,1.582,13915.788,13915.788,0.000,0.000,0.000,1.000,1.000,22018.690,0.955,1.142,1.612,1.083,60.000,51.000,0.400,4.000,18.816,13.768,41054.113,3510.576,41054.113,3510.576,2409.641,2215.359,"LINESTRING (-96.731506 43.548612, -96.731702 43.545287)",22018.690,22018.690,13915.788,1.582281,9.566,60.000,60.000,60.000,60.000,21.277,14.846,14.138,18.175,48.399,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,22018.689,22018.689,0.000,18.816,0.000,-18.816,1.582,0.000,-1.582,1.612,0.000,-1.612,period-based
26,26,bpr,10,9,1.000000,3.000000,1.864512,3.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,22208.045,22208.045,21903.760,304.285,,5:11253;8:2370;,0.000,0.000,0.000,,,,0.000,9.777,18.411,11.443,0.307,1.596,1.596,13915.788,13915.788,0.000,0.000,0.000,1.000,1.000,22208.046,0.955,1.142,1.628,1.083,60.000,51.000,0.400,4.000,18.411,13.378,41407.168,3618.625,41407.168,3618.625,2508.222,2312.269,"LINESTRING (-96.731174 43.545255, -96.730977 43.548581)",22208.046,22208.046,13915.788,1.595888,9.777,60.000,60.000,60.000,60.000,20.611,14.417,13.735,17.621,48.131,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,22208.045,22208.045,0.000,18.411,0.000,-18.411,1.596,0.000,-1.596,1.628,0.000,-1.628,period-based
27,27,bpr,10,11,1.000000,5.000000,3.107520,5.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,17568.316,17568.316,17616.918,-48.602,,4:562;12:4194;14:1434;,0.000,0.000,0.000,,,,0.000,21.173,14.169,8.806,0.236,1.757,1.757,10000.000,10000.000,0.000,0.000,0.000,1.000,1.000,17568.316,0.955,1.142,1.817,1.083,60.000,51.000,0.400,4.000,14.169,9.513,54593.898,6199.697,54593.898,6199.697,4735.670,4477.312,"LINESTRING (-96.731458 43.545535, -96.746860 43.544395)",17568.316,17568.316,10000.000,1.756832,21.173,60.000,60.000,60.000,60.000,14.006,10.164,9.737,12.153,45.450,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,17568.316,17568.316,0.000,14.169,0.000,-14.169,1.757,0.000,-1.757,1.817,0.000,-1.817,period-based
28,28,bpr,10,15,1.000000,6.000000,3.729024,6.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,23343.746,23343.746,22471.785,871.961,,14:2604;19:4853;22:7374;,0.000,0.000,0.000,,,,0.000,24.218,14.865,9.239,0.248,1.728,1.728,13512.002,13512.002,0.000,0.000,0.000,1.000,1.000,23343.747,0.955,1.142,1.783,1.083,60.000,51.000,0.400,4.000,14.865,10.120,87049.398,9422.410,87049.398,9422.410,7088.036,6676.087,"LINESTRING (-96.731703 43.545272, -96.731768 43.529402)",23343.747,23343.747,13512.002,1.727631,24.218,60.000,60.000,60.000,60.000,15.033,10.829,10.364,13.004,45.868,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,23343.746,23343.746,0.000,14.865,0.000,-14.865,1.728,0.000,-1.728,1.783,0.000,-1.783,period-based
29,29,bpr,10,16,1.000000,4.000000,2.486016,4.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,10840.115,10840.115,11370.813,-530.698,,8:0;17:0;18:5034;,0.000,0.000,0.000,,,,0.000,36.622,6.553,4.073,0.109,2.233,2.233,4854.918,4854.918,0.000,0.000,0.000,1.000,1.000,10840.115,0.955,1.142,2.389,1.083,60.000,51.000,0.400,4.000,6.553,3.634,26948.701,6616.524,26948.701,6616.524,5893.850,5766.319,"LINESTRING (-96.731419 43.545007, -96.711362 43.546480)",10840.115,10840.115,4854.918,2.232811,36.622,60.000,60.000,60.000,60.000,4.668,3.795,3.690,4.261,41.723,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,10840.115,10840.115,0.000,6.553,0.000,-6.553,2.233,0.000,-2.233,2.389,0.000,-2.389,period-based
30,30,bpr,10,17,1.000000,8.000000,4.972032,8.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,8100.000,8100.000,8099.999,0.001,,16:0;,0.000,0.000,0.000,,,,0.000,27.193,17.652,10.971,0.294,1.622,1.622,4993.511,4993.511,0.000,0.000,0.000,1.000,1.000,8100.000,0.955,1.142,1.659,1.083,60.000,51.000,0.400,4.000,17.652,12.657,40273.461,3671.012,40273.461,3671.012,2591.012,2400.423,"LINESTRING (-96.731490 43.545011, -96.711433 43.541020)",8100.000,8100.000,4993.511,1.622105,27.193,60.000,60.000,60.000,60.000,19.375,13.621,12.989,16.595,47.631,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,8100.000,8100.000,0.000,17.652,0.000,-17.652,1.622,0.000,-1.622,1.659,0.000,-1.659,period-based
31,31,bpr,11,4,1.000000,6.000000,3.729024,6.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,5565.937,5565.937,5449.170,116.767,,3:1915;5:1261;,0.000,0.000,0.000,,,,0.000,10.243,35.147,21.844,0.586,1.134,1.134,4908.827,4908.827,0.000,0.000,0.000,1.000,1.000,5565.937,0.955,1.142,1.102,0.000,60.000,51.000,0.400,4.000,35.147,32.066,20755.514,950.160,20755.514,950.160,393.567,295.344,"LINESTRING (-96.746576 43.544135, -96.746904 43.563658)",5565.937,5565.937,4908.827,1.133863,10.243,60.000,60.000,60.000,60.000,45.767,34.687,32.989,41.462,56.692,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,5565.937,5565.937,0.000,35.147,0.000,-35.147,1.134,0.000,-1.134,1.102,0.000,-1.102,period-based
32,32,bpr,11,10,1.000000,5.000000,3.107520,5.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,17503.438,17503.438,17464.998,38.439,,9:2471;15:3071;16:2328;17:1627;,0.000,0.000,0.000,,,,0.000,20.949,14.321,8.900,0.239,1.750,1.750,10000.000,10000.000,0.000,0.000,0.000,1.000,1.000,17503.438,0.955,1.142,1.809,1.083,60.000,51.000,0.400,4.000,14.321,9.645,54392.285,6111.272,54392.285,6111.272,4652.652,4395.249,"LINESTRING (-96.746821 43.543867, -96.731418 43.545007)",17503.438,17503.438,10000.000,1.750344,20.949,60.000,60.000,60.000,60.000,14.228,10.308,9.873,12.337,45.540,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,17503.438,17503.438,0.000,14.321,0.000,-14.321,1.750,0.000,-1.750,1.809,0.000,-1.809,period-based
33,33,bpr,11,12,1.000000,6.000000,3.729024,6.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,7782.718,7782.718,8377.522,-594.804,,3:0;13:3529;,0.000,0.000,0.000,,,,0.000,19.229,18.721,11.635,0.312,1.585,1.585,4908.827,4908.827,0.000,0.000,0.000,1.000,1.000,7782.718,0.955,1.142,1.616,1.083,60.000,51.000,0.400,4.000,18.721,13.676,29021.943,2494.292,29021.943,2494.292,1716.020,1578.678,"LINESTRING (-96.746842 43.544395, -96.780138 43.544205)",7782.718,7782.718,4908.827,1.585454,19.229,60.000,60.000,60.000,60.000,21.120,14.745,14.043,18.045,48.336,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,7782.718,7782.718,0.000,18.721,0.000,-18.721,1.585,0.000,-1.585,1.616,0.000,-1.616,period-based
34,34,bpr,11,14,1.000000,4.000000,2.486016,4.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,9686.725,9686.725,9587.549,99.176,,15:1356;23:3261;,0.000,0.000,0.000,,,,0.000,24.699,9.717,6.039,0.162,1.986,1.986,4876.508,4876.508,0.000,0.000,0.000,1.000,1.000,9686.724,0.955,1.142,2.090,1.083,60.000,51.000,0.400,4.000,9.717,5.902,24081.354,3987.535,24081.354,3987.535,3341.753,3227.792,"LINESTRING (-96.747096 43.544203, -96.751290 43.529378)",9686.724,9686.724,4876.508,1.986406,24.699,60.000,60.000,60.000,60.000,8.093,6.230,6.016,7.208,43.066,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,9686.725,9686.725,0.000,9.717,0.000,-9.717,1.986,0.000,-1.986,2.090,0.000,-2.090,period-based
35,35,bpr,12,3,1.000000,4.000000,2.486016,4.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,13015.670,13015.670,10279.792,2735.878,,1:3657;4:8858;,0.000,0.000,0.000,,,,0.000,4.190,57.274,35.596,0.955,0.556,0.556,23403.473,23403.473,0.000,0.000,0.000,1.000,1.000,13015.670,0.955,1.142,0.091,0.000,60.000,51.000,0.400,4.000,57.274,50.999,32357.166,909.008,32357.166,909.008,41.297,0.000,"LINESTRING (-96.779877 43.543888, -96.774044 43.572909)",13015.670,13015.670,23403.473,0.556143,4.190,60.000,60.000,60.000,60.000,59.500,58.000,55.500,59.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,13015.670,13015.670,0.000,57.274,0.000,-57.274,0.556,0.000,-0.556,0.091,0.000,-0.091,period-based
36,36,bpr,12,11,1.000000,6.000000,3.729024,6.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,7755.724,7755.724,8460.422,-704.698,,10:3810;14:1594;,0.000,0.000,0.000,,,,0.000,19.061,18.886,11.738,0.315,1.580,1.580,4908.827,4908.827,0.000,0.000,0.000,1.000,1.000,7755.724,0.955,1.142,1.610,1.083,60.000,51.000,0.400,4.000,18.886,13.835,28921.281,2463.927,28921.281,2463.927,1688.355,1551.489,"LINESTRING (-96.780135 43.543676, -96.746839 43.543866)",7755.724,7755.724,4908.827,1.579955,19.061,60.000,60.000,60.000,60.000,21.393,14.921,14.208,18.271,48.445,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,7755.724,7755.724,0.000,18.886,0.000,-18.886,1.580,0.000,-1.580,1.610,0.000,-1.610,period-based
37,37,bpr,12,13,1.000000,3.000000,1.864512,3.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,14797.145,14797.145,13227.405,1569.740,,24:5479;,0.000,0.000,0.000,,,,0.000,3.159,56.980,35.413,0.950,0.571,0.571,25900.201,25900.201,0.000,0.000,0.000,1.000,1.000,14797.145,0.955,1.142,0.102,0.000,60.000,51.000,0.400,4.000,56.980,50.998,27589.455,779.071,27589.455,779.071,39.214,0.000,"LINESTRING (-96.780394 43.544005, -96.793634 43.490771)",14797.145,14797.145,25900.201,0.571314,3.159,60.000,60.000,60.000,60.000,59.440,57.759,55.318,58.879,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,14797.145,14797.145,0.000,56.980,0.000,-56.980,0.571,0.000,-0.571,0.102,0.000,-0.102,period-based
38,38,bpr,13,12,1.000000,3.000000,1.864512,3.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,14918.830,14918.830,13316.306,1602.524,,3:7285;11:3562;,0.000,0.000,0.000,,,,0.000,3.164,56.885,35.354,0.948,0.576,0.576,25900.201,25900.201,0.000,0.000,0.000,1.000,1.000,14918.830,0.955,1.142,0.105,0.000,60.000,51.000,0.400,4.000,56.885,50.998,27816.340,786.795,27816.340,786.795,40.853,0.000,"LINESTRING (-96.793120 43.490643, -96.779880 43.543877)",14918.830,14918.830,25900.201,0.576012,3.164,60.000,60.000,60.000,60.000,59.420,57.679,55.258,58.840,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,14918.830,14918.830,0.000,56.885,0.000,-56.885,0.576,0.000,-0.576,0.105,0.000,-0.105,period-based
39,39,bpr,13,24,1.000000,4.000000,2.486016,4.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,10654.921,10654.921,10975.704,-320.783,,21:5135;23:3619;,0.000,0.000,0.000,,,,0.000,29.338,8.180,5.084,0.136,2.093,2.093,5091.256,5091.256,0.000,0.000,0.000,1.000,1.000,10654.921,0.955,1.142,2.219,1.083,60.000,51.000,0.400,4.000,8.180,4.768,26488.305,5209.975,26488.305,5209.975,4499.647,4374.295,"LINESTRING (-96.793305 43.490452, -96.749128 43.502909)",10654.921,10654.921,5091.256,2.092788,29.338,60.000,60.000,60.000,60.000,6.344,5.008,4.851,5.715,42.375,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,10654.921,10654.921,0.000,8.180,0.000,-8.180,2.093,0.000,-2.093,2.219,0.000,-2.219,period-based
40,40,bpr,14,11,1.000000,4.000000,2.486016,4.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,9711.968,9711.968,9661.071,50.897,,4:1378;10:1792;12:1292;,0.000,0.000,0.000,,,,0.000,24.908,9.635,5.988,0.161,1.992,1.992,4876.508,4876.508,0.000,0.000,0.000,1.000,1.000,9711.968,0.955,1.142,2.097,1.083,60.000,51.000,0.400,4.000,9.635,5.840,24144.109,4031.792,24144.109,4031.792,3384.328,3270.069,"LINESTRING (-96.750781 43.529234, -96.746586 43.544059)",9711.968,9711.968,4876.508,1.991582,24.908,60.000,60.000,60.000,60.000,7.996,6.164,5.952,7.126,43.028,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,9711.968,9711.968,0.000,9.635,0.000,-9.635,1.992,0.000,-1.992,2.097,0.000,-2.097,period-based
41,41,bpr,14,15,1.000000,5.000000,3.107520,5.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,8936.271,8936.271,8967.315,-31.044,,10:2032;19:3527;22:843;,0.000,0.000,0.000,,,,0.000,20.691,14.499,9.011,0.242,1.743,1.743,5127.526,5127.526,0.000,0.000,0.000,1.000,1.000,8936.270,0.955,1.142,1.800,1.083,60.000,51.000,0.400,4.000,14.499,9.800,27769.641,3081.654,27769.641,3081.654,2336.965,2205.549,"LINESTRING (-96.751034 43.529041, -96.731502 43.529136)",8936.270,8936.270,5127.526,1.742803,20.691,60.000,60.000,60.000,60.000,14.491,10.478,10.033,12.555,45.647,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,8936.271,8936.271,0.000,14.499,0.000,-14.499,1.743,0.000,-1.743,1.800,0.000,-1.800,period-based
42,42,bpr,14,23,1.000000,4.000000,2.486016,4.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,7688.847,7688.847,8224.451,-535.604,,22:1156;24:2075;,0.000,0.000,0.000,,,,0.000,12.335,19.456,12.092,0.324,1.561,1.561,4924.791,4924.791,0.000,0.000,0.000,1.000,1.000,7688.847,0.955,1.142,1.588,1.083,60.000,51.000,0.400,4.000,19.456,14.390,19114.598,1580.760,19114.598,1580.760,1068.170,977.713,"LINESTRING (-96.751300 43.529304, -96.751169 43.514856)",7688.847,7688.847,4924.791,1.561253,12.335,60.000,60.000,60.000,60.000,22.338,15.534,14.783,19.061,48.825,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,7688.847,7688.847,0.000,19.456,0.000,-19.456,1.561,0.000,-1.561,1.588,0.000,-1.588,period-based
43,43,bpr,15,10,1.000000,6.000000,3.729024,6.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,23440.820,23440.820,22484.834,955.986,,9:6347;11:3167;16:0;17:0;,0.000,0.000,0.000,,,,0.000,24.505,14.691,9.130,0.245,1.735,1.735,13512.002,13512.002,0.000,0.000,0.000,1.000,1.000,23440.820,0.955,1.142,1.791,1.083,60.000,51.000,0.400,4.000,14.691,9.967,87411.391,9573.801,87411.391,9573.801,7229.719,6816.057,"LINESTRING (-96.731239 43.529400, -96.731173 43.545270)",23440.820,23440.820,13512.002,1.734815,24.505,60.000,60.000,60.000,60.000,14.774,10.661,10.206,12.789,45.762,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,23440.820,23440.820,0.000,14.691,0.000,-14.691,1.735,0.000,-1.735,1.791,0.000,-1.791,period-based
