od_no,o_zone_id,d_zone_id,o_sindex,d_sindex,o_district_id,d_district_id,agent_type,demand_period,volume,connectivity_flag,s_x_coord,s_y_coord,t_x_coord,t_y_coord,path_FF_travel_time_min,distance_km,distance_mile,
219,10,24,9,23,0,0,p,AM,800.00,1,-96.731438,43.545271,-96.749200,43.503164,14.0000,0.0140,0.0087,
220,11,1,10,0,0,0,p,AM,500.00,1,-96.746841,43.544131,-96.770420,43.612828,14.0000,0.0140,0.0087,
221,11,2,10,1,0,0,p,AM,200.00,1,-96.746841,43.544131,-96.711251,43.605813,17.0000,0.0170,0.0106,
222,11,3,10,2,0,0,p,AM,300.00,1,-96.746841,43.544131,-96.774303,43.572962,10.0000,0.0100,0.0062,
223,11,4,10,3,0,0,p,AM,1500.00,1,-96.746841,43.544131,-96.747168,43.563654,6.0000,0.0060,0.0037,
224,11,5,10,4,0,0,p,AM,500.00,1,-96.746841,43.544131,-96.731569,43.564034,8.0000,0.0080,0.0050,
225,11,6,10,5,0,0,p,AM,400.00,1,-96.746841,43.544131,-96.711644,43.587586,12.0000,0.0120,0.0075,
226,11,7,10,6,0,0,p,AM,500.00,1,-96.746841,43.544131,-96.693423,43.563844,14.0000,0.0140,0.0087,
227,11,8,10,7,0,0,p,AM,800.00,1,-96.746841,43.544131,-96.711382,43.562324,14.0000,0.0140,0.0087,
228,11,9,10,8,0,0,p,AM,1400.00,1,-96.746841,43.544131,-96.731241,43.548596,8.0000,0.0080,0.0050,
229,11,10,10,9,0,0,p,AM,3900.00,1,-96.746841,43.544131,-96.731438,43.545271,5.0000,0.0050,0.0031,
230,11,12,10,11,0,0,p,AM,1400.00,1,-96.746841,43.544131,-96.780137,43.543941,6.0000,0.0060,0.0037,
231,11,13,10,12,0,0,p,AM,1000.00,1,-96.746841,43.544131,-96.793377,43.490707,9.0000,0.0090,0.0056,
232,11,14,10,13,0,0,p,AM,1600.00,1,-96.746841,43.544131,-96.751035,43.529306,4.0000,0.0040,0.0025,
233,11,15,10,14,0,0,p,AM,1400.00,1,-96.746841,43.544131,-96.731504,43.529401,9.0000,0.0090,0.0056,
234,11,16,10,15,0,0,p,AM,1400.00,1,-96.746841,43.544131,-96.711382,43.546744,9.0000,0.0090,0.0056,
235,11,17,10,16,0,0,p,AM,1000.00,1,-96.746841,43.544131,-96.711382,43.541280,11.0000,0.0110,0.0068,
236,11,18,10,17,0,0,p,AM,100.00,1,-96.746841,43.544131,-96.694078,43.546744,12.0000,0.0120,0.0075,
237,11,19,10,18,0,0,p,AM,400.00,1,-96.746841,43.544131,-96.711316,43.529591,12.0000,0.0120,0.0075,
238,11,20,10,19,0,0,p,AM,600.00,1,-96.746841,43.544131,-96.711185,43.515333,16.0000,0.0160,0.0099,
239,11,21,10,20,0,0,p,AM,400.00,1,-96.746841,43.544131,-96.730979,43.510485,13.0000,0.0130,0.0081,
240,11,22,10,21,0,0,p,AM,1100.00,1,-96.746841,43.544131,-96.731241,43.514858,12.0000,0.0120,0.0075,
241,11,23,10,22,0,0,p,AM,1300.00,1,-96.746841,43.544131,-96.750904,43.514858,8.0000,0.0080,0.0050,
242,11,24,10,23,0,0,p,AM,600.00,1,-96.746841,43.544131,-96.749200,43.503164,10.0000,0.0100,0.0062,
243,12,1,11,0,0,0,p,AM,200.00,1,-96.780137,43.543941,-96.770420,43.612828,8.0000,0.0080,0.0050,
244,12,2,11,1,0,0,p,AM,100.00,1,-96.780137,43.543941,-96.711251,43.605813,14.0000,0.0140,0.0087,
245,12,3,11,2,0,0,p,AM,200.00,1,-96.780137,43.543941,-96.774303,43.572962,4.0000,0.0040,0.0025,
246,12,4,11,3,0,0,p,AM,600.00,1,-96.780137,43.543941,-96.747168,43.563654,8.0000,0.0080,0.0050,
247,12,5,11,4,0,0,p,AM,200.00,1,-96.780137,43.543941,-96.731569,43.564034,10.0000,0.0100,0.0062,
248,12,6,11,5,0,0,p,AM,200.00,1,-96.780137,43.543941,-96.711644,43.587586,14.0000,0.0140,0.0087,
249,12,7,11,6,0,0,p,AM,700.00,1,-96.780137,43.543941,-96.693423,43.563844,19.0000,0.0190,0.0118,
250,12,8,11,7,0,0,p,AM,600.00,1,-96.780137,43.543941,-96.711382,43.562324,16.0000,0.0160,0.0099,
251,12,9,11,8,0,0,p,AM,600.00,1,-96.780137,43.543941,-96.731241,43.548596,14.0000,0.0140,0.0087,
252,12,10,11,9,0,0,p,AM,2000.00,1,-96.780137,43.543941,-96.731438,43.545271,11.0000,0.0110,0.0068,
253,12,11,11,10,0,0,p,AM,1400.00,1,-96.780137,43.543941,-96.746841,43.544131,6.0000,0.0060,0.0037,
254,12,13,11,12,0,0,p,AM,1300.00,1,-96.780137,43.543941,-96.793377,43.490707,3.0000,0.0030,0.0019,
255,12,14,11,13,0,0,p,AM,700.00,1,-96.780137,43.543941,-96.751035,43.529306,10.0000,0.0100,0.0062,
256,12,15,11,14,0,0,p,AM,700.00,1,-96.780137,43.543941,-96.731504,43.529401,15.0000,0.0150,0.0093,
257,12,16,11,15,0,0,p,AM,700.00,1,-96.780137,43.543941,-96.711382,43.546744,15.0000,0.0150,0.0093,
258,12,17,11,16,0,0,p,AM,600.00,1,-96.780137,43.543941,-96.711382,43.541280,17.0000,0.0170,0.0106,
259,12,18,11,17,0,0,p,AM,200.00,1,-96.780137,43.543941,-96.694078,43.546744,18.0000,0.0180,0.0112,
260,12,19,11,18,0,0,p,AM,300.00,1,-96.780137,43.543941,-96.711316,43.529591,18.0000,0.0180,0.0112,
261,12,20,11,19,0,0,p,AM,400.00,1,-96.780137,43.543941,-96.711185,43.515333,16.0000,0.0160,0.0099,
262,12,21,11,20,0,0,p,AM,300.00,1,-96.780137,43.543941,-96.730979,43.510485,10.0000,0.0100,0.0062,
263,12,22,11,21,0,0,p,AM,700.00,1,-96.780137,43.543941,-96.731241,43.514858,12.0000,0.0120,0.0075,
264,12,23,11,22,0,0,p,AM,700.00,1,-96.780137,43.543941,-96.750904,43.514858,9.0000,0.0090,0.0056,
265,12,24,11,23,0,0,p,AM,500.00,1,-96.780137,43.543941,-96.749200,43.503164,7.0000,0.0070,0.0044,
266,13,1,12,0,0,0,p,AM,500.00,1,-96.793377,43.490707,-96.770420,43.612828,11.0000,0.0110,0.0068,
267,13,2,12,1,0,0,p,AM,300.00,1,-96.793377,43.490707,-96.711251,43.605813,17.0000,0.0170,0.0106,
268,13,3,12,2,0,0,p,AM,100.00,1,-96.793377,43.490707,-96.774303,43.572962,7.0000,0.0070,0.0044,
269,13,4,12,3,0,0,p,AM,600.00,1,-96.793377,43.490707,-96.747168,43.563654,11.0000,0.0110,0.0068,
270,13,5,12,4,0,0,p,AM,200.00,1,-96.793377,43.490707,-96.731569,43.564034,13.0000,0.0130,0.0081,
271,13,6,12,5,0,0,p,AM,200.00,1,-96.793377,43.490707,-96.711644,43.587586,17.0000,0.0170,0.0106,
272,13,7,12,6,0,0,p,AM,400.00,1,-96.793377,43.490707,-96.693423,43.563844,19.0000,0.0190,0.0118,
273,13,8,12,7,0,0,p,AM,600.00,1,-96.793377,43.490707,-96.711382,43.562324,19.0000,0.0190,0.0118,
274,13,9,12,8,0,0,p,AM,600.00,1,-96.793377,43.490707,-96.731241,43.548596,17.0000,0.0170,0.0106,
275,13,10,12,9,0,0,p,AM,1900.00,1,-96.793377,43.490707,-96.731438,43.545271,14.0000,0.0140,0.0087,
276,13,11,12,10,0,0,p,AM,1000.00,1,-96.793377,43.490707,-96.746841,43.544131,9.0000,0.0090,0.0056,
277,13,12,12,11,0,0,p,AM,1300.00,1,-96.793377,43.490707,-96.780137,43.543941,3.0000,0.0030,0.0019,
278,13,14,12,13,0,0,p,AM,600.00,1,-96.793377,43.490707,-96.751035,43.529306,10.0000,0.0100,0.0062,
279,13,15,12,14,0,0,p,AM,700.00,1,-96.793377,43.490707,-96.731504,43.529401,12.0000,0.0120,0.0075,
280,13,16,12,15,0,0,p,AM,600.00,1,-96.793377,43.490707,-96.711382,43.546744,18.0000,0.0180,0.0112,
281,13,17,12,16,0,0,p,AM,500.00,1,-96.793377,43.490707,-96.711382,43.541280,17.0000,0.0170,0.0106,
282,13,18,12,17,0,0,p,AM,100.00,1,-96.793377,43.490707,-96.694078,43.546744,17.0000,0.0170,0.0106,
283,13,19,12,18,0,0,p,AM,300.00,1,-96.793377,43.490707,-96.711316,43.529591,15.0000,0.0150,0.0093,
284,13,20,12,19,0,0,p,AM,600.00,1,-96.793377,43.490707,-96.711185,43.515333,13.0000,0.0130,0.0081,
285,13,21,12,20,0,0,p,AM,600.00,1,-96.793377,43.490707,-96.730979,43.510485,7.0000,0.0070,0.0044,
286,13,22,12,21,0,0,p,AM,1300.00,1,-96.793377,43.490707,-96.731241,43.514858,9.0000,0.0090,0.0056,
287,13,23,12,22,0,0,p,AM,800.00,1,-96.793377,43.490707,-96.750904,43.514858,6.0000,0.0060,0.0037,
288,13,24,12,23,0,0,p,AM,800.00,1,-96.793377,43.490707,-96.749200,43.503164,4.0000,0.0040,0.0025,
289,14,1,13,0,0,0,p,AM,300.00,1,-96.751035,43.529306,-96.770420,43.612828,18.0000,0.0180,0.0112,
290,14,2,13,1,0,0,p,AM,100.00,1,-96.751035,43.529306,-96.711251,43.605813,21.0000,0.0210,0.0131,
291,14,3,13,2,0,0,p,AM,100.00,1,-96.751035,43.529306,-96.774303,43.572962,14.0000,0.0140,0.0087,
292,14,4,13,3,0,0,p,AM,500.00,1,-96.751035,43.529306,-96.747168,43.563654,10.0000,0.0100,0.0062,
293,14,5,13,4,0,0,p,AM,100.00,1,-96.751035,43.529306,-96.731569,43.564034,12.0000,0.0120,0.0075,
294,14,6,13,5,0,0,p,AM,100.00,1,-96.751035,43.529306,-96.711644,43.587586,16.0000,0.0160,0.0099,
295,14,7,13,6,0,0,p,AM,200.00,1,-96.751035,43.529306,-96.693423,43.563844,17.0000,0.0170,0.0106,
296,14,8,13,7,0,0,p,AM,400.00,1,-96.751035,43.529306,-96.711382,43.562324,17.0000,0.0170,0.0106,
297,14,9,13,8,0,0,p,AM,600.00,1,-96.751035,43.529306,-96.731241,43.548596,12.0000,0.0120,0.0075,
298,14,10,13,9,0,0,p,AM,2100.00,1,-96.751035,43.529306,-96.731438,43.545271,9.0000,0.0090,0.0056,
299,14,11,13,10,0,0,p,AM,1600.00,1,-96.751035,43.529306,-96.746841,43.544131,4.0000,0.0040,0.0025,
300,14,12,13,11,0,0,p,AM,700.00,1,-96.751035,43.529306,-96.780137,43.543941,10.0000,0.0100,0.0062,
301,14,13,13,12,0,0,p,AM,600.00,1,-96.751035,43.529306,-96.793377,43.490707,10.0000,0.0100,0.0062,
302,14,15,13,14,0,0,p,AM,1300.00,1,-96.751035,43.529306,-96.731504,43.529401,5.0000,0.0050,0.0031,
303,14,16,13,15,0,0,p,AM,700.00,1,-96.751035,43.529306,-96.711382,43.546744,12.0000,0.0120,0.0075,
304,14,17,13,16,0,0,p,AM,700.00,1,-96.751035,43.529306,-96.711382,43.541280,10.0000,0.0100,0.0062,
305,14,18,13,17,0,0,p,AM,100.00,1,-96.751035,43.529306,-96.694078,43.546744,15.0000,0.0150,0.0093,
306,14,19,13,18,0,0,p,AM,300.00,1,-96.751035,43.529306,-96.711316,43.529591,8.0000,0.0080,0.0050,
307,14,20,13,19,0,0,p,AM,500.00,1,-96.751035,43.529306,-96.711185,43.515333,12.0000,0.0120,0.0075,
308,14,21,13,20,0,0,p,AM,400.00,1,-96.751035,43.529306,-96.730979,43.510485,9.0000,0.0090,0.0056,
309,14,22,13,21,0,0,p,AM,1200.00,1,-96.751035,43.529306,-96.731241,43.514858,8.0000,0.0080,0.0050,
310,14,23,13,22,0,0,p,AM,1100.00,1,-96.751035,43.529306,-96.750904,43.514858,4.0000,0.0040,0.0025,
311,14,24,13,23,0,0,p,AM,400.00,1,-96.751035,43.529306,-96.749200,43.503164,6.0000,0.0060,0.0037,
312,15,1,14,0,0,0,p,AM,500.00,1,-96.731504,43.529401,-96.770420,43.612828,23.0000,0.0230,0.0143,
313,15,2,14,1,0,0,p,AM,100.00,1,-96.731504,43.529401,-96.711251,43.605813,19.0000,0.0190,0.0118,
314,15,3,14,2,0,0,p,AM,100.00,1,-96.731504,43.529401,-96.774303,43.572962,19.0000,0.0190,0.0118,
315,15,4,14,3,0,0,p,AM,500.00,1,-96.731504,43.529401,-96.747168,43.563654,15.0000,0.0150,0.0093,
316,15,5,14,4,0,0,p,AM,200.00,1,-96.731504,43.529401,-96.731569,43.564034,14.0000,0.0140,0.0087,
317,15,6,14,5,0,0,p,AM,200.00,1,-96.731504,43.529401,-96.711644,43.587586,14.0000,0.0140,0.0087,
318,15,7,14,6,0,0,p,AM,500.00,1,-96.731504,43.529401,-96.693423,43.563844,12.0000,0.0120,0.0075,
319,15,8,14,7,0,0,p,AM,600.00,1,-96.731504,43.529401,-96.711382,43.562324,12.0000,0.0120,0.0075,
320,15,9,14,8,0,0,p,AM,1000.00,1,-96.731504,43.529401,-96.731241,43.548596,9.0000,0.0090,0.0056,
321,15,10,14,9,0,0,p,AM,4000.00,1,-96.731504,43.529401,-96.731438,43.545271,6.0000,0.0060,0.0037,
322,15,11,14,10,0,0,p,AM,1400.00,1,-96.731504,43.529401,-96.746841,43.544131,9.0000,0.0090,0.0056,
323,15,12,14,11,0,0,p,AM,700.00,1,-96.731504,43.529401,-96.780137,43.543941,15.0000,0.0150,0.0093,
324,15,13,14,12,0,0,p,AM,700.00,1,-96.731504,43.529401,-96.793377,43.490707,12.0000,0.0120,0.0075,
325,15,14,14,13,0,0,p,AM,1300.00,1,-96.731504,43.529401,-96.751035,43.529306,5.0000,0.0050,0.0031,
326,15,16,14,15,0,0,p,AM,1200.00,1,-96.731504,43.529401,-96.711382,43.546744,7.0000,0.0070,0.0044,
327,15,17,14,16,0,0,p,AM,1500.00,1,-96.731504,43.529401,-96.711382,43.541280,5.0000,0.0050,0.0031,
328,15,18,14,17,0,0,p,AM,200.00,1,-96.731504,43.529401,-96.694078,43.546744,10.0000,0.0100,0.0062,
329,15,19,14,18,0,0,p,AM,800.00,1,-96.731504,43.529401,-96.711316,43.529591,3.0000,0.0030,0.0019,
330,15,20,14,19,0,0,p,AM,1100.00,1,-96.731504,43.529401,-96.711185,43.515333,7.0000,0.0070,0.0044,
331,15,21,14,20,0,0,p,AM,800.00,1,-96.731504,43.529401,-96.730979,43.510485,5.0000,0.0050,0.0031,
332,15,22,14,21,0,0,p,AM,2600.00,1,-96.731504,43.529401,-96.731241,43.514858,3.0000,0.0030,0.0019,
333,15,23,14,22,0,0,p,AM,1000.00,1,-96.731504,43.529401,-96.750904,43.514858,7.0000,0.0070,0.0044,
334,15,24,14,23,0,0,p,AM,400.00,1,-96.731504,43.529401,-96.749200,43.503164,8.0000,0.0080,0.0050,
335,16,1,15,0,0,0,p,AM,500.00,1,-96.711382,43.546744,-96.770420,43.612828,18.0000,0.0180,0.0112,
336,16,2,15,1,0,0,p,AM,400.00,1,-96.711382,43.546744,-96.711251,43.605813,12.0000,0.0120,0.0075,
337,16,3,15,2,0,0,p,AM,200.00,1,-96.711382,43.546744,-96.774303,43.572962,17.0000,0.0170,0.0106,
338,16,4,15,3,0,0,p,AM,800.00,1,-96.711382,43.546744,-96.747168,43.563654,13.0000,0.0130,0.0081,
339,16,5,15,4,0,0,p,AM,500.00,1,-96.711382,43.546744,-96.731569,43.564034,11.0000,0.0110,0.0068,
340,16,6,15,5,0,0,p,AM,900.00,1,-96.711382,43.546744,-96.711644,43.587586,7.0000,0.0070,0.0044,
341,16,7,15,6,0,0,p,AM,1400.00,1,-96.711382,43.546744,-96.693423,43.563844,5.0000,0.0050,0.0031,
342,16,8,15,7,0,0,p,AM,2200.00,1,-96.711382,43.546744,-96.711382,43.562324,5.0000,0.0050,0.0031,
343,16,9,15,8,0,0,p,AM,1400.00,1,-96.711382,43.546744,-96.731241,43.548596,7.0000,0.0070,0.0044,
344,16,10,15,9,0,0,p,AM,4400.00,1,-96.711382,43.546744,-96.731438,43.545271,4.0000,0.0040,0.0025,
345,16,11,15,10,0,0,p,AM,1400.00,1,-96.711382,43.546744,-96.746841,43.544131,9.0000,0.0090,0.0056,
346,16,12,15,11,0,0,p,AM,700.00,1,-96.711382,43.546744,-96.780137,43.543941,15.0000,0.0150,0.0093,
347,16,13,15,12,0,0,p,AM,600.00,1,-96.711382,43.546744,-96.793377,43.490707,18.0000,0.0180,0.0112,
348,16,14,15,13,0,0,p,AM,700.00,1,-96.711382,43.546744,-96.751035,43.529306,12.0000,0.0120,0.0075,
349,16,15,15,14,0,0,p,AM,1200.00,1,-96.711382,43.546744,-96.731504,43.529401,7.0000,0.0070,0.0044,
350,16,17,15,16,0,0,p,AM,2800.00,1,-96.711382,43.546744,-96.711382,43.541280,2.0000,0.0020,0.0012,
351,16,18,15,17,0,0,p,AM,500.00,1,-96.711382,43.546744,-96.694078,43.546744,3.0000,0.0030,0.0019,
352,16,19,15,18,0,0,p,AM,1300.00,1,-96.711382,43.546744,-96.711316,43.529591,4.0000,0.0040,0.0025,
353,16,20,15,19,0,0,p,AM,1600.00,1,-96.711382,43.546744,-96.711185,43.515333,7.0000,0.0070,0.0044,
354,16,21,15,20,0,0,p,AM,600.00,1,-96.711382,43.546744,-96.730979,43.510485,12.0000,0.0120,0.0075,
355,16,22,15,21,0,0,p,AM,1200.00,1,-96.711382,43.546744,-96.731241,43.514858,10.0000,0.0100,0.0062,
356,16,23,15,22,0,0,p,AM,500.00,1,-96.711382,43.546744,-96.750904,43.514858,14.0000,0.0140,0.0087,
357,16,24,15,23,0,0,p,AM,300.00,1,-96.711382,43.546744,-96.749200,43.503164,15.0000,0.0150,0.0093,
358,17,1,16,0,0,0,p,AM,400.00,1,-96.711382,43.541280,-96.770420,43.612828,20.0000,0.0200,0.0124,
359,17,2,16,1,0,0,p,AM,200.00,1,-96.711382,43.541280,-96.711251,43.605813,14.0000,0.0140,0.0087,
360,17,3,16,2,0,0,p,AM,100.00,1,-96.711382,43.541280,-96.774303,43.572962,19.0000,0.0190,0.0118,
361,17,4,16,3,0,0,p,AM,500.00,1,-96.711382,43.541280,-96.747168,43.563654,15.0000,0.0150,0.0093,
362,17,5,16,4,0,0,p,AM,200.00,1,-96.711382,43.541280,-96.731569,43.564034,13.0000,0.0130,0.0081,
363,17,6,16,5,0,0,p,AM,500.00,1,-96.711382,43.541280,-96.711644,43.587586,9.0000,0.0090,0.0056,
364,17,7,16,6,0,0,p,AM,1000.00,1,-96.711382,43.541280,-96.693423,43.563844,7.0000,0.0070,0.0044,
365,17,8,16,7,0,0,p,AM,1400.00,1,-96.711382,43.541280,-96.711382,43.562324,7.0000,0.0070,0.0044,
366,17,9,16,8,0,0,p,AM,900.00,1,-96.711382,43.541280,-96.731241,43.548596,9.0000,0.0090,0.0056,
367,17,10,16,9,0,0,p,AM,3900.00,1,-96.711382,43.541280,-96.731438,43.545271,6.0000,0.0060,0.0037,
368,17,11,16,10,0,0,p,AM,1000.00,1,-96.711382,43.541280,-96.746841,43.544131,11.0000,0.0110,0.0068,
369,17,12,16,11,0,0,p,AM,600.00,1,-96.711382,43.541280,-96.780137,43.543941,17.0000,0.0170,0.0106,
370,17,13,16,12,0,0,p,AM,500.00,1,-96.711382,43.541280,-96.793377,43.490707,17.0000,0.0170,0.0106,
371,17,14,16,13,0,0,p,AM,700.00,1,-96.711382,43.541280,-96.751035,43.529306,10.0000,0.0100,0.0062,
372,17,15,16,14,0,0,p,AM,1500.00,1,-96.711382,43.541280,-96.731504,43.529401,5.0000,0.0050,0.0031,
373,17,16,16,15,0,0,p,AM,2800.00,1,-96.711382,43.541280,-96.711382,43.546744,2.0000,0.0020,0.0012,
374,17,18,16,17,0,0,p,AM,600.00,1,-96.711382,43.541280,-96.694078,43.546744,5.0000,0.0050,0.0031,
375,17,19,16,18,0,0,p,AM,1700.00,1,-96.711382,43.541280,-96.711316,43.529591,2.0000,0.0020,0.0012,
376,17,20,16,19,0,0,p,AM,1700.00,1,-96.711382,43.541280,-96.711185,43.515333,6.0000,0.0060,0.0037,
377,17,21,16,20,0,0,p,AM,600.00,1,-96.711382,43.541280,-96.730979,43.510485,10.0000,0.0100,0.0062,
378,17,22,16,21,0,0,p,AM,1700.00,1,-96.711382,43.541280,-96.731241,43.514858,8.0000,0.0080,0.0050,
379,17,23,16,22,0,0,p,AM,600.00,1,-96.711382,43.541280,-96.750904,43.514858,12.0000,0.0120,0.0075,
380,17,24,16,23,0,0,p,AM,300.00,1,-96.711382,43.541280,-96.749200,43.503164,13.0000,0.0130,0.0081,
381,18,1,17,0,0,0,p,AM,100.00,1,-96.694078,43.546744,-96.770420,43.612828,18.0000,0.0180,0.0112,
382,18,4,17,3,0,0,p,AM,100.00,1,-96.694078,43.546744,-96.747168,43.563654,13.0000,0.0130,0.0081,
383,18,6,17,5,0,0,p,AM,100.00,1,-96.694078,43.546744,-96.711644,43.587586,7.0000,0.0070,0.0044,
384,18,7,17,6,0,0,p,AM,200.00,1,-96.694078,43.546744,-96.693423,43.563844,2.0000,0.0020,0.0012,
385,18,8,17,7,0,0,p,AM,300.00,1,-96.694078,43.546744,-96.711382,43.562324,5.0000,0.0050,0.0031,
386,18,9,17,8,0,0,p,AM,200.00,1,-96.694078,43.546744,-96.731241,43.548596,10.0000,0.0100,0.0062,
387,18,10,17,9,0,0,p,AM,700.00,1,-96.694078,43.546744,-96.731438,43.545271,7.0000,0.0070,0.0044,
388,18,11,17,10,0,0,p,AM,200.00,1,-96.694078,43.546744,-96.746841,43.544131,12.0000,0.0120,0.0075,
389,18,12,17,11,0,0,p,AM,200.00,1,-96.694078,43.546744,-96.780137,43.543941,18.0000,0.0180,0.0112,
390,18,13,17,12,0,0,p,AM,100.00,1,-96.694078,43.546744,-96.793377,43.490707,17.0000,0.0170,0.0106,
391,18,14,17,13,0,0,p,AM,100.00,1,-96.694078,43.546744,-96.751035,43.529306,15.0000,0.0150,0.0093,
392,18,15,17,14,0,0,p,AM,200.00,1,-96.694078,43.546744,-96.731504,43.529401,10.0000,0.0100,0.0062,
393,18,16,17,15,0,0,p,AM,500.00,1,-96.694078,43.546744,-96.711382,43.546744,3.0000,0.0030,0.0019,
394,18,17,17,16,0,0,p,AM,600.00,1,-96.694078,43.546744,-96.711382,43.541280,5.0000,0.0050,0.0031,
395,18,19,17,18,0,0,p,AM,300.00,1,-96.694078,43.546744,-96.711316,43.529591,7.0000,0.0070,0.0044,
396,18,20,17,19,0,0,p,AM,400.00,1,-96.694078,43.546744,-96.711185,43.515333,4.0000,0.0040,0.0025,
397,18,21,17,20,0,0,p,AM,100.00,1,-96.694078,43.546744,-96.730979,43.510485,10.0000,0.0100,0.0062,
398,18,22,17,21,0,0,p,AM,300.00,1,-96.694078,43.546744,-96.731241,43.514858,9.0000,0.0090,0.0056,
399,18,23,17,22,0,0,p,AM,100.00,1,-96.694078,43.546744,-96.750904,43.514858,13.0000,0.0130,0.0081,
400,19,1,18,0,0,0,p,AM,300.00,1,-96.711316,43.529591,-96.770420,43.612828,22.0000,0.0220,0.0137,
401,19,2,18,1,0,0,p,AM,100.00,1,-96.711316,43.529591,-96.711251,43.605813,16.0000,0.0160,0.0099,
402,19,4,18,3,0,0,p,AM,200.00,1,-96.711316,43.529591,-96.747168,43.563654,17.0000,0.0170,0.0106,
403,19,5,18,4,0,0,p,AM,100.00,1,-96.711316,43.529591,-96.731569,43.564034,15.0000,0.0150,0.0093,
404,19,6,18,5,0,0,p,AM,200.00,1,-96.711316,43.529591,-96.711644,43.587586,11.0000,0.0110,0.0068,
405,19,7,18,6,0,0,p,AM,400.00,1,-96.711316,43.529591,-96.693423,43.563844,9.0000,0.0090,0.0056,
406,19,8,18,7,0,0,p,AM,700.00,1,-96.711316,43.529591,-96.711382,43.562324,9.0000,0.0090,0.0056,
407,19,9,18,8,0,0,p,AM,400.00,1,-96.711316,43.529591,-96.731241,43.548596,11.0000,0.0110,0.0068,
408,19,10,18,9,0,0,p,AM,1800.00,1,-96.711316,43.529591,-96.731438,43.545271,8.0000,0.0080,0.0050,
409,19,11,18,10,0,0,p,AM,400.00,1,-96.711316,43.529591,-96.746841,43.544131,12.0000,0.0120,0.0075,
410,19,12,18,11,0,0,p,AM,300.00,1,-96.711316,43.529591,-96.780137,43.543941,18.0000,0.0180,0.0112,
411,19,13,18,12,0,0,p,AM,300.00,1,-96.711316,43.529591,-96.793377,43.490707,15.0000,0.0150,0.0093,
412,19,14,18,13,0,0,p,AM,300.00,1,-96.711316,43.529591,-96.751035,43.529306,8.0000,0.0080,0.0050,
413,19,15,18,14,0,0,p,AM,800.00,1,-96.711316,43.529591,-96.731504,43.529401,3.0000,0.0030,0.0019,
414,19,16,18,15,0,0,p,AM,1300.00,1,-96.711316,43.529591,-96.711382,43.546744,4.0000,0.0040,0.0025,
415,19,17,18,16,0,0,p,AM,1700.00,1,-96.711316,43.529591,-96.711382,43.541280,2.0000,0.0020,0.0012,
416,19,18,18,17,0,0,p,AM,300.00,1,-96.711316,43.529591,-96.694078,43.546744,7.0000,0.0070,0.0044,
417,19,20,18,19,0,0,p,AM,1200.00,1,-96.711316,43.529591,-96.711185,43.515333,4.0000,0.0040,0.0025,
418,19,21,18,20,0,0,p,AM,400.00,1,-96.711316,43.529591,-96.730979,43.510485,8.0000,0.0080,0.0050,
419,19,22,18,21,0,0,p,AM,1200.00,1,-96.711316,43.529591,-96.731241,43.514858,6.0000,0.0060,0.0037,
420,19,23,18,22,0,0,p,AM,300.00,1,-96.711316,43.529591,-96.750904,43.514858,10.0000,0.0100,0.0062,
421,19,24,18,23,0,0,p,AM,100.00,1,-96.711316,43.529591,-96.749200,43.503164,11.0000,0.0110,0.0068,
422,20,1,19,0,0,0,p,AM,300.00,1,-96.711185,43.515333,-96.770420,43.612828,22.0000,0.0220,0.0137,
423,20,2,19,1,0,0,p,AM,100.00,1,-96.711185,43.515333,-96.711251,43.605813,16.0000,0.0160,0.0099,
424,20,4,19,3,0,0,p,AM,300.00,1,-96.711185,43.515333,-96.747168,43.563654,17.0000,0.0170,0.0106,
425,20,5,19,4,0,0,p,AM,100.00,1,-96.711185,43.515333,-96.731569,43.564034,15.0000,0.0150,0.0093,
426,20,6,19,5,0,0,p,AM,300.00,1,-96.711185,43.515333,-96.711644,43.587586,11.0000,0.0110,0.0068,
427,20,7,19,6,0,0,p,AM,500.00,1,-96.711185,43.515333,-96.693423,43.563844,6.0000,0.0060,0.0037,
428,20,8,19,7,0,0,p,AM,900.00,1,-96.711185,43.515333,-96.711382,43.562324,9.0000,0.0090,0.0056,
429,20,9,19,8,0,0,p,AM,600.00,1,-96.711185,43.515333,-96.731241,43.548596,14.0000,0.0140,0.0087,
430,20,10,19,9,0,0,p,AM,2500.00,1,-96.711185,43.515333,-96.731438,43.545271,11.0000,0.0110,0.0068,
431,20,11,19,10,0,0,p,AM,600.00,1,-96.711185,43.515333,-96.746841,43.544131,16.0000,0.0160,0.0099,
432,20,12,19,11,0,0,p,AM,500.00,1,-96.711185,43.515333,-96.780137,43.543941,16.0000,0.0160,0.0099,
433,20,13,19,12,0,0,p,AM,600.00,1,-96.711185,43.515333,-96.793377,43.490707,13.0000,0.0130,0.0081,
434,20,14,19,13,0,0,p,AM,500.00,1,-96.711185,43.515333,-96.751035,43.529306,12.0000,0.0120,0.0075,
435,20,15,19,14,0,0,p,AM,1100.00,1,-96.711185,43.515333,-96.731504,43.529401,7.0000,0.0070,0.0044,
436,20,16,19,15,0,0,p,AM,1600.00,1,-96.711185,43.515333,-96.711382,43.546744,7.0000,0.0070,0.0044,
437,20,17,19,16,0,0,p,AM,1700.00,1,-96.711185,43.515333,-96.711382,43.541280,6.0000,0.0060,0.0037,
