link_id,vdf_type,from_node_id,to_node_id,lanes,distance_km,distance_mile,fftt,meso_link_id,meso_link_incoming_volume,tmc,tmc_corridor_name,tmc_corridor_id,tmc_road_order,tmc_road_sequence,subarea_id,link_type,link_type_code,vdf_code,time_period,volume,ref_volume,ref_diff,volume_before_odme,volume_after_odme,volume_diff_odme,obs_count,upper_bound_type,obs_count_dev_odme,preload_volume,person_volume,travel_time,speed_kmph,speed_mph,speed_ratio,VOC,DOC,capacity,queue,total_simu_waiting_time_in_min,avg_simu_waiting_time_in_min,qdf,lanes,D_per_hour_per_lane,QVDF_cd,QVDF_n,P,severe_congestion_duration_in_h,vf,v_congestion_cutoff,QVDF_cp,QVDF_s,QVDF_v,vt2,VMT,VHT,PMT,PHT,PDT_vf,PDT_vc,geometry,person_vol_p,v06:00,v06:15,v06:30,v06:45,v07:00,v07:15,v07:30,v07:45,v08:00,v08:15,v08:30,v08:45,v09:00,v09:15,v09:30,v09:45,v10:00,v10:15,v10:30,v10:45,v11:00,v11:15,v11:30,v11:45,v12:00,v12:15,v12:30,v12:45,v13:00,v13:15,v13:30,v13:45,v14:00,v14:15,v14:30,v14:45,v15:00,v15:15,v15:30,v15:45,v16:00,v16:15,v16:30,v16:45,v17:00,v17:15,v17:30,v17:45,v18:00,v18:15,v18:30,v18:45,v19:00,v19:15,v19:30,v19:45,scenario_code,volume_before_sa,volume_after_sa,volume_diff_sa,speed_before_sa,speed_after_sa,speed_diff_sa,DoC_before_sa,DoC_after_sa,Doc_diff_sa,P_before_sa,P_after_sa,P_diff_sa,notes
24,bpr,9,8,1.000000,0.010000,0.006215,0.010000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,6765.851,-1.000,0.000,6765.851,6765.851,0.000,,,,0.000,6765.851,14.832,40.452,25.141,0.674,1.340,1.340,5050.193,0.000,0.000,0.000,1.000,1.000,6765.851,0.955,1.142,1.333,0.750,60.000,51.000,0.400,4.000,27.141,22.517,42.050,1672.546,42.050,1672.546,544.904,345.909,"LINESTRING (-96.731091 43.548379, -96.711231 43.562106)",6765.851,60.000,60.000,60.000,60.000,35.184,24.477,23.194,30.287,53.685,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,6765.851,6765.851,0.000,40.452,40.452,0.000,1.340,1.340,0.000,1.333,1.333,period-based
25,bpr,9,10,1.000000,0.003000,0.001865,0.003000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,21971.564,-1.000,0.000,21971.565,21971.565,0.000,,,,0.000,21971.564,5.797,31.053,19.299,0.518,1.579,1.579,13915.788,0.000,0.000,0.000,1.000,1.000,21971.565,0.955,1.142,1.608,1.083,60.000,51.000,0.400,4.000,18.918,13.866,40.966,2122.661,40.966,2122.661,1024.082,830.216,"LINESTRING (-96.731506 43.548612, -96.731702 43.545287)",21971.565,60.000,60.000,60.000,60.000,21.445,14.955,14.240,18.315,48.467,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,21971.564,21971.564,0.000,31.053,31.053,0.000,1.579,1.579,0.000,1.608,1.608,period-based
26,bpr,10,9,1.000000,0.003000,0.001865,0.003000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,22030.975,-1.000,0.000,22030.975,22030.975,0.000,,,,0.000,22030.975,5.827,30.891,19.199,0.515,1.583,1.583,13915.788,0.000,0.000,0.000,1.000,1.000,22030.975,0.955,1.142,1.613,1.083,60.000,51.000,0.400,4.000,18.790,13.742,41.077,2139.552,41.077,2139.552,1038.003,843.612,"LINESTRING (-96.731174 43.545255, -96.730977 43.548581)",22030.975,60.000,60.000,60.000,60.000,21.233,14.818,14.112,18.139,48.381,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,22030.975,22030.975,0.000,30.891,30.891,0.000,1.583,1.583,0.000,1.613,1.613,period-based
27,bpr,10,11,1.000000,0.005000,0.003108,0.005000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,17654.734,-1.000,0.000,17654.735,17654.735,0.000,,,,0.000,17654.734,12.286,24.417,15.176,0.407,1.765,1.765,10000.000,0.000,0.000,0.000,1.000,1.000,17654.735,0.955,1.142,1.827,1.083,60.000,51.000,0.400,4.000,13.969,9.341,54.862,3615.185,54.862,3615.185,2143.957,1884.328,"LINESTRING (-96.731458 43.545535, -96.746860 43.544395)",17654.735,60.000,60.000,60.000,60.000,13.715,9.975,9.560,11.913,45.332,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,17654.734,17654.734,0.000,24.417,24.417,0.000,1.765,1.765,0.000,1.827,1.827,period-based
28,bpr,10,15,1.000000,0.006000,0.003729,0.006000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,23105.277,-1.000,0.000,23105.277,23105.277,0.000,,,,0.000,23105.277,13.695,26.287,16.337,0.438,1.710,1.710,13512.002,0.000,0.000,0.000,1.000,1.000,23105.277,0.955,1.142,1.762,1.083,60.000,51.000,0.400,4.000,15.301,10.505,86.160,5273.778,86.160,5273.778,2963.251,2555.510,"LINESTRING (-96.731703 43.545272, -96.731768 43.529402)",23105.277,60.000,60.000,60.000,60.000,15.690,11.253,10.763,13.547,46.135,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,23105.277,23105.277,0.000,26.287,26.287,0.000,1.710,1.710,0.000,1.762,1.762,period-based
29,bpr,10,16,1.000000,0.004000,0.002486,0.004000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,11020.123,-1.000,0.000,11020.123,11020.123,0.000,,,,0.000,11020.123,19.928,12.043,7.485,0.201,2.270,2.270,4854.918,0.000,0.000,0.000,1.000,1.000,11020.123,0.955,1.142,2.434,1.083,60.000,51.000,0.400,4.000,6.186,3.389,27.396,3660.206,27.396,3660.206,2925.531,2795.882,"LINESTRING (-96.731419 43.545007, -96.711362 43.546480)",11020.123,60.000,60.000,60.000,60.000,4.315,3.533,3.439,3.952,41.587,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,11020.123,11020.123,0.000,12.043,12.043,0.000,2.270,2.270,0.000,2.434,2.434,period-based
30,bpr,10,17,1.000000,0.008000,0.004972,0.008000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,8100.000,-1.000,0.000,8100.000,8100.000,0.000,,,,0.000,8100.000,16.308,29.433,18.293,0.491,1.622,1.622,4993.511,0.000,0.000,0.000,1.000,1.000,8100.000,0.955,1.142,1.659,1.083,60.000,51.000,0.400,4.000,17.652,12.657,40.273,2201.582,40.273,2201.582,1121.582,930.994,"LINESTRING (-96.731490 43.545011, -96.711433 43.541020)",8100.000,60.000,60.000,60.000,60.000,19.375,13.621,12.989,16.595,47.631,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,8100.000,8100.000,0.000,29.433,29.433,0.000,1.622,1.622,0.000,1.659,1.659,period-based
31,bpr,11,4,1.000000,0.006000,0.003729,0.006000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,5307.735,-1.000,0.000,5307.735,5307.735,0.000,,,,0.000,5307.735,7.230,49.791,30.945,0.830,1.081,1.081,4908.827,0.000,0.000,0.000,1.000,1.000,5307.735,0.955,1.142,1.044,0.000,60.000,51.000,0.400,4.000,37.145,34.568,19.793,639.598,19.793,639.598,108.824,15.159,"LINESTRING (-96.746576 43.544135, -96.746904 43.563658)",5307.735,60.000,60.000,60.000,60.000,47.514,37.259,35.524,43.826,56.945,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,5307.735,5307.735,0.000,49.791,49.791,0.000,1.081,1.081,0.000,1.044,1.044,period-based
32,bpr,11,10,1.000000,0.005000,0.003108,0.005000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,17534.064,-1.000,0.000,17534.065,17534.065,0.000,,,,0.000,17534.064,12.089,24.816,15.423,0.414,1.753,1.753,10000.000,0.000,0.000,0.000,1.000,1.000,17534.065,0.955,1.142,1.813,1.083,60.000,51.000,0.400,4.000,14.249,9.582,54.487,3532.854,54.487,3532.854,2071.682,1813.828,"LINESTRING (-96.746821 43.543867, -96.731418 43.545007)",17534.065,60.000,60.000,60.000,60.000,14.123,10.240,9.809,12.250,45.497,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,17534.064,17534.064,0.000,24.816,24.816,0.000,1.753,1.753,0.000,1.813,1.813,period-based
33,bpr,11,12,1.000000,0.006000,0.003729,0.006000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,8409.568,-1.000,0.000,8409.568,8409.568,0.000,,,,0.000,8409.568,13.752,26.178,16.269,0.436,1.713,1.713,4908.827,0.000,0.000,0.000,1.000,1.000,8409.568,0.955,1.142,1.766,1.083,60.000,51.000,0.400,4.000,15.222,10.435,31.359,1927.505,31.359,1927.505,1086.548,938.144,"LINESTRING (-96.746842 43.544395, -96.780138 43.544205)",8409.568,60.000,60.000,60.000,60.000,15.570,11.175,10.690,13.448,46.086,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,8409.568,8409.568,0.000,26.178,26.178,0.000,1.713,1.713,0.000,1.766,1.766,period-based
34,bpr,11,14,1.000000,0.004000,0.002486,0.004000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,9811.578,-1.000,0.000,9811.579,9811.579,0.000,,,,0.000,9811.578,13.833,17.350,10.783,0.289,2.012,2.012,4876.508,0.000,0.000,0.000,1.000,1.000,9811.579,0.955,1.142,2.121,1.083,60.000,51.000,0.400,4.000,9.320,5.604,24.392,2262.003,24.392,2262.003,1607.898,1492.468,"LINESTRING (-96.747096 43.544203, -96.751290 43.529378)",9811.579,60.000,60.000,60.000,60.000,7.626,5.908,5.709,6.812,42.881,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,9811.578,9811.578,0.000,17.350,17.350,0.000,2.012,2.012,0.000,2.121,2.121,period-based
35,bpr,12,3,1.000000,0.004000,0.002486,0.004000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,10698.620,-1.000,0.000,10698.620,10698.620,0.000,,,,0.000,10698.620,4.026,59.610,37.048,0.993,0.457,0.457,23403.473,0.000,0.000,0.000,1.000,1.000,10698.620,0.955,1.142,0.042,0.000,60.000,51.000,0.400,4.000,58.724,51.000,26.597,717.914,26.597,717.914,4.672,0.000,"LINESTRING (-96.779877 43.543888, -96.774044 43.572909)",10698.620,60.000,60.000,60.000,60.000,59.778,59.112,56.334,59.556,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,10698.620,10698.620,0.000,59.610,59.610,0.000,0.457,0.457,0.000,0.042,0.042,period-based
36,bpr,12,11,1.000000,0.006000,0.003729,0.006000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,8424.265,-1.000,0.000,8424.265,8424.265,0.000,,,,0.000,8424.265,13.807,26.075,16.205,0.435,1.716,1.716,4908.827,0.000,0.000,0.000,1.000,1.000,8424.265,0.955,1.142,1.769,1.083,60.000,51.000,0.400,4.000,15.147,10.369,31.414,1938.502,31.414,1938.502,1096.075,947.412,"LINESTRING (-96.780135 43.543676, -96.746839 43.543866)",8424.265,60.000,60.000,60.000,60.000,15.458,11.103,10.622,13.355,46.040,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,8424.265,8424.265,0.000,26.075,26.075,0.000,1.716,1.716,0.000,1.769,1.769,period-based
37,bpr,12,13,1.000000,0.003000,0.001865,0.003000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,13308.735,-1.000,0.000,13308.735,13308.735,0.000,,,,0.000,13308.735,3.031,59.379,36.904,0.990,0.514,0.514,25900.201,0.000,0.000,0.000,1.000,1.000,13308.735,0.955,1.142,0.067,0.000,60.000,51.000,0.400,4.000,57.989,51.000,24.814,672.396,24.814,672.396,6.959,0.000,"LINESTRING (-96.780394 43.544005, -96.793634 43.490771)",13308.735,60.000,60.000,60.000,60.000,59.641,58.564,55.923,59.282,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,13308.735,13308.735,0.000,59.379,59.379,0.000,0.514,0.514,0.000,0.067,0.067,period-based
38,bpr,13,12,1.000000,0.003000,0.001865,0.003000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,13387.562,-1.000,0.000,13387.561,13387.561,0.000,,,,0.000,13387.562,3.032,59.364,36.895,0.989,0.517,0.517,25900.201,0.000,0.000,0.000,1.000,1.000,13387.561,0.955,1.142,0.068,0.000,60.000,51.000,0.400,4.000,57.942,51.000,24.961,676.545,24.961,676.545,7.167,0.000,"LINESTRING (-96.793120 43.490643, -96.779880 43.543877)",13387.561,60.000,60.000,60.000,60.000,59.632,58.528,55.896,59.264,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,13387.562,13387.562,0.000,59.364,59.364,0.000,0.517,0.517,0.000,0.068,0.068,period-based
39,bpr,13,24,1.000000,0.004000,0.002486,0.004000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,11017.354,-1.000,0.000,11017.355,11017.355,0.000,,,,0.000,11017.354,17.157,13.988,8.694,0.233,2.164,2.164,5091.256,0.000,0.000,0.000,1.000,1.000,11017.355,0.955,1.142,2.305,1.083,60.000,51.000,0.400,4.000,7.303,4.148,27.389,3150.434,27.389,3150.434,2415.944,2286.328,"LINESTRING (-96.793305 43.490452, -96.749128 43.502909)",11017.355,60.000,60.000,60.000,60.000,5.417,4.343,4.216,4.914,42.013,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,11017.354,11017.354,0.000,13.988,13.988,0.000,2.164,2.164,0.000,2.305,2.305,period-based
40,bpr,14,11,1.000000,0.004000,0.002486,0.004000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,9851.933,-1.000,0.000,9851.933,9851.933,0.000,,,,0.000,9851.933,13.995,17.148,10.658,0.286,2.020,2.020,4876.508,0.000,0.000,0.000,1.000,1.000,9851.933,0.955,1.142,2.131,1.083,60.000,51.000,0.400,4.000,9.196,5.511,24.492,2298.033,24.492,2298.033,1641.237,1525.332,"LINESTRING (-96.750781 43.529234, -96.746586 43.544059)",9851.933,60.000,60.000,60.000,60.000,7.482,5.808,5.614,6.689,42.824,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,9851.933,9851.933,0.000,17.148,17.148,0.000,2.020,2.020,0.000,2.131,2.131,period-based
41,bpr,14,15,1.000000,0.005000,0.003108,0.005000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,8942.124,-1.000,0.000,8942.124,8942.124,0.000,,,,0.000,8942.124,11.937,25.131,15.619,0.419,1.744,1.744,5127.526,0.000,0.000,0.000,1.000,1.000,8942.124,0.955,1.142,1.802,1.083,60.000,51.000,0.400,4.000,14.472,9.776,27.788,1779.085,27.788,1779.085,1033.908,902.406,"LINESTRING (-96.751034 43.529041, -96.731502 43.529136)",8942.124,60.000,60.000,60.000,60.000,14.450,10.452,10.009,12.521,45.631,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,8942.124,8942.124,0.000,25.131,25.131,0.000,1.744,1.744,0.000,1.802,1.802,period-based
42,bpr,14,23,1.000000,0.004000,0.002486,0.004000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,8116.835,-1.000,0.000,8116.835,8116.835,0.000,,,,0.000,8116.835,8.427,28.479,17.700,0.475,1.648,1.648,4924.791,0.000,0.000,0.000,1.000,1.000,8116.835,0.955,1.142,1.689,1.083,60.000,51.000,0.400,4.000,16.924,11.977,20.179,1140.061,20.179,1140.061,598.939,503.447,"LINESTRING (-96.751300 43.529304, -96.751169 43.514856)",8116.835,60.000,60.000,60.000,60.000,18.209,12.872,12.285,15.630,47.159,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,8116.835,8116.835,0.000,28.479,28.479,0.000,1.648,1.648,0.000,1.689,1.689,period-based
43,bpr,15,10,1.000000,0.006000,0.003729,0.006000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,23146.717,-1.000,0.000,23146.716,23146.716,0.000,,,,0.000,23146.717,13.750,26.181,16.272,0.436,1.713,1.713,13512.002,0.000,0.000,0.000,1.000,1.000,23146.716,0.955,1.142,1.765,1.083,60.000,51.000,0.400,4.000,15.224,10.437,86.315,5304.591,86.315,5304.591,2989.919,2581.448,"LINESTRING (-96.731239 43.529400, -96.731173 43.545270)",23146.716,60.000,60.000,60.000,60.000,15.574,11.178,10.692,13.451,46.088,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,23146.717,23146.717,0.000,26.181,26.181,0.000,1.713,1.713,0.000,1.765,1.765,period-based
44,bpr,15,14,1.000000,0.005000,0.003108,0.005000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,8979.143,-1.000,0.000,8979.143,8979.143,0.000,,,,0.000,8979.143,12.053,24.890,15.469,0.415,1.751,1.751,5127.526,0.000,0.000,0.000,1.000,1.000,8979.143,0.955,1.142,1.810,1.083,60.000,51.000,0.400,4.000,14.301,9.628,27.903,1803.749,27.903,1803.749,1055.487,923.441,"LINESTRING (-96.731505 43.529666, -96.751037 43.529571)",8979.143,60.000,60.000,60.000,60.000,14.200,10.290,9.856,12.314,45.529,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,8979.143,8979.143,0.000,24.890,24.890,0.000,1.751,1.751,0.000,1.810,1.810,period-based
45,bpr,15,19,1.000000,0.003000,0.001865,0.003000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,19085.662,-1.000,0.000,19085.662,19085.662,0.000,,,,0.000,19085.662,4.327,41.600,25.855,0.693,1.310,1.310,14564.753,0.000,0.000,0.000,1.000,1.000,19085.662,0.955,1.142,1.300,0.583,60.000,51.000,0.400,4.000,28.261,23.795,35.585,1376.354,35.585,1376.354,422.070,253.668,"LINESTRING (-96.731501 43.529136, -96.711314 43.529326)",19085.662,60.000,60.000,60.000,60.000,36.933,25.869,24.512,31.945,54.277,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,19085.662,19085.662,0.000,41.600,41.600,0.000,1.310,1.310,0.000,1.300,1.300,period-based
46,bpr,15,22,1.000000,0.003000,0.001865,0.003000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,18091.295,-1.000,0.000,18091.295,18091.295,0.000,,,,0.000,18091.295,8.677,20.743,12.892,0.346,1.885,1.885,9599.181,0.000,0.000,0.000,1.000,1.000,18091.295,0.955,1.142,1.969,1.083,60.000,51.000,0.400,4.000,11.479,7.275,33.731,2616.443,33.731,2616.443,1711.878,1552.249,"LINESTRING (-96.731768 43.529396, -96.731506 43.514853)",18091.295,60.000,60.000,60.000,60.000,10.289,7.719,7.429,9.059,43.945,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,18091.295,18091.295,0.000,20.743,20.743,0.000,1.885,1.885,0.000,1.969,1.969,period-based
47,bpr,16,8,1.000000,0.005000,0.003108,0.005000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,8305.959,-1.000,0.000,8305.959,8305.959,0.000,,,,0.000,8305.959,10.507,28.553,17.746,0.476,1.646,1.646,5045.823,0.000,0.000,0.000,1.000,1.000,8305.959,0.955,1.142,1.687,1.083,60.000,51.000,0.400,4.000,16.980,12.030,25.811,1454.472,25.811,1454.472,762.309,640.163,"LINESTRING (-96.711117 43.546744, -96.711117 43.562324)",8305.959,60.000,60.000,60.000,60.000,18.299,12.930,12.339,15.704,47.195,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,8305.959,8305.959,0.000,28.553,28.553,0.000,1.646,1.646,0.000,1.687,1.687,period-based
