o_zone_id,d_zone_id,distance,geometry
15,11,1.2757,"LINESTRING (-96.731504 43.529401,-96.746841 43.544131,)"
15,12,2.6363,"LINESTRING (-96.731504 43.529401,-96.780137 43.543941,)"
15,13,4.0960,"LINESTRING (-96.731504 43.529401,-96.793377 43.490707,)"
15,14,0.9789,"LINESTRING (-96.731504 43.529401,-96.751035 43.529306,)"
15,16,1.5665,"LINESTRING (-96.731504 43.529401,-96.711382 43.546744,)"
15,17,1.3004,"LINESTRING (-96.731504 43.529401,-96.711382 43.541280,)"
15,18,2.2259,"LINESTRING (-96.731504 43.529401,-96.694078 43.546744,)"
15,19,1.0119,"LINESTRING (-96.731504 43.529401,-96.711316 43.529591,)"
15,20,1.4082,"LINESTRING (-96.731504 43.529401,-96.711185 43.515333,)"
15,21,1.3079,"LINESTRING (-96.731504 43.529401,-96.730979 43.510485,)"
15,22,1.0054,"LINESTRING (-96.731504 43.529401,-96.731241 43.514858,)"
15,23,1.3987,"LINESTRING (-96.731504 43.529401,-96.750904 43.514858,)"
15,24,2.0190,"LINESTRING (-96.731504 43.529401,-96.749200 43.503164,)"
16,1,5.4415,"LINESTRING (-96.711382 43.546744,-96.770420 43.612828,)"
16,2,4.0833,"LINESTRING (-96.711382 43.546744,-96.711251 43.605813,)"
16,3,3.6359,"LINESTRING (-96.711382 43.546744,-96.774303 43.572962,)"
16,4,2.1402,"LINESTRING (-96.711382 43.546744,-96.747168 43.563654,)"
16,5,1.5657,"LINESTRING (-96.711382 43.546744,-96.731569 43.564034,)"
16,6,2.8233,"LINESTRING (-96.711382 43.546744,-96.711644 43.587586,)"
16,7,1.4855,"LINESTRING (-96.711382 43.546744,-96.693423 43.563844,)"
16,8,1.0770,"LINESTRING (-96.711382 43.546744,-96.711382 43.562324,)"
16,9,1.0033,"LINESTRING (-96.711382 43.546744,-96.731241 43.548596,)"
16,10,1.0101,"LINESTRING (-96.711382 43.546744,-96.731438 43.545271,)"
16,11,1.7859,"LINESTRING (-96.711382 43.546744,-96.746841 43.544131,)"
16,12,3.4505,"LINESTRING (-96.711382 43.546744,-96.780137 43.543941,)"
16,13,5.6479,"LINESTRING (-96.711382 43.546744,-96.793377 43.490707,)"
16,14,2.3241,"LINESTRING (-96.711382 43.546744,-96.751035 43.529306,)"
16,15,1.5665,"LINESTRING (-96.711382 43.546744,-96.731504 43.529401,)"
16,17,0.3777,"LINESTRING (-96.711382 43.546744,-96.711382 43.541280,)"
16,18,0.8670,"LINESTRING (-96.711382 43.546744,-96.694078 43.546744,)"
16,19,1.1857,"LINESTRING (-96.711382 43.546744,-96.711316 43.529591,)"
16,20,2.1713,"LINESTRING (-96.711382 43.546744,-96.711185 43.515333,)"
16,21,2.6920,"LINESTRING (-96.711382 43.546744,-96.730979 43.510485,)"
16,22,2.4185,"LINESTRING (-96.711382 43.546744,-96.731241 43.514858,)"
16,23,2.9634,"LINESTRING (-96.711382 43.546744,-96.750904 43.514858,)"
16,24,3.5593,"LINESTRING (-96.711382 43.546744,-96.749200 43.503164,)"
17,1,5.7623,"LINESTRING (-96.711382 43.541280,-96.770420 43.612828,)"
17,2,4.4610,"LINESTRING (-96.711382 43.541280,-96.711251 43.605813,)"
17,3,3.8383,"LINESTRING (-96.711382 43.541280,-96.774303 43.572962,)"
17,4,2.3678,"LINESTRING (-96.711382 43.541280,-96.747168 43.563654,)"
17,5,1.8700,"LINESTRING (-96.711382 43.541280,-96.731569 43.564034,)"
17,6,3.2010,"LINESTRING (-96.711382 43.541280,-96.711644 43.587586,)"
17,7,1.8007,"LINESTRING (-96.711382 43.541280,-96.693423 43.563844,)"
17,8,1.4547,"LINESTRING (-96.711382 43.541280,-96.711382 43.562324,)"
17,9,1.1162,"LINESTRING (-96.711382 43.541280,-96.731241 43.548596,)"
17,10,1.0421,"LINESTRING (-96.711382 43.541280,-96.731438 43.545271,)"
17,11,1.7877,"LINESTRING (-96.711382 43.541280,-96.746841 43.544131,)"
17,12,3.4501,"LINESTRING (-96.711382 43.541280,-96.780137 43.543941,)"
17,13,5.3961,"LINESTRING (-96.711382 43.541280,-96.793377 43.490707,)"
17,14,2.1527,"LINESTRING (-96.711382 43.541280,-96.751035 43.529306,)"
17,15,1.3004,"LINESTRING (-96.711382 43.541280,-96.731504 43.529401,)"
17,16,0.3777,"LINESTRING (-96.711382 43.541280,-96.711382 43.546744,)"
17,18,0.9457,"LINESTRING (-96.711382 43.541280,-96.694078 43.546744,)"
17,19,0.8080,"LINESTRING (-96.711382 43.541280,-96.711316 43.529591,)"
17,20,1.7937,"LINESTRING (-96.711382 43.541280,-96.711185 43.515333,)"
17,21,2.3445,"LINESTRING (-96.711382 43.541280,-96.730979 43.510485,)"
17,22,2.0801,"LINESTRING (-96.711382 43.541280,-96.731241 43.514858,)"
17,23,2.6944,"LINESTRING (-96.711382 43.541280,-96.750904 43.514858,)"
17,24,3.2459,"LINESTRING (-96.711382 43.541280,-96.749200 43.503164,)"
18,1,5.9568,"LINESTRING (-96.694078 43.546744,-96.770420 43.612828,)"
18,2,4.1729,"LINESTRING (-96.694078 43.546744,-96.711251 43.605813,)"
18,3,4.4085,"LINESTRING (-96.694078 43.546744,-96.774303 43.572962,)"
18,4,2.9052,"LINESTRING (-96.694078 43.546744,-96.747168 43.563654,)"
18,5,2.2262,"LINESTRING (-96.694078 43.546744,-96.731569 43.564034,)"
18,6,2.9572,"LINESTRING (-96.694078 43.546744,-96.711644 43.587586,)"
18,7,1.1825,"LINESTRING (-96.694078 43.546744,-96.693423 43.563844,)"
18,8,1.3825,"LINESTRING (-96.694078 43.546744,-96.711382 43.562324,)"
18,9,1.8664,"LINESTRING (-96.694078 43.546744,-96.731241 43.548596,)"
18,10,1.8747,"LINESTRING (-96.694078 43.546744,-96.731438 43.545271,)"
18,11,2.6499,"LINESTRING (-96.694078 43.546744,-96.746841 43.544131,)"
18,12,4.3164,"LINESTRING (-96.694078 43.546744,-96.780137 43.543941,)"
18,13,6.3073,"LINESTRING (-96.694078 43.546744,-96.793377 43.490707,)"
18,14,3.0983,"LINESTRING (-96.694078 43.546744,-96.751035 43.529306,)"
18,15,2.2259,"LINESTRING (-96.694078 43.546744,-96.731504 43.529401,)"
18,16,0.8670,"LINESTRING (-96.694078 43.546744,-96.711382 43.546744,)"
18,17,0.9457,"LINESTRING (-96.694078 43.546744,-96.711382 43.541280,)"
18,19,1.4670,"LINESTRING (-96.694078 43.546744,-96.711316 43.529591,)"
18,20,2.3344,"LINESTRING (-96.694078 43.546744,-96.711185 43.515333,)"
18,21,3.1149,"LINESTRING (-96.694078 43.546744,-96.730979 43.510485,)"
18,22,2.8857,"LINESTRING (-96.694078 43.546744,-96.731241 43.514858,)"
18,23,3.6013,"LINESTRING (-96.694078 43.546744,-96.750904 43.514858,)"
18,24,4.0876,"LINESTRING (-96.694078 43.546744,-96.749200 43.503164,)"
19,1,6.4707,"LINESTRING (-96.711316 43.529591,-96.770420 43.612828,)"
19,2,5.2690,"LINESTRING (-96.711316 43.529591,-96.711251 43.605813,)"
19,3,4.3528,"LINESTRING (-96.711316 43.529591,-96.774303 43.572962,)"
19,4,2.9616,"LINESTRING (-96.711316 43.529591,-96.747168 43.563654,)"
19,5,2.5881,"LINESTRING (-96.711316 43.529591,-96.731569 43.564034,)"
19,6,4.0090,"LINESTRING (-96.711316 43.529591,-96.711644 43.587586,)"
19,7,2.5318,"LINESTRING (-96.711316 43.529591,-96.693423 43.563844,)"
19,8,2.2627,"LINESTRING (-96.711316 43.529591,-96.711382 43.562324,)"
19,9,1.6501,"LINESTRING (-96.711316 43.529591,-96.731241 43.548596,)"
19,10,1.4804,"LINESTRING (-96.711316 43.529591,-96.731438 43.545271,)"
19,11,2.0444,"LINESTRING (-96.711316 43.529591,-96.746841 43.544131,)"
19,12,3.5886,"LINESTRING (-96.711316 43.529591,-96.780137 43.543941,)"
19,13,4.9144,"LINESTRING (-96.711316 43.529591,-96.793377 43.490707,)"
19,14,1.9908,"LINESTRING (-96.711316 43.529591,-96.751035 43.529306,)"
19,15,1.0119,"LINESTRING (-96.711316 43.529591,-96.731504 43.529401,)"
19,16,1.1857,"LINESTRING (-96.711316 43.529591,-96.711382 43.546744,)"
19,17,0.8080,"LINESTRING (-96.711316 43.529591,-96.711382 43.541280,)"
19,18,1.4670,"LINESTRING (-96.711316 43.529591,-96.694078 43.546744,)"
19,20,0.9856,"LINESTRING (-96.711316 43.529591,-96.711185 43.515333,)"
19,21,1.6480,"LINESTRING (-96.711316 43.529591,-96.730979 43.510485,)"
19,22,1.4265,"LINESTRING (-96.711316 43.529591,-96.731241 43.514858,)"
19,23,2.2305,"LINESTRING (-96.711316 43.529591,-96.750904 43.514858,)"
19,24,2.6351,"LINESTRING (-96.711316 43.529591,-96.749200 43.503164,)"
20,1,7.3638,"LINESTRING (-96.711185 43.515333,-96.770420 43.612828,)"
20,2,6.2546,"LINESTRING (-96.711185 43.515333,-96.711251 43.605813,)"
20,3,5.0865,"LINESTRING (-96.711185 43.515333,-96.774303 43.572962,)"
20,4,3.7959,"LINESTRING (-96.711185 43.515333,-96.747168 43.563654,)"
20,5,3.5181,"LINESTRING (-96.711185 43.515333,-96.731569 43.564034,)"
20,6,4.9947,"LINESTRING (-96.711185 43.515333,-96.711644 43.587586,)"
20,7,3.4695,"LINESTRING (-96.711185 43.515333,-96.693423 43.563844,)"
20,8,3.2483,"LINESTRING (-96.711185 43.515333,-96.711382 43.562324,)"
20,9,2.5095,"LINESTRING (-96.711185 43.515333,-96.731241 43.548596,)"
20,10,2.3050,"LINESTRING (-96.711185 43.515333,-96.731438 43.545271,)"
20,11,2.6751,"LINESTRING (-96.711185 43.515333,-96.746841 43.544131,)"
20,12,3.9816,"LINESTRING (-96.711185 43.515333,-96.780137 43.543941,)"
20,13,4.4589,"LINESTRING (-96.711185 43.515333,-96.793377 43.490707,)"
20,14,2.2188,"LINESTRING (-96.711185 43.515333,-96.751035 43.529306,)"
20,15,1.4082,"LINESTRING (-96.711185 43.515333,-96.731504 43.529401,)"
20,16,2.1713,"LINESTRING (-96.711185 43.515333,-96.711382 43.546744,)"
20,17,1.7937,"LINESTRING (-96.711185 43.515333,-96.711382 43.541280,)"
20,18,2.3344,"LINESTRING (-96.711185 43.515333,-96.694078 43.546744,)"
20,19,0.9856,"LINESTRING (-96.711185 43.515333,-96.711316 43.529591,)"
20,21,1.0474,"LINESTRING (-96.711185 43.515333,-96.730979 43.510485,)"
20,22,1.0060,"LINESTRING (-96.711185 43.515333,-96.731241 43.514858,)"
20,23,1.9914,"LINESTRING (-96.711185 43.515333,-96.750904 43.514858,)"
20,24,2.0833,"LINESTRING (-96.711185 43.515333,-96.749200 43.503164,)"
21,1,7.3454,"LINESTRING (-96.730979 43.510485,-96.770420 43.612828,)"
21,2,6.6635,"LINESTRING (-96.730979 43.510485,-96.711251 43.605813,)"
21,3,4.8338,"LINESTRING (-96.730979 43.510485,-96.774303 43.572962,)"
21,4,3.7639,"LINESTRING (-96.730979 43.510485,-96.747168 43.563654,)"
21,5,3.7018,"LINESTRING (-96.730979 43.510485,-96.731569 43.564034,)"
21,6,5.4171,"LINESTRING (-96.730979 43.510485,-96.711644 43.587586,)"
21,7,4.1409,"LINESTRING (-96.730979 43.510485,-96.693423 43.563844,)"
21,8,3.7156,"LINESTRING (-96.730979 43.510485,-96.711382 43.562324,)"
21,9,2.6346,"LINESTRING (-96.730979 43.510485,-96.731241 43.548596,)"
21,10,2.4048,"LINESTRING (-96.730979 43.510485,-96.731438 43.545271,)"
21,11,2.4580,"LINESTRING (-96.730979 43.510485,-96.746841 43.544131,)"
21,12,3.3792,"LINESTRING (-96.730979 43.510485,-96.780137 43.543941,)"
21,13,3.4145,"LINESTRING (-96.730979 43.510485,-96.793377 43.490707,)"
21,14,1.6442,"LINESTRING (-96.730979 43.510485,-96.751035 43.529306,)"
21,15,1.3079,"LINESTRING (-96.730979 43.510485,-96.731504 43.529401,)"
21,16,2.6920,"LINESTRING (-96.730979 43.510485,-96.711382 43.546744,)"
21,17,2.3445,"LINESTRING (-96.730979 43.510485,-96.711382 43.541280,)"
21,18,3.1149,"LINESTRING (-96.730979 43.510485,-96.694078 43.546744,)"
21,19,1.6480,"LINESTRING (-96.730979 43.510485,-96.711316 43.529591,)"
21,20,1.0474,"LINESTRING (-96.730979 43.510485,-96.711185 43.515333,)"
21,22,0.3026,"LINESTRING (-96.730979 43.510485,-96.731241 43.514858,)"
21,23,1.0436,"LINESTRING (-96.730979 43.510485,-96.750904 43.514858,)"
21,24,1.0444,"LINESTRING (-96.730979 43.510485,-96.749200 43.503164,)"
22,1,7.0510,"LINESTRING (-96.731241 43.514858,-96.770420 43.612828,)"
22,2,6.3667,"LINESTRING (-96.731241 43.514858,-96.711251 43.605813,)"
22,3,4.5594,"LINESTRING (-96.731241 43.514858,-96.774303 43.572962,)"
22,4,3.4662,"LINESTRING (-96.731241 43.514858,-96.747168 43.563654,)"
22,5,3.3994,"LINESTRING (-96.731241 43.514858,-96.731569 43.564034,)"
22,6,5.1224,"LINESTRING (-96.731241 43.514858,-96.711644 43.587586,)"
22,7,3.8805,"LINESTRING (-96.731241 43.514858,-96.693423 43.563844,)"
22,8,3.4288,"LINESTRING (-96.731241 43.514858,-96.711382 43.562324,)"
22,9,2.3322,"LINESTRING (-96.731241 43.514858,-96.731241 43.548596,)"
22,10,2.1024,"LINESTRING (-96.731241 43.514858,-96.731438 43.545271,)"
22,11,2.1693,"LINESTRING (-96.731241 43.514858,-96.746841 43.544131,)"
22,12,3.1697,"LINESTRING (-96.731241 43.514858,-96.780137 43.543941,)"
22,13,3.5346,"LINESTRING (-96.731241 43.514858,-96.793377 43.490707,)"
22,14,1.4078,"LINESTRING (-96.731241 43.514858,-96.751035 43.529306,)"
22,15,1.0054,"LINESTRING (-96.731241 43.514858,-96.731504 43.529401,)"
22,16,2.4185,"LINESTRING (-96.731241 43.514858,-96.711382 43.546744,)"
22,17,2.0801,"LINESTRING (-96.731241 43.514858,-96.711382 43.541280,)"
22,18,2.8857,"LINESTRING (-96.731241 43.514858,-96.694078 43.546744,)"
22,19,1.4265,"LINESTRING (-96.731241 43.514858,-96.711316 43.529591,)"
22,20,1.0060,"LINESTRING (-96.731241 43.514858,-96.711185 43.515333,)"
22,21,0.3026,"LINESTRING (-96.731241 43.514858,-96.730979 43.510485,)"
22,23,0.9857,"LINESTRING (-96.731241 43.514858,-96.750904 43.514858,)"
22,24,1.2100,"LINESTRING (-96.731241 43.514858,-96.749200 43.503164,)"
23,1,6.8426,"LINESTRING (-96.750904 43.514858,-96.770420 43.612828,)"
23,2,6.5938,"LINESTRING (-96.750904 43.514858,-96.711251 43.605813,)"
23,3,4.1842,"LINESTRING (-96.750904 43.514858,-96.774303 43.572962,)"
23,4,3.3783,"LINESTRING (-96.750904 43.514858,-96.747168 43.563654,)"
23,5,3.5348,"LINESTRING (-96.750904 43.514858,-96.731569 43.564034,)"
23,6,5.3986,"LINESTRING (-96.750904 43.514858,-96.711644 43.587586,)"
23,7,4.4456,"LINESTRING (-96.750904 43.514858,-96.693423 43.563844,)"
23,8,3.8326,"LINESTRING (-96.750904 43.514858,-96.711382 43.562324,)"
23,9,2.5319,"LINESTRING (-96.750904 43.514858,-96.731241 43.548596,)"
23,10,2.3177,"LINESTRING (-96.750904 43.514858,-96.731438 43.545271,)"
23,11,2.0338,"LINESTRING (-96.750904 43.514858,-96.746841 43.544131,)"
23,12,2.4876,"LINESTRING (-96.750904 43.514858,-96.780137 43.543941,)"
23,13,2.7060,"LINESTRING (-96.750904 43.514858,-96.793377 43.490707,)"
23,14,0.9988,"LINESTRING (-96.750904 43.514858,-96.751035 43.529306,)"
23,15,1.3987,"LINESTRING (-96.750904 43.514858,-96.731504 43.529401,)"
23,16,2.9634,"LINESTRING (-96.750904 43.514858,-96.711382 43.546744,)"
23,17,2.6944,"LINESTRING (-96.750904 43.514858,-96.711382 43.541280,)"
23,18,3.6013,"LINESTRING (-96.750904 43.514858,-96.694078 43.546744,)"
23,19,2.2305,"LINESTRING (-96.750904 43.514858,-96.711316 43.529591,)"
23,20,1.9914,"LINESTRING (-96.750904 43.514858,-96.711185 43.515333,)"
23,21,1.0436,"LINESTRING (-96.750904 43.514858,-96.730979 43.510485,)"
23,22,0.9857,"LINESTRING (-96.750904 43.514858,-96.731241 43.514858,)"
23,24,0.8129,"LINESTRING (-96.750904 43.514858,-96.749200 43.503164,)"
24,1,7.6550,"LINESTRING (-96.749200 43.503164,-96.770420 43.612828,)"
24,2,7.3461,"LINESTRING (-96.749200 43.503164,-96.711251 43.605813,)"
24,3,4.9862,"LINESTRING (-96.749200 43.503164,-96.774303 43.572962,)"
24,4,4.1827,"LINESTRING (-96.749200 43.503164,-96.747168 43.563654,)"
24,5,4.2995,"LINESTRING (-96.749200 43.503164,-96.731569 43.564034,)"
24,6,6.1317,"LINESTRING (-96.749200 43.503164,-96.711644 43.587586,)"
24,7,5.0407,"LINESTRING (-96.749200 43.503164,-96.693423 43.563844,)"
24,8,4.5074,"LINESTRING (-96.749200 43.503164,-96.711382 43.562324,)"
24,9,3.2671,"LINESTRING (-96.749200 43.503164,-96.731241 43.548596,)"
24,10,3.0438,"LINESTRING (-96.749200 43.503164,-96.731438 43.545271,)"
24,11,2.8344,"LINESTRING (-96.749200 43.503164,-96.746841 43.544131,)"
24,12,3.2171,"LINESTRING (-96.749200 43.503164,-96.780137 43.543941,)"
24,13,2.3767,"LINESTRING (-96.749200 43.503164,-96.793377 43.490707,)"
24,14,1.8095,"LINESTRING (-96.749200 43.503164,-96.751035 43.529306,)"
24,15,2.0190,"LINESTRING (-96.749200 43.503164,-96.731504 43.529401,)"
24,16,3.5593,"LINESTRING (-96.749200 43.503164,-96.711382 43.546744,)"
24,17,3.2459,"LINESTRING (-96.749200 43.503164,-96.711382 43.541280,)"
24,18,4.0876,"LINESTRING (-96.749200 43.503164,-96.694078 43.546744,)"
24,19,2.6351,"LINESTRING (-96.749200 43.503164,-96.711316 43.529591,)"
24,20,2.0833,"LINESTRING (-96.749200 43.503164,-96.711185 43.515333,)"
24,21,1.0444,"LINESTRING (-96.749200 43.503164,-96.730979 43.510485,)"
24,22,1.2100,"LINESTRING (-96.749200 43.503164,-96.731241 43.514858,)"
24,23,0.8129,"LINESTRING (-96.749200 43.503164,-96.750904 43.514858,)"
