node_id,name,x_coord,y_coord,node_type,ctrl_type,zone_id,district_id,geometry
398,,-88.028068,42.057569,,,0,,POINT (-88.028068 42.057569)
399,,-88.017351,42.053067,,,0,,POINT (-88.017351 42.053067)
400,,-88.03045,42.086381,,,0,,POINT (-88.030450 42.086381)
401,,-88.006634,42.1341,,,0,,POINT (-88.006634 42.134100)
402,,-88.019733,42.153909,,,0,,POINT (-88.019733 42.153909)
403,,-88.028068,42.016152,,,0,,POINT (-88.028068 42.016152)
404,,-88.022114,41.972034,,,0,,POINT (-88.022114 41.972034)
405,,-88.020923,41.958529,,,0,,POINT (-88.020923 41.958529)
406,,-88.037595,41.928817,,,0,,POINT (-88.037595 41.928817)
407,,-88.038785,41.883799,,,0,,POINT (-88.038785 41.883799)
408,,-88.032831,41.840581,,,0,,POINT (-88.032831 41.840581)
409,,-88.047121,41.81447,,,0,,POINT (-88.047121 41.814470)
410,,-88.116187,41.806367,,,0,,POINT (-88.116187 41.806367)
411,,-88.174537,41.804566,,,0,,POINT (-88.174537 41.804566)
412,,-88.231695,41.800965,,,0,,POINT (-88.231695 41.800965)
413,,-88.287663,41.798264,,,0,,POINT (-88.287663 41.798264)
414,,-88.342439,41.796463,,,0,,POINT (-88.342439 41.796463)
415,,-88.426986,41.805467,,,0,,POINT (-88.426986 41.805467)
416,,-88.540112,41.836079,,,0,,POINT (-88.540112 41.836079)
417,,-88.643712,41.86219,,,0,,POINT (-88.643712 41.862190)
418,,-87.957811,42.544668,,,0,,POINT (-87.957811 42.544668)
419,,-87.966147,42.463635,,,0,,POINT (-87.966147 42.463635)
420,,-87.951857,42.393406,,,0,,POINT (-87.951857 42.393406)
421,,-87.932804,42.351989,,,0,,POINT (-87.932804 42.351989)
422,,-87.907797,42.307871,,,0,,POINT (-87.907797 42.307871)
423,,-87.910179,42.266454,,,0,,POINT (-87.910179 42.266454)
424,,-87.899462,42.221436,,,0,,POINT (-87.899462 42.221436)
425,,-87.8816,42.178218,,,0,,POINT (-87.881600 42.178218)
426,,-87.878027,42.155709,,,0,,POINT (-87.878027 42.155709)
427,,-87.861356,42.149407,,,0,,POINT (-87.861356 42.149407)
428,,-87.798244,42.145805,,,0,,POINT (-87.798244 42.145805)
429,,-87.804198,42.154809,,,0,,POINT (-87.804198 42.154809)
430,,-87.808961,42.162912,,,0,,POINT (-87.808961 42.162912)
431,,-87.789908,42.1332,,,0,,POINT (-87.789908 42.133200)
432,,-87.763711,42.089983,,,0,,POINT (-87.763711 42.089983)
433,,-87.76252,42.054868,,,0,,POINT (-87.762520 42.054868)
434,,-87.772046,42.026056,,,0,,POINT (-87.772046 42.026056)
435,,-87.754184,41.990042,,,0,,POINT (-87.754184 41.990042)
436,,-87.749421,41.963931,,,0,,POINT (-87.749421 41.963931)
437,,-87.797053,41.982839,,,0,,POINT (-87.797053 41.982839)
438,,-87.870883,41.988241,,,0,,POINT (-87.870883 41.988241)
439,,-87.870883,42.020654,,,0,,POINT (-87.870883 42.020654)
440,,-87.870883,42.054868,,,0,,POINT (-87.870883 42.054868)
441,,-87.872073,42.090883,,,0,,POINT (-87.872073 42.090883)
442,,-87.876837,41.05276,,,0,,POINT (-87.876837 41.052760)
443,,-87.843494,41.104981,,,0,,POINT (-87.843494 41.104981)
444,,-87.850639,41.171609,,,0,,POINT (-87.850639 41.171609)
445,,-87.849448,41.251741,,,0,,POINT (-87.849448 41.251741)
446,,-87.804198,41.34628,,,0,,POINT (-87.804198 41.346280)
447,,-87.756566,41.431814,,,0,,POINT (-87.756566 41.431814)
448,,-87.743467,41.49484,,,0,,POINT (-87.743467 41.494840)
449,,-87.743467,41.538958,,,0,,POINT (-87.743467 41.538958)
450,,-87.743467,41.565969,,,0,,POINT (-87.743467 41.565969)
451,,-87.731559,41.583076,,,0,,POINT (-87.731559 41.583076)
452,,-87.707743,41.606486,,,0,,POINT (-87.707743 41.606486)
453,,-87.820869,41.553364,,,0,,POINT (-87.820869 41.553364)
454,,-87.992344,41.516449,,,0,,POINT (-87.992344 41.516449)
455,,-88.050693,41.512847,,,0,,POINT (-88.050693 41.512847)
456,,-88.107852,41.511947,,,0,,POINT (-88.107852 41.511947)
457,,-88.166201,41.495741,,,0,,POINT (-88.166201 41.495741)
458,,-88.193589,41.484936,,,0,,POINT (-88.193589 41.484936)
459,,-88.218596,41.477733,,,0,,POINT (-88.218596 41.477733)
460,,-88.306715,41.44442,,,0,,POINT (-88.306715 41.444420)
461,,-88.41746,41.389497,,,0,,POINT (-88.417460 41.389497)
462,,-88.529395,41.376892,,,0,,POINT (-88.529395 41.376892)
463,,-88.411506,41.115786,,,0,,POINT (-88.411506 41.115786)
464,,-88.348393,41.154502,,,0,,POINT (-88.348393 41.154502)
465,,-88.257893,41.247239,,,0,,POINT (-88.257893 41.247239)
466,,-88.186445,41.317468,,,0,,POINT (-88.186445 41.317468)
467,,-88.188826,41.402102,,,0,,POINT (-88.188826 41.402102)
468,,-88.184063,41.529954,,,0,,POINT (-88.184063 41.529954)
469,,-88.166201,41.574973,,,0,,POINT (-88.166201 41.574973)
470,,-88.160247,41.61819,,,0,,POINT (-88.160247 41.618190)
471,,-88.10547,41.663209,,,0,,POINT (-88.105470 41.663209)
472,,-88.056647,41.69202,,,0,,POINT (-88.056647 41.692020)
473,,-88.036404,41.709127,,,0,,POINT (-88.036404 41.709127)
474,,-88.035213,41.753245,,,0,,POINT (-88.035213 41.753245)
475,,-87.984009,41.726234,,,0,,POINT (-87.984009 41.726234)
476,,-87.957811,41.737039,,,0,,POINT (-87.957811 41.737039)
477,,-87.903034,41.76495,,,0,,POINT (-87.903034 41.764950)
478,,-87.91137,41.798264,,,0,,POINT (-87.911370 41.798264)
479,,-87.919705,41.842382,,,0,,POINT (-87.919705 41.842382)
480,,-87.923278,41.859489,,,0,,POINT (-87.923278 41.859489)
481,,-87.948285,41.86219,,,0,,POINT (-87.948285 41.862190)
482,,-87.957811,41.86219,,,0,,POINT (-87.957811 41.862190)
483,,-87.947094,41.845983,,,0,,POINT (-87.947094 41.845983)
484,,-87.892317,41.872094,,,0,,POINT (-87.892317 41.872094)
485,,-87.833968,41.872994,,,0,,POINT (-87.833968 41.872994)
486,,-87.920896,41.8874,,,0,,POINT (-87.920896 41.887400)
487,,-87.968528,41.928817,,,0,,POINT (-87.968528 41.928817)
488,,-88.006634,41.949525,,,0,,POINT (-88.006634 41.949525)
489,,-87.786336,41.872994,,,0,,POINT (-87.786336 41.872994)
490,,-87.767283,41.872094,,,0,,POINT (-87.767283 41.872094)
491,,-87.720842,41.876596,,,0,,POINT (-87.720842 41.876596)
492,,-87.669637,41.880197,,,0,,POINT (-87.669637 41.880197)
493,,-87.650585,41.877496,,,0,,POINT (-87.650585 41.877496)
494,,-87.667256,41.902706,,,0,,POINT (-87.667256 41.902706)
495,,-87.70298,41.929717,,,0,,POINT (-87.702980 41.929717)
496,,-87.735131,41.954928,,,0,,POINT (-87.735131 41.954928)
497,,-87.648203,41.856788,,,0,,POINT (-87.648203 41.856788)
498,,-87.644631,41.848684,,,0,,POINT (-87.644631 41.848684)
499,,-87.667256,41.841481,,,0,,POINT (-87.667256 41.841481)
500,,-87.714888,41.827976,,,0,,POINT (-87.714888 41.827976)
501,,-87.774428,41.809068,,,0,,POINT (-87.774428 41.809068)
502,,-87.830395,41.78836,,,0,,POINT (-87.830395 41.788360)
503,,-87.887554,41.76495,,,0,,POINT (-87.887554 41.764950)
504,,-87.887554,41.759548,,,0,,POINT (-87.887554 41.759548)
505,,-87.829205,41.741541,,,0,,POINT (-87.829205 41.741541)
506,,-87.804198,41.71453,,,0,,POINT (-87.804198 41.714530)
507,,-87.755375,41.676714,,,0,,POINT (-87.755375 41.676714)
508,,-87.681545,41.588478,,,0,,POINT (-87.681545 41.588478)
509,,-87.647012,41.578574,,,0,,POINT (-87.647012 41.578574)
510,,-87.588663,41.579475,,,0,,POINT (-87.588663 41.579475)
511,,-87.5839,41.579475,,,0,,POINT (-87.583900 41.579475)
512,,-87.543413,41.579475,,,0,,POINT (-87.543413 41.579475)
513,,-87.476728,41.574973,,,0,,POINT (-87.476728 41.574973)
514,,-87.381464,41.571371,,,0,,POINT (-87.381464 41.571371)
515,,-87.302871,41.573172,,,0,,POINT (-87.302871 41.573172)
516,,-87.323115,41.496641,,,0,,POINT (-87.323115 41.496641)
517,,-87.324305,41.399401,,,0,,POINT (-87.324305 41.399401)
518,,-87.299299,41.294959,,,0,,POINT (-87.299299 41.294959)
519,,-87.579137,41.500242,,,0,,POINT (-87.579137 41.500242)
520,,-87.576755,41.490338,,,0,,POINT (-87.576755 41.490338)
521,,-87.582709,41.537157,,,0,,POINT (-87.582709 41.537157)
522,,-87.581518,41.6425,,,0,,POINT (-87.581518 41.642500)
523,,-87.627959,41.719031,,,0,,POINT (-87.627959 41.719031)
524,,-87.664874,41.671312,,,0,,POINT (-87.664874 41.671312)
525,,-87.677973,41.628995,,,0,,POINT (-87.677973 41.628995)
526,,-87.518406,41.659607,,,0,,POINT (-87.518406 41.659607)
527,,-87.433859,41.612788,,,0,,POINT (-87.433859 41.612788)
528,,-87.610097,41.765851,,,0,,POINT (-87.610097 41.765851)
529,,-87.630341,41.777555,,,0,,POINT (-87.630341 41.777555)
530,,-87.627959,41.749644,,,0,,POINT (-87.627959 41.749644)
531,,-87.635104,41.793762,,,0,,POINT (-87.635104 41.793762)
532,,-87.635104,41.81447,,,0,,POINT (-87.635104 41.814470)
533,,-87.633913,41.832478,,,0,,POINT (-87.633913 41.832478)
534,,-87.308825,41.594781,,,0,,POINT (-87.308825 41.594781)
535,,-87.922087,41.891001,,,0,,POINT (-87.922087 41.891001)
536,,-87.898271,42.006248,,,0,,POINT (-87.898271 42.006248)
537,,-87.950666,42.024256,,,0,,POINT (-87.950666 42.024256)
538,,-88.055457,41.794662,,,0,,POINT (-88.055457 41.794662)
539,,-88.005443,41.835179,,,0,,POINT (-88.005443 41.835179)
540,,-87.898271,41.980138,,,0,,POINT (-87.898271 41.980138)
541,,-87.525551,41.656006,,,0,,POINT (-87.525551 41.656006)
542,,-87.432668,41.603785,,,0,,POINT (-87.432668 41.603785)
543,,-87.362411,41.610987,,,0,,POINT (-87.362411 41.610987)
544,,-87.302871,41.56867,,,0,,POINT (-87.302871 41.568670)
545,,-87.62915,41.719031,,,0,,POINT (-87.629150 41.719031)
546,,-87.461247,41.656006,,,0,,POINT (-87.461247 41.656006)
547,,-87.663683,42.020654,,,0,,POINT (-87.663683 42.020654)
548,,-87.687499,42.012551,,,0,,POINT (-87.687499 42.012551)
549,,-87.652966,41.98644,,,0,,POINT (-87.652966 41.986440)
550,,-87.677973,41.972935,,,0,,POINT (-87.677973 41.972935)
551,,-87.641058,41.941422,,,0,,POINT (-87.641058 41.941422)
552,,-87.731559,41.999045,,,0,,POINT (-87.731559 41.999045)
553,,-87.713697,41.969333,,,0,,POINT (-87.713697 41.969333)
554,,-87.787527,41.996344,,,0,,POINT (-87.787527 41.996344)
555,,-87.810152,41.957629,,,0,,POINT (-87.810152 41.957629)
556,,-87.751803,41.947725,,,0,,POINT (-87.751803 41.947725)
557,,-87.749421,41.905407,,,0,,POINT (-87.749421 41.905407)
558,,-87.713697,41.91081,,,0,,POINT (-87.713697 41.910810)
559,,-87.707743,41.881097,,,0,,POINT (-87.707743 41.881097)
560,,-87.701789,41.938721,,,0,,POINT (-87.701789 41.938721)
561,,-87.668447,41.91261,,,0,,POINT (-87.668447 41.912610)
562,,-87.656539,41.884699,,,0,,POINT (-87.656539 41.884699)
563,,-87.625578,41.91081,,,0,,POINT (-87.625578 41.910810)
564,,-87.618433,41.889201,,,0,,POINT (-87.618433 41.889201)
565,,-87.61367,41.867592,,,0,,POINT (-87.613670 41.867592)
566,,-87.705361,41.849585,,,0,,POINT (-87.705361 41.849585)
567,,-87.65892,41.86309,,,0,,POINT (-87.658920 41.863090)
568,,-87.610097,41.845083,,,0,,POINT (-87.610097 41.845083)
569,,-87.650585,41.832478,,,0,,POINT (-87.650585 41.832478)
570,,-87.701789,41.827976,,,0,,POINT (-87.701789 41.827976)
571,,-87.757757,41.798264,,,0,,POINT (-87.757757 41.798264)
572,,-87.698217,41.791061,,,0,,POINT (-87.698217 41.791061)
573,,-87.647012,41.787459,,,0,,POINT (-87.647012 41.787459)
574,,-87.601762,41.815371,,,0,,POINT (-87.601762 41.815371)
575,,-87.589854,41.773053,,,0,,POINT (-87.589854 41.773053)
576,,-87.699407,41.755946,,,0,,POINT (-87.699407 41.755946)
577,,-87.642249,41.744242,,,0,,POINT (-87.642249 41.744242)
578,,-87.666065,41.711829,,,0,,POINT (-87.666065 41.711829)
579,,-87.608907,41.683017,,,0,,POINT (-87.608907 41.683017)
580,,-87.607716,41.720832,,,0,,POINT (-87.607716 41.720832)
581,,-87.548176,41.750544,,,0,,POINT (-87.548176 41.750544)
582,,-87.544603,41.696522,,,0,,POINT (-87.544603 41.696522)
583,,-87.895889,41.990942,,,0,,POINT (-87.895889 41.990942)
584,,-88.163819,42.123296,,,0,,POINT (-88.163819 42.123296)
585,,-88.022114,42.143104,,,0,,POINT (-88.022114 42.143104)
586,,-88.081654,42.143104,,,0,,POINT (-88.081654 42.143104)
587,,-88.022114,42.099887,,,0,,POINT (-88.022114 42.099887)
588,,-88.080463,42.099887,,,0,,POINT (-88.080463 42.099887)
589,,-87.906607,42.142204,,,0,,POINT (-87.906607 42.142204)
590,,-87.964956,42.143104,,,0,,POINT (-87.964956 42.143104)
591,,-87.906607,42.099887,,,0,,POINT (-87.906607 42.099887)
592,,-87.966147,42.098086,,,0,,POINT (-87.966147 42.098086)
593,,-87.79229,42.143104,,,0,,POINT (-87.792290 42.143104)
594,,-87.849448,42.143104,,,0,,POINT (-87.849448 42.143104)
595,,-87.793481,42.099887,,,0,,POINT (-87.793481 42.099887)
596,,-87.849448,42.099887,,,0,,POINT (-87.849448 42.099887)
597,,-87.743467,42.140403,,,0,,POINT (-87.743467 42.140403)
598,,-87.686309,42.089082,,,0,,POINT (-87.686309 42.089082)
599,,-87.735131,42.098086,,,0,,POINT (-87.735131 42.098086)
600,,-88.160247,42.05937,,,0,,POINT (-88.160247 42.059370)
601,,-88.219787,42.057569,,,0,,POINT (-88.219787 42.057569)
602,,-88.160247,42.020654,,,0,,POINT (-88.160247 42.020654)
603,,-88.219787,42.020654,,,0,,POINT (-88.219787 42.020654)
604,,-88.048312,42.062071,,,0,,POINT (-88.048312 42.062071)
605,,-88.104279,42.06027,,,0,,POINT (-88.104279 42.060270)
606,,-88.048312,42.025156,,,0,,POINT (-88.048312 42.025156)
607,,-88.104279,42.023355,,,0,,POINT (-88.104279 42.023355)
608,,-87.938758,42.062972,,,0,,POINT (-87.938758 42.062972)
609,,-87.993535,42.062071,,,0,,POINT (-87.993535 42.062071)
610,,-87.938758,42.026056,,,0,,POINT (-87.938758 42.026056)
611,,-87.992344,42.025156,,,0,,POINT (-87.992344 42.025156)
612,,-87.826823,42.063872,,,0,,POINT (-87.826823 42.063872)
613,,-87.882791,42.063872,,,0,,POINT (-87.882791 42.063872)
614,,-87.826823,42.029658,,,0,,POINT (-87.826823 42.029658)
615,,-87.8816,42.028758,,,0,,POINT (-87.881600 42.028758)
616,,-87.708934,42.062972,,,0,,POINT (-87.708934 42.062972)
617,,-87.769665,42.064772,,,0,,POINT (-87.769665 42.064772)
618,,-87.711315,42.03506,,,0,,POINT (-87.711315 42.035060)
619,,-87.768474,42.03506,,,0,,POINT (-87.768474 42.035060)
620,,-87.672019,42.063872,,,0,,POINT (-87.672019 42.063872)
621,,-87.672019,42.043163,,,0,,POINT (-87.672019 42.043163)
622,,-87.858975,41.98554,,,0,,POINT (-87.858975 41.985540)
623,,-87.882791,41.941422,,,0,,POINT (-87.882791 41.941422)
624,,-87.825632,41.93692,,,0,,POINT (-87.825632 41.936920)
625,,-87.80777,41.973835,,,0,,POINT (-87.807770 41.973835)
626,,-87.82206,41.897304,,,0,,POINT (-87.822060 41.897304)
627,,-87.8816,41.896404,,,0,,POINT (-87.881600 41.896404)
628,,-87.82206,41.854987,,,0,,POINT (-87.822060 41.854987)
629,,-87.878027,41.852286,,,0,,POINT (-87.878027 41.852286)
630,,-87.781573,41.898204,,,0,,POINT (-87.781573 41.898204)
631,,-87.761329,41.854987,,,0,,POINT (-87.761329 41.854987)
632,,-87.818487,41.810869,,,0,,POINT (-87.818487 41.810869)
633,,-87.875646,41.809068,,,0,,POINT (-87.875646 41.809068)
634,,-87.818487,41.766751,,,0,,POINT (-87.818487 41.766751)
635,,-87.875646,41.76495,,,0,,POINT (-87.875646 41.764950)
636,,-87.763711,41.822574,,,0,,POINT (-87.763711 41.822574)
637,,-87.761329,41.766751,,,0,,POINT (-87.761329 41.766751)
638,,-87.957811,41.672212,,,0,,POINT (-87.957811 41.672212)
639,,-87.816106,41.723533,,,0,,POINT (-87.816106 41.723533)
640,,-87.873264,41.721733,,,0,,POINT (-87.873264 41.721733)
641,,-87.814915,41.678515,,,0,,POINT (-87.814915 41.678515)
642,,-87.870883,41.678515,,,0,,POINT (-87.870883 41.678515)
643,,-87.70298,41.731637,,,0,,POINT (-87.702980 41.731637)
644,,-87.758947,41.724434,,,0,,POINT (-87.758947 41.724434)
645,,-87.698217,41.672212,,,0,,POINT (-87.698217 41.672212)
646,,-87.757757,41.680316,,,0,,POINT (-87.757757 41.680316)
647,,-87.649394,41.669511,,,0,,POINT (-87.649394 41.669511)
648,,-87.813724,41.634397,,,0,,POINT (-87.813724 41.634397)
649,,-87.868501,41.633497,,,0,,POINT (-87.868501 41.633497)
650,,-87.810152,41.591179,,,0,,POINT (-87.810152 41.591179)
651,,-87.869692,41.590279,,,0,,POINT (-87.869692 41.590279)
652,,-87.695835,41.637098,,,0,,POINT (-87.695835 41.637098)
653,,-87.755375,41.637098,,,0,,POINT (-87.755375 41.637098)
654,,-87.694644,41.59298,,,0,,POINT (-87.694644 41.592980)
655,,-87.752993,41.591179,,,0,,POINT (-87.752993 41.591179)
656,,-87.577946,41.637098,,,0,,POINT (-87.577946 41.637098)
657,,-87.636295,41.638899,,,0,,POINT (-87.636295 41.638899)
658,,-87.576755,41.59208,,,0,,POINT (-87.576755 41.592080)
659,,-87.635104,41.59208,,,0,,POINT (-87.635104 41.592080)
660,,-87.532695,41.637098,,,0,,POINT (-87.532695 41.637098)
661,,-87.531505,41.59298,,,0,,POINT (-87.531505 41.592980)
662,,-87.693453,41.547962,,,0,,POINT (-87.693453 41.547962)
663,,-87.749421,41.547962,,,0,,POINT (-87.749421 41.547962)
664,,-87.691072,41.503844,,,0,,POINT (-87.691072 41.503844)
665,,-87.74823,41.503844,,,0,,POINT (-87.748230 41.503844)
666,,-87.576755,41.547962,,,0,,POINT (-87.576755 41.547962)
667,,-87.635104,41.547962,,,0,,POINT (-87.635104 41.547962)
668,,-87.575564,41.504744,,,0,,POINT (-87.575564 41.504744)
669,,-87.633913,41.504744,,,0,,POINT (-87.633913 41.504744)
670,,-87.530314,41.529954,,,0,,POINT (-87.530314 41.529954)
671,,-88.162629,41.978337,,,0,,POINT (-88.162629 41.978337)
672,,-88.218596,41.975636,,,0,,POINT (-88.218596 41.975636)
673,,-88.160247,41.934219,,,0,,POINT (-88.160247 41.934219)
674,,-88.219787,41.931518,,,0,,POINT (-88.219787 41.931518)
675,,-88.050693,41.979237,,,0,,POINT (-88.050693 41.979237)
676,,-88.104279,41.977437,,,0,,POINT (-88.104279 41.977437)
677,,-88.048312,41.937821,,,0,,POINT (-88.048312 41.937821)
678,,-88.104279,41.935119,,,0,,POINT (-88.104279 41.935119)
679,,-87.950666,41.981939,,,0,,POINT (-87.950666 41.981939)
680,,-87.993535,41.981939,,,0,,POINT (-87.993535 41.981939)
681,,-87.938758,41.937821,,,0,,POINT (-87.938758 41.937821)
682,,-87.995917,41.93692,,,0,,POINT (-87.995917 41.936920)
683,,-88.162629,41.8883,,,0,,POINT (-88.162629 41.888300)
684,,-88.219787,41.8883,,,0,,POINT (-88.219787 41.888300)
685,,-88.163819,41.846884,,,0,,POINT (-88.163819 41.846884)
686,,-88.218596,41.845083,,,0,,POINT (-88.218596 41.845083)
687,,-88.049503,41.892802,,,0,,POINT (-88.049503 41.892802)
688,,-88.104279,41.891001,,,0,,POINT (-88.104279 41.891001)
689,,-88.049503,41.849585,,,0,,POINT (-88.049503 41.849585)
690,,-88.104279,41.846884,,,0,,POINT (-88.104279 41.846884)
691,,-87.938758,41.895503,,,0,,POINT (-87.938758 41.895503)
692,,-87.992344,41.892802,,,0,,POINT (-87.992344 41.892802)
693,,-87.935186,41.850485,,,0,,POINT (-87.935186 41.850485)
694,,-87.993535,41.849585,,,0,,POINT (-87.993535 41.849585)
695,,-88.162629,41.801865,,,0,,POINT (-88.162629 41.801865)
696,,-88.220978,41.801865,,,0,,POINT (-88.220978 41.801865)
697,,-88.161438,41.758648,,,0,,POINT (-88.161438 41.758648)
698,,-88.219787,41.756847,,,0,,POINT (-88.219787 41.756847)
699,,-88.048312,41.803666,,,0,,POINT (-88.048312 41.803666)
700,,-88.104279,41.803666,,,0,,POINT (-88.104279 41.803666)
701,,-88.047121,41.761349,,,0,,POINT (-88.047121 41.761349)
702,,-88.103089,41.758648,,,0,,POINT (-88.103089 41.758648)
703,,-87.935186,41.805467,,,0,,POINT (-87.935186 41.805467)
704,,-87.991153,41.805467,,,0,,POINT (-87.991153 41.805467)
705,,-87.932804,41.76495,,,0,,POINT (-87.932804 41.764950)
706,,-87.989963,41.763149,,,0,,POINT (-87.989963 41.763149)
707,,-87.962574,41.719932,,,0,,POINT (-87.962574 41.719932)
708,,-88.509151,42.122396,,,0,,POINT (-88.509151 42.122396)
709,,-88.394835,42.122396,,,0,,POINT (-88.394835 42.122396)
710,,-88.251939,42.143104,,,0,,POINT (-88.251939 42.143104)
711,,-88.309097,42.144905,,,0,,POINT (-88.309097 42.144905)
712,,-88.250748,42.100787,,,0,,POINT (-88.250748 42.100787)
713,,-88.310288,42.099887,,,0,,POINT (-88.310288 42.099887)
714,,-88.528204,42.037761,,,0,,POINT (-88.528204 42.037761)
715,,-88.41746,42.037761,,,0,,POINT (-88.417460 42.037761)
716,,-88.276945,42.057569,,,0,,POINT (-88.276945 42.057569)
717,,-88.332913,42.055769,,,0,,POINT (-88.332913 42.055769)
718,,-88.278136,42.018854,,,0,,POINT (-88.278136 42.018854)
719,,-88.332913,42.018854,,,0,,POINT (-88.332913 42.018854)
720,,-88.527013,41.952226,,,0,,POINT (-88.527013 41.952226)
721,,-88.41746,41.954027,,,0,,POINT (-88.417460 41.954027)
722,,-88.274564,41.973835,,,0,,POINT (-88.274564 41.973835)
723,,-88.332913,41.974736,,,0,,POINT (-88.332913 41.974736)
724,,-88.276945,41.931518,,,0,,POINT (-88.276945 41.931518)
725,,-88.331722,41.928817,,,0,,POINT (-88.331722 41.928817)
726,,-88.528204,41.864891,,,0,,POINT (-88.528204 41.864891)
727,,-88.416269,41.867592,,,0,,POINT (-88.416269 41.867592)
728,,-88.276945,41.8874,,,0,,POINT (-88.276945 41.887400)
729,,-88.331722,41.885599,,,0,,POINT (-88.331722 41.885599)
730,,-88.275755,41.844182,,,0,,POINT (-88.275755 41.844182)
731,,-88.334104,41.843282,,,0,,POINT (-88.334104 41.843282)
732,,-88.528204,41.778456,,,0,,POINT (-88.528204 41.778456)
733,,-88.415078,41.781157,,,0,,POINT (-88.415078 41.781157)
734,,-88.275755,41.800064,,,0,,POINT (-88.275755 41.800064)
735,,-88.330531,41.799164,,,0,,POINT (-88.330531 41.799164)
736,,-88.275755,41.756847,,,0,,POINT (-88.275755 41.756847)
737,,-88.330531,41.754146,,,0,,POINT (-88.330531 41.754146)
738,,-88.148339,42.469937,,,0,,POINT (-88.148339 42.469937)
739,,-88.024496,42.487945,,,0,,POINT (-88.024496 42.487945)
740,,-88.084036,42.486144,,,0,,POINT (-88.084036 42.486144)
741,,-88.023305,42.448328,,,0,,POINT (-88.023305 42.448328)
742,,-88.079273,42.447428,,,0,,POINT (-88.079273 42.447428)
743,,-87.935186,42.469037,,,0,,POINT (-87.935186 42.469037)
744,,-87.832777,42.487044,,,0,,POINT (-87.832777 42.487044)
745,,-87.833968,42.447428,,,0,,POINT (-87.833968 42.447428)
746,,-88.144767,42.384402,,,0,,POINT (-88.144767 42.384402)
747,,-88.022114,42.40331,,,0,,POINT (-88.022114 42.403310)
748,,-88.081654,42.40331,,,0,,POINT (-88.081654 42.403310)
749,,-88.022114,42.361893,,,0,,POINT (-88.022114 42.361893)
750,,-88.081654,42.360993,,,0,,POINT (-88.081654 42.360993)
751,,-87.904225,42.401509,,,0,,POINT (-87.904225 42.401509)
752,,-87.963765,42.40331,,,0,,POINT (-87.963765 42.403310)
753,,-87.906607,42.360993,,,0,,POINT (-87.906607 42.360993)
754,,-87.966147,42.361893,,,0,,POINT (-87.966147 42.361893)
755,,-87.832777,42.40421,,,0,,POINT (-87.832777 42.404210)
756,,-87.842303,42.361893,,,0,,POINT (-87.842303 42.361893)
757,,-88.147148,42.297067,,,0,,POINT (-88.147148 42.297067)
758,,-88.023305,42.317775,,,0,,POINT (-88.023305 42.317775)
759,,-88.080463,42.317775,,,0,,POINT (-88.080463 42.317775)
760,,-88.023305,42.271857,,,0,,POINT (-88.023305 42.271857)
761,,-88.080463,42.274558,,,0,,POINT (-88.080463 42.274558)
762,,-87.907797,42.316875,,,0,,POINT (-87.907797 42.316875)
763,,-87.964956,42.315975,,,0,,POINT (-87.964956 42.315975)
764,,-87.906607,42.276358,,,0,,POINT (-87.906607 42.276358)
765,,-87.966147,42.273657,,,0,,POINT (-87.966147 42.273657)
766,,-87.849448,42.316875,,,0,,POINT (-87.849448 42.316875)
767,,-87.842303,42.271857,,,0,,POINT (-87.842303 42.271857)
768,,-88.147148,42.210632,,,0,,POINT (-88.147148 42.210632)
769,,-88.024496,42.23044,,,0,,POINT (-88.024496 42.230440)
770,,-88.080463,42.23134,,,0,,POINT (-88.080463 42.231340)
771,,-88.022114,42.188122,,,0,,POINT (-88.022114 42.188122)
772,,-88.080463,42.185421,,,0,,POINT (-88.080463 42.185421)
773,,-87.905416,42.23044,,,0,,POINT (-87.905416 42.230440)
774,,-87.964956,42.23134,,,0,,POINT (-87.964956 42.231340)
775,,-87.906607,42.189023,,,0,,POINT (-87.906607 42.189023)
776,,-87.964956,42.189023,,,0,,POINT (-87.964956 42.189023)
777,,-87.835159,42.228639,,,0,,POINT (-87.835159 42.228639)
778,,-87.79229,42.189023,,,0,,POINT (-87.792290 42.189023)
779,,-87.849448,42.186322,,,0,,POINT (-87.849448 42.186322)
780,,-88.62585,42.469037,,,0,,POINT (-88.625850 42.469037)
781,,-88.510342,42.468137,,,0,,POINT (-88.510342 42.468137)
782,,-88.397216,42.466336,,,0,,POINT (-88.397216 42.466336)
783,,-88.280518,42.467236,,,0,,POINT (-88.280518 42.467236)
784,,-88.204307,42.469937,,,0,,POINT (-88.204307 42.469937)
785,,-88.62585,42.384402,,,0,,POINT (-88.625850 42.384402)
786,,-88.511533,42.384402,,,0,,POINT (-88.511533 42.384402)
787,,-88.397216,42.384402,,,0,,POINT (-88.397216 42.384402)
788,,-88.251939,42.40241,,,0,,POINT (-88.251939 42.402410)
789,,-88.309097,42.40331,,,0,,POINT (-88.309097 42.403310)
790,,-88.251939,42.361893,,,0,,POINT (-88.251939 42.361893)
791,,-88.309097,42.360993,,,0,,POINT (-88.309097 42.360993)
792,,-88.204307,42.384402,,,0,,POINT (-88.204307 42.384402)
793,,-88.624659,42.298868,,,0,,POINT (-88.624659 42.298868)
794,,-88.511533,42.297967,,,0,,POINT (-88.511533 42.297967)
795,,-88.396025,42.297067,,,0,,POINT (-88.396025 42.297067)
