link_id,vdf_type,from_node_id,to_node_id,lanes,distance_km,distance_mile,fftt,meso_link_id,meso_link_incoming_volume,tmc,tmc_corridor_name,tmc_corridor_id,tmc_road_order,tmc_road_sequence,subarea_id,link_type,link_type_code,vdf_code,time_period,volume,ref_volume,ref_diff,volume_before_odme,volume_after_odme,volume_diff_odme,obs_count,upper_bound_type,obs_count_dev_odme,preload_volume,person_volume,travel_time,speed_kmph,speed_mph,speed_ratio,VOC,DOC,capacity,queue,total_simu_waiting_time_in_min,avg_simu_waiting_time_in_min,plf,lanes,D_per_hour_per_lane,QVDF_cd,QVDF_n,P,severe_congestion_duration_in_h,vf,v_congestion_cutoff,QVDF_cp,QVDF_s,QVDF_v,vt2,VMT,VHT,PMT,PHT,PDT_vf,PDT_vc,geometry,person_vol_auto,MEU_vol_auto,mode_cap_auto,mode_VOC_auto,v06:00,v06:15,v06:30,v06:45,v07:00,v07:15,v07:30,v07:45,v08:00,v08:15,v08:30,v08:45,v09:00,v09:15,v09:30,v09:45,v10:00,v10:15,v10:30,v10:45,v11:00,v11:15,v11:30,v11:45,v12:00,v12:15,v12:30,v12:45,v13:00,v13:15,v13:30,v13:45,v14:00,v14:15,v14:30,v14:45,v15:00,v15:15,v15:30,v15:45,v16:00,v16:15,v16:30,v16:45,v17:00,v17:15,v17:30,v17:45,v18:00,v18:15,v18:30,v18:45,v19:00,v19:15,v19:30,v19:45,scenario_code,volume_before_sa,volume_after_sa,volume_diff_sa,speed_before_sa,speed_after_sa,speed_diff_sa,DoC_before_sa,DoC_after_sa,Doc_diff_sa,P_before_sa,P_after_sa,P_diff_sa,notes
76,bpr,133,679,2.000000,1.388036,0.862670,1.388036,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,4026.751,-1.000,0.000,5076.410,4026.751,-1049.659,,,,0.000,4026.751,1.388,60.000,37.290,1.000,0.041,0.041,49500.000,0.000,0.000,0.000,1.000,2.000,2013.375,0.955,1.142,0.000,0.000,60.000,51.000,0.400,4.000,60.000,51.000,3473.757,93.155,3473.757,93.155,0.000,0.000,"LINESTRING (-87.962554 41.972914, -87.950650 41.981918)",4026.751,4026.751,0.041,0.041,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,4026.751,4026.751,0.000,60.000,60.000,0.000,0.041,0.041,0.000,0.000,0.000,period-based
76,bpr,134,680,2.000000,1.388036,0.862670,1.388036,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,3182.471,-1.000,0.000,3268.380,3182.471,-85.909,,,,0.000,3182.471,1.388,60.000,37.290,1.000,0.032,0.032,49500.000,0.000,0.000,0.000,1.000,2.000,1591.236,0.955,1.142,0.000,0.000,60.000,51.000,0.400,4.000,60.000,51.000,2745.423,73.623,2745.423,73.623,0.000,0.000,"LINESTRING (-88.005424 41.972914, -87.993519 41.981918)",3182.471,3182.471,0.032,0.032,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,3182.471,3182.471,0.000,60.000,60.000,0.000,0.032,0.032,0.000,0.000,0.000,period-based
76,bpr,135,681,2.000000,1.388036,0.862670,1.388036,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,5134.514,-1.000,0.000,5388.780,5134.514,-254.267,,,,0.000,5134.514,1.388,60.000,37.290,1.000,0.052,0.052,49500.000,0.000,0.000,0.000,1.000,2.000,2567.257,0.955,1.142,0.000,0.000,60.000,51.000,0.400,4.000,60.000,51.000,4429.391,118.782,4429.391,118.782,0.000,0.000,"LINESTRING (-87.950645 41.928797, -87.938742 41.937800)",5134.514,5134.514,0.052,0.052,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,5134.514,5134.514,0.000,60.000,60.000,0.000,0.052,0.052,0.000,0.000,0.000,period-based
76,bpr,145,691,2.000000,1.388036,0.862670,1.388036,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,7868.306,-1.000,0.000,7109.350,7868.306,758.956,,,,0.000,7868.306,1.388,60.000,37.290,1.000,0.079,0.079,49500.000,0.000,0.000,0.000,1.000,2.000,3934.153,0.955,1.142,0.000,0.000,60.000,51.000,0.400,4.000,59.999,51.000,6787.751,182.026,6787.751,182.026,0.001,0.000,"LINESTRING (-87.950645 41.886476, -87.938742 41.895482)",7868.306,7868.306,0.079,0.079,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,7868.306,7868.306,0.000,60.000,60.000,0.000,0.079,0.079,0.000,0.000,0.000,period-based
76,bpr,147,693,2.000000,1.388036,0.862670,1.388036,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,6643.978,-1.000,0.000,6105.750,6643.978,538.228,,,,0.000,6643.978,1.388,60.000,37.290,1.000,0.067,0.067,49500.000,0.000,0.000,0.000,1.000,2.000,3321.989,0.955,1.142,0.000,0.000,60.000,51.000,0.400,4.000,59.999,51.000,5731.560,153.702,5731.560,153.702,0.000,0.000,"LINESTRING (-87.947074 41.841459, -87.935170 41.850464)",6643.978,6643.978,0.067,0.067,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,6643.978,6643.978,0.000,60.000,60.000,0.000,0.067,0.067,0.000,0.000,0.000,period-based
76,bpr,157,703,2.000000,1.388036,0.862670,1.388036,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,7128.425,-1.000,0.000,5721.320,7128.425,1407.105,,,,0.000,7128.425,1.388,60.000,37.290,1.000,0.072,0.072,49500.000,0.000,0.000,0.000,1.000,2.000,3564.212,0.955,1.142,0.000,0.000,60.000,51.000,0.400,4.000,59.999,51.000,6149.478,164.909,6149.478,164.909,0.001,0.000,"LINESTRING (-87.947074 41.796442, -87.935170 41.805446)",7128.425,7128.425,0.072,0.072,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,7128.425,7128.425,0.000,60.000,60.000,0.000,0.072,0.072,0.000,0.000,0.000,period-based
76,bpr,159,705,2.000000,1.388036,0.862670,1.388036,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,5937.931,-1.000,0.000,4413.800,5937.931,1524.131,,,,0.000,5937.931,1.388,60.000,37.290,1.000,0.060,0.060,49500.000,0.000,0.000,0.000,1.000,2.000,2968.965,0.955,1.142,0.000,0.000,60.000,51.000,0.400,4.000,60.000,51.000,5122.475,137.368,5122.475,137.368,0.000,0.000,"LINESTRING (-87.944694 41.755926, -87.932788 41.764929)",5937.931,5937.931,0.060,0.060,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,5937.931,5937.931,0.000,60.000,60.000,0.000,0.060,0.060,0.000,0.000,0.000,period-based
76,bpr,161,707,2.000000,1.388036,0.862670,1.388036,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,2019.811,-1.000,0.000,1652.010,2019.811,367.801,,,,0.000,2019.811,1.388,60.000,37.290,1.000,0.020,0.020,49500.000,0.000,0.000,0.000,1.000,2.000,1009.906,0.955,1.142,0.000,0.000,60.000,51.000,0.400,4.000,60.000,51.000,1742.430,46.726,1742.430,46.726,0.000,0.000,"LINESTRING (-87.974464 41.710909, -87.962558 41.719911)",2019.811,2019.811,0.020,0.020,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,2019.811,2019.811,0.000,60.000,60.000,0.000,0.020,0.020,0.000,0.000,0.000,period-based
76,bpr,434,433,2.000000,3.237437,2.012080,3.237437,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,5432.139,-1.000,0.000,525.629,5432.139,4906.510,5047.817,0.000,-384.322,0.000,5432.139,3.280,59.226,36.809,0.987,0.543,0.543,5000.000,0.000,0.000,0.000,1.000,2.000,2716.070,0.955,1.142,0.083,0.000,60.000,51.000,0.400,4.000,57.509,50.999,10929.898,296.932,10929.898,296.932,3.828,0.000,"LINESTRING (-87.772021 42.026048, -87.762495 42.054860)",5432.139,5432.139,0.543,0.543,60.000,60.000,60.000,60.000,59.713,59.791,59.870,59.948,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,5432.139,5432.139,0.000,59.226,59.226,0.000,0.543,0.543,0.000,0.083,0.083,period-based
76,bpr,434,435,2.000000,4.192925,2.605920,4.192925,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,5254.143,-1.000,0.000,900.963,5254.143,4353.180,5531.274,0.000,277.131,0.000,5254.143,4.241,59.322,36.869,0.989,0.525,0.525,5000.000,0.000,0.000,0.000,1.000,2.000,2627.072,0.955,1.142,0.073,0.000,60.000,51.000,0.400,4.000,57.808,50.999,13691.877,371.368,13691.877,371.368,4.197,0.000,"LINESTRING (-87.772069 42.026044, -87.754207 41.990030)",5254.143,5254.143,0.525,0.525,60.000,60.000,60.000,60.000,59.748,59.817,59.885,59.954,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,5254.143,5254.143,0.000,59.322,59.322,0.000,0.525,0.525,0.000,0.073,0.073,period-based
76,bpr,434,618,2.000000,5.100916,3.170240,5.100916,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,3440.353,-1.000,0.000,1390.319,3440.353,2050.034,,,,0.000,3440.353,5.102,59.988,37.283,1.000,0.191,0.191,9000.000,0.000,0.000,0.000,1.000,2.000,1720.177,0.955,1.142,0.001,0.000,60.000,51.000,0.400,4.000,59.960,51.000,10906.745,292.541,10906.745,292.541,0.059,0.000,"LINESTRING (-87.772042 42.026030, -87.711311 42.035034)",3440.353,3440.353,0.191,0.191,60.000,60.000,60.000,60.000,59.995,59.997,59.998,59.999,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,3440.353,3440.353,0.000,59.988,59.988,0.000,0.191,0.191,0.000,0.001,0.001,period-based
76,bpr,434,619,2.000000,1.024708,0.636860,1.024708,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,7392.795,-1.000,0.000,3546.155,7392.795,3846.639,7591.743,0.000,198.948,0.000,7392.795,1.029,59.745,37.132,0.996,0.411,0.411,9000.000,0.000,0.000,0.000,1.000,2.000,3696.397,0.955,1.142,0.027,0.000,60.000,51.000,0.400,4.000,59.162,51.000,4708.175,126.796,4708.175,126.796,0.539,0.000,"LINESTRING (-87.772022 42.026046, -87.768450 42.035050)",7392.795,7392.795,0.411,0.411,60.000,60.000,60.000,60.000,59.904,59.930,59.956,59.983,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,7392.795,7392.795,0.000,59.745,59.745,0.000,0.411,0.411,0.000,0.027,0.027,period-based
76,bpr,435,434,2.000000,4.192925,2.605920,4.192925,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,4317.912,-1.000,0.000,1323.821,4317.911,2994.090,5233.388,0.000,915.477,0.000,4317.912,4.215,59.689,37.097,0.995,0.432,0.432,5000.000,0.000,0.000,0.000,1.000,2.000,2158.956,0.955,1.142,0.033,0.000,60.000,51.000,0.400,4.000,58.980,51.000,11252.132,303.318,11252.132,303.318,1.573,0.000,"LINESTRING (-87.754161 41.990054, -87.772023 42.026068)",4317.911,4317.911,0.432,0.432,60.000,60.000,60.000,60.000,59.883,59.915,59.947,59.979,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,4317.912,4317.912,0.000,59.689,59.689,0.000,0.432,0.432,0.000,0.033,0.033,period-based
76,bpr,435,436,2.000000,2.873272,1.785750,2.873272,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,6809.443,-1.000,0.000,2634.415,6809.443,4175.028,6609.220,0.000,-200.223,0.000,6809.443,2.966,58.125,36.125,0.969,0.681,0.681,5000.000,0.000,0.000,0.000,1.000,2.000,3404.722,0.955,1.142,0.205,0.000,60.000,51.000,0.400,4.000,54.202,50.964,12159.963,336.606,12159.963,336.606,10.517,0.000,"LINESTRING (-87.754210 41.990037, -87.749447 41.963926)",6809.443,6809.443,0.681,0.681,60.000,60.000,60.000,60.000,59.327,59.511,59.694,59.878,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,6809.443,6809.443,0.000,58.125,58.125,0.000,0.681,0.681,0.000,0.205,0.205,period-based
76,bpr,435,552,2.000000,2.107356,1.309730,2.107356,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,4002.878,-1.000,0.000,4335.670,4002.878,-332.792,5895.938,0.000,1893.060,0.000,4002.878,2.120,59.650,37.073,0.994,0.445,0.445,4500.000,0.000,0.000,0.000,1.000,2.000,2001.439,0.955,1.142,0.037,0.000,60.000,51.000,0.400,4.000,58.854,51.000,5242.689,141.417,5242.689,141.417,0.825,0.000,"LINESTRING (-87.754174 41.990018, -87.731549 41.999021)",4002.878,4002.878,0.445,0.445,60.000,60.000,60.000,60.000,59.868,59.904,59.940,59.976,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,4002.878,4002.878,0.000,59.650,59.650,0.000,0.445,0.445,0.000,0.037,0.037,period-based
76,bpr,435,554,2.000000,2.832757,1.760570,2.832757,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,5542.586,-1.000,0.000,6039.129,5542.587,-496.542,3576.289,0.000,-1966.298,0.000,5542.586,2.894,58.733,36.503,0.979,0.616,0.616,4500.000,0.000,0.000,0.000,1.000,2.000,2771.293,0.955,1.142,0.137,0.000,60.000,51.000,0.400,4.000,55.993,50.993,9758.111,267.326,9758.111,267.326,5.646,0.000,"LINESTRING (-87.754179 41.990068, -87.787522 41.996370)",5542.587,5542.587,0.616,0.616,60.000,60.000,60.000,60.000,59.537,59.663,59.790,59.916,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,5542.586,5542.586,0.000,58.733,58.733,0.000,0.616,0.616,0.000,0.137,0.137,period-based
76,bpr,436,435,2.000000,2.873272,1.785750,2.873272,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,6178.297,-1.000,0.000,2664.452,6178.297,3513.845,6627.961,0.000,449.664,0.000,6178.297,2.936,58.717,36.493,0.979,0.618,0.618,5000.000,0.000,0.000,0.000,1.000,2.000,3089.149,0.955,1.142,0.139,0.000,60.000,51.000,0.400,4.000,55.945,50.992,11032.895,302.332,11032.895,302.332,6.466,0.000,"LINESTRING (-87.749395 41.963936, -87.754158 41.990047)",6178.297,6178.297,0.618,0.618,60.000,60.000,60.000,60.000,59.531,59.659,59.787,59.915,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,6178.297,6178.297,0.000,58.717,58.717,0.000,0.618,0.618,0.000,0.139,0.139,period-based
76,bpr,436,437,2.000000,4.434114,2.755820,4.434114,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,7406.439,-1.000,0.000,2637.515,7406.440,4768.924,7443.373,0.000,36.933,0.000,7406.439,4.634,57.409,35.680,0.957,0.741,0.741,5000.000,0.000,0.000,0.000,1.000,2.000,3703.220,0.955,1.142,0.287,0.000,60.000,51.000,0.400,4.000,52.187,50.861,20410.814,572.056,20410.814,572.056,24.706,0.000,"LINESTRING (-87.749411 41.963955, -87.797043 41.982863)",7406.440,7406.440,0.741,0.741,60.000,60.000,60.000,60.000,59.088,59.337,59.586,59.834,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,7406.439,7406.439,0.000,57.409,57.409,0.000,0.741,0.741,0.000,0.287,0.287,period-based
76,bpr,436,496,2.000000,1.533136,0.952850,1.533136,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,14603.661,-1.000,0.000,5321.356,14603.661,9282.305,14082.794,0.000,-520.867,0.000,14603.661,1.633,56.339,35.015,0.939,0.811,0.811,9000.000,0.000,0.000,0.000,1.000,2.000,7301.831,0.955,1.142,0.414,0.000,60.000,51.000,0.400,4.000,49.360,50.409,13915.099,397.408,13915.099,397.408,24.252,0.000,"LINESTRING (-87.749435 41.963909, -87.735145 41.954906)",14603.661,14603.661,0.811,0.811,60.000,60.000,60.000,60.000,58.941,59.230,59.519,59.808,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,14603.661,14603.661,0.000,56.339,56.339,0.000,0.811,0.811,0.000,0.414,0.414,period-based
76,bpr,437,436,2.000000,4.434114,2.755820,4.434114,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,7794.218,-1.000,0.000,2686.941,7794.218,5107.277,7473.621,0.000,-320.597,0.000,7794.218,4.680,56.853,35.334,0.948,0.779,0.779,5000.000,0.000,0.000,0.000,1.000,2.000,3897.109,0.955,1.142,0.352,0.000,60.000,51.000,0.400,4.000,50.693,50.687,21479.463,607.894,21479.463,607.894,31.887,0.000,"LINESTRING (-87.797063 41.982815, -87.749431 41.963907)",7794.218,7794.218,0.779,0.779,60.000,60.000,60.000,60.000,58.946,59.233,59.521,59.808,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,7794.218,7794.218,0.000,56.853,56.853,0.000,0.779,0.779,0.000,0.352,0.352,period-based
76,bpr,437,438,2.000000,6.113669,3.799670,6.113669,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,7410.732,-1.000,0.000,3682.700,7410.732,3728.032,6658.398,0.000,-752.334,0.000,7410.732,6.390,57.403,35.676,0.957,0.741,0.741,5000.000,0.000,0.000,0.000,1.000,2.000,3705.366,0.955,1.142,0.288,0.000,60.000,51.000,0.400,4.000,52.172,50.860,28158.336,789.275,28158.336,789.275,34.162,0.000,"LINESTRING (-87.797051 41.982865, -87.870881 41.988267)",7410.732,7410.732,0.741,0.741,60.000,60.000,60.000,60.000,59.087,59.336,59.585,59.834,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,7410.732,7410.732,0.000,57.403,57.403,0.000,0.741,0.741,0.000,0.288,0.288,period-based
76,bpr,437,554,2.000000,1.668533,1.037000,1.668533,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,5222.717,-1.000,0.000,2589.278,5222.717,2633.439,5266.930,0.000,44.213,0.000,5222.717,1.714,58.409,36.301,0.973,0.653,0.653,4000.000,0.000,0.000,0.000,1.000,2.000,2611.358,0.955,1.142,0.173,0.000,60.000,51.000,0.400,4.000,55.027,50.982,5415.958,149.195,5415.958,149.195,3.957,0.000,"LINESTRING (-87.797032 41.982824, -87.787506 41.996329)",5222.717,5222.717,0.653,0.653,60.000,60.000,60.000,60.000,59.424,59.581,59.738,59.895,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,5222.717,5222.717,0.000,58.409,58.409,0.000,0.653,0.653,0.000,0.173,0.173,period-based
76,bpr,437,556,2.000000,5.344390,3.321560,5.344390,-1,0,,network_wide,-1,0,-1,1,1,,,0700_0800,5346.119,-1.000,0.000,3319.076,5346.118,2027.043,,,,0.000,5346.119,5.504,58.257,36.207,0.971,0.668,0.668,4000.000,0.000,0.000,0.000,1.000,2.000,2673.059,0.955,1.142,0.190,0.000,60.000,51.000,0.400,4.000,54.584,50.973,17757.453,490.441,17757.453,490.441,14.245,0.000,"LINESTRING (-87.797069 41.982818, -87.751819 41.947704)",5346.118,5346.118,0.668,0.668,60.000,60.000,60.000,60.000,59.372,59.543,59.715,59.886,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,5346.119,5346.119,0.000,58.257,58.257,0.000,0.668,0.668,0.000,0.190,0.190,period-based
