name,node_id,zone_id,node_type,control_type,x_coord,y_coord,geometry
,3470,,,,499400,2032900,
,3471,,,,504700,2033000,
,3472,,,,569800,1870700,
,3473,,,,515300,2035200,
,3474,,,,516300,2036500,
,3475,,,,570200,1870200,
,3476,,,,520500,2042400,
,3477,,,,520600,2037400,
,3478,,,,515300,2033100,
,3479,,,,569800,1869800,
,3480,,,,469300,2035500,
,3481,,,,704600,1838200,
,3482,,,,703200,1836700,
,3483,,,,569000,1869900,
,3484,,,,471600,2033100,
,3485,,,,704600,1836800,
,3486,,,,703200,1835500,
,3487,,,,481000,2032800,
,3488,,,,601800,1929300,
,3489,,,,473100,2025300,
,3490,,,,470500,2022200,
,3491,,,,466600,2022300,
,3492,,,,467800,2017000,
,3493,,,,470500,2017000,
,3494,,,,470500,2014400,
,3495,,,,467800,2014300,
,3496,,,,474500,2009200,
,3497,,,,474500,2007300,
,3498,,,,475700,2009100,
,3499,,,,475800,2020900,
,3500,,,,475800,2028800,
,3501,,,,482300,2029000,
,3502,,,,488900,2029000,
,3503,,,,491900,2027200,
,3504,,,,602400,1928500,
,3505,,,,497100,2026800,
,3506,,,,601800,1927800,
,3507,,,,499400,2029100,
,3508,,,,501000,2030300,
,3509,,,,502400,2030300,
,3510,,,,503400,2030400,
,3511,,,,498000,2030300,
,3512,,,,499300,2030300,
,3513,,,,497500,2031600,
,3514,,,,601200,1928500,
,3515,,,,503400,2031700,
,3516,,,,499500,2026400,
,3517,,,,500000,2027000,
,3518,,,,504700,2030400,
,3519,,,,510000,2030400,
,3520,,,,512700,2030400,
,3521,,,,514000,2030400,
,3522,,,,515300,2030500,
,3523,,,,520600,2030500,
,3524,,,,592100,1876000,
,3525,,,,523200,2028500,
,3526,,,,522900,2022400,
,3527,,,,519800,2022300,
,3528,,,,513900,2024600,
,3529,,,,504800,2024900,
,3530,,,,597900,1897300,
,3531,,,,504000,2022300,
,3532,,,,504800,2022200,
,3533,,,,510200,2022300,
,3534,,,,512700,2022300,
,3535,,,,513900,2022300,
,3536,,,,480600,2023000,
,3537,,,,482200,2023200,
,3538,,,,482300,2022100,
,3539,,,,482400,2014500,
,3540,,,,486300,2014500,
,3541,,,,490300,2017100,
,3542,,,,499100,2018000,
,3543,,,,498400,2022300,
,3544,,,,486400,2011900,
,3545,,,,490300,2011900,
,3546,,,,492700,2011900,
,3547,,,,510100,2015100,
,3548,,,,481100,2009200,
,3549,,,,486400,2009200,
,3550,,,,491700,2006600,
,3551,,,,592700,1894400,
,3552,,,,467800,2003800,
,3553,,,,476800,2003800,
,3554,,,,466500,2003200,
,3555,,,,466500,2003800,
,3556,,,,466600,2004000,
,3557,,,,467000,2003800,
,3558,,,,463700,1997100,
,3559,,,,473100,1998600,
,3560,,,,484900,1998600,
,3561,,,,490200,1996000,
,3562,,,,588700,1894400,
,3563,,,,536900,2060400,
,3564,,,,531837,2050040,
,3565,,,,528000,2043800,
,3566,,,,531100,2026100,
,3567,,,,586000,1886500,
,3568,,,,536300,2022600,
,3569,,,,528400,2010900,
,3570,,,,525900,2010400,
,3571,,,,533600,2022500,
,3572,,,,586100,1894400,
,3573,,,,583400,1894400,
,3574,,,,550900,2053100,
,3575,,,,585100,2000000,
,3576,,,,548100,1998700,
,3577,,,,626500,2059300,
,3578,,,,626500,2058800,
,3579,,,,602000,2047900,
,3580,,,,633700,2034400,
,3581,,,,589100,2038500,
,3582,,,,602400,2014000,
,3583,,,,703500,1835500,
,3584,,,,568200,1896600,
,3585,,,,565800,1896600,
,3586,,,,600000,1999900,
,3587,,,,523345,2060530,
,3588,,,,633900,2003700,
,3589,,,,638100,2005500,
,3590,,,,645100,2008700,
,3591,,,,561600,1896600,
,3592,,,,401700,1993400,
,3593,,,,409700,1993300,
,3594,,,,415000,1993300,
,3595,,,,420300,1993300,
,3596,,,,422900,1993300,
,3597,,,,425200,1993200,
,3598,,,,430800,1992800,
,3599,,,,560300,1896600,
,3600,,,,445200,1990900,
,3601,,,,546800,1901900,
,3602,,,,445300,1993200,
,3603,,,,451900,1993200,
,3604,,,,453500,1993200,
,3605,,,,452600,1995300,
,3606,,,,451400,1996700,
,3607,,,,451000,1995600,
,3608,,,,451300,1994900,
,3609,,,,451400,1994700,
,3610,,,,482100,1802300,
,3611,,,,459700,1995800,
,3612,,,,454500,1992100,
,3613,,,,459800,1989200,
,3614,,,,459700,1987100,
,3615,,,,457100,1987300,
,3616,,,,454400,1987800,
,3617,,,,596900,1894400,
,3618,,,,445300,1992100,
,3619,,,,401700,1990700,
,3620,,,,409700,1990700,
,3621,,,,411000,1990700,
,3622,,,,415000,1990700,
,3623,,,,415000,1988100,
,3624,,,,420300,1988100,
,3625,,,,426700,1988000,
,3626,,,,604400,1897500,
,3627,,,,401800,1985500,
,3628,,,,411000,1985500,
,3629,,,,415000,1985500,
,3630,,,,401100,1978500,
,3631,,,,607800,1897500,
,3632,,,,415000,1977500,
,3633,,,,420300,1977400,
,3634,,,,426800,1975000,
,3635,,,,426800,1974100,
,3636,,,,424500,1973900,
,3637,,,,426800,1982800,
,3638,,,,436000,1982800,
,3639,,,,587900,1875900,
,3640,,,,446500,1981500,
,3641,,,,584200,1872700,
,3642,,,,457100,1981200,
,3643,,,,459800,1978600,
,3644,,,,445200,1984100,
,3645,,,,451900,1984100,
,3646,,,,457100,1983900,
,3647,,,,433400,1974800,
,3648,,,,436000,1974800,
,3649,,,,494200,1799200,
,3650,,,,495900,1799100,
,3651,,,,446500,1974700,
,3652,,,,454500,1974700,
,3653,,,,459800,1974700,
,3654,,,,404700,1972900,
,3655,,,,415000,1972200,
,3656,,,,417600,1972100,
,3657,,,,421600,1972100,
,3658,,,,424400,1972200,
,3659,,,,428900,1972100,
,3660,,,,429600,1971400,
,3661,,,,433500,1967900,
,3662,,,,454500,1969400,
,3663,,,,459800,1969600,
,3664,,,,404900,1966900,
,3665,,,,408500,1966900,
,3666,,,,416500,1966900,
,3667,,,,417700,1966900,
,3668,,,,420400,1966800,
,3669,,,,421500,1966800,
,3670,,,,515400,1799700,
,3671,,,,429600,1966800,
,3672,,,,433600,1966900,
,3673,,,,436100,1966800,
,3674,,,,442700,1966900,
,3675,,,,446600,1966900,
,3676,,,,518000,1799800,
,3677,,,,452400,1966800,
,3678,,,,397900,1959500,
,3679,,,,404700,1960700,
,3680,,,,408500,1962200,
,3681,,,,415500,1960900,
,3682,,,,399000,1956900,
,3683,,,,405500,1956500,
,3684,,,,414000,1957200,
,3685,,,,420400,1956500,
,3686,,,,420400,1957600,
,3687,,,,552100,1868300,
,3688,,,,425700,1962400,
,3689,,,,427200,1962500,
,3690,,,,440800,1962800,
,3691,,,,441200,1962200,
,3692,,,,441400,1962100,
,3693,,,,588900,1873200,
,3694,,,,594500,1873400,
,3695,,,,452200,1962500,
,3696,,,,413600,1954600,
,3697,,,,420400,1955000,
,3698,,,,427100,1957700,
,3699,,,,433600,1959800,
,3700,,,,434800,1959700,
,3701,,,,588900,1870600,
,3702,,,,436200,1957700,
,3703,,,,439000,1957200,
,3704,,,,455600,1797300,
,3705,,,,436700,1951800,
,3706,,,,439000,1955800,
,3707,,,,441600,1955800,
,3708,,,,448200,1950600,
,3709,,,,449300,1956200,
,3710,,,,452300,1960100,
,3711,,,,451300,1954600,
,3712,,,,455800,1949500,
,3713,,,,457400,1946800,
,3714,,,,399200,1951900,
,3715,,,,406400,1951000,
,3716,,,,553400,1857100,
,3717,,,,410300,1949000,
,3718,,,,424500,1949100,
,3719,,,,424500,1953000,
,3720,,,,431100,1949100,
,3721,,,,432400,1949100,
,3722,,,,441400,1950600,
,3723,,,,594700,1870800,
,3724,,,,441600,1946600,
,3725,,,,449700,1946800,
,3726,,,,399200,1948700,
,3727,,,,396400,1944900,
,3728,,,,402600,1945400,
,3729,,,,403300,1944400,
,3730,,,,405200,1942200,
,3731,,,,404900,1940500,
,3732,,,,405500,1943700,
,3733,,,,406100,1945000,
,3734,,,,406700,1946700,
,3735,,,,421900,1943800,
,3736,,,,424000,1943800,
,3737,,,,431900,1943900,
,3738,,,,432500,1943900,
,3739,,,,435000,1944000,
,3740,,,,437700,1944000,
,3741,,,,441700,1944100,
,3742,,,,583300,1868400,
,3743,,,,452500,1938700,
,3744,,,,452500,1936100,
,3745,,,,395400,1941200,
,3746,,,,403800,1938500,
,3747,,,,588800,1866900,
,3748,,,,631900,2049400,
,3749,,,,411200,1937000,
,3750,,,,411400,1937000,
,3751,,,,419500,1934000,
,3752,,,,419600,1935000,
,3753,,,,421100,1934700,
,3754,,,,421600,1937800,
,3755,,,,424500,1934100,
,3756,,,,427100,1934500,
,3757,,,,427100,1933100,
,3758,,,,430000,1935800,
,3759,,,,434000,1935900,
,3760,,,,435300,1935900,
,3761,,,,437900,1935900,
,3762,,,,441900,1936000,
,3763,,,,447200,1936000,
,3764,,,,449800,1936100,
,3765,,,,447100,1933400,
,3766,,,,449700,1933500,
,3767,,,,463700,1991600,
,3768,,,,466200,1990500,
,3769,,,,469000,1990600,
,3770,,,,473000,1994500,
,3771,,,,473000,1995200,
,3772,,,,465600,1982900,
,3773,,,,466500,1982700,
,3774,,,,469400,1982700,
,3775,,,,473000,1982700,
,3776,,,,479500,1980000,
,3777,,,,467100,1980600,
,3778,,,,486700,1979000,
,3779,,,,515500,1990500,
,3780,,,,515900,1978400,
,3781,,,,465700,1974800,
,3782,,,,465200,1973400,
,3783,,,,464400,1967300,
,3784,,,,474100,1965800,
,3785,,,,478100,1967600,
,3786,,,,479900,1970300,
,3787,,,,482100,1976100,
,3788,,,,481800,1967700,
,3789,,,,486100,1972400,
,3790,,,,488800,1970700,
,3791,,,,515700,1979600,
,3792,,,,516400,1953900,
,3793,,,,513000,1950600,
,3794,,,,513500,1950700,
,3795,,,,513800,1950200,
,3796,,,,513400,1950000,
,3797,,,,504900,1951400,
,3798,,,,505700,1951400,
,3799,,,,506300,1950700,
,3800,,,,505500,1950600,
,3801,,,,505700,1954500,
,3802,,,,459100,1960000,
,3803,,,,460400,1960100,
,3804,,,,594500,1870000,
,3805,,,,473600,1960200,
,3806,,,,487000,1958000,
,3807,,,,488100,1958300,
,3808,,,,459100,1954700,
,3809,,,,464400,1954900,
,3810,,,,473600,1953900,
,3811,,,,476200,1953900,
,3812,,,,473600,1952300,
,3813,,,,476200,1952500,
,3814,,,,583400,1864800,
,3815,,,,476300,1949400,
,3816,,,,459100,1949400,
,3817,,,,460500,1949500,
,3818,,,,464400,1949600,
,3819,,,,467000,1949600,
,3820,,,,472300,1949800,
,3821,,,,467200,1941600,
,3822,,,,472500,1941800,
,3823,,,,473300,1941800,
,3824,,,,476300,1947200,
,3825,,,,462200,1938900,
,3826,,,,462600,1938100,
,3827,,,,460700,1936200,
,3828,,,,460700,1933600,
,3829,,,,467200,1938100,
,3830,,,,471500,1937200,
,3831,,,,512500,1940100,
,3832,,,,589400,1865300,
,3833,,,,553400,1995200,
,3834,,,,558400,1866000,
,3835,,,,560700,1861600,
,3836,,,,595000,1862900,
,3837,,,,547400,1989000,
,3838,,,,553300,1989400,
,3839,,,,573200,1986200,
,3840,,,,582000,1864600,
,3841,,,,583800,1985000,
,3842,,,,595100,1860100,
,3843,,,,585100,1982800,
,3844,,,,586500,1991600,
,3845,,,,558200,1852300,
,3846,,,,589200,1992100,
,3847,,,,587900,1993400,
,3848,,,,589500,1984000,
,3849,,,,590200,1982900,
,3850,,,,589400,1982100,
,3851,,,,588700,1982800,
,3852,,,,586000,1979800,
,3853,,,,585700,1978900,
,3854,,,,585800,1979900,
,3855,,,,584800,1979500,
,3856,,,,583200,1977500,
,3857,,,,571300,1982900,
,3858,,,,540000,1858700,
,3859,,,,573200,1981500,
,3860,,,,575900,1981500,
,3861,,,,578500,1980800,
,3862,,,,573300,1977600,
,3863,,,,575900,1977600,
,3864,,,,581200,1977500,
,3865,,,,573500,1970800,
,3866,,,,575800,1970700,
,3867,,,,548200,1972200,
,3868,,,,548100,1977500,
,3869,,,,546800,1980700,
,3870,,,,546800,1982700,
,3871,,,,550900,1859700,
,3872,,,,563400,1960800,
,3873,,,,555700,1860200,
,3874,,,,565200,1952400,
,3875,,,,555700,1857100,
,3876,,,,555500,1951900,
,3877,,,,558000,1949300,
,3878,,,,526700,1959500,
,3879,,,,537800,1958500,
,3880,,,,526300,1953700,
,3881,,,,585900,1862500,
,3882,,,,542700,1947000,
,3883,,,,588500,1862500,
,3884,,,,592400,1862800,
,3885,,,,601000,1865600,
,3886,,,,549800,1938000,
,3887,,,,610200,1993500,
,3888,,,,618300,1998600,
,3889,,,,601300,1860500,
,3890,,,,648200,1981300,
,3891,,,,650100,1981300,
,3892,,,,651100,1981300,
,3893,,,,608400,1863200,
,3894,,,,601200,1972300,
,3895,,,,602400,1972200,
,3896,,,,611000,1863200,
,3897,,,,602400,1969000,
,3898,,,,601700,1969500,
,3899,,,,611000,1862700,
,3900,,,,610000,1969500,
,3901,,,,610300,1974800,
,3902,,,,613700,1862700,
,3903,,,,598000,1855000,
,3904,,,,643200,1965100,
,3905,,,,645000,1965000,
,3906,,,,603300,1855100,
,3907,,,,648700,1963200,
,3908,,,,582400,1851700,
,3909,,,,582100,1859900,
,3910,,,,598700,1961100,
,3911,,,,597400,1961400,
,3912,,,,556000,1847200,
,3913,,,,558700,1847200,
,3914,,,,558700,1838800,
,3915,,,,604100,1956200,
,3916,,,,610100,1895900,
,3917,,,,609400,1956300,
,3918,,,,604500,1900300,
,3919,,,,607100,1900300,
,3920,,,,609700,1900300,
,3921,,,,619300,1955000,
,3922,,,,620700,1958300,
,3923,,,,619700,1956500,
,3924,,,,601700,1909900,
,3925,,,,626100,1956500,
,3926,,,,626200,1955600,
,3927,,,,628800,1952400,
,3928,,,,607000,1909900,
,3929,,,,628700,1957200,
,3930,,,,633900,1948700,
,3931,,,,639200,1941800,
,3932,,,,597500,1913700,
,3933,,,,612100,1949800,
,3934,,,,592500,1917900,
,3935,,,,592200,1918700,
,3936,,,,557900,1912200,
,3937,,,,604300,1946300,
,3938,,,,601500,1943500,
,3939,,,,563400,1912200,
,3940,,,,569000,1912200,
,3941,,,,604200,1927500,
,3942,,,,656300,1994800,
,3943,,,,596400,1932500,
,3944,,,,599000,1932500,
,3945,,,,655200,1977300,
,3946,,,,653800,1980000,
,3947,,,,654200,1991100,
,3948,,,,670400,1969500,
,3949,,,,673500,1969200,
,3950,,,,601900,1932500,
,3951,,,,673500,1972500,
,3952,,,,673500,1972000,
,3953,,,,673500,1968400,
,3954,,,,673500,1966700,
,3955,,,,672700,1966000,
,3956,,,,607200,1932500,
,3957,,,,663100,1963300,
,3958,,,,664500,1964900,
,3959,,,,598800,1915000,
,3960,,,,669800,1964800,
,3961,,,,673000,1964800,
,3962,,,,675800,1964600,
,3963,,,,600700,1914700,
,3964,,,,678100,1964600,
,3965,,,,673700,1964500,
,3966,,,,599600,1913700,
,3967,,,,600600,1916300,
,3968,,,,651400,1958000,
,3969,,,,655900,1958000,
,3970,,,,663100,1958000,
,3971,,,,599900,1915500,
,3972,,,,651300,1952600,
,3973,,,,655900,1956400,
,3974,,,,598800,1916300,
,3975,,,,663100,1955300,
,3976,,,,663100,1952700,
,3977,,,,663000,1950000,
,3978,,,,663000,1947300,
,3979,,,,662900,1945700,
,3980,,,,599600,1917400,
,3981,,,,652900,1945400,
,3982,,,,601300,1890200,
,3983,,,,672400,1937000,
,3984,,,,680300,1938500,
,3985,,,,664400,1966900,
,3986,,,,680600,1937200,
,3987,,,,654900,1950000,
,3988,,,,655600,1949000,
,3989,,,,653200,1951600,
,3990,,,,577400,1870800,
,3991,,,,602300,1889800,
,3992,,,,705000,1782200,
,3993,,,,602900,1891100,
,3994,,,,603200,1891500,
,3995,,,,604700,1892300,
,3996,,,,715200,1803300,
,3997,,,,603400,1892400,
,3998,,,,604300,1893300,
,3999,,,,576900,1867100,
,4000,,,,433900,1928500,
,4001,,,,435200,1927700,
,4002,,,,442700,1927200,
,4003,,,,583100,1872700,
,4004,,,,445800,1927000,
,4005,,,,452500,1925700,
,4006,,,,444500,1926600,
,4007,,,,403100,1924300,
,4008,,,,661100,1865500,
,4009,,,,412100,1924600,
,4010,,,,583200,1869600,
,4011,,,,593300,1949100,
,4012,,,,576900,1864200,
,4013,,,,427100,1925300,
,4014,,,,433200,1925300,
,4015,,,,435200,1923400,
,4016,,,,435200,1922700,
,4017,,,,444500,1922100,
,4018,,,,403200,1918400,
,4019,,,,580700,1862500,
,4020,,,,412700,1918400,
,4021,,,,582100,1862700,
,4022,,,,427100,1915900,
,4023,,,,427100,1920000,
,4024,,,,435200,1920100,
,4025,,,,444500,1920200,
,4026,,,,427100,1913500,
,4027,,,,430000,1913900,
,4028,,,,437900,1915600,
,4029,,,,444600,1915800,
,4030,,,,602100,1881800,
,4031,,,,454000,1914700,
,4032,,,,580700,1867100,
,4033,,,,583700,1867600,
,4034,,,,415100,1909300,
,4035,,,,416500,1909100,
,4036,,,,581100,1881700,
,4037,,,,427100,1909400,
,4038,,,,604200,1881700,
,4039,,,,435300,1910700,
,4040,,,,438500,1911800,
,4041,,,,444600,1912300,
,4042,,,,427000,1905800,
,4043,,,,431400,1904100,
,4044,,,,435400,1904200,
,4045,,,,438000,1904200,
,4046,,,,444600,1904600,
,4047,,,,453900,1906100,
,4048,,,,586800,1878000,
,4049,,,,603900,1880300,
,4050,,,,602800,1882200,
,4051,,,,686600,1905500,
,4052,,,,689400,1905600,
,4053,,,,690200,1905700,
,4054,,,,403200,1898500,
,4055,,,,416400,1898600,
,4056,,,,691400,1905700,
,4057,,,,426900,1898800,
,4058,,,,431300,1898800,
,4059,,,,437900,1898900,
,4060,,,,444500,1899000,
,4061,,,,691800,1905700,
,4062,,,,449800,1899200,
,4063,,,,692900,1905700,
,4064,,,,695272,1905382,
,4065,,,,692900,1904800,
,4066,,,,695300,1904900,
,4067,,,,426800,1893500,
,4068,,,,689500,1903700,
,4069,,,,437800,1891700,
,4070,,,,456400,1899200,
,4071,,,,445800,1885700,
,4072,,,,446900,1884300,
,4073,,,,493000,1858700,
,4074,,,,690300,1903800,
,4075,,,,400400,1888000,
,4076,,,,691500,1903800,
,4077,,,,691900,1903800,
,4078,,,,408100,1888000,
,4079,,,,411000,1888100,
,4080,,,,416300,1888100,
,4081,,,,692900,1904200,
,4082,,,,426800,1888200,
,4083,,,,435000,1888300,
,4084,,,,584500,1917000,
,4085,,,,583800,1913200,
,4086,,,,695700,1904400,
,4087,,,,583200,1907800,
,4088,,,,695300,1904600,
,4089,,,,435000,1883300,
,4090,,,,400300,1877400,
,4091,,,,590200,1876000,
,4092,,,,409800,1877400,
,4093,,,,416200,1877500,
,4094,,,,421500,1877500,
,4095,,,,426700,1877600,
,4096,,,,428400,1877600,
,4097,,,,433800,1877700,
,4098,,,,437900,1879200,
,4099,,,,446900,1881700,
,4100,,,,696700,1903800,
,4101,,,,457500,1884600,
,4102,,,,457500,1888600,
,4103,,,,457200,1891700,
,4104,,,,396100,1872000,
,4105,,,,400400,1872100,
,4106,,,,405600,1872100,
,4107,,,,405700,1869500,
,4108,,,,416100,1869600,
,4109,,,,421400,1869600,
,4110,,,,425700,1869900,
,4111,,,,426900,1869900,
,4112,,,,433800,1872400,
,4113,,,,441700,1872500,
,4114,,,,447000,1872600,
,4115,,,,453600,1877700,
,4116,,,,457500,1877700,
,4117,,,,457400,1875200,
,4118,,,,590200,1873500,
,4119,,,,421300,1861600,
,4120,,,,426600,1861800,
,4121,,,,429900,1862500,
,4122,,,,437700,1865400,
,4123,,,,439900,1866200,
,4124,,,,441700,1866800,
,4125,,,,447000,1867400,
,4126,,,,457400,1867700,
,4127,,,,440300,1862100,
,4128,,,,447000,1862100,
,4129,,,,457400,1862100,
,4130,,,,395900,1858800,
,4131,,,,405600,1858800,
,4132,,,,418700,1858700,
,4133,,,,421300,1858700,
,4134,,,,426600,1857900,
,4135,,,,430100,1858000,
,4136,,,,686700,1901700,
,4137,,,,441600,1856800,
,4138,,,,688900,1901600,
,4139,,,,450200,1856700,
,4140,,,,457400,1856400,
,4141,,,,420100,1856300,
,4142,,,,461300,1800500,
,4143,,,,426700,1856700,
,4144,,,,429500,1856900,
,4145,,,,430200,1856900,
,4146,,,,395700,1850700,
,4147,,,,405500,1850800,
,4148,,,,413400,1851000,
,4149,,,,423700,1850900,
,4150,,,,431800,1853500,
,4151,,,,689600,1901700,
,4152,,,,439400,1851100,
,4153,,,,441900,1853200,
,4154,,,,690000,1902100,
,4155,,,,443200,1849000,
,4156,,,,452600,1855400,
,4157,,,,395700,1845500,
,4158,,,,405500,1845600,
,4159,,,,413400,1845600,
,4160,,,,424000,1845700,
,4161,,,,431800,1845800,
,4162,,,,426200,1838200,
,4163,,,,429600,1838800,
,4164,,,,431900,1839200,
,4165,,,,690000,1901700,
,4166,,,,435100,1839900,
,4167,,,,441400,1840600,
,4168,,,,444600,1840600,
,4169,,,,447000,1844800,
,4170,,,,451000,1845000,
,4171,,,,453600,1845600,
,4172,,,,457400,1848900,
,4173,,,,457400,1847800,
,4174,,,,457400,1845800,
,4175,,,,450700,1838600,
,4176,,,,452100,1838600,
,4177,,,,434400,1829800,
,4178,,,,441900,1829400,
,4179,,,,449100,1829500,
,4180,,,,441200,1832400,
,4181,,,,441600,1833200,
,4182,,,,690400,1902100,
,4183,,,,437200,1823700,
,4184,,,,440500,1823900,
,4185,,,,439400,1821300,
,4186,,,,443800,1821100,
,4187,,,,463900,1802800,
,4188,,,,449900,1821300,
,4189,,,,457600,1829600,
,4190,,,,457700,1824400,
,4191,,,,457700,1819300,
,4192,,,,690400,1901700,
,4193,,,,426400,1820900,
,4194,,,,430600,1820300,
,4195,,,,433900,1820900,
,4196,,,,437400,1823200,
,4197,,,,438000,1818300,
,4198,,,,438300,1817300,
,4199,,,,690800,1902100,
,4200,,,,426400,1813900,
,4201,,,,431300,1814800,
,4202,,,,426500,1810900,
,4203,,,,431400,1810900,
,4204,,,,690800,1901700,
,4205,,,,433700,1813600,
,4206,,,,438800,1813500,
,4207,,,,443500,1813800,
,4208,,,,691200,1902100,
,4209,,,,443000,1818700,
,4210,,,,691200,1901700,
,4211,,,,444000,1820500,
,4212,,,,449500,1819700,
,4213,,,,449500,1814100,
,4214,,,,451900,1813600,
,4215,,,,457800,1815000,
,4216,,,,457800,1812800,
,4217,,,,692000,1902100,
,4218,,,,467000,1799900,
,4219,,,,426500,1805500,
,4220,,,,431500,1805600,
,4221,,,,437700,1805600,
,4222,,,,442100,1808300,
,4223,,,,444300,1809900,
,4224,,,,444500,1807800,
,4225,,,,452200,1811700,
,4226,,,,692000,1901700,
,4227,,,,460800,1870900,
,4228,,,,465200,1866700,
,4229,,,,465200,1872600,
,4230,,,,472800,1866700,
,4231,,,,473600,1869100,
,4232,,,,479500,1869200,
,4233,,,,498800,1862500,
,4234,,,,504300,1863000,
,4235,,,,692400,1902100,
,4236,,,,507700,1863100,
,4237,,,,510100,1863100,
,4238,,,,514100,1863200,
,4239,,,,498400,1858800,
,4240,,,,692400,1901700,
,4241,,,,480000,1858000,
,4242,,,,463200,1849000,
,4243,,,,692900,1902600,
,4244,,,,479600,1854200,
,4245,,,,459600,1845700,
,4246,,,,462200,1845800,
,4247,,,,475200,1844400,
,4248,,,,458500,1841000,
,4249,,,,462200,1841000,
,4250,,,,475100,1841500,
,4251,,,,476300,1841500,
,4252,,,,457900,1838300,
,4253,,,,458700,1838100,
,4254,,,,463100,1837200,
,4255,,,,475900,1833200,
,4256,,,,476600,1833000,
,4257,,,,505200,1833500,
,4258,,,,505600,1833900,
,4259,,,,462000,1829800,
,4260,,,,686800,1901100,
,4261,,,,474100,1828000,
,4262,,,,478700,1825700,
,4263,,,,505300,1829800,
,4264,,,,506500,1829900,
,4265,,,,462100,1823700,
,4266,,,,467400,1822800,
,4267,,,,469800,1824000,
,4268,,,,470400,1821700,
,4269,,,,465600,1818700,
,4270,,,,688900,1901100,
,4271,,,,468900,1811100,
,4272,,,,468500,1809800,
,4273,,,,487900,1823000,
,4274,,,,485100,1811400,
,4275,,,,479400,1808900,
,4276,,,,482500,1807600,
,4277,,,,496700,1812400,
,4278,,,,499300,1807300,
,4279,,,,504700,1807300,
,4280,,,,513200,1810200,
,4281,,,,470200,1801400,
,4282,,,,517700,1809900,
,4283,,,,689600,1901200,
,4284,,,,497800,1822900,
,4285,,,,506700,1823000,
,4286,,,,513300,1823200,
,4287,,,,690000,1901200,
,4288,,,,517300,1825900,
,4289,,,,502200,1817700,
,4290,,,,506900,1817800,
,4291,,,,504500,1815000,
,4292,,,,506900,1815100,
,4293,,,,517500,1817900,
,4294,,,,507000,1813000,
,4295,,,,691800,1907200,
,4296,,,,690400,1901200,
,4297,,,,695000,1904800,
,4298,,,,692900,1904500,
,4299,,,,692300,1904400,
,4300,,,,691900,1904400,
,4301,,,,691500,1904400,
,4302,,,,691100,1904400,
,4303,,,,690700,1904400,
,4304,,,,690300,1904400,
,4305,,,,684600,1905300,
,4306,,,,692400,1902300,
,4307,,,,687500,1901600,
,4308,,,,687600,1901100,
,4309,,,,686900,1901100,
,4310,,,,687000,1900700,
,4311,,,,687600,1900600,
,4312,,,,687000,1900200,
,4313,,,,687600,1900200,
,4314,,,,687000,1899800,
,4315,,,,687600,1899800,
,4316,,,,687200,1899500,
,4317,,,,687000,1899300,
,4318,,,,687600,1899300,
,4319,,,,687400,1899600,
,4320,,,,687200,1899100,
,4321,,,,687000,1898900,
,4322,,,,687600,1898900,
,4323,,,,687400,1899100,
,4324,,,,687700,1898500,
,4325,,,,686800,1898400,
,4326,,,,685500,1898400,
,4327,,,,684100,1900100,
,4328,,,,684100,1899600,
,4329,,,,684200,1895700,
,4330,,,,680900,1897700,
,4331,,,,678800,1898200,
,4332,,,,680800,1898200,
,4333,,,,679600,1897600,
,4334,,,,680100,1898200,
,4335,,,,687700,1897500,
,4336,,,,687700,1896800,
,4337,,,,688200,1894900,
,4338,,,,688200,1895800,
,4339,,,,688100,1896800,
,4340,,,,688100,1897500,
,4341,,,,688100,1898500,
,4342,,,,689000,1898400,
,4343,,,,689000,1897600,
,4344,,,,689000,1896800,
,4345,,,,687500,1902800,
,4346,,,,688700,1891300,
,4347,,,,691200,1901200,
,4348,,,,690900,1888000,
,4349,,,,692000,1900700,
,4350,,,,691200,1888100,
,4351,,,,691600,1887800,
,4352,,,,691000,1887500,
,4353,,,,691400,1887300,
,4354,,,,694300,1887900,
,4355,,,,694200,1888100,
,4356,,,,695000,1887700,
,4357,,,,695000,1888300,
,4358,,,,695900,1887900,
,4359,,,,695800,1888100,
,4360,,,,696600,1887600,
,4361,,,,696000,1888700,
,4362,,,,695300,1889300,
,4363,,,,692400,1900700,
,4364,,,,691800,1885700,
,4365,,,,693100,1893900,
,4366,,,,694600,1900000,
,4367,,,,693800,1907000,
,4368,,,,692900,1907000,
,4369,,,,694000,1876400,
,4370,,,,694000,1879100,
,4371,,,,693900,1881700,
,4372,,,,693800,1884400,
,4373,,,,687300,1891300,
,4374,,,,692900,1900700,
,4375,,,,688600,1878900,
,4376,,,,695500,1901200,
,4377,,,,688500,1884200,
,4378,,,,671500,1875800,
,4379,,,,673900,1881700,
,4380,,,,669900,1883800,
,4381,,,,695700,1900900,
,4382,,,,669700,1889100,
,4383,,,,669700,1890700,
,4384,,,,669600,1891700,
,4385,,,,669600,1893100,
,4386,,,,669500,1897100,
,4387,,,,669500,1897400,
,4388,,,,669400,1899700,
,4389,,,,669000,1900100,
,4390,,,,669400,1900000,
,4391,,,,669400,1900400,
,4392,,,,669400,1901100,
,4393,,,,695300,1900800,
,4394,,,,669200,1905000,
,4395,,,,669200,1906300,
,4396,,,,669200,1906800,
,4397,,,,669200,1907700,
,4398,,,,669100,1910300,
,4399,,,,686800,1899800,
,4400,,,,669000,1915600,
