link_seq_id,link_id,base_s0_link_type,from_node_id,to_node_id,geometry,distance_km,distance_mile,fftt,free_speed_base_mode,link_specific_speed_diff,capacity_base_mode,link_specific_capacity_diff,meso_link_id,tmc,tmc_corridor_name,tmc_corridor_id,tmc_road_order,tmc_road_sequence,subarea_id,lanes_s0,lanes_s1,lanes_s2,link_type_s0,link_type_s1,link_type_s2,lanes_p1_s0_auto,lanes_p1_s1_auto,lanes_p1_s2_auto,VOL_p1_s0_auto,VOL_p1_s1_auto,VOL_p1_s2_auto,MEU_p1_s0_auto,MEU_p1_s1_auto,MEU_p1_s2_auto,CAP_p1_s0_auto,CAP_p1_s1_auto,CAP_p1_s2_auto,PEN_p1_s0_auto,PEN_p1_s1_auto,PEN_p1_s2_auto,DOC_p1_s0_auto,DOC_p1_s1_auto,DOC_p1_s2_auto,TT_p1_s0_auto,TT_p1_s1_auto,TT_p1_s2_auto,CO2_p1_s0_auto,CO2_p1_s1_auto,CO2_p1_s2_auto,NOX_p1_s0_auto,NOX_p1_s1_auto,NOX_p1_s2_auto,VOL_am_25nb_auto,MEU_am_25nb_auto,CAP_am_25nb_auto,PEN_am_25nb_auto,DOC_am_25nb_auto,TT_am_25nb_auto,CO2_am_25nb_auto,NOX_am_25nb_auto,VOL_am_2040_auto,MEU_am_2040_auto,CAP_am_2040_auto,PEN_am_2040_auto,DOC_am_2040_auto,TT_am_2040_auto,CO2_am_2040_auto,NOX_am_2040_auto,VOL_am_2050_auto,MEU_am_2050_auto,CAP_am_2050_auto,PEN_am_2050_auto,DOC_am_2050_auto,TT_am_2050_auto,CO2_am_2050_auto,NOX_am_2050_auto,
610,76,motorway,447,849,"LINESTRING (-87.756560 41.431788, -87.716073 41.440792)",3.478417,2.161850,3.478417,60.000000,-60.000000,4000.000000,2000.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,1.0,1.0,1.0,842.7,1532.5,2688.8,842.7,1532.5,2688.8,4000.0,4000.0,4000.0,0.0,0.0,0.0,0.2,0.4,0.7,3.5,3.5,3.6,60924.8,110733.2,193412.6,16.2,29.4,50.7,842.7,842.7,4000.000,0.000,0.211,3.479,60924.808,16.221,1532.5,1532.5,4000.000,0.000,0.383,3.490,110733.237,29.440,2688.8,2688.8,4000.000,0.000,0.672,3.585,193412.592,50.736,
611,76,motorway,448,447,"LINESTRING (-87.743493 41.494845, -87.756592 41.431819)",6.954742,4.322400,6.954742,60.000000,-60.000000,3500.000000,1500.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,1.0,1.0,1.0,411.3,614.4,792.5,411.3,614.4,792.5,3500.0,3500.0,3500.0,0.0,0.0,0.0,0.1,0.2,0.2,7.0,7.0,7.0,59456.3,88817.0,114552.1,15.8,23.6,30.5,411.3,411.3,3500.000,0.000,0.118,6.955,59456.280,15.833,614.4,614.4,3500.000,0.000,0.176,6.956,88817.010,23.650,792.5,792.5,3500.000,0.000,0.226,6.957,114552.108,30.498,
612,76,motorway,448,449,"LINESTRING (-87.743441 41.494840, -87.743441 41.538958)",4.809301,2.989000,4.809301,60.000000,-60.000000,5000.000000,3000.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,1.0,1.0,1.0,1190.7,2568.7,4287.9,1190.7,2568.7,4287.9,5000.0,5000.0,5000.0,0.0,0.0,0.0,0.2,0.5,0.9,4.8,4.9,5.2,119016.7,256277.9,424416.8,31.7,67.9,108.7,1190.7,1190.7,5000.000,0.000,0.238,4.812,119016.749,31.686,2568.7,2568.7,5000.000,0.000,0.514,4.860,256277.906,67.892,4287.9,4287.9,5000.000,0.000,0.858,5.199,424416.769,108.723,
613,76,motorway,448,664,"LINESTRING (-87.743463 41.494814, -87.691068 41.503818)",4.428692,2.752450,4.428692,60.000000,-60.000000,3500.000000,1500.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,1.0,1.0,1.0,1042.1,1917.6,2882.7,1042.1,1917.6,2882.7,3500.0,3500.0,3500.0,0.0,0.0,0.0,0.3,0.5,0.8,4.4,4.5,4.7,95905.6,176082.8,262955.3,25.5,46.6,67.7,1042.1,1042.1,3500.000,0.000,0.298,4.434,95905.637,25.524,1917.6,1917.6,3500.000,0.000,0.548,4.489,176082.801,46.576,2882.7,2882.7,3500.000,0.000,0.824,4.734,262955.346,67.738,
614,76,motorway,448,665,"LINESTRING (-87.743444 41.494852, -87.748207 41.503856)",1.057097,0.656990,1.057097,60.000000,-60.000000,3500.000000,1500.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,1.0,1.0,1.0,1530.7,2445.5,3386.9,1530.7,2445.5,3386.9,3500.0,3500.0,3500.0,0.0,0.0,0.0,0.4,0.7,1.0,1.1,1.1,1.2,33599.1,53424.4,73591.7,8.9,14.0,18.4,1530.7,1530.7,3500.000,0.000,0.437,1.063,33599.078,8.923,2445.5,2445.5,3500.000,0.000,0.699,1.095,53424.405,13.980,3386.9,3386.9,3500.000,0.000,0.968,1.196,73591.725,18.433,
615,76,motorway,449,448,"LINESTRING (-87.743493 41.538958, -87.743493 41.494840)",4.809301,2.989000,4.809301,60.000000,-60.000000,5000.000000,3000.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,1.0,1.0,1.0,562.0,996.9,1520.4,562.0,996.9,1520.4,5000.0,5000.0,5000.0,0.0,0.0,0.0,0.1,0.2,0.3,4.8,4.8,4.8,56184.0,99648.4,151946.0,15.0,26.5,40.4,562.0,562.0,5000.000,0.000,0.112,4.809,56183.967,14.961,996.9,996.9,5000.000,0.000,0.199,4.810,99648.434,26.533,1520.4,1520.4,5000.000,0.000,0.304,4.815,151945.958,40.436,
616,76,motorway,449,450,"LINESTRING (-87.743441 41.538958, -87.743441 41.565969)",2.944470,1.830000,2.944470,60.000000,-60.000000,5000.000000,3000.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,1.0,1.0,1.0,1901.4,3286.6,4600.3,1901.4,3286.6,4600.3,5000.0,5000.0,5000.0,0.0,0.0,0.0,0.4,0.7,0.9,3.0,3.0,3.3,116299.9,200198.7,278483.7,30.9,52.6,70.5,1901.4,1901.4,5000.000,0.000,0.380,2.954,116299.919,30.921,3286.6,3286.6,5000.000,0.000,0.657,3.027,200198.722,52.582,4600.3,4600.3,5000.000,0.000,0.920,3.261,278483.657,70.496,
617,76,motorway,449,662,"LINESTRING (-87.743462 41.538932, -87.693448 41.547936)",4.237495,2.633620,4.237495,60.000000,-60.000000,2000.000000,0.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,1.0,1.0,1.0,1005.3,1374.5,1858.7,1005.3,1374.5,1858.7,2000.0,2000.0,2000.0,0.0,0.0,0.0,0.5,0.7,0.9,4.3,4.4,4.7,88386.6,120405.5,161918.3,23.4,31.5,40.9,1005.3,1005.3,2000.000,0.000,0.503,4.278,88386.585,23.425,1374.5,1374.5,2000.000,0.000,0.687,4.379,120405.469,31.541,1858.7,1858.7,2000.000,0.000,0.929,4.712,161918.281,40.908,
618,76,motorway,449,663,"LINESTRING (-87.743445 41.538972, -87.749399 41.547976)",1.097338,0.682000,1.097338,60.000000,-60.000000,2000.000000,0.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,1.0,1.0,1.0,1455.8,2197.9,2593.4,1455.8,2197.9,2593.4,2000.0,2000.0,2000.0,0.0,0.0,0.0,0.7,1.1,1.3,1.1,1.3,1.6,32987.8,49762.9,60314.6,8.6,12.0,13.5,1455.8,1455.8,2000.000,0.000,0.728,1.144,32987.792,8.606,2197.9,2197.9,2000.000,0.000,1.099,1.337,49762.914,12.016,2593.4,2593.4,2000.000,0.000,1.297,1.563,60314.583,13.487,
619,76,motorway,450,449,"LINESTRING (-87.743493 41.565969, -87.743493 41.538958)",2.944470,1.830000,2.944470,60.000000,-60.000000,5000.000000,3000.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,1.0,1.0,1.0,793.8,1516.0,1656.6,793.8,1516.0,1656.6,5000.0,5000.0,5000.0,0.0,0.0,0.0,0.2,0.3,0.3,2.9,2.9,2.9,48579.6,92764.6,101356.0,12.9,24.7,27.0,793.8,793.8,5000.000,0.000,0.159,2.945,48579.572,12.936,1516.0,1516.0,5000.000,0.000,0.303,2.948,92764.580,24.687,1656.6,1656.6,5000.000,0.000,0.331,2.950,101356.012,26.966,
620,76,motorway,450,451,"LINESTRING (-87.743446 41.565954, -87.731538 41.583061)",2.107356,1.309730,2.107356,60.000000,-60.000000,5000.000000,3000.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,1.0,1.0,1.0,3015.9,4768.4,6060.4,3015.9,4768.4,6060.4,5000.0,5000.0,5000.0,0.0,0.0,0.0,0.6,1.0,1.2,2.1,2.4,2.8,131638.8,206548.8,266527.6,34.7,51.9,61.8,3015.9,3015.9,5000.000,0.000,0.603,2.149,131638.808,34.712,4768.4,4768.4,5000.000,0.000,0.954,2.369,206548.798,51.904,6060.4,6060.4,5000.000,0.000,1.212,2.790,266527.602,61.789,
621,76,motorway,450,453,"LINESTRING (-87.743471 41.565995, -87.820873 41.553390)",6.525991,4.055930,6.525991,60.000000,-60.000000,5000.000000,3000.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,1.0,1.0,1.0,1671.0,2260.9,2822.1,1671.0,2260.9,2822.1,5000.0,5000.0,5000.0,0.0,0.0,0.0,0.3,0.5,0.6,6.5,6.6,6.6,226590.2,306317.9,381750.8,60.3,81.3,100.9,1671.0,1671.0,5000.000,0.000,0.334,6.538,226590.196,60.283,2260.9,2260.9,5000.000,0.000,0.452,6.567,306317.874,81.316,2822.1,2822.1,5000.000,0.000,0.564,6.625,381750.811,100.894,
622,76,motorway,450,508,"LINESTRING (-87.743458 41.565944, -87.681536 41.588453)",5.662956,3.519550,5.662956,60.000000,-60.000000,5000.000000,3000.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,1.0,1.0,1.0,969.5,1488.2,2752.0,969.5,1488.2,2752.0,5000.0,5000.0,5000.0,0.0,0.0,0.0,0.2,0.3,0.6,5.7,5.7,5.7,114116.8,175135.1,323115.2,30.4,46.6,85.5,969.5,969.5,5000.000,0.000,0.194,5.664,114116.830,30.385,1488.2,1488.2,5000.000,0.000,0.298,5.670,175135.069,46.610,2752.0,2752.0,5000.000,0.000,0.550,5.741,323115.199,85.458,
623,76,motorway,451,450,"LINESTRING (-87.731580 41.583091, -87.743488 41.565984)",2.107356,1.309730,2.107356,60.000000,-60.000000,5000.000000,3000.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,1.0,1.0,1.0,1655.4,2552.6,3613.0,1655.4,2552.6,3613.0,5000.0,5000.0,5000.0,0.0,0.0,0.0,0.3,0.5,0.7,2.1,2.1,2.2,72485.8,111596.7,157244.8,19.3,29.6,41.0,1655.4,1655.4,5000.000,0.000,0.331,2.111,72485.812,19.285,2552.6,2552.6,5000.000,0.000,0.511,2.129,111596.669,29.567,3613.0,3613.0,5000.000,0.000,0.723,2.194,157244.762,41.045,
624,76,motorway,451,452,"LINESTRING (-87.731541 41.583057, -87.707725 41.606467)",3.219529,2.000950,3.219529,60.000000,-60.000000,5000.000000,3000.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,1.0,1.0,1.0,3398.1,5564.4,7505.1,3398.1,5564.4,7505.1,5000.0,5000.0,5000.0,0.0,0.0,0.0,0.7,1.1,1.5,3.3,4.0,5.7,226202.9,369962.3,548485.0,59.3,88.9,110.4,3398.1,3398.1,5000.000,0.000,0.680,3.323,226202.949,59.298,5564.4,5564.4,5000.000,0.000,1.113,3.960,369962.331,88.930,7505.1,7505.1,5000.000,0.000,1.501,5.671,548484.978,110.388,
625,76,motorway,451,654,"LINESTRING (-87.731552 41.583051, -87.694637 41.592955)",3.228491,2.006520,3.228491,60.000000,-60.000000,5000.000000,3000.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,1.0,1.0,1.0,2434.4,3582.8,4933.3,2434.4,3582.8,4933.3,5000.0,5000.0,5000.0,0.0,0.0,0.0,0.5,0.7,1.0,3.3,3.4,3.7,163106.0,238928.5,327405.6,43.3,62.4,81.6,2434.4,2434.4,5000.000,0.000,0.487,3.256,163106.044,43.252,3582.8,3582.8,5000.000,0.000,0.717,3.356,238928.543,62.407,4933.3,4933.3,5000.000,0.000,0.987,3.687,327405.579,81.630,
626,76,motorway,451,655,"LINESTRING (-87.731550 41.583100, -87.752984 41.591203)",1.975208,1.227600,1.975208,60.000000,-60.000000,5000.000000,3000.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,1.0,1.0,1.0,1903.1,2993.4,4792.1,1903.1,2993.4,4792.1,5000.0,5000.0,5000.0,0.0,0.0,0.0,0.4,0.6,1.0,2.0,2.0,2.2,78085.0,122477.6,194556.1,20.8,32.3,48.8,1903.1,1903.1,5000.000,0.000,0.381,1.981,78084.977,20.761,2993.4,2993.4,5000.000,0.000,0.599,2.013,122477.645,32.306,4792.1,4792.1,5000.000,0.000,0.958,2.225,194556.100,48.837,
627,76,motorway,452,451,"LINESTRING (-87.707761 41.606505, -87.731577 41.583095)",3.219529,2.000950,3.219529,60.000000,-60.000000,5000.000000,3000.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,1.0,1.0,1.0,1990.5,3105.7,4553.4,1990.5,3105.7,4553.4,5000.0,5000.0,5000.0,0.0,0.0,0.0,0.4,0.6,0.9,3.2,3.3,3.6,133111.3,207022.0,301430.1,35.4,54.5,76.5,1990.5,1990.5,5000.000,0.000,0.398,3.232,133111.287,35.380,3105.7,3105.7,5000.000,0.000,0.621,3.291,207021.973,54.524,4553.4,4553.4,5000.000,0.000,0.911,3.552,301430.144,76.452,
628,76,motorway,452,525,"LINESTRING (-87.707727 41.606465, -87.677957 41.628974)",3.470098,2.156680,3.470098,60.000000,-60.000000,5000.000000,3000.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,1.0,1.0,1.0,3667.7,5780.6,6811.1,3667.7,5780.6,6811.1,5000.0,5000.0,5000.0,0.0,0.0,0.0,0.7,1.2,1.4,3.6,4.4,5.3,262777.4,415772.6,509460.4,68.5,98.5,110.4,3667.7,3667.7,5000.000,0.000,0.734,3.621,262777.351,68.510,5780.6,5780.6,5000.000,0.000,1.156,4.400,415772.625,98.458,6811.1,6811.1,5000.000,0.000,1.362,5.262,509460.365,110.428,
629,76,motorway,452,652,"LINESTRING (-87.707719 41.606477, -87.695811 41.637089)",3.478417,2.161850,3.478417,60.000000,-60.000000,7000.000000,5000.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,1.0,1.0,1.0,4479.4,6696.5,8952.4,4479.4,6696.5,8952.4,7000.0,7000.0,7000.0,0.0,0.0,0.0,0.6,1.0,1.3,3.6,3.9,4.9,322463.2,478782.7,657479.5,84.8,120.2,148.2,4479.4,4479.4,7000.000,0.000,0.640,3.566,322463.187,84.812,6696.5,6696.5,7000.000,0.000,0.957,3.915,478782.722,120.232,8952.4,8952.4,7000.000,0.000,1.279,4.874,657479.452,148.197,
630,76,motorway,452,654,"LINESTRING (-87.707762 41.606468, -87.694663 41.592962)",1.825684,1.134670,1.825684,60.000000,-60.000000,7000.000000,5000.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,1.0,1.0,1.0,2891.7,4307.1,4823.2,2891.7,4307.1,4823.2,7000.0,7000.0,7000.0,0.0,0.0,0.0,0.4,0.6,0.7,1.8,1.9,1.9,109643.0,162828.4,182021.0,29.1,42.9,47.7,2891.7,2891.7,7000.000,0.000,0.413,1.834,109642.998,29.134,4307.1,4307.1,7000.000,0.000,0.615,1.865,162828.359,42.902,4823.2,4823.2,7000.000,0.000,0.689,1.887,182020.972,47.674,
631,76,motorway,453,450,"LINESTRING (-87.820865 41.553338, -87.743463 41.565943)",6.525991,4.055930,6.525991,60.000000,-60.000000,5000.000000,3000.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,1.0,1.0,1.0,2084.0,2970.0,4131.9,2084.0,2970.0,4131.9,5000.0,5000.0,5000.0,0.0,0.0,0.0,0.4,0.6,0.8,6.6,6.6,7.0,282444.1,401528.5,555351.8,75.0,105.9,143.0,2084.0,2084.0,5000.000,0.000,0.417,6.556,282444.081,75.043,2970.0,2970.0,5000.000,0.000,0.594,6.648,401528.520,105.941,4131.9,4131.9,5000.000,0.000,0.826,6.982,555351.816,142.999,
632,76,motorway,453,454,"LINESTRING (-87.820874 41.553390, -87.992349 41.516475)",14.695174,9.133110,14.695174,60.000000,-60.000000,3500.000000,1500.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,1.0,1.0,1.0,1268.0,1885.0,2554.0,1268.0,1885.0,2554.0,3500.0,3500.0,3500.0,0.0,0.0,0.0,0.4,0.5,0.7,14.7,14.9,15.3,387116.3,574423.6,774960.0,103.0,152.0,202.1,1268.0,1268.0,3500.000,0.000,0.362,14.733,387116.300,102.953,1885.0,1885.0,3500.000,0.000,0.539,14.881,574423.640,152.010,2554.0,2554.0,3500.000,0.000,0.730,15.320,774959.975,202.130,
633,76,motorway,453,650,"LINESTRING (-87.820844 41.553357, -87.810127 41.591172)",4.215837,2.620160,4.215837,60.000000,-60.000000,500.000000,-1500.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,1.0,1.0,1.0,341.4,483.2,599.7,341.4,483.2,599.7,500.0,500.0,500.0,0.0,0.0,0.0,0.7,1.0,1.2,4.4,4.8,5.5,29754.9,41874.1,52673.2,7.8,10.5,12.3,341.4,341.4,500.000,0.000,0.683,4.353,29754.929,7.798,483.2,483.2,500.000,0.000,0.966,4.768,41874.128,10.491,599.7,599.7,500.000,0.000,1.199,5.525,52673.190,12.272,
634,76,motorway,453,841,"LINESTRING (-87.820881 41.553341, -87.808973 41.547038)",1.198061,0.744600,1.198061,60.000000,-60.000000,500.000000,-1500.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,1.0,1.0,1.0,804.1,845.6,864.4,804.1,845.6,864.4,500.0,500.0,500.0,0.0,0.0,0.0,1.6,1.7,1.7,2.4,2.7,2.8,23122.6,25627.1,26901.6,4.4,4.6,4.7,804.1,804.1,500.000,0.000,1.608,2.400,23122.645,4.367,845.6,845.6,500.000,0.000,1.691,2.668,25627.109,4.596,864.4,864.4,500.000,0.000,1.729,2.804,26901.612,4.711,
635,76,motorway,454,453,"LINESTRING (-87.992339 41.516423, -87.820864 41.553338)",14.695174,9.133110,14.695174,60.000000,-60.000000,3500.000000,1500.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,1.0,1.0,1.0,1677.2,2632.9,3770.9,1677.2,2632.9,3770.9,3500.0,3500.0,3500.0,0.0,0.0,0.0,0.5,0.8,1.1,14.8,15.4,17.7,511541.9,798430.0,1141967.2,135.7,207.7,277.6,1677.2,1677.2,3500.000,0.000,0.479,14.811,511541.865,135.685,2632.9,2632.9,3500.000,0.000,0.752,15.401,798429.976,207.708,3770.9,3770.9,3500.000,0.000,1.077,17.665,1141967.181,277.630,
636,76,motorway,454,455,"LINESTRING (-87.992346 41.516475, -88.050695 41.512873)",4.825294,2.998940,4.825294,60.000000,-60.000000,3500.000000,1500.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,1.0,1.0,1.0,1120.1,1532.7,2378.9,1120.1,1532.7,2378.9,3500.0,3500.0,3500.0,0.0,0.0,0.0,0.3,0.4,0.7,4.8,4.9,5.0,112307.4,153563.6,237339.4,29.9,40.8,62.2,1120.1,1120.1,3500.000,0.000,0.320,4.833,112307.399,29.883,1532.7,1532.7,3500.000,0.000,0.438,4.852,153563.636,40.781,2378.9,2378.9,3500.000,0.000,0.680,4.980,237339.420,62.217,
637,76,motorway,454,838,"LINESTRING (-87.992320 41.516439, -87.980412 41.544350)",3.197003,1.986950,3.197003,60.000000,-60.000000,3000.000000,1000.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,1.0,1.0,1.0,330.7,403.9,506.8,330.7,403.9,506.8,3000.0,3000.0,3000.0,0.0,0.0,0.0,0.1,0.1,0.2,3.2,3.2,3.2,21978.7,26836.9,33676.4,5.9,7.1,9.0,330.7,330.7,3000.000,0.000,0.110,3.197,21978.658,5.853,403.9,403.9,3000.000,0.000,0.135,3.197,26836.891,7.146,506.8,506.8,3000.000,0.000,0.169,3.197,33676.375,8.967,
638,76,motorway,454,840,"LINESTRING (-87.992365 41.516433, -87.980457 41.501127)",1.935804,1.203110,1.935804,60.000000,-60.000000,3000.000000,1000.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,1.0,1.0,1.0,388.2,741.1,864.9,388.2,741.1,864.9,3000.0,3000.0,3000.0,0.0,0.0,0.0,0.1,0.2,0.3,1.9,1.9,1.9,15621.0,29817.4,34795.9,4.2,7.9,9.3,388.2,388.2,3000.000,0.000,0.129,1.936,15621.035,4.160,741.1,741.1,3000.000,0.000,0.247,1.937,29817.406,7.938,864.9,864.9,3000.000,0.000,0.288,1.938,34795.884,9.261,
639,76,motorway,455,454,"LINESTRING (-88.050691 41.512821, -87.992342 41.516423)",4.825294,2.998940,4.825294,60.000000,-60.000000,3500.000000,1500.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,1.0,1.0,1.0,1235.3,1694.9,2832.3,1235.3,1694.9,2832.3,3500.0,3500.0,3500.0,0.0,0.0,0.0,0.4,0.5,0.8,4.8,4.9,5.1,123844.5,169728.7,281598.1,32.9,45.0,72.7,1235.3,1235.3,3500.000,0.000,0.353,4.837,123844.503,32.941,1694.9,1694.9,3500.000,0.000,0.484,4.865,169728.688,45.012,2832.3,2832.3,3500.000,0.000,0.809,5.136,281598.095,72.699,
640,76,motorway,455,456,"LINESTRING (-88.050693 41.512873, -88.107852 41.511973)",4.712182,2.928640,4.712182,60.000000,-60.000000,3500.000000,1500.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,1.0,1.0,1.0,1120.1,1532.7,1932.0,1120.1,1532.7,1932.0,3500.0,3500.0,3500.0,0.0,0.0,0.0,0.3,0.4,0.6,4.7,4.7,4.8,109674.7,149963.9,188751.1,29.2,39.8,49.9,1120.1,1120.1,3500.000,0.000,0.320,4.720,109674.732,29.183,1532.7,1532.7,3500.000,0.000,0.438,4.738,149963.856,39.825,1932.0,1932.0,3500.000,0.000,0.552,4.778,188751.077,49.917,
641,76,motorway,455,833,"LINESTRING (-88.050668 41.512838, -88.039951 41.543451)",3.451997,2.145430,3.451997,60.000000,-60.000000,3000.000000,1000.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,1.0,1.0,1.0,558.5,1060.9,1982.1,558.5,1060.9,1982.1,3000.0,3000.0,3000.0,0.0,0.0,0.0,0.2,0.4,0.7,3.5,3.5,3.6,40076.2,76090.5,141536.7,10.7,20.2,37.2,558.5,558.5,3000.000,0.000,0.186,3.453,40076.225,10.671,1060.9,1060.9,3000.000,0.000,0.354,3.460,76090.535,20.239,1982.1,1982.1,3000.000,0.000,0.661,3.551,141536.712,37.164,
642,76,motorway,455,835,"LINESTRING (-88.050712 41.512829, -88.037614 41.498424)",1.905716,1.184410,1.905716,60.000000,-60.000000,3000.000000,1000.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,1.0,1.0,1.0,335.4,650.7,1329.6,335.4,650.7,1329.6,3000.0,3000.0,3000.0,0.0,0.0,0.0,0.1,0.2,0.4,1.9,1.9,1.9,13286.2,25775.0,52607.6,3.5,6.9,14.0,335.4,335.4,3000.000,0.000,0.112,1.906,13286.173,3.538,650.7,650.7,3000.000,0.000,0.217,1.906,25775.019,6.863,1329.6,1329.6,3000.000,0.000,0.443,1.917,52607.649,13.969,
643,76,motorway,456,455,"LINESTRING (-88.107852 41.511921, -88.050693 41.512821)",4.712182,2.928640,4.712182,60.000000,-60.000000,3500.000000,1500.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,1.0,1.0,1.0,1235.3,1686.8,2022.1,1235.3,1686.8,2022.1,3500.0,3500.0,3500.0,0.0,0.0,0.0,0.4,0.5,0.6,4.7,4.8,4.8,120941.4,164960.1,197463.9,32.2,43.8,52.1,1235.3,1235.3,3500.000,0.000,0.353,4.723,120941.388,32.168,1686.8,1686.8,3500.000,0.000,0.482,4.750,164960.059,43.751,2022.1,2022.1,3500.000,0.000,0.578,4.791,197463.893,52.150,
644,76,motorway,456,457,"LINESTRING (-88.107859 41.511972, -88.166208 41.495766)",5.123523,3.184290,5.123523,60.000000,-60.000000,3500.000000,1500.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,1.0,1.0,1.0,2010.5,2526.0,2763.8,2010.5,2526.0,2763.8,3500.0,3500.0,3500.0,0.0,0.0,0.0,0.6,0.7,0.8,5.2,5.3,5.4,213482.2,267289.5,291922.5,56.4,69.8,75.6,2010.5,2010.5,3500.000,0.000,0.574,5.207,213482.158,56.391,2526.0,2526.0,3500.000,0.000,0.722,5.332,267289.512,69.777,2763.8,2763.8,3500.000,0.000,0.790,5.422,291922.452,75.575,
645,76,motorway,456,834,"LINESTRING (-88.107828 41.511938, -88.097111 41.539849)",3.168250,1.969080,3.168250,60.000000,-60.000000,5500.000000,3500.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,1.0,1.0,1.0,2461.4,3672.6,5198.2,2461.4,3672.6,5198.2,5500.0,5500.0,5500.0,0.0,0.0,0.0,0.4,0.7,0.9,3.2,3.3,3.5,161909.8,240652.9,338532.4,43.0,63.2,85.2,2461.4,2461.4,5500.000,0.000,0.448,3.187,161909.792,42.986,3672.6,3672.6,5500.000,0.000,0.668,3.263,240652.884,63.152,5198.2,5198.2,5500.000,0.000,0.945,3.547,338532.450,85.235,
646,76,motorway,456,836,"LINESTRING (-88.107871 41.511929, -88.094772 41.498424)",1.825684,1.134670,1.825684,60.000000,-60.000000,5500.000000,3500.000000,-1,,network_wide,-1,0,-1,1,1.0,1.0,1.0,motorway,motorway,motorway,1.0,1.0,1.0,1502.5,2664.5,3594.0,1502.5,2664.5,3594.0,5500.0,5500.0,5500.0,0.0,0.0,0.0,0.3,0.5,0.7,1.8,1.8,1.9,57007.1,100955.7,135752.3,15.2,26.8,35.7,1502.5,1502.5,5500.000,0.000,0.273,1.827,57007.077,15.174,2664.5,2664.5,5500.000,0.000,0.484,1.841,100955.652,26.773,3594.0,3594.0,5500.000,0.000,0.653,1.876,135752.265,35.667,
