[PROCESS INFO] Step 0: reading scenario_index_list.csv
[STATUS INFO] scenario_index=0,scenario_name=,25nb
[STATUS INFO] scenario_index=1,scenario_name=,2040
[STATUS INFO] scenario_index=2,scenario_name=,2050
[PROCESS INFO] Step 1.1: Reading demand_period.csv...
,demand_period= 1, am,time_period=0700_0800
[PROCESS INFO] Step 1.2: Reading file mode_type.csv...
mode_type =, auto, real time info flag = 0
link_type =, 1, link_type_name = motorway
,mode_type= auto,cap= 2000,free_speed=120
link_type =, 2, link_type_name = trunk
,mode_type= auto,cap= 1800,free_speed=100
link_type =, 3, link_type_name = primary
,mode_type= auto,cap= 1500,free_speed=80
link_type =, 4, link_type_name = residential
,mode_type= auto,cap= 1000,free_speed=30
link_type =, 5, link_type_name = secondary
,mode_type= auto,cap= 1400,free_speed=60
link_type =, 6, link_type_name = tertiary
,mode_type= auto,cap= 1300,free_speed=50
link_type =, 7, link_type_name = unclassified
,mode_type= auto,cap= 1200,free_speed=40
link_type =, 9, link_type_name = collector
,mode_type= auto,cap= 1200,free_speed=50
link_type =, 10, link_type_name = connector
,mode_type= auto,cap= 15000,free_speed=60
link_type =, 100, link_type_name = shared_use
,mode_type= auto,cap= 200,free_speed=20
link_type =, 200, link_type_name = bikeonly
,mode_type= auto,cap= 200,free_speed=5
link_type =, 300, link_type_name = walkonly
,mode_type= auto,cap= 300,free_speed=25
, number of activity nodes defined in node.csv=, 387
, number of boundary activity nodes defined in node.csv=, 0
[PROCESS INFO] Step 1: read network node.csv, link.csv, zone.csv 
,# of nodes = ,1320
,# of links =,2950
,# of zones =,387
[PROCESS INFO] Step 1: read network node.csv, link.csv, zone.csv 
,# of nodes = ,1320
,# of links =,2950
,# of zones =,387
,summary by road link type,link_type,link_type_name,# of links,avg_free_speed_mph,avg_free_speed_kmph,,total_length,total_capacity,avg_lane_capacity,avg_length_in_meter,
,,-1,,0,0,0,0,0,0,0,
,,1,motorway,2950,60,96.5604,13187,4.6718e+07,15836.6,4470.17,
,,2,trunk,0,0,0,0,0,0,0,
,,3,primary,0,0,0,0,0,0,0,
,,4,residential,0,0,0,0,0,0,0,
,,5,secondary,0,0,0,0,0,0,0,
,,6,tertiary,0,0,0,0,0,0,0,
,,7,unclassified,0,0,0,0,0,0,0,
,,9,collector,0,0,0,0,0,0,0,
,,10,connector,0,0,0,0,0,0,0,
,,100,shared_use,0,0,0,0,0,0,0,
,,200,bikeonly,0,0,0,0,0,0,0,
,,300,walkonly,0,0,0,0,0,0,0,
,,-1,,,,1,motorway,,,2,trunk,,,3,primary,,,4,residential,,,5,secondary,,,6,tertiary,,,7,unclassified,,,9,collector,,,10,connector,,,100,shared_use,,,200,bikeonly,,,300,walkonly,pre-read demand_file_list.csv.
,first stage scanning
,# of inside zones = 387, total_related_demand = 1.26091e+06
,# inside_significant_zone_count = 387, total_related_demand_from_internal zones = 1.26091e+06
,# inside_insignificant_zone_count = 0, total_related_demand_from_internal zones = 0
,# related_external_zone_count = 0, external related demand = 0
,# related_external_zone_count_with_significant_volume = 0
 During the second stage of cut off, the cut off zone includes all inside zones along with significant external related zones.
,# cut off zone size = 100, total_related_demand_from_external_cutoff  = 0
,cut off volume threshold to determine significance = 0.External origin zones with a volume larger than this threshold will be retained.
, remaining external related demand percentage after the cut off  = 0 %
[PROCESS INFO] Step 2.1: read demand, defined in demand_file_list.csv.
[STATUS INFO] reading demand file for scenario index = 0
[STATUS INFO] reading demand file for scenario index = 0
[STATUS INFO] reading demand file for scenario index = 0
,summary by multi-modal and demand types,demand_period,mode_type,total demmand volume in scenario 0, # of links,avg_free_speed_mph,avg_free_speed_kmph,total_length_in_km,total_capacity,avg_lane_capacity,avg_length_in_meter,
,,am,auto,5.11613e+06,2950,60,96.5604,13187,4.6718e+07,15836.6,4470.17,
,from_flag,to_flag,volume
,from_flag,to_flag,volume
FOCUSING internal step 1: Focus-subarea Approach,0=not related, 1=significantly related external but not in cutoff, 2= cut-off external, 3= inside
,0,1,2,3,
0,0,0,0,0
1,0,0,0,0
2,0,0,0,0
3,0,0,0,3.41069e+06
FOCUSING internal step 2: Origin-based flow extraction,top 10 OD,rank,o,d,inside_flag_o,inside_flag_d,mode_type,departure_time,volume
8,0.037,2.2745e+06,74.0576,101.804
9,0.04,2.2745e+06,67.8652,79.9682
10,0.04,2.2745e+06,60.4849,54.8621
11,0.049,2.2745e+06,54.9337,39.3139
12,0.069,2.2745e+06,51.1897,26.7851
13,0.03,2.2745e+06,49.0442,20.4894
14,0.045,2.2745e+06,48.1056,18.6331
15,0.042,2.2745e+06,47.2267,15.9153
16,0.046,2.2745e+06,46.3826,14.216
17,0.057,2.2745e+06,45.4929,11.9396
18,0.038,2.2745e+06,44.8119,10.0897
19,0.044,2.2745e+06,44.3021,9.43962
[PROCESS INFO] Step 5: column pool-based flow updating for traffic assignment 
,# of flow updating iterations=,40
column updating
[DATA INFO] column updating: iteration = 0, avg travel time = 43.4919(min), optimization obj = 7.12462e+06, Relative_gap = 3.59858 %
[DATA INFO] column updating: iteration = 1, avg travel time = 46.7421(min), optimization obj = 2.83454e+07, Relative_gap = 13.7195 %
[DATA INFO] column updating: iteration = 2, avg travel time = 47.5299(min), optimization obj = 2.74825e+07, Relative_gap = 13.3587 %
[DATA INFO] column updating: iteration = 3, avg travel time = 41.2528(min), optimization obj = 8.76999e+06, Relative_gap = 5.01637 %
[DATA INFO] column updating: iteration = 4, avg travel time = 39.8959(min), optimization obj = 3.79328e+06, Relative_gap = 2.25757 %
[DATA INFO] column updating: iteration = 5, avg travel time = 39.4524(min), optimization obj = 2.53714e+06, Relative_gap = 1.52942 %
[DATA INFO] column updating: iteration = 6, avg travel time = 39.2682(min), optimization obj = 2.13013e+06, Relative_gap = 1.29209 %
[DATA INFO] column updating: iteration = 7, avg travel time = 39.2051(min), optimization obj = 1.86172e+06, Relative_gap = 1.13344 %
[DATA INFO] column updating: iteration = 8, avg travel time = 39.01(min), optimization obj = 1.74353e+06, Relative_gap = 1.06449 %
[DATA INFO] column updating: iteration = 9, avg travel time = 38.9354(min), optimization obj = 1.63183e+06, Relative_gap = 0.998436 %
[DATA INFO] column updating: iteration = 10, avg travel time = 39.0672(min), optimization obj = 1.55584e+06, Relative_gap = 0.953638 %
[DATA INFO] column updating: iteration = 11, avg travel time = 38.9708(min), optimization obj = 1.49357e+06, Relative_gap = 0.916804 %
[DATA INFO] column updating: iteration = 12, avg travel time = 38.8413(min), optimization obj = 1.44156e+06, Relative_gap = 0.88599 %
[DATA INFO] column updating: iteration = 13, avg travel time = 38.7472(min), optimization obj = 1.3981e+06, Relative_gap = 0.860215 %
[DATA INFO] column updating: iteration = 14, avg travel time = 38.9098(min), optimization obj = 1.35881e+06, Relative_gap = 0.836847 %
[DATA INFO] column updating: iteration = 15, avg travel time = 38.7427(min), optimization obj = 1.32589e+06, Relative_gap = 0.817276 %
[DATA INFO] column updating: iteration = 16, avg travel time = 38.7722(min), optimization obj = 1.29627e+06, Relative_gap = 0.799636 %
[DATA INFO] column updating: iteration = 17, avg travel time = 38.7843(min), optimization obj = 1.26993e+06, Relative_gap = 0.783935 %
[DATA INFO] column updating: iteration = 18, avg travel time = 38.8301(min), optimization obj = 1.24532e+06, Relative_gap = 0.769229 %
[DATA INFO] column updating: iteration = 19, avg travel time = 38.8221(min), optimization obj = 1.22315e+06, Relative_gap = 0.75598 %
[DATA INFO] column updating: iteration = 20, avg travel time = 38.8954(min), optimization obj = 1.20305e+06, Relative_gap = 0.743951 %
[DATA INFO] column updating: iteration = 21, avg travel time = 40.8534(min), optimization obj = 1.18539e+06, Relative_gap = 0.733391 %
[DATA INFO] column updating: iteration = 22, avg travel time = 38.5633(min), optimization obj = 1.16807e+06, Relative_gap = 0.723009 %
[DATA INFO] column updating: iteration = 23, avg travel time = 38.669(min), optimization obj = 1.15243e+06, Relative_gap = 0.713626 %
[DATA INFO] column updating: iteration = 24, avg travel time = 38.4833(min), optimization obj = 1.13706e+06, Relative_gap = 0.70439 %
[DATA INFO] column updating: iteration = 25, avg travel time = 38.6131(min), optimization obj = 1.12437e+06, Relative_gap = 0.696789 %
[DATA INFO] column updating: iteration = 26, avg travel time = 38.759(min), optimization obj = 1.11094e+06, Relative_gap = 0.688706 %
[DATA INFO] column updating: iteration = 27, avg travel time = 38.6221(min), optimization obj = 1.09876e+06, Relative_gap = 0.68138 %
[DATA INFO] column updating: iteration = 28, avg travel time = 38.4072(min), optimization obj = 1.08718e+06, Relative_gap = 0.674409 %
[DATA INFO] column updating: iteration = 29, avg travel time = 38.6653(min), optimization obj = 1.07628e+06, Relative_gap = 0.667844 %
[DATA INFO] column updating: iteration = 30, avg travel time = 38.5602(min), optimization obj = 1.06596e+06, Relative_gap = 0.661627 %
[DATA INFO] column updating: iteration = 31, avg travel time = 38.5817(min), optimization obj = 1.05601e+06, Relative_gap = 0.655621 %
[DATA INFO] column updating: iteration = 32, avg travel time = 38.4682(min), optimization obj = 1.04607e+06, Relative_gap = 0.649614 %
[DATA INFO] column updating: iteration = 33, avg travel time = 38.5048(min), optimization obj = 1.03762e+06, Relative_gap = 0.644522 %
[DATA INFO] column updating: iteration = 34, avg travel time = 38.5594(min), optimization obj = 1.02883e+06, Relative_gap = 0.639207 %
[DATA INFO] column updating: iteration = 35, avg travel time = 38.2855(min), optimization obj = 1.02052e+06, Relative_gap = 0.634181 %
[DATA INFO] column updating: iteration = 36, avg travel time = 38.5496(min), optimization obj = 1.01238e+06, Relative_gap = 0.629254 %
[DATA INFO] column updating: iteration = 37, avg travel time = 38.4425(min), optimization obj = 1.00447e+06, Relative_gap = 0.62446 %
[DATA INFO] column updating: iteration = 38, avg travel time = 38.3431(min), optimization obj = 997479, Relative_gap = 0.620235 %
[DATA INFO] column updating: iteration = 39, avg travel time = 38.4862(min), optimization obj = 989961, Relative_gap = 0.615675 %
[PROCESS INFO] Step 7: perform sensitivity analysis if dynamic_traffic_management.csv is provided for dtm_type = lane_closure or dms. 
[PROCESS INFO] Step 8: Executing Traffic Simulation. Proceeds only if simulation_output is set to 1 in settings.csv. 
[PROCESS INFO] Step 9: Collecting statistics, Generating Zonal Hierarchy Mapping (e.g., Zone to Super-Zone and Zone to District Mapping) 
Output Link Performance:
,ref_link_vol_count=,2922,MAPE=,172.077%
,VMT=,2.86727e+07,VKT=,4.61344e+07
,VHT=,1.4621e+06
,network vehicle speed (MPH) =,19.6106,,network vehicle speed (KPH) =,31.5534
,PMT=,2.86727e+07,PKT=,4.61344e+07
,PHT=,1.4621e+06
,network person speed (MPH) =,19.6106,,network person speed (KPH) =,31.5534
,simple avg link volume=,4761.78
,simple avg link speed=,48.8876
,simple avg link speed ratio=,0.814794
Output subarea Link Performance:
,ref_link_vol_count=,2922,MAPE=,172.077%
,VMT=,2.86727e+07,VKT=,4.61344e+07
,VHT=,1.4621e+06
,network vehicle speed (MPH) =,19.6106,,network vehicle speed (KPH) =,31.5534
,PMT=,2.86727e+07,PKT=,4.61344e+07
,PHT=,1.4621e+06
,network person speed (MPH) =,19.6106,,network person speed (KPH) =,31.5534
,simple avg link volume=,4761.78
,simple avg link speed=,48.8876
,simple avg link speed ratio=,0.814794
     Check OD connectivity and accessibility in od_performance_summary.csv
, # of connected OD pairs =, 0
, # of OD/mode_type/demand_type columns without paths =, 93135
Output Link Performance Summary
Output 2 Way Link Performance Summary
