first_column,route_seq_id,o_zone_id,d_zone_id,o_super_zone_index,d_super_zone_index,od_pair_key,information_type,mode_type,demand_period,volume,distance_km,distance_mile,travel_time,FFTT,co2,nox,UE_OD_based_relative_gap_compared_to_least_time_path_travel_time,UE_path_based_gap,preload_volume_from_route_input_file,ODME_volume_before,ODME_volume_after,ODME_volume_diff,SIMU_volume,SIMU_travel_time,toll,number_of_nodes,node_sequence,link_id_sequence,geometry,link_special_flag_sequence,sequential_link_delay,sequential_link_FFTT,DTM_OD_impact,DTM_path_impact,DTM_#_of_lane_closure_links,lane_closure_link_vector,DTM_new_path_generated,DTM_volume_before,DTM_volume_after,DTM_volume_diff, DTM_TT_0,DTM_Vol_0,
0,200,7,8,6,7,7->8,0,auto,am,1000.0000,3.0000,1.8645,15.0000,3.0000,2.181802,0.000274,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,15.0000,0.0000,2,7;8;,17;,"LINESTRING (-96.693423 43.563844, -96.711382 43.562324)",,12.000;,3.000;,0,,,,,,,,,-1.000000,0.000000,
0,201,7,9,6,8,7->9,0,auto,am,600.0000,13.0000,8.0796,30.0000,13.0000,5.762965,0.001055,0.0099,0.0000,0.0000,0.0000,0.0000,0.0000,0,30.0000,0.0000,3,7;8;9;,17;21;,"LINESTRING (-96.693423 43.563844, -96.711382 43.562324, -96.731241 43.548596)",,12.000;5.000;,3.000;10.000;,0,,,,,,,,,-1.000000,0.000000,
0,202,7,9,6,8,7->9,0,auto,am,0.0000,12.0000,7.4580,60.0000,12.0000,8.738827,0.001101,0.0099,0.4000,0.0000,0.0000,0.0000,0.0000,0,60.0000,0.0000,5,7;18;16;10;9;,18;55;48;26;,"LINESTRING (-96.693423 43.563844, -96.694078 43.546744, -96.711382 43.546744, -96.731438 43.545271, -96.731241 43.548596)",,13.000;12.000;11.000;12.000;,2.000;3.000;4.000;3.000;,0,,,,,,,,,-1.000000,0.000000,
0,203,7,10,6,9,7->10,0,auto,am,1881.0000,16.0000,9.9441,45.0000,16.0000,7.944768,0.001329,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,45.0000,0.0000,4,7;8;9;10;,17;21;25;,"LINESTRING (-96.693423 43.563844, -96.711382 43.562324, -96.731241 43.548596, -96.731438 43.545271)",,12.000;5.000;12.000;,3.000;10.000;3.000;,0,,,,,,,,,-1.000000,0.000000,
0,204,7,10,6,9,7->10,0,auto,am,19.0000,9.0000,5.5935,45.0000,9.0000,6.557025,0.000827,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,45.0000,0.0000,4,7;18;16;10;,18;55;48;,"LINESTRING (-96.693423 43.563844, -96.694078 43.546744, -96.711382 43.546744, -96.731438 43.545271)",,13.000;12.000;11.000;,2.000;3.000;4.000;,0,,,,,,,,,-1.000000,0.000000,
0,205,7,11,6,10,7->11,0,auto,am,495.0000,21.0000,13.0516,60.0000,21.0000,10.456529,0.001720,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,60.0000,0.0000,5,7;8;9;10;11;,17;21;25;27;,"LINESTRING (-96.693423 43.563844, -96.711382 43.562324, -96.731241 43.548596, -96.731438 43.545271, -96.746841 43.544131)",,12.000;5.000;12.000;10.000;,3.000;10.000;3.000;5.000;,0,,,,,,,,,-1.000000,0.000000,
0,206,7,11,6,10,7->11,0,auto,am,5.0000,14.0000,8.7011,60.0000,14.0000,9.068786,0.001218,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,60.0000,0.0000,5,7;18;16;10;11;,18;55;48;27;,"LINESTRING (-96.693423 43.563844, -96.694078 43.546744, -96.711382 43.546744, -96.731438 43.545271, -96.746841 43.544131)",,13.000;12.000;11.000;10.000;,2.000;3.000;4.000;5.000;,0,,,,,,,,,-1.000000,0.000000,
0,207,7,12,6,11,7->12,0,auto,am,0.0000,19.0000,11.8086,90.0000,19.0000,13.272935,0.001711,0.0020,0.1667,0.0000,0.0000,0.0000,0.0000,0,90.0000,0.0000,7,7;8;6;5;4;3;12;,17;19;15;11;8;7;,"LINESTRING (-96.693423 43.563844, -96.711382 43.562324, -96.711644 43.587586, -96.731569 43.564034, -96.747168 43.563654, -96.774303 43.572962, -96.780137 43.543941)",,12.000;13.000;11.000;13.000;11.000;11.000;,3.000;2.000;4.000;2.000;4.000;4.000;,0,,,,,,,,,-1.000000,0.000000,
0,208,7,12,6,11,7->12,0,auto,am,700.0000,27.0000,16.7806,75.0000,27.0000,13.152246,0.002177,0.0020,0.0000,0.0000,0.0000,0.0000,0.0000,0,75.0000,0.0000,6,7;8;9;10;11;12;,17;21;25;27;33;,"LINESTRING (-96.693423 43.563844, -96.711382 43.562324, -96.731241 43.548596, -96.731438 43.545271, -96.746841 43.544131, -96.780137 43.543941)",,12.000;5.000;12.000;10.000;9.000;,3.000;10.000;3.000;5.000;6.000;,0,,,,,,,,,-1.000000,0.000000,
0,209,7,13,6,12,7->13,0,auto,am,400.0000,19.0000,11.8086,75.0000,19.0000,11.593429,0.001615,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,75.0000,0.0000,6,7;18;20;21;24;13;,18;56;62;66;74;,"LINESTRING (-96.693423 43.563844, -96.694078 43.546744, -96.711185 43.515333, -96.730979 43.510485, -96.749200 43.503164, -96.793377 43.490707)",,13.000;11.000;9.000;12.000;11.000;,2.000;4.000;6.000;3.000;4.000;,0,,,,,,,,,-1.000000,0.000000,
0,210,7,14,6,13,7->14,0,auto,am,200.0000,25.0000,15.5376,75.0000,25.0000,12.797217,0.002050,0.0020,0.0000,0.0000,0.0000,0.0000,0.0000,0,75.0000,0.0000,6,7;8;9;10;11;14;,17;21;25;27;34;,"LINESTRING (-96.693423 43.563844, -96.711382 43.562324, -96.731241 43.548596, -96.731438 43.545271, -96.746841 43.544131, -96.751035 43.529306)",,12.000;5.000;12.000;10.000;11.000;,3.000;10.000;3.000;5.000;4.000;,0,,,,,,,,,-1.000000,0.000000,
0,211,7,14,6,13,7->14,0,auto,am,0.0000,17.0000,10.5656,90.0000,17.0000,12.978969,0.001608,0.0020,0.1667,0.0000,0.0000,0.0000,0.0000,0,90.0000,0.0000,7,7;18;16;17;19;15;14;,18;55;49;53;57;44;,"LINESTRING (-96.693423 43.563844, -96.694078 43.546744, -96.711382 43.546744, -96.711382 43.541280, -96.711316 43.529591, -96.731504 43.529401, -96.751035 43.529306)",,13.000;12.000;13.000;13.000;12.000;10.000;,2.000;3.000;2.000;2.000;3.000;5.000;,0,,,,,,,,,-1.000000,0.000000,
0,212,7,15,6,14,7->15,0,auto,am,500.0000,22.0000,13.6731,60.0000,22.0000,10.640485,0.001786,0.0025,0.0000,0.0000,0.0000,0.0000,0.0000,0,60.0000,0.0000,5,7;8;9;10;15;,17;21;25;28;,"LINESTRING (-96.693423 43.563844, -96.711382 43.562324, -96.731241 43.548596, -96.731438 43.545271, -96.731504 43.529401)",,12.000;5.000;12.000;9.000;,3.000;10.000;3.000;6.000;,0,,,,,,,,,-1.000000,0.000000,
0,213,7,15,6,14,7->15,0,auto,am,0.0000,12.0000,7.4580,75.0000,12.0000,10.467208,0.001216,0.0025,0.1667,0.0000,0.0000,0.0000,0.0000,0,75.0000,0.0000,6,7;18;16;17;19;15;,18;55;49;53;57;,"LINESTRING (-96.693423 43.563844, -96.694078 43.546744, -96.711382 43.546744, -96.711382 43.541280, -96.711316 43.529591, -96.731504 43.529401)",,13.000;12.000;13.000;13.000;12.000;,2.000;3.000;2.000;2.000;3.000;,0,,,,,,,,,-1.000000,0.000000,
0,214,7,16,6,15,7->16,0,auto,am,1386.0000,8.0000,4.9720,30.0000,8.0000,4.693563,0.000665,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,30.0000,0.0000,3,7;8;16;,17;22;,"LINESTRING (-96.693423 43.563844, -96.711382 43.562324, -96.711382 43.546744)",,12.000;10.000;,3.000;5.000;,0,,,,,,,,,-1.000000,0.000000,
0,215,7,16,6,15,7->16,0,auto,am,14.0000,5.0000,3.1075,30.0000,5.0000,4.216337,0.000497,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,30.0000,0.0000,3,7;18;16;,18;55;,"LINESTRING (-96.693423 43.563844, -96.694078 43.546744, -96.711382 43.546744)",,13.000;12.000;,2.000;3.000;,0,,,,,,,,,-1.000000,0.000000,
0,216,7,17,6,16,7->17,0,auto,am,990.0000,10.0000,6.2150,45.0000,10.0000,6.728098,0.000888,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,45.0000,0.0000,4,7;8;16;17;,17;22;49;,"LINESTRING (-96.693423 43.563844, -96.711382 43.562324, -96.711382 43.546744, -96.711382 43.541280)",,12.000;10.000;13.000;,3.000;5.000;2.000;,0,,,,,,,,,-1.000000,0.000000,
0,217,7,17,6,16,7->17,0,auto,am,10.0000,7.0000,4.3505,45.0000,7.0000,6.250871,0.000720,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,45.0000,0.0000,4,7;18;16;17;,18;55;49;,"LINESTRING (-96.693423 43.563844, -96.694078 43.546744, -96.711382 43.546744, -96.711382 43.541280)",,13.000;12.000;13.000;,2.000;3.000;2.000;,0,,,,,,,,,-1.000000,0.000000,
0,218,7,18,6,17,7->18,0,auto,am,200.0000,2.0000,1.2430,15.0000,2.0000,2.034534,0.000223,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,15.0000,0.0000,2,7;18;,18;,"LINESTRING (-96.693423 43.563844, -96.694078 43.546744)",,13.000;,2.000;,0,,,,,,,,,-1.000000,0.000000,
0,219,7,19,6,18,7->19,0,auto,am,400.0000,10.0000,6.2150,45.0000,10.0000,6.715910,0.000883,0.0033,0.0000,0.0000,0.0000,0.0000,0.0000,0,45.0000,0.0000,4,7;18;20;19;,18;56;61;,"LINESTRING (-96.693423 43.563844, -96.694078 43.546744, -96.711185 43.515333, -96.711316 43.529591)",,13.000;11.000;11.000;,2.000;4.000;4.000;,0,,,,,,,,,-1.000000,0.000000,
0,220,7,19,6,18,7->19,0,auto,am,0.0000,9.0000,5.5935,60.0000,9.0000,8.285406,0.000942,0.0033,0.1667,0.0000,0.0000,0.0000,0.0000,0,60.0000,0.0000,5,7;18;16;17;19;,18;55;49;53;,"LINESTRING (-96.693423 43.563844, -96.694078 43.546744, -96.711382 43.546744, -96.711382 43.541280, -96.711316 43.529591)",,13.000;12.000;13.000;13.000;,2.000;3.000;2.000;2.000;,0,,,,,,,,,-1.000000,0.000000,
0,221,7,20,6,19,7->20,0,auto,am,500.0000,6.0000,3.7290,30.0000,6.0000,4.375222,0.000553,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,30.0000,0.0000,3,7;18;20;,18;56;,"LINESTRING (-96.693423 43.563844, -96.694078 43.546744, -96.711185 43.515333)",,13.000;11.000;,2.000;4.000;,0,,,,,,,,,-1.000000,0.000000,
0,222,7,21,6,20,7->21,0,auto,am,200.0000,12.0000,7.4580,45.0000,12.0000,7.070939,0.001010,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,45.0000,0.0000,4,7;18;20;21;,18;56;62;,"LINESTRING (-96.693423 43.563844, -96.694078 43.546744, -96.711185 43.515333, -96.730979 43.510485)",,13.000;11.000;9.000;,2.000;4.000;6.000;,0,,,,,,,,,-1.000000,0.000000,
0,223,7,22,6,21,7->22,0,auto,am,500.0000,11.0000,6.8365,45.0000,11.0000,6.886983,0.000944,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,45.0000,0.0000,4,7;18;20;22;,18;56;63;,"LINESTRING (-96.693423 43.563844, -96.694078 43.546744, -96.711185 43.515333, -96.731241 43.514858)",,13.000;11.000;10.000;,2.000;4.000;5.000;,0,,,,,,,,,-1.000000,0.000000,
0,224,7,23,6,22,7->23,0,auto,am,200.0000,15.0000,9.3226,60.0000,15.0000,9.227671,0.001275,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,60.0000,0.0000,5,7;18;20;22;23;,18;56;63;70;,"LINESTRING (-96.693423 43.563844, -96.694078 43.546744, -96.711185 43.515333, -96.731241 43.514858, -96.750904 43.514858)",,13.000;11.000;10.000;11.000;,2.000;4.000;5.000;4.000;,0,,,,,,,,,-1.000000,0.000000,
0,225,7,24,6,23,7->24,0,auto,am,100.0000,15.0000,9.3226,60.0000,15.0000,9.252742,0.001285,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,60.0000,0.0000,5,7;18;20;21;24;,18;56;62;66;,"LINESTRING (-96.693423 43.563844, -96.694078 43.546744, -96.711185 43.515333, -96.730979 43.510485, -96.749200 43.503164)",,13.000;11.000;9.000;12.000;,2.000;4.000;6.000;3.000;,0,,,,,,,,,-1.000000,0.000000,
0,226,8,1,7,0,8->1,0,auto,am,800.0000,13.0000,8.0796,45.0000,13.0000,7.242012,0.001071,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,45.0000,0.0000,4,8;6;2;1;,19;14;3;,"LINESTRING (-96.711382 43.562324, -96.711644 43.587586, -96.711251 43.605813, -96.770420 43.612828)",,13.000;10.000;9.000;,2.000;5.000;6.000;,0,,,,,,,,,-1.000000,0.000000,
0,227,8,2,7,1,8->2,0,auto,am,400.0000,7.0000,4.3505,30.0000,7.0000,4.546295,0.000614,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,30.0000,0.0000,3,8;6;2;,19;14;,"LINESTRING (-96.711382 43.562324, -96.711644 43.587586, -96.711251 43.605813)",,13.000;10.000;,2.000;5.000;,0,,,,,,,,,-1.000000,0.000000,
0,228,8,3,7,2,8->3,0,auto,am,198.0000,17.0000,10.5656,60.0000,17.0000,9.582700,0.001402,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,60.0000,0.0000,5,8;6;2;1;3;,19;14;3;2;,"LINESTRING (-96.711382 43.562324, -96.711644 43.587586, -96.711251 43.605813, -96.770420 43.612828, -96.774303 43.572962)",,13.000;10.000;9.000;11.000;,2.000;5.000;6.000;4.000;,0,,,,,,,,,-1.000000,0.000000,
0,229,8,3,7,2,8->3,0,auto,am,2.0000,12.0000,7.4580,60.0000,12.0000,8.750445,0.001106,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,60.0000,0.0000,5,8;6;5;4;3;,19;15;11;8;,"LINESTRING (-96.711382 43.562324, -96.711644 43.587586, -96.731569 43.564034, -96.747168 43.563654, -96.774303 43.572962)",,13.000;11.000;13.000;11.000;,2.000;4.000;2.000;4.000;,0,,,,,,,,,-1.000000,0.000000,
0,230,8,4,7,3,8->4,0,auto,am,700.0000,8.0000,4.9720,45.0000,8.0000,6.409757,0.000776,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,45.0000,0.0000,4,8;6;5;4;,19;15;11;,"LINESTRING (-96.711382 43.562324, -96.711644 43.587586, -96.731569 43.564034, -96.747168 43.563654)",,13.000;11.000;13.000;,2.000;4.000;2.000;,0,,,,,,,,,-1.000000,0.000000,
0,231,8,5,7,4,8->5,0,auto,am,500.0000,6.0000,3.7290,30.0000,6.0000,4.375222,0.000553,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,30.0000,0.0000,3,8;6;5;,19;15;,"LINESTRING (-96.711382 43.562324, -96.711644 43.587586, -96.731569 43.564034)",,13.000;11.000;,2.000;4.000;,0,,,,,,,,,-1.000000,0.000000,
0,232,8,6,7,5,8->6,0,auto,am,800.0000,2.0000,1.2430,15.0000,2.0000,2.034534,0.000223,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,15.0000,0.0000,2,8;6;,19;,"LINESTRING (-96.711382 43.562324, -96.711644 43.587586)",,13.000;,2.000;,0,,,,,,,,,-1.000000,0.000000,
0,233,8,7,7,6,8->7,0,auto,am,1000.0000,3.0000,1.8645,15.0000,3.0000,2.181802,0.000274,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,15.0000,0.0000,2,8;7;,20;,"LINESTRING (-96.711382 43.562324, -96.693423 43.563844)",,12.000;,3.000;,0,,,,,,,,,-1.000000,0.000000,
0,234,8,9,7,8,8->9,0,auto,am,800.0000,10.0000,6.2150,15.0000,10.0000,3.581163,0.000780,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,15.0000,0.0000,2,8;9;,21;,"LINESTRING (-96.711382 43.562324, -96.731241 43.548596)",,5.000;,10.000;,0,,,,,,,,,-1.000000,0.000000,
0,235,8,10,7,9,8->10,0,auto,am,1584.0000,13.0000,8.0796,30.0000,13.0000,5.762965,0.001055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,30.0000,0.0000,3,8;9;10;,21;25;,"LINESTRING (-96.711382 43.562324, -96.731241 43.548596, -96.731438 43.545271)",,5.000;12.000;,10.000;3.000;,0,,,,,,,,,-1.000000,0.000000,
0,236,8,10,7,9,8->10,0,auto,am,16.0000,9.0000,5.5935,30.0000,9.0000,4.852449,0.000722,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,30.0000,0.0000,3,8;16;10;,22;48;,"LINESTRING (-96.711382 43.562324, -96.711382 43.546744, -96.731438 43.545271)",,10.000;11.000;,5.000;4.000;,0,,,,,,,,,-1.000000,0.000000,
0,237,8,11,7,10,8->11,0,auto,am,792.0000,18.0000,11.1871,45.0000,18.0000,8.274726,0.001446,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,45.0000,0.0000,4,8;9;10;11;,21;25;27;,"LINESTRING (-96.711382 43.562324, -96.731241 43.548596, -96.731438 43.545271, -96.746841 43.544131)",,5.000;12.000;10.000;,10.000;3.000;5.000;,0,,,,,,,,,-1.000000,0.000000,
0,238,8,11,7,10,8->11,0,auto,am,8.0000,14.0000,8.7011,45.0000,14.0000,7.364210,0.001113,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,45.0000,0.0000,4,8;16;10;11;,22;48;27;,"LINESTRING (-96.711382 43.562324, -96.711382 43.546744, -96.731438 43.545271, -96.746841 43.544131)",,10.000;11.000;10.000;,5.000;4.000;5.000;,0,,,,,,,,,-1.000000,0.000000,
0,239,8,12,7,11,8->12,0,auto,am,0.0000,16.0000,9.9441,75.0000,16.0000,11.091133,0.001436,0.0025,0.2000,0.0000,0.0000,0.0000,0.0000,0,75.0000,0.0000,6,8;6;5;4;3;12;,19;15;11;8;7;,"LINESTRING (-96.711382 43.562324, -96.711644 43.587586, -96.731569 43.564034, -96.747168 43.563654, -96.774303 43.572962, -96.780137 43.543941)",,13.000;11.000;13.000;11.000;11.000;,2.000;4.000;2.000;4.000;4.000;,0,,,,,,,,,-1.000000,0.000000,
0,240,8,12,7,11,8->12,0,auto,am,600.0000,24.0000,14.9161,60.0000,24.0000,10.970443,0.001903,0.0025,0.0000,0.0000,0.0000,0.0000,0.0000,0,60.0000,0.0000,5,8;9;10;11;12;,21;25;27;33;,"LINESTRING (-96.711382 43.562324, -96.731241 43.548596, -96.731438 43.545271, -96.746841 43.544131, -96.780137 43.543941)",,5.000;12.000;10.000;9.000;,10.000;3.000;5.000;6.000;,0,,,,,,,,,-1.000000,0.000000,
0,241,8,13,7,12,8->13,0,auto,am,0.0000,19.0000,11.8086,90.0000,19.0000,13.272935,0.001711,0.0020,0.1667,0.0000,0.0000,0.0000,0.0000,0,90.0000,0.0000,7,8;6;5;4;3;12;13;,19;15;11;8;7;37;,"LINESTRING (-96.711382 43.562324, -96.711644 43.587586, -96.731569 43.564034, -96.747168 43.563654, -96.774303 43.572962, -96.780137 43.543941, -96.793377 43.490707)",,13.000;11.000;13.000;11.000;11.000;12.000;,2.000;4.000;2.000;4.000;4.000;3.000;,0,,,,,,,,,-1.000000,0.000000,
0,242,8,13,7,12,8->13,0,auto,am,600.0000,27.0000,16.7806,75.0000,27.0000,13.152246,0.002177,0.0020,0.0000,0.0000,0.0000,0.0000,0.0000,0,75.0000,0.0000,6,8;9;10;11;12;13;,21;25;27;33;37;,"LINESTRING (-96.711382 43.562324, -96.731241 43.548596, -96.731438 43.545271, -96.746841 43.544131, -96.780137 43.543941, -96.793377 43.490707)",,5.000;12.000;10.000;9.000;12.000;,10.000;3.000;5.000;6.000;3.000;,0,,,,,,,,,-1.000000,0.000000,
0,243,8,14,7,13,8->14,0,auto,am,400.0000,22.0000,13.6731,60.0000,22.0000,10.615414,0.001776,0.0025,0.0000,0.0000,0.0000,0.0000,0.0000,0,60.0000,0.0000,5,8;9;10;11;14;,21;25;27;34;,"LINESTRING (-96.711382 43.562324, -96.731241 43.548596, -96.731438 43.545271, -96.746841 43.544131, -96.751035 43.529306)",,5.000;12.000;10.000;11.000;,10.000;3.000;5.000;4.000;,0,,,,,,,,,-1.000000,0.000000,
0,244,8,14,7,13,8->14,0,auto,am,0.0000,17.0000,10.5656,75.0000,17.0000,11.274393,0.001502,0.0025,0.1667,0.0000,0.0000,0.0000,0.0000,0,75.0000,0.0000,6,8;16;17;19;15;14;,22;49;53;57;44;,"LINESTRING (-96.711382 43.562324, -96.711382 43.546744, -96.711382 43.541280, -96.711316 43.529591, -96.731504 43.529401, -96.751035 43.529306)",,10.000;13.000;13.000;12.000;10.000;,5.000;2.000;2.000;3.000;5.000;,0,,,,,,,,,-1.000000,0.000000,
0,245,8,15,7,14,8->15,0,auto,am,600.0000,19.0000,11.8086,45.0000,19.0000,8.458682,0.001512,0.0033,0.0000,0.0000,0.0000,0.0000,0.0000,0,45.0000,0.0000,4,8;9;10;15;,21;25;28;,"LINESTRING (-96.711382 43.562324, -96.731241 43.548596, -96.731438 43.545271, -96.731504 43.529401)",,5.000;12.000;9.000;,10.000;3.000;6.000;,0,,,,,,,,,-1.000000,0.000000,
0,246,8,15,7,14,8->15,0,auto,am,0.0000,12.0000,7.4580,60.0000,12.0000,8.762632,0.001111,0.0033,0.1667,0.0000,0.0000,0.0000,0.0000,0,60.0000,0.0000,5,8;16;17;19;15;,22;49;53;57;,"LINESTRING (-96.711382 43.562324, -96.711382 43.546744, -96.711382 43.541280, -96.711316 43.529591, -96.731504 43.529401)",,10.000;13.000;13.000;12.000;,5.000;2.000;2.000;3.000;,0,,,,,,,,,-1.000000,0.000000,
0,247,8,16,7,15,8->16,0,auto,am,2200.0000,5.0000,3.1075,15.0000,5.0000,2.511761,0.000391,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,15.0000,0.0000,2,8;16;,22;,"LINESTRING (-96.711382 43.562324, -96.711382 43.546744)",,10.000;,5.000;,0,,,,,,,,,-1.000000,0.000000,
0,248,8,17,7,16,8->17,0,auto,am,1400.0000,7.0000,4.3505,30.0000,7.0000,4.546295,0.000614,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,30.0000,0.0000,3,8;16;17;,22;49;,"LINESTRING (-96.711382 43.562324, -96.711382 43.546744, -96.711382 43.541280)",,10.000;13.000;,5.000;2.000;,0,,,,,,,,,-1.000000,0.000000,
0,249,8,18,7,17,8->18,0,auto,am,300.0000,5.0000,3.1075,30.0000,5.0000,4.216337,0.000497,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,30.0000,0.0000,3,8;7;18;,20;18;,"LINESTRING (-96.711382 43.562324, -96.693423 43.563844, -96.694078 43.546744)",,12.000;13.000;,3.000;2.000;,0,,,,,,,,,-1.000000,0.000000,
0,250,8,19,7,18,8->19,0,auto,am,700.0000,9.0000,5.5935,45.0000,9.0000,6.580830,0.000837,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,45.0000,0.0000,4,8;16;17;19;,22;49;53;,"LINESTRING (-96.711382 43.562324, -96.711382 43.546744, -96.711382 43.541280, -96.711316 43.529591)",,10.000;13.000;13.000;,5.000;2.000;2.000;,0,,,,,,,,,-1.000000,0.000000,
0,251,8,20,7,19,8->20,0,auto,am,900.0000,9.0000,5.5935,45.0000,9.0000,6.557025,0.000827,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,45.0000,0.0000,4,8;7;18;20;,20;18;56;,"LINESTRING (-96.711382 43.562324, -96.693423 43.563844, -96.694078 43.546744, -96.711185 43.515333)",,12.000;13.000;11.000;,3.000;2.000;4.000;,0,,,,,,,,,-1.000000,0.000000,
0,252,8,21,7,20,8->21,0,auto,am,400.0000,15.0000,9.3226,60.0000,15.0000,9.252742,0.001285,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,60.0000,0.0000,5,8;7;18;20;21;,20;18;56;62;,"LINESTRING (-96.711382 43.562324, -96.693423 43.563844, -96.694078 43.546744, -96.711185 43.515333, -96.730979 43.510485)",,12.000;13.000;11.000;9.000;,3.000;2.000;4.000;6.000;,0,,,,,,,,,-1.000000,0.000000,
0,253,8,22,7,21,8->22,0,auto,am,500.0000,14.0000,8.7011,60.0000,14.0000,9.068786,0.001218,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,60.0000,0.0000,5,8;7;18;20;22;,20;18;56;63;,"LINESTRING (-96.711382 43.562324, -96.693423 43.563844, -96.694078 43.546744, -96.711185 43.515333, -96.731241 43.514858)",,12.000;13.000;11.000;10.000;,3.000;2.000;4.000;5.000;,0,,,,,,,,,-1.000000,0.000000,
0,254,8,23,7,22,8->23,0,auto,am,300.0000,18.0000,11.1871,75.0000,18.0000,11.409474,0.001549,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,75.0000,0.0000,6,8;7;18;20;22;23;,20;18;56;63;70;,"LINESTRING (-96.711382 43.562324, -96.693423 43.563844, -96.694078 43.546744, -96.711185 43.515333, -96.731241 43.514858, -96.750904 43.514858)",,12.000;13.000;11.000;10.000;11.000;,3.000;2.000;4.000;5.000;4.000;,0,,,,,,,,,-1.000000,0.000000,
0,255,8,24,7,23,8->24,0,auto,am,200.0000,18.0000,11.1871,75.0000,18.0000,11.434544,0.001559,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,75.0000,0.0000,6,8;7;18;20;21;24;,20;18;56;62;66;,"LINESTRING (-96.711382 43.562324, -96.693423 43.563844, -96.694078 43.546744, -96.711185 43.515333, -96.730979 43.510485, -96.749200 43.503164)",,12.000;13.000;11.000;9.000;12.000;,3.000;2.000;4.000;6.000;3.000;,0,,,,,,,,,-1.000000,0.000000,
0,256,9,1,8,0,9->1,0,auto,am,490.0000,15.0000,9.3226,60.0000,15.0000,9.227671,0.001275,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,60.0000,0.0000,5,9;5;4;3;1;,23;11;8;5;,"LINESTRING (-96.731241 43.548596, -96.731569 43.564034, -96.747168 43.563654, -96.774303 43.572962, -96.770420 43.612828)",,10.000;13.000;11.000;11.000;,5.000;2.000;4.000;4.000;,0,,,,,,,,,-1.000000,0.000000,
0,257,9,1,8,0,9->1,0,auto,am,10.0000,20.0000,12.4301,60.0000,20.0000,10.059927,0.001570,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,60.0000,0.0000,5,9;5;6;2;1;,23;12;14;3;,"LINESTRING (-96.731241 43.548596, -96.731569 43.564034, -96.711644 43.587586, -96.711251 43.605813, -96.770420 43.612828)",,10.000;11.000;10.000;9.000;,5.000;4.000;5.000;6.000;,0,,,,,,,,,-1.000000,0.000000,
0,258,9,2,8,1,9->2,0,auto,am,200.0000,14.0000,8.7011,45.0000,14.0000,7.364210,0.001113,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,45.0000,0.0000,4,9;5;6;2;,23;12;14;,"LINESTRING (-96.731241 43.548596, -96.731569 43.564034, -96.711644 43.587586, -96.711251 43.605813)",,10.000;11.000;10.000;,5.000;4.000;5.000;,0,,,,,,,,,-1.000000,0.000000,
