link_seq_id,link_id,vdf_type,from_node_id,to_node_id,lanes,distance_km,distance_mile,fftt,meso_link_id,meso_link_incoming_volume,tmc,tmc_corridor_name,tmc_corridor_id,tmc_road_order,tmc_road_sequence,subarea_id,link_type,link_type_code,vdf_code,time_period,volume,ref_volume,ref_diff,restricted_turn_nodes,auto_turn_volume,ODME_volume_before,ODME_volume_after,ODME_volume_diff,ODME_obs_count,ODME_upperbound_capacity_type,ODME_obs_count_dev,preload_volume,mode_type_volume,travel_time,speed_kmph,speed_mph,speed_ratio,VOC,DOC,lane_capacity,link_capacity,queue,total_simu_waiting_time_in_min,avg_simu_waiting_time_in_min,plf,lanes,D_per_hour_per_lane,QVDF_cd,QVDF_n,P,severe_congestion_duration_in_h,vf,v_congestion_cutoff,QVDF_cp,QVDF_s,QVDF_v,vt2,VMT,VHT,PMT,PHT,PDT_vf,PDT_vc,geometry,moving_agent_vol_auto,moving_agent_vol_walk,moving_agent_vol_bike,moving_agent_vol_bus,moving_agent_vol_truck,moving_agent_vol_cav,moving_agent_vol_ev,moving_agent_vol_hov,MEU_vol_auto,MEU_vol_walk,MEU_vol_bike,MEU_vol_bus,MEU_vol_truck,MEU_vol_cav,MEU_vol_ev,MEU_vol_hov,mode_link_cap_auto,mode_link_cap_walk,mode_link_cap_bike,mode_link_cap_bus,mode_link_cap_truck,mode_link_cap_cav,mode_link_cap_ev,mode_link_cap_hov,mode_DOC_auto,mode_DOC_walk,mode_DOC_bike,mode_DOC_bus,mode_DOC_truck,mode_DOC_cav,mode_DOC_ev,mode_DOC_hov,mode_TT_auto,mode_TT_walk,mode_TT_bike,mode_TT_bus,mode_TT_truck,mode_TT_cav,mode_TT_ev,mode_TT_hov,v06:00,v06:15,v06:30,v06:45,v07:00,v07:15,v07:30,v07:45,v08:00,v08:15,v08:30,v08:45,v09:00,v09:15,v09:30,v09:45,v10:00,v10:15,v10:30,v10:45,v11:00,v11:15,v11:30,v11:45,v12:00,v12:15,v12:30,v12:45,v13:00,v13:15,v13:30,v13:45,v14:00,v14:15,v14:30,v14:45,v15:00,v15:15,v15:30,v15:45,v16:00,v16:15,v16:30,v16:45,v17:00,v17:15,v17:30,v17:45,v18:00,v18:15,v18:30,v18:45,v19:00,v19:15,v19:30,v19:45,DTM_type,DTM_volume_before,DTM_volume_after,DTM_volume_diff,DTM_speed_before,DTM_speed_after,DTM_speed_diff,DTM_DoC_before,DTM_DoC_after,DTM_Doc_diff,DTM_P_before,DTM_P_after,DTM_P_diff,notes
28,28,bpr,10,15,1.000000,6.000000,3.729024,6.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700-0800,31101.000,-1.000,0.000,,19:6496;22:11359;,0.000,0.000,0.000,,,,0.000,31101.000,15.000,24.000,14.916,0.400,9.990,9.990,13512.002,13512.002,0.000,0.000,0.000,1.000,1.000,311010.000,0.955,1.142,13.215,0.083,60.000,51.000,0.400,4.000,0.019,0.004,115976.383,7775.250,115976.383,7775.250,4665.150,4116.309,"LINESTRING (-96.731703 43.545272, -96.731768 43.529402)",31101.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,31101.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13512.002,1999.000,1999.000,1999.000,2000.000,2000.000,2000.000,2000.000,9.990000,0.000000,0.000000,0.000000,9.990000,9.990000,9.990000,9.990000,15.000,999900.000,999900.000,999900.000,15.000,15.000,15.000,15.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,31101.000,31101.000,0.000,24.000,24.000,0.000,9.990,9.990,0.000,13.215,13.215,0.000,period-based
29,29,bpr,10,16,1.000000,4.000000,2.486016,4.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700-0800,13209.000,-1.000,0.000,,8:38;17:0;18:1457;,0.000,0.000,0.000,,,,0.000,13209.000,15.000,16.000,9.944,0.267,9.990,9.990,4854.918,4854.918,0.000,0.000,0.000,1.000,1.000,132090.000,0.955,1.142,13.215,0.083,60.000,51.000,0.400,4.000,0.019,0.004,32837.789,3302.250,32837.789,3302.250,2421.650,2266.250,"LINESTRING (-96.731419 43.545007, -96.711362 43.546480)",13209.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13209.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4854.918,1999.000,1999.000,1999.000,2000.000,2000.000,2000.000,2000.000,9.990000,0.000000,0.000000,0.000000,9.990000,9.990000,9.990000,9.990000,15.000,999900.000,999900.000,999900.000,15.000,15.000,15.000,15.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,13209.000,13209.000,0.000,16.000,16.000,0.000,9.990,9.990,0.000,13.215,13.215,0.000,period-based
30,30,bpr,10,17,1.000000,8.000000,4.972032,8.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700-0800,12326.000,-1.000,0.000,,19:115;,0.000,0.000,0.000,,,,0.000,12326.000,15.000,32.000,19.888,0.533,9.990,9.990,4993.511,4993.511,0.000,0.000,0.000,1.000,1.000,123260.000,0.955,1.142,13.215,0.083,60.000,51.000,0.400,4.000,0.019,0.004,61285.270,3081.500,61285.270,3081.500,1438.033,1148.010,"LINESTRING (-96.731490 43.545011, -96.711433 43.541020)",12326.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12326.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4993.511,1999.000,1999.000,1999.000,2000.000,2000.000,2000.000,2000.000,9.990000,0.000000,0.000000,0.000000,9.990000,9.990000,9.990000,9.990000,15.000,999900.000,999900.000,999900.000,15.000,15.000,15.000,15.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,12326.000,12326.000,0.000,32.000,32.000,0.000,9.990,9.990,0.000,13.215,13.215,0.000,period-based
31,31,bpr,11,4,1.000000,6.000000,3.729024,6.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700-0800,12705.000,-1.000,0.000,,3:4734;5:1303;,0.000,0.000,0.000,,,,0.000,12705.000,15.000,24.000,14.916,0.400,9.990,9.990,4908.827,4908.827,0.000,0.000,0.000,1.000,1.000,127050.000,0.955,1.142,13.215,0.083,60.000,51.000,0.400,4.000,0.019,0.004,47377.254,3176.250,47377.254,3176.250,1905.750,1681.544,"LINESTRING (-96.746576 43.544135, -96.746904 43.563658)",12705.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12705.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4908.827,1999.000,1999.000,1999.000,2000.000,2000.000,2000.000,2000.000,9.990000,0.000000,0.000000,0.000000,9.990000,9.990000,9.990000,9.990000,15.000,999900.000,999900.000,999900.000,15.000,15.000,15.000,15.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,12705.000,12705.000,0.000,24.000,24.000,0.000,9.990,9.990,0.000,13.215,13.215,0.000,period-based
32,32,bpr,11,10,1.000000,5.000000,3.107520,5.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700-0800,41489.000,-1.000,0.000,,9:7982;15:8699;16:5413;17:4103;,0.000,0.000,0.000,,,,0.000,41489.000,15.000,20.000,12.430,0.333,9.990,9.990,10000.000,10000.000,0.000,0.000,0.000,1.000,1.000,414890.000,0.955,1.142,13.215,0.083,60.000,51.000,0.400,4.000,0.019,0.004,128927.906,10372.250,128927.906,10372.250,6914.833,6304.701,"LINESTRING (-96.746821 43.543867, -96.731418 43.545007)",41489.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,41489.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,10000.000,1999.000,1999.000,1999.000,2000.000,2000.000,2000.000,2000.000,9.990000,0.000000,0.000000,0.000000,9.990000,9.990000,9.990000,9.990000,15.000,999900.000,999900.000,999900.000,15.000,15.000,15.000,15.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,41489.000,41489.000,0.000,20.000,20.000,0.000,9.990,9.990,0.000,13.215,13.215,0.000,period-based
33,33,bpr,11,12,1.000000,6.000000,3.729024,6.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700-0800,18797.000,-1.000,0.000,,3:840;13:8071;,0.000,0.000,0.000,,,,0.000,18797.000,15.000,24.000,14.916,0.400,9.990,9.990,4908.827,4908.827,0.000,0.000,0.000,1.000,1.000,187970.000,0.955,1.142,13.215,0.083,60.000,51.000,0.400,4.000,0.019,0.004,70094.469,4699.250,70094.469,4699.250,2819.550,2487.838,"LINESTRING (-96.746842 43.544395, -96.780138 43.544205)",18797.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,18797.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4908.827,1999.000,1999.000,1999.000,2000.000,2000.000,2000.000,2000.000,9.990000,0.000000,0.000000,0.000000,9.990000,9.990000,9.990000,9.990000,15.000,999900.000,999900.000,999900.000,15.000,15.000,15.000,15.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,18797.000,18797.000,0.000,24.000,24.000,0.000,9.990,9.990,0.000,13.215,13.215,0.000,period-based
34,34,bpr,11,14,1.000000,4.000000,2.486016,4.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700-0800,15440.000,-1.000,0.000,,15:60;23:6493;,0.000,0.000,0.000,,,,0.000,15440.000,15.000,16.000,9.944,0.267,9.990,9.990,4876.508,4876.508,0.000,0.000,0.000,1.000,1.000,154400.000,0.955,1.142,13.215,0.083,60.000,51.000,0.400,4.000,0.019,0.004,38384.090,3860.000,38384.090,3860.000,2830.667,2649.020,"LINESTRING (-96.747096 43.544203, -96.751290 43.529378)",15440.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,15440.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4876.508,1999.000,1999.000,1999.000,2000.000,2000.000,2000.000,2000.000,9.990000,0.000000,0.000000,0.000000,9.990000,9.990000,9.990000,9.990000,15.000,999900.000,999900.000,999900.000,15.000,15.000,15.000,15.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,15440.000,15440.000,0.000,16.000,16.000,0.000,9.990,9.990,0.000,13.215,13.215,0.000,period-based
35,35,bpr,12,3,1.000000,4.000000,2.486016,4.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700-0800,4825.000,-1.000,0.000,,1:2492;4:1836;,0.000,0.000,0.000,,,,0.000,4825.000,14.840,16.173,10.051,0.270,2.062,2.062,23403.473,23403.473,0.000,0.000,0.000,1.000,1.000,48250.000,0.955,1.142,2.181,0.083,60.000,51.000,0.400,4.000,8.601,5.072,11995.028,1193.363,11995.028,1193.363,871.697,814.932,"LINESTRING (-96.779877 43.543888, -96.774044 43.572909)",4825.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4825.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,23403.473,1999.000,1999.000,1999.000,2000.000,2000.000,2000.000,2000.000,2.061660,0.000000,0.000000,0.000000,2.061660,2.061660,2.061660,2.061660,14.840,999900.000,999900.000,999900.000,14.840,14.840,14.840,14.840,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,4825.000,4825.000,0.000,16.173,16.173,0.000,2.062,2.062,0.000,2.181,2.181,0.000,period-based
36,36,bpr,12,11,1.000000,6.000000,3.729024,6.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700-0800,18685.000,-1.000,0.000,,10:13447;14:2114;,0.000,0.000,0.000,,,,0.000,18685.000,15.000,24.000,14.916,0.400,9.990,9.990,4908.827,4908.827,0.000,0.000,0.000,1.000,1.000,186850.000,0.955,1.142,13.215,0.083,60.000,51.000,0.400,4.000,0.019,0.004,69676.820,4671.250,69676.820,4671.250,2802.750,2473.015,"LINESTRING (-96.780135 43.543676, -96.746839 43.543866)",18685.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,18685.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4908.827,1999.000,1999.000,1999.000,2000.000,2000.000,2000.000,2000.000,9.990000,0.000000,0.000000,0.000000,9.990000,9.990000,9.990000,9.990000,15.000,999900.000,999900.000,999900.000,15.000,15.000,15.000,15.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,18685.000,18685.000,0.000,24.000,24.000,0.000,9.990,9.990,0.000,13.215,13.215,0.000,period-based
37,37,bpr,12,13,1.000000,3.000000,1.864512,3.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700-0800,13232.000,-1.000,0.000,,24:3545;,0.000,0.000,0.000,,,,0.000,13232.000,15.000,12.000,7.458,0.200,5.109,5.109,25900.201,25900.201,0.000,0.000,0.000,1.000,1.000,132320.000,0.955,1.142,6.146,0.083,60.000,51.000,0.400,4.000,0.273,0.089,24671.225,3308.000,24671.225,3308.000,2646.400,2529.647,"LINESTRING (-96.780394 43.544005, -96.793634 43.490771)",13232.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13232.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,25900.201,1999.000,1999.000,1999.000,2000.000,2000.000,2000.000,2000.000,5.108841,0.000000,0.000000,0.000000,5.108841,5.108841,5.108841,5.108841,15.000,999900.000,999900.000,999900.000,15.000,15.000,15.000,15.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,13232.000,13232.000,0.000,12.000,12.000,0.000,5.109,5.109,0.000,6.146,6.146,0.000,period-based
38,38,bpr,13,12,1.000000,3.000000,1.864512,3.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700-0800,13170.000,-1.000,0.000,,3:2485;11:8071;,0.000,0.000,0.000,,,,0.000,13170.000,15.000,12.000,7.458,0.200,5.085,5.085,25900.201,25900.201,0.000,0.000,0.000,1.000,1.000,131700.000,0.955,1.142,6.113,0.083,60.000,51.000,0.400,4.000,0.278,0.091,24555.625,3292.500,24555.625,3292.500,2634.000,2517.794,"LINESTRING (-96.793120 43.490643, -96.779880 43.543877)",13170.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13170.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,25900.201,1999.000,1999.000,1999.000,2000.000,2000.000,2000.000,2000.000,5.084903,0.000000,0.000000,0.000000,5.084903,5.084903,5.084903,5.084903,15.000,999900.000,999900.000,999900.000,15.000,15.000,15.000,15.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,13170.000,13170.000,0.000,12.000,12.000,0.000,5.085,5.085,0.000,6.113,6.113,0.000,period-based
39,39,bpr,13,24,1.000000,4.000000,2.486016,4.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700-0800,8458.000,-1.000,0.000,,21:4358;23:817;,0.000,0.000,0.000,,,,0.000,8458.000,15.000,16.000,9.944,0.267,9.990,9.990,5091.256,5091.256,0.000,0.000,0.000,1.000,1.000,84580.000,0.955,1.142,13.215,0.083,60.000,51.000,0.400,4.000,0.019,0.004,21026.725,2114.500,21026.725,2114.500,1550.633,1451.127,"LINESTRING (-96.793305 43.490452, -96.749128 43.502909)",8458.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8458.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5091.256,1999.000,1999.000,1999.000,2000.000,2000.000,2000.000,2000.000,9.990000,0.000000,0.000000,0.000000,9.990000,9.990000,9.990000,9.990000,15.000,999900.000,999900.000,999900.000,15.000,15.000,15.000,15.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,8458.000,8458.000,0.000,16.000,16.000,0.000,9.990,9.990,0.000,13.215,13.215,0.000,period-based
40,40,bpr,14,11,1.000000,4.000000,2.486016,4.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700-0800,15731.000,-1.000,0.000,,4:2176;10:8484;12:2132;,0.000,0.000,0.000,,,,0.000,15731.000,15.000,16.000,9.944,0.267,9.990,9.990,4876.508,4876.508,0.000,0.000,0.000,1.000,1.000,157310.000,0.955,1.142,13.215,0.083,60.000,51.000,0.400,4.000,0.019,0.004,39107.520,3932.750,39107.520,3932.750,2884.017,2698.946,"LINESTRING (-96.750781 43.529234, -96.746586 43.544059)",15731.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,15731.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4876.508,1999.000,1999.000,1999.000,2000.000,2000.000,2000.000,2000.000,9.990000,0.000000,0.000000,0.000000,9.990000,9.990000,9.990000,9.990000,15.000,999900.000,999900.000,999900.000,15.000,15.000,15.000,15.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,15731.000,15731.000,0.000,16.000,16.000,0.000,9.990,9.990,0.000,13.215,13.215,0.000,period-based
41,41,bpr,14,15,1.000000,5.000000,3.107520,5.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700-0800,5050.000,-1.000,0.000,,19:1117;22:1611;,0.000,0.000,0.000,,,,0.000,5050.000,15.000,20.000,12.430,0.333,9.849,9.849,5127.526,5127.526,0.000,0.000,0.000,1.000,1.000,50500.000,0.955,1.142,13.002,0.083,60.000,51.000,0.400,4.000,0.020,0.004,15692.977,1262.500,15692.977,1262.500,841.667,767.402,"LINESTRING (-96.751034 43.529041, -96.731502 43.529136)",5050.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5050.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5127.526,1999.000,1999.000,1999.000,2000.000,2000.000,2000.000,2000.000,9.848804,0.000000,0.000000,0.000000,9.848804,9.848804,9.848804,9.848804,15.000,999900.000,999900.000,999900.000,15.000,15.000,15.000,15.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,5050.000,5050.000,0.000,20.000,20.000,0.000,9.849,9.849,0.000,13.002,13.002,0.000,period-based
42,42,bpr,14,23,1.000000,4.000000,2.486016,4.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700-0800,9686.000,-1.000,0.000,,24:816;,0.000,0.000,0.000,,,,0.000,9686.000,15.000,16.000,9.944,0.267,9.990,9.990,4924.791,4924.791,0.000,0.000,0.000,1.000,1.000,96860.000,0.955,1.142,13.215,0.083,60.000,51.000,0.400,4.000,0.019,0.004,24079.553,2421.500,24079.553,2421.500,1775.767,1661.814,"LINESTRING (-96.751300 43.529304, -96.751169 43.514856)",9686.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9686.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4924.791,1999.000,1999.000,1999.000,2000.000,2000.000,2000.000,2000.000,9.990000,0.000000,0.000000,0.000000,9.990000,9.990000,9.990000,9.990000,15.000,999900.000,999900.000,999900.000,15.000,15.000,15.000,15.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,9686.000,9686.000,0.000,16.000,16.000,0.000,9.990,9.990,0.000,13.215,13.215,0.000,period-based
43,43,bpr,15,10,1.000000,6.000000,3.729024,6.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700-0800,28820.000,-1.000,0.000,,9:5189;11:8273;16:2600;17:3168;,0.000,0.000,0.000,,,,0.000,28820.000,15.000,24.000,14.916,0.400,9.990,9.990,13512.002,13512.002,0.000,0.000,0.000,1.000,1.000,288200.000,0.955,1.142,13.215,0.083,60.000,51.000,0.400,4.000,0.019,0.004,107470.477,7205.000,107470.477,7205.000,4323.000,3814.412,"LINESTRING (-96.731239 43.529400, -96.731173 43.545270)",28820.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,28820.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13512.002,1999.000,1999.000,1999.000,2000.000,2000.000,2000.000,2000.000,9.990000,0.000000,0.000000,0.000000,9.990000,9.990000,9.990000,9.990000,15.000,999900.000,999900.000,999900.000,15.000,15.000,15.000,15.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,28820.000,28820.000,0.000,24.000,24.000,0.000,9.990,9.990,0.000,13.215,13.215,0.000,period-based
44,44,bpr,15,14,1.000000,5.000000,3.107520,5.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700-0800,5440.000,-1.000,0.000,,11:54;23:1683;,0.000,0.000,0.000,,,,0.000,5440.000,15.000,20.000,12.430,0.333,9.990,9.990,5127.526,5127.526,0.000,0.000,0.000,1.000,1.000,54400.000,0.955,1.142,13.215,0.083,60.000,51.000,0.400,4.000,0.019,0.004,16904.910,1360.000,16904.910,1360.000,906.667,826.667,"LINESTRING (-96.731505 43.529666, -96.751037 43.529571)",5440.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5440.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5127.526,1999.000,1999.000,1999.000,2000.000,2000.000,2000.000,2000.000,9.990000,0.000000,0.000000,0.000000,9.990000,9.990000,9.990000,9.990000,15.000,999900.000,999900.000,999900.000,15.000,15.000,15.000,15.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,5440.000,5440.000,0.000,20.000,20.000,0.000,9.990,9.990,0.000,13.215,13.215,0.000,period-based
