link_id,vdf_type,from_node_id,to_node_id,lanes,distance_km,distance_mile,fftt,meso_link_id,meso_link_incoming_volume,tmc,tmc_corridor_name,tmc_corridor_id,tmc_road_order,tmc_road_sequence,subarea_id,link_type,link_type_code,vdf_code,time_period,volume,ref_volume,ref_diff,volume_before_odme,volume_after_odme,volume_diff_odme,obs_count,upper_bound_type,obs_count_dev_odme,preload_volume,person_volume,travel_time,speed_kmph,speed_mph,speed_ratio,VOC,DOC,capacity,queue,total_simu_waiting_time_in_min,avg_simu_waiting_time_in_min,qdf,lanes,D_per_hour_per_lane,QVDF_cd,QVDF_n,P,severe_congestion_duration_in_h,vf,v_congestion_cutoff,QVDF_cp,QVDF_s,QVDF_v,vt2,VMT,VHT,PMT,PHT,PDT_vf,PDT_vc,geometry,person_vol_p,v06:00,v06:15,v06:30,v06:45,v07:00,v07:15,v07:30,v07:45,v08:00,v08:15,v08:30,v08:45,v09:00,v09:15,v09:30,v09:45,v10:00,v10:15,v10:30,v10:45,v11:00,v11:15,v11:30,v11:45,v12:00,v12:15,v12:30,v12:45,v13:00,v13:15,v13:30,v13:45,v14:00,v14:15,v14:30,v14:45,v15:00,v15:15,v15:30,v15:45,v16:00,v16:15,v16:30,v16:45,v17:00,v17:15,v17:30,v17:45,v18:00,v18:15,v18:30,v18:45,v19:00,v19:15,v19:30,v19:45,scenario_code,volume_before_sa,volume_after_sa,volume_diff_sa,speed_before_sa,speed_after_sa,speed_diff_sa,DoC_before_sa,DoC_after_sa,Doc_diff_sa,P_before_sa,P_after_sa,P_diff_sa,notes
76,bpr,416,415,1.000000,0.006155,0.003825,0.006155,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,1315.565,-1.000,0.000,1315.565,1315.565,0.000,,,,0.000,1315.565,0.006,59.821,37.179,0.997,0.376,0.376,3500.000,0.000,0.000,0.000,1.000,1.000,1315.565,0.955,1.142,0.019,0.000,60.000,51.000,0.400,4.000,59.410,51.000,5.032,0.135,5.032,0.135,0.000,0.000,"LINESTRING (-88.540119 41.836054, -88.426993 41.805442)",1315.565,60.000,60.000,60.000,60.000,59.900,59.599,56.699,59.800,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,1315.565,1315.565,0.000,59.821,59.821,0.000,0.376,0.376,0.000,0.019,0.019,period-based
76,bpr,416,417,1.000000,0.005594,0.003477,0.005594,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,596.577,-1.000,0.000,596.577,596.577,0.000,,,,0.000,596.577,0.006,59.992,37.286,1.000,0.170,0.170,3500.000,0.000,0.000,0.000,1.000,1.000,596.577,0.955,1.142,0.001,0.000,60.000,51.000,0.400,4.000,59.975,51.000,2.074,0.056,2.074,0.056,0.000,0.000,"LINESTRING (-88.540106 41.836104, -88.643706 41.862215)",596.577,60.000,60.000,60.000,60.000,59.996,59.983,56.987,59.992,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,596.577,596.577,0.000,59.992,59.992,0.000,0.170,0.170,0.000,0.001,0.001,period-based
76,bpr,416,726,1.000000,0.002045,0.001271,0.002045,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,231.521,-1.000,0.000,231.521,231.521,0.000,,,,0.000,231.521,0.002,59.998,37.289,1.000,0.116,0.116,2000.000,0.000,0.000,0.000,1.000,1.000,231.521,0.955,1.142,0.000,0.000,60.000,51.000,0.400,4.000,59.995,51.000,0.294,0.008,0.294,0.008,0.000,0.000,"LINESTRING (-88.540088 41.836069, -88.528180 41.864881)",231.521,60.000,60.000,60.000,60.000,59.999,59.996,56.997,59.998,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,231.521,231.521,0.000,59.998,59.998,0.000,0.116,0.116,0.000,0.000,0.000,period-based
76,bpr,416,732,1.000000,0.003951,0.002456,0.003951,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,46.460,-1.000,0.000,46.460,46.460,0.000,,,,0.000,46.460,0.004,60.000,37.290,1.000,0.023,0.023,2000.000,0.000,0.000,0.000,1.000,1.000,46.460,0.955,1.142,0.000,0.000,60.000,51.000,0.400,4.000,60.000,51.000,0.114,0.003,0.114,0.003,0.000,0.000,"LINESTRING (-88.540138 41.836074, -88.528230 41.778451)",46.460,60.000,60.000,60.000,60.000,60.000,60.000,57.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,46.460,46.460,0.000,60.000,60.000,0.000,0.023,0.023,0.000,0.000,0.000,period-based
76,bpr,417,416,1.000000,0.005594,0.003477,0.005594,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,1261.811,-1.000,0.000,1261.811,1261.811,0.000,,,,0.000,1261.811,0.006,59.848,37.196,0.997,0.361,0.361,3500.000,0.000,0.000,0.000,1.000,1.000,1261.811,0.955,1.142,0.016,0.000,60.000,51.000,0.400,4.000,59.500,51.000,4.387,0.118,4.387,0.118,0.000,0.000,"LINESTRING (-88.643718 41.862165, -88.540118 41.836054)",1261.811,60.000,60.000,60.000,60.000,59.915,59.661,56.746,59.831,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,1261.811,1261.811,0.000,59.848,59.848,0.000,0.361,0.361,0.000,0.016,0.016,period-based
76,bpr,417,732,1.000000,0.008197,0.005095,0.008197,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,152.540,-1.000,0.000,152.540,152.540,0.000,,,,0.000,152.540,0.008,60.000,37.290,1.000,0.044,0.044,3500.000,0.000,0.000,0.000,1.000,1.000,152.540,0.955,1.142,0.000,0.000,60.000,51.000,0.400,4.000,60.000,51.000,0.777,0.021,0.777,0.021,0.000,0.000,"LINESTRING (-88.643727 41.862169, -88.528219 41.778435)",152.540,60.000,60.000,60.000,60.000,60.000,60.000,57.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,152.540,152.540,0.000,60.000,60.000,0.000,0.044,0.044,0.000,0.000,0.000,period-based
76,bpr,417,913,1.000000,0.003127,0.001944,0.003127,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,469.664,-1.000,0.000,469.664,469.664,0.000,,,,0.000,469.664,0.003,59.997,37.288,1.000,0.134,0.134,3500.000,0.000,0.000,0.000,1.000,1.000,469.664,0.955,1.142,0.000,0.000,60.000,51.000,0.400,4.000,59.990,51.000,0.913,0.024,0.913,0.024,0.000,0.000,"LINESTRING (-88.643689 41.862202, -88.665123 41.905419)",469.664,60.000,60.000,60.000,60.000,59.998,59.994,56.995,59.997,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,469.664,469.664,0.000,59.997,59.997,0.000,0.134,0.134,0.000,0.000,0.000,period-based
76,bpr,417,926,1.000000,0.006520,0.004052,0.006520,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,371.000,-1.000,0.000,371.000,371.000,0.000,,,,0.000,371.000,0.007,59.999,37.290,1.000,0.106,0.106,3500.000,0.000,0.000,0.000,1.000,1.000,371.000,0.955,1.142,0.000,0.000,60.000,51.000,0.400,4.000,59.996,51.000,1.503,0.040,1.503,0.040,0.000,0.000,"LINESTRING (-88.643703 41.862215, -88.758020 41.904532)",371.000,60.000,60.000,60.000,60.000,59.999,59.997,56.998,59.999,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,371.000,371.000,0.000,59.999,59.999,0.000,0.106,0.106,0.000,0.000,0.000,period-based
76,bpr,418,419,1.000000,0.005507,0.003422,0.005507,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,2324.554,-1.000,0.000,2324.554,2324.554,0.000,,,,0.000,2324.554,0.006,59.582,37.031,0.993,0.465,0.465,5000.000,0.000,0.000,0.000,1.000,1.000,2324.554,0.955,1.142,0.045,0.000,60.000,51.000,0.400,4.000,58.637,51.000,7.955,0.215,7.955,0.215,0.001,0.000,"LINESTRING (-87.957837 42.544671, -87.966173 42.463638)",2324.554,60.000,60.000,60.000,60.000,59.762,59.049,56.287,59.525,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,2324.554,2324.554,0.000,59.582,59.582,0.000,0.465,0.465,0.000,0.045,0.045,period-based
76,bpr,418,921,1.000000,0.002338,0.001453,0.002338,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,1099.675,-1.000,0.000,1099.675,1099.675,0.000,,,,0.000,1099.675,0.002,59.189,36.786,0.986,0.550,0.550,2000.000,0.000,0.000,0.000,1.000,1.000,1099.675,0.955,1.142,0.087,0.000,60.000,51.000,0.400,4.000,57.390,50.999,1.598,0.043,1.598,0.043,0.001,0.000,"LINESTRING (-87.957806 42.544694, -88.001866 42.553697)",1099.675,60.000,60.000,60.000,60.000,59.523,58.094,55.570,59.047,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,1099.675,1099.675,0.000,59.189,59.189,0.000,0.550,0.550,0.000,0.087,0.087,period-based
76,bpr,418,922,1.000000,0.004253,0.002643,0.004253,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,1031.780,-1.000,0.000,1031.780,1031.780,0.000,,,,0.000,1031.780,0.004,59.369,36.898,0.989,0.516,0.516,2000.000,0.000,0.000,0.000,1.000,1.000,1031.780,0.955,1.142,0.068,0.000,60.000,51.000,0.400,4.000,57.958,51.000,2.727,0.074,2.727,0.074,0.001,0.000,"LINESTRING (-87.957808 42.544642, -87.875643 42.553645)",1031.780,60.000,60.000,60.000,60.000,59.635,58.540,55.905,59.270,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,1031.780,1031.780,0.000,59.369,59.369,0.000,0.516,0.516,0.000,0.068,0.068,period-based
76,bpr,418,923,1.000000,0.010392,0.006458,0.010392,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,1517.000,-1.000,0.000,1517.000,1517.000,0.000,,,,0.000,1517.000,0.010,59.924,37.243,0.999,0.303,0.303,5000.000,0.000,0.000,0.000,1.000,1.000,1517.000,0.955,1.142,0.008,0.000,60.000,51.000,0.400,4.000,59.748,51.000,9.798,0.263,9.798,0.263,0.000,0.000,"LINESTRING (-87.957785 42.544666, -87.944686 42.697728)",1517.000,60.000,60.000,60.000,60.000,59.958,59.831,56.873,59.915,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,1517.000,1517.000,0.000,59.924,59.924,0.000,0.303,0.303,0.000,0.008,0.008,period-based
76,bpr,419,418,1.000000,0.005507,0.003422,0.005507,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,1342.696,-1.000,0.000,1342.696,1342.696,0.000,,,,0.000,1342.696,0.006,59.953,37.261,0.999,0.269,0.269,5000.000,0.000,0.000,0.000,1.000,1.000,1342.696,0.955,1.142,0.005,0.000,60.000,51.000,0.400,4.000,59.845,51.000,4.595,0.123,4.595,0.123,0.000,0.000,"LINESTRING (-87.966121 42.463632, -87.957785 42.544665)",1342.696,60.000,60.000,60.000,60.000,59.974,59.896,56.922,59.948,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,1342.696,1342.696,0.000,59.953,59.953,0.000,0.269,0.269,0.000,0.005,0.005,period-based
76,bpr,419,420,1.000000,0.004814,0.002992,0.004814,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,2388.308,-1.000,0.000,2388.308,2388.308,0.000,,,,0.000,2388.308,0.005,59.535,37.001,0.992,0.478,0.478,5000.000,0.000,0.000,0.000,1.000,1.000,2388.308,0.955,1.142,0.050,0.000,60.000,51.000,0.400,4.000,58.485,51.000,7.146,0.193,7.146,0.193,0.001,0.000,"LINESTRING (-87.966173 42.463630, -87.951883 42.393401)",2388.308,60.000,60.000,60.000,60.000,59.734,58.937,56.203,59.469,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,2388.308,2388.308,0.000,59.535,59.535,0.000,0.478,0.478,0.000,0.050,0.050,period-based
76,bpr,419,739,1.000000,0.003413,0.002121,0.003413,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,290.517,-1.000,0.000,290.517,290.517,0.000,,,,0.000,290.517,0.003,59.987,37.282,1.000,0.194,0.194,1500.000,0.000,0.000,0.000,1.000,1.000,290.517,0.955,1.142,0.001,0.000,60.000,51.000,0.400,4.000,59.958,51.000,0.616,0.017,0.616,0.017,0.000,0.000,"LINESTRING (-87.966137 42.463659, -88.024486 42.487969)",290.517,60.000,60.000,60.000,60.000,59.993,59.972,56.979,59.986,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,290.517,290.517,0.000,59.987,59.987,0.000,0.194,0.194,0.000,0.001,0.001,period-based
76,bpr,419,743,1.000000,0.001628,0.001012,0.001628,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,550.357,-1.000,0.000,550.357,550.357,0.000,,,,0.000,550.357,0.002,59.837,37.189,0.997,0.367,0.367,1500.000,0.000,0.000,0.000,1.000,1.000,550.357,0.955,1.142,0.017,0.000,60.000,51.000,0.400,4.000,59.464,51.000,0.557,0.015,0.557,0.015,0.000,0.000,"LINESTRING (-87.966143 42.463609, -87.935182 42.469011)",550.357,60.000,60.000,60.000,60.000,59.909,59.636,56.727,59.818,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,550.357,550.357,0.000,59.837,59.837,0.000,0.367,0.367,0.000,0.017,0.017,period-based
76,bpr,420,419,1.000000,0.004814,0.002992,0.004814,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,1388.093,-1.000,0.000,1388.093,1388.093,0.000,,,,0.000,1388.093,0.005,59.947,37.257,0.999,0.278,0.278,5000.000,0.000,0.000,0.000,1.000,1.000,1388.093,0.955,1.142,0.006,0.000,60.000,51.000,0.400,4.000,59.823,51.000,4.153,0.111,4.153,0.111,0.000,0.000,"LINESTRING (-87.951831 42.393411, -87.966121 42.463640)",1388.093,60.000,60.000,60.000,60.000,59.970,59.881,56.911,59.941,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,1388.093,1388.093,0.000,59.947,59.947,0.000,0.278,0.278,0.000,0.006,0.006,period-based
76,bpr,420,421,1.000000,0.002971,0.001846,0.002971,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,3608.169,-1.000,0.000,3608.170,3608.170,0.000,,,,0.000,3608.169,0.003,57.655,35.833,0.961,0.722,0.722,5000.000,0.000,0.000,0.000,1.000,1.000,3608.170,0.955,1.142,0.259,0.000,60.000,51.000,0.400,4.000,52.867,50.908,6.662,0.186,6.662,0.186,0.007,0.000,"LINESTRING (-87.951881 42.393395, -87.932828 42.351978)",3608.170,60.000,60.000,60.000,60.000,58.396,55.102,53.676,56.792,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,3608.169,3608.169,0.000,57.655,57.655,0.000,0.722,0.722,0.000,0.259,0.259,period-based
76,bpr,420,751,1.000000,0.002501,0.001554,0.002501,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,632.702,-1.000,0.000,632.702,632.702,0.000,,,,0.000,632.702,0.003,59.982,37.279,1.000,0.211,0.211,3000.000,0.000,0.000,0.000,1.000,1.000,632.702,0.955,1.142,0.002,0.000,60.000,51.000,0.400,4.000,59.941,51.000,0.983,0.026,0.983,0.026,0.000,0.000,"LINESTRING (-87.951853 42.393380, -87.904221 42.401483)",632.702,60.000,60.000,60.000,60.000,59.990,59.961,56.970,59.980,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,632.702,632.702,0.000,59.982,59.982,0.000,0.211,0.211,0.000,0.002,0.002,period-based
76,bpr,420,752,1.000000,0.001000,0.000622,0.001000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,819.561,-1.000,0.000,819.561,819.561,0.000,,,,0.000,819.561,0.001,59.950,37.259,0.999,0.273,0.273,3000.000,0.000,0.000,0.000,1.000,1.000,819.561,0.955,1.142,0.005,0.000,60.000,51.000,0.400,4.000,59.834,51.000,0.509,0.014,0.509,0.014,0.000,0.000,"LINESTRING (-87.951840 42.393426, -87.963748 42.403330)",819.561,60.000,60.000,60.000,60.000,59.972,59.889,56.917,59.944,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,819.561,819.561,0.000,59.950,59.950,0.000,0.273,0.273,0.000,0.005,0.005,period-based
76,bpr,421,420,1.000000,0.002971,0.001846,0.002971,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,1509.156,-1.000,0.000,1509.156,1509.156,0.000,,,,0.000,1509.156,0.003,59.925,37.244,0.999,0.302,0.302,5000.000,0.000,0.000,0.000,1.000,1.000,1509.156,0.955,1.142,0.008,0.000,60.000,51.000,0.400,4.000,59.753,51.000,2.787,0.075,2.787,0.075,0.000,0.000,"LINESTRING (-87.932780 42.352000, -87.951833 42.393417)",1509.156,60.000,60.000,60.000,60.000,59.959,59.834,56.876,59.917,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,1509.156,1509.156,0.000,59.925,59.925,0.000,0.302,0.302,0.000,0.008,0.008,period-based
76,bpr,421,422,1.000000,0.003252,0.002021,0.003252,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,4573.823,-1.000,0.000,4573.823,4573.823,0.000,,,,0.000,4573.823,0.004,54.297,33.746,0.905,0.915,0.915,5000.000,0.000,0.000,0.000,1.000,1.000,4573.823,0.955,1.142,0.669,0.000,60.000,51.000,0.400,4.000,44.498,47.223,9.244,0.274,9.244,0.274,0.026,0.000,"LINESTRING (-87.932827 42.351976, -87.907820 42.307858)",4573.823,60.000,60.000,60.000,60.000,58.491,52.505,49.245,57.491,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,4573.823,4573.823,0.000,54.297,54.297,0.000,0.915,0.915,0.000,0.669,0.669,period-based
76,bpr,421,753,1.000000,0.001474,0.000916,0.001474,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,1482.053,-1.000,0.000,1482.053,1482.053,0.000,,,,0.000,1482.053,0.002,57.404,35.677,0.957,0.741,0.741,2000.000,0.000,0.000,0.000,1.000,1.000,1482.053,0.955,1.142,0.288,0.000,60.000,51.000,0.400,4.000,52.173,50.860,1.358,0.038,1.358,0.038,0.002,0.000,"LINESTRING (-87.932796 42.351964, -87.906599 42.360968)",1482.053,60.000,60.000,60.000,60.000,58.168,54.253,53.038,56.336,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,1482.053,1482.053,0.000,57.404,57.404,0.000,0.741,0.741,0.000,0.288,0.288,period-based
76,bpr,421,754,1.000000,0.001835,0.001141,0.001835,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,1067.241,-1.000,0.000,1067.241,1067.241,0.000,,,,0.000,1067.241,0.002,59.279,36.842,0.988,0.534,0.534,2000.000,0.000,0.000,0.000,1.000,1.000,1067.241,0.955,1.142,0.077,0.000,60.000,51.000,0.400,4.000,57.674,50.999,1.217,0.033,1.217,0.033,0.000,0.000,"LINESTRING (-87.932797 42.352014, -87.966140 42.361918)",1067.241,60.000,60.000,60.000,60.000,59.580,58.319,55.739,59.159,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,0.000,1067.241,1067.241,0.000,59.279,59.279,0.000,0.534,0.534,0.000,0.077,0.077,period-based
